Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2012-01-01,Sunday,17:00,GBP,Low,Core RPI (YoY)  (Dec),5.00%,,5.30%
2012-01-01,Sunday,17:00,GBP,Medium,Core Retail Sales (MoM)  (Dec),0.00%,,-0.60%
2012-01-01,Sunday,17:00,GBP,Medium,Core Retail Sales (YoY)  (Dec),1.00%,,-0.70%
2012-01-01,Sunday,17:00,INR,Low,Cumulative Industrial Production  (Dec),3.60%,,3.80%
2012-01-01,Sunday,17:00,KRW,Low,Current Account  (Dec),3.15B,,4.99B
2012-01-01,Sunday,17:00,USD,Low,Dallas Fed Mfg Business Index  (Dec),-0.60,,4.20
2012-01-01,Sunday,17:00,USD,Low,Dallas Fed PCE  (Dec),2.00%,,1.90%
2012-01-01,Sunday,17:00,USD,Low,Dallas Fed Services Revenues  (Dec),8.80,,15.30
2012-01-01,Sunday,17:00,INR,Low,Deposit Growth  (Dec),17.61%,,17.46%
2012-01-01,Sunday,17:00,USD,Low,Domestic Truck Sales  (Dec),6.17M,,6.00M
2012-01-01,Sunday,17:00,USD,Low,Durables Excluding Defense (MoM)  (Dec),3.50%,,4.10%
2012-01-01,Sunday,17:00,USD,Low,EIA Weekly Distillates Stocks  (Dec),0.81M,,-0.15M
2012-01-01,Sunday,17:00,MXN,Low,Economic Activity (MoM)  (Dec),0.64%,,-0.29%
2012-01-01,Sunday,17:00,USD,Medium,Existing Home Sales (MoM)  (Dec),-0.90%,,1.20%
2012-01-01,Sunday,17:00,USD,Medium,Export Price Index (MoM)  (Dec),-0.50%,,0.10%
2012-01-01,Sunday,17:00,KRW,Low,Export Price Index (YoY)  (Dec),-1.00%,,2.00%
2012-01-01,Sunday,17:00,CAD,Low,Exports  (Dec),41.80B,,40.15B
2012-01-01,Sunday,17:00,INR,Low,Exports (USD)  (Dec),25.37B,,23.22B
2012-01-01,Sunday,17:00,KRW,Low,Exports (YoY)  (Dec),8.20%,,11.50%
2012-01-01,Sunday,17:00,KRW,Low,FX Reserves - USD  (Dec),306.40B,,308.63B
2012-01-01,Sunday,17:00,INR,Low,"FX Reserves, USD  (Dec)",296.69B,,306.84B
2012-01-01,Sunday,17:00,USD,Low,Factory orders ex transportation (MoM)  (Dec),1.10%,,1.10%
2012-01-01,Sunday,17:00,INR,Low,Federal Fiscal Deficit  (Dec),"3,810.12B",,"3,533.69B"
2012-01-01,Sunday,17:00,MXN,Low,Fiscal Balance  (Dec),-140.37B,,-33.21B
2012-01-01,Sunday,17:00,CAD,Low,Foreign Securities Purchases by Canadians  (Dec),2.80B,,2.92B
2012-01-01,Sunday,17:00,CAD,Low,Full Employment Change  (Dec),15.60K,,46.90K
2012-01-01,Sunday,17:00,EUR,Medium,German CPI (YoY)  (Dec),2.00%,,2.40%
2012-01-01,Sunday,17:00,EUR,Low,German Exports (MoM)  (Dec),-3.46%,,3.24%
2012-01-01,Sunday,17:00,EUR,Low,German HICP (MoM)  (Dec),0.80%,,0.00%
2012-01-01,Sunday,17:00,EUR,Low,German HICP (YoY)  (Dec),2.40%,,2.80%
2012-01-01,Sunday,17:00,EUR,Low,German Import Price Index (YoY)  (Dec),3.70%,,5.10%
2012-01-01,Sunday,17:00,EUR,Low,German Imports (MoM)  (Dec),-1.80%,,0.10%
2012-01-01,Sunday,17:00,EUR,Low,German PPI (YoY)  (Dec),3.50%,,4.60%
2012-01-01,Sunday,17:00,EUR,Low,German Retail Sales (YoY)  (Dec),0.80%,,0.90%
2012-01-01,Sunday,17:00,EUR,Low,German Unemployment  (Dec),2.87M,,2.89M
2012-01-01,Sunday,17:00,EUR,Low,German Unemployment n.s.a.  (Dec),2.80M,,2.70M
2012-01-01,Sunday,17:00,EUR,Low,German WPI (YoY)  (Dec),2.40%,,3.90%
2012-01-01,Sunday,17:00,EUR,Medium,German ZEW Current Conditions  (Dec),26.80,,34.20
2012-01-01,Sunday,17:00,USD,Low,Goods Orders Non Defense Ex Air (MoM)  (Dec),2.90%,,-1.20%
2012-01-01,Sunday,17:00,USD,Low,Government Payrolls  (Dec),-20.00K,,-28.00K
2012-01-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (MoM)  (Dec),2.00%,,-0.85%
2012-01-01,Sunday,17:00,MXN,Low,Gross Fixed Investments (YoY)  (Dec),6.94%,,7.49%
2012-01-01,Sunday,17:00,GBP,Medium,Halifax House Price Index (YoY)  (Dec),-1.30%,,-1.00%
2012-01-01,Sunday,17:00,USD,Low,House Price Index  (Dec),182.30,,181.60
2012-01-01,Sunday,17:00,USD,Low,House Price Index (YoY)  (Dec),-1.20%,,-2.30%
2012-01-01,Sunday,17:00,SEK,Low,Household Lending Growth (YoY)  (Dec),5.21%,,5.45%
2012-01-01,Sunday,17:00,USD,Medium,Housing Starts (MoM)  (Dec),-2.40%,,16.60%
2012-01-01,Sunday,17:00,CAD,Low,IPPI (YoY)  (Dec),4.00%,,6.00%
2012-01-01,Sunday,17:00,USD,Medium,ISM Manufacturing Employment  (Dec),54.70,,52.90
2012-01-01,Sunday,17:00,USD,Low,ISM Manufacturing New Orders Index  (Dec),55.30,,54.00
2012-01-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing Business Activity  (Dec),55.90,,55.80
2012-01-01,Sunday,17:00,USD,Medium,ISM Non-Manufacturing Employment  (Dec),48.80,,52.90
2012-01-01,Sunday,17:00,USD,Low,ISM Non-Manufacturing New Orders  (Dec),54.10,,53.40
2012-01-01,Sunday,17:00,USD,High,ISM Non-Manufacturing Prices  (Dec),62.00,,63.50
2012-01-01,Sunday,17:00,USD,Low,ISM-New York Index  (Dec),533.90,,531.50
2012-01-01,Sunday,17:00,KRW,Low,Import Price Index (YoY)  (Dec),6.10%,,10.70%
2012-01-01,Sunday,17:00,CAD,Low,Imports  (Dec),39.68B,,39.57B
2012-01-01,Sunday,17:00,INR,Low,Imports (USD)  (Dec),40.04B,,39.11B
2012-01-01,Sunday,17:00,KRW,Low,Imports (YoY)  (Dec),13.60%,,11.20%
2012-01-01,Sunday,17:00,SEK,Low,Industrial New Orders (YoY)  (Dec),-5.89%,,-9.92%
2012-01-01,Sunday,17:00,KRW,Low,Industrial Production (MoM)  (Dec),-1.00%,,-1.00%
2012-01-01,Sunday,17:00,MXN,Low,Industrial Production (MoM)  (Dec),0.49%,,0.16%
2012-01-01,Sunday,17:00,SEK,Low,Industrial Production (MoM)  (Dec),-3.30%,,-1.90%
2012-01-01,Sunday,17:00,GBP,Low,Industrial Production (YoY)  (Dec),-3.00%,,-3.10%
2012-01-01,Sunday,17:00,SEK,Low,Industrial Production (YoY)  (Dec),-5.50%,,-3.50%
2012-01-01,Sunday,17:00,INR,Low,Infrastructure Output (YoY)  (Dec),5.10%,,7.96%
2012-01-01,Sunday,17:00,INR,Medium,Interest Rate Decision  (Dec),8.50%,,8.50%
2012-01-01,Sunday,17:00,EUR,Low,Italian CPI (YoY)  (Dec),3.30%,,3.30%
2012-01-01,Sunday,17:00,EUR,Low,Italian HICP (MoM)  (Dec),0.30%,,-0.10%
2012-01-01,Sunday,17:00,EUR,Low,Italian HICP (YoY)  (Dec),3.70%,,3.70%
2012-01-01,Sunday,17:00,EUR,Low,Italian Industrial New Orders (YoY)  (Dec),-11.02%,,-0.10%
2012-01-01,Sunday,17:00,EUR,Low,Italian Industrial Production (YoY)  (Dec),-2.30%,,-3.40%
2012-01-01,Sunday,17:00,EUR,Low,Italian Industrial Sales (MoM)  (Dec),1.73%,,0.10%
2012-01-01,Sunday,17:00,EUR,Low,Italian Industrial Sales (YoY)  (Dec),0.00%,,0.65%
2012-01-01,Sunday,17:00,EUR,Low,Italian PPI (YoY)  (Dec),4.90%,,5.40%
2012-01-01,Sunday,17:00,EUR,Low,Italian Retail Sales (YoY)  (Dec),-3.20%,,-1.52%
2012-01-01,Sunday,17:00,EUR,Low,Italian Trade Balance EU  (Dec),-0.70B,,-0.41B
2012-01-01,Sunday,17:00,EUR,Low,Italian Trade Balance Non-EU  (Dec),2.11B,,-1.17B
2012-01-01,Sunday,17:00,EUR,Low,Italian Wage Inflation (MoM)  (Dec),0.00%,,0.00%
2012-01-01,Sunday,17:00,EUR,Low,Italian Wage Inflation (YoY)  (Dec),1.40%,,1.40%
2012-01-01,Sunday,17:00,CAD,Low,Ivey PMI n.s.a  (Dec),53.60,,57.10
2012-01-01,Sunday,17:00,USD,High,JOLTS Job Openings  (Dec),3.53M,,3.22M
2012-01-01,Sunday,17:00,USD,Low,Jobless Claims 4-Week Avg.  (Dec),379.40K,,391.24K
2012-01-01,Sunday,17:00,USD,Low,KC Fed Composite Index  (Dec),-1.00,,6.00
2012-01-01,Sunday,17:00,USD,Low,KC Fed Manufacturing Index  (Dec),-3.00,,4.00
2012-01-01,Sunday,17:00,CHF,Medium,KOF Leading Indicators  (Dec),87.20,,85.10
2012-01-01,Sunday,17:00,KRW,Low,M2 Money supply  (Dec),8.40%,,7.80%
2012-01-01,Sunday,17:00,INR,Low,M3 Money Supply  (Dec),16.46%,,16.10%
2012-01-01,Sunday,17:00,USD,Low,MBA 30-Year Mortgage Rate  (Dec),4.10%,,4.22%
2012-01-01,Sunday,17:00,USD,Low,MBA Purchase Index  (Dec),182.05,,190.00
2012-01-01,Sunday,17:00,KRW,Low,Manufacturing BSI Index  (Dec),88.00,,87.00
2012-01-01,Sunday,17:00,SEK,Low,Manufacturing Confidence  (Dec),-8.00,,-8.00
2012-01-01,Sunday,17:00,INR,Low,Manufacturing Output (MoM)  (Dec),2.80%,,6.60%
2012-01-01,Sunday,17:00,SEK,Low,Manufacturing PMI  (Dec),49.20,,47.90
2012-01-01,Sunday,17:00,USD,Low,Manufacturing Payrolls  (Dec),25.00K,,-2.00K
2012-01-01,Sunday,17:00,USD,Low,Manufacturing Production (MoM)  (Dec),0.70%,,-0.10%
2012-01-01,Sunday,17:00,GBP,Low,Manufacturing Production (YoY)  (Dec),0.60%,,-0.90%
2012-01-01,Sunday,17:00,USD,Medium,Michigan 5-Year Inflation Expectations  (Dec),2.70%,,2.60%
2012-01-01,Sunday,17:00,USD,Medium,Michigan Consumer Expectations  (Dec),61.10,,54.90
2012-01-01,Sunday,17:00,USD,Low,Michigan Current Conditions  (Dec),79.60,,76.60
2012-01-01,Sunday,17:00,USD,Low,Midwest Manufacturing  (Dec),88.50,,87.00
2012-01-01,Sunday,17:00,GBP,Low,Mortgage Lending  (Dec),0.28B,,0.63B
2012-01-01,Sunday,17:00,USD,Low,Mortgage Market Index  (Dec),657.38,,651.63
2012-01-01,Sunday,17:00,USD,Low,Mortgage Refinance Index  (Dec),"3,495.75",,"3,363.25"
2012-01-01,Sunday,17:00,GBP,Medium,Nationwide HPI (YoY)  (Dec),1.00%,,1.60%
2012-01-01,Sunday,17:00,USD,Medium,New Home Sales (MoM)  (Dec),4.00%,,3.80%
2012-01-01,Sunday,17:00,USD,Low,Overall Net Capital Flow  (Dec),101.90B,,41.20B
2012-01-01,Sunday,17:00,KRW,Low,PPI (MoM)  (Dec),0.10%,,-0.30%
2012-01-01,Sunday,17:00,SEK,Low,PPI (MoM)  (Dec),-0.17%,,0.78%
2012-01-01,Sunday,17:00,CHF,Low,PPI (YoY)  (Dec),-2.30%,,-2.40%
2012-01-01,Sunday,17:00,SEK,Low,PPI (YoY)  (Dec),-2.10%,,0.26%
2012-01-01,Sunday,17:00,KRW,Low,PPI (YoY)  (Dec),4.30%,,5.10%
2012-01-01,Sunday,17:00,USD,Low,PPI (YoY)  (Dec),3.30%,,3.70%
2012-01-01,Sunday,17:00,GBP,Low,PPI Input (YoY)  (Dec),8.60%,,12.80%
2012-01-01,Sunday,17:00,GBP,Low,PPI Output (YoY)  (Dec),4.00%,,4.60%
2012-01-01,Sunday,17:00,CAD,Low,Part Time Employment Change  (Dec),17.90K,,-52.30K
2012-01-01,Sunday,17:00,CAD,Low,Participation Rate  (Dec),66.50%,,66.50%
2012-01-01,Sunday,17:00,USD,Low,Pending Home Sales Index  (Dec),95.50,,94.10
2012-01-01,Sunday,17:00,USD,Low,Philly Fed Business Conditions  (Dec),34.10,,37.20
2012-01-01,Sunday,17:00,USD,Low,Philly Fed CAPEX Index  (Dec),14.30,,16.30
2012-01-01,Sunday,17:00,USD,Medium,Philly Fed Employment  (Dec),10.80,,10.50
2012-01-01,Sunday,17:00,USD,Low,Philly Fed New Orders  (Dec),4.30,,1.70
2012-01-01,Sunday,17:00,USD,Low,Philly Fed Prices Paid  (Dec),25.10,,22.20
2012-01-01,Sunday,17:00,GBP,Low,Public Sector Net Cash Requirement  (Dec),6.98B,,-4.65B
2012-01-01,Sunday,17:00,CAD,Low,RMPI (YoY)  (Dec),6.80%,,15.00%
2012-01-01,Sunday,17:00,GBP,Low,RPI (MoM)  (Dec),0.40%,,0.20%
2012-01-01,Sunday,17:00,USD,Low,Real Earnings (MoM)  (Dec),0.10%,,-0.20%
2012-01-01,Sunday,17:00,USD,Low,Real Personal Consumption (MoM)  (Dec),0.00%,,-0.10%
2012-01-01,Sunday,17:00,USD,Low,Redbook (MoM)  (Dec),-2.51%,,1.13%
2012-01-01,Sunday,17:00,USD,Low,Redbook (YoY)  (Dec),3.81%,,3.82%
2012-01-01,Sunday,17:00,USD,Medium,Retail Control (MoM)  (Dec),-0.60%,,0.20%
2012-01-01,Sunday,17:00,SEK,Low,Retail Sales (MoM)  (Dec),0.50%,,0.10%
2012-01-01,Sunday,17:00,MXN,Low,Retail Sales (MoM)  (Dec),0.87%,,0.12%
2012-01-01,Sunday,17:00,GBP,Medium,Retail Sales (YoY)  (Dec),2.60%,,0.70%
2012-01-01,Sunday,17:00,SEK,Low,Retail Sales (YoY)  (Dec),1.50%,,0.00%
2012-01-01,Sunday,17:00,USD,Low,Retail Sales Ex Gas/Autos (MoM)  (Dec),-0.30%,,0.00%
2012-01-01,Sunday,17:00,INR,Low,Reverse REPO Rate  (Dec),7.50%,,7.50%
2012-01-01,Sunday,17:00,USD,Low,Richmond Manufacturing Shipments  (Dec),-2.00,,0.00
2012-01-01,Sunday,17:00,USD,Low,Richmond Services Index  (Dec),7.00,,4.00
2012-01-01,Sunday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),-1.10%,,-1.30%
2012-01-01,Sunday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (Dec),-0.40%,,-0.50%
2012-01-01,Sunday,17:00,KRW,Low,Service Sector Output (MoM)  (Dec),-0.30%,,-0.30%
2012-01-01,Sunday,17:00,SEK,Low,Services PMI (MoM)  (Dec),50.90,,49.00
2012-01-01,Sunday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (Dec),4.20B,,51.90B
2012-01-01,Sunday,17:00,USD,Low,Texas Services Sector Outlook  (Dec),8.00,,8.60
2012-01-01,Sunday,17:00,SEK,Low,Trade Balance  (Dec),1.70B,,3.30B
2012-01-01,Sunday,17:00,MXN,Low,Trade Balance (USD)  (Dec),0.24B,,0.15B
2012-01-01,Sunday,17:00,GBP,Medium,Trade Balance Non-EU  (Dec),-3.38B,,-4.70B
2012-01-01,Sunday,17:00,USD,Low,"US Foreign Buying, T-bonds  (Dec)",-13.10B,,60.80B
2012-01-01,Sunday,17:00,MXN,Low,Unemployment Rate  (Dec),5.01%,,5.01%
2012-01-01,Sunday,17:00,SEK,Low,Unemployment Rate  (Dec),7.30%,,7.10%
2012-01-01,Sunday,17:00,CHF,Low,Unemployment Rate n.s.a.  (Dec),3.00%,,2.80%
2012-01-01,Sunday,17:00,INR,Low,WPI Food (YoY)  (Dec),0.80%,,8.30%
2012-01-01,Sunday,17:00,INR,Low,WPI Fuel (YoY)  (Dec),15.00%,,15.50%
2012-01-01,Sunday,17:00,INR,Low,WPI Manufacturing Inflation (YoY)  (Dec),7.64%,,8.17%
2012-01-02,Monday,All Day,,Holiday,Australia - New Year's Day,,,
2012-01-02,Monday,All Day,,Holiday,Hong Kong - New Year's Day,,,
2012-01-02,Monday,All Day,,Holiday,Russia - New Year's Day,,,
2012-01-02,Monday,All Day,,Holiday,South Africa - New Year's Day,,,
2012-01-02,Monday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2012-01-02,Monday,All Day,,Holiday,United States - New Year's Day,,,
2012-01-02,Monday,13:00,IDR,Low,Trade Balance,1.53B,1.30B,1.42B
2012-01-02,Monday,14:30,INR,Low,Trade Balance,-13.6B,-16.0B,-19.6B
2012-01-02,Monday,21:00,BRL,Low,Trade Balance,3.82B,1.44B,0.58B
2012-01-02,Monday,22:00,USD,Low,Global Semiconductor Sales (MoM),-2.4%,,-0.1%
2012-01-02,Monday,Tentative,EUR,Low,Spanish Business Confidence,,-20,-16
2012-01-03,Tuesday,All Day,,Holiday,Japan - Bank Holiday,,,
2012-01-03,Tuesday,All Day,,Holiday,Russia - New Year's Day,,,
2012-01-03,Tuesday,06:30,AUD,Low,AIG Manufacturing Index,50.2,,47.8
2012-01-03,Tuesday,13:30,AUD,Low,Commodity Prices (YoY),10.9%,,17.5%
2012-01-03,Tuesday,16:30,CHF,Medium,Manufacturing PMI,50.7,45.4,45.8
2012-01-03,Tuesday,16:55,EUR,Medium,German Unemployment Change,-22K,-10K,-23K
2012-01-03,Tuesday,16:55,EUR,Medium,German Unemployment Rate,6.8%,6.9%,6.9%
2012-01-03,Tuesday,23:00,USD,Medium,Construction Spending (MoM),1.2%,0.5%,-0.2%
2012-01-03,Tuesday,23:00,USD,High,ISM Manufacturing PMI,53.9,53.2,52.7
2012-01-03,Tuesday,23:00,USD,High,ISM Manufacturing Prices,47.5,47.9,45.0
2012-01-03,Tuesday,Tentative,GBP,Medium,Halifax House Price Index (MoM),,0.2%,1.0%
2012-01-04,Wednesday,All Day,,Holiday,Russia - New Year's Day,,,
2012-01-04,Wednesday,03:15,USD,High,FOMC Meeting Minutes,,,
2012-01-04,Wednesday,04:00,NZD,Low,GlobalDairyTrade Price Index,-1.20%,,-1.40%
2012-01-04,Wednesday,15:45,EUR,Medium,French Consumer Spending (MoM),-0.1%,0.3%,0.1%
2012-01-04,Wednesday,17:30,GBP,Low,M4 Money Supply (MoM),-0.6%,0.2%,-0.3%
2012-01-04,Wednesday,17:30,GBP,Low,Mortgage Approvals,53K,53K,53K
2012-01-04,Wednesday,17:30,GBP,Low,Net Lending to Individuals,1.0B,0.9B,1.3B
2012-01-04,Wednesday,18:00,EUR,High,CPI (YoY),2.8%,2.8%,3.0%
2012-01-04,Wednesday,18:00,EUR,Low,Italian CPI (MoM),0.4%,0.3%,-0.1%
2012-01-04,Wednesday,20:00,USD,Low,MBA Mortgage Applications (WoW),-4.1%,,-2.6%
2012-01-04,Wednesday,23:00,USD,Medium,Factory Orders (MoM),1.8%,1.9%,-0.2%
2012-01-05,Thursday,04:30,USD,Medium,Fed's Balance Sheet,"2,917.69B",,"2,926.10B"
2012-01-05,Thursday,06:00,USD,Low,Total Vehicle Sales,13.60M,13.50M,13.60M
2012-01-05,Thursday,06:30,AUD,Low,AIG Services Index,49.0,,47.7
2012-01-05,Thursday,07:50,JPY,Low,Monetary Base (YoY),13.5%,20.3%,19.5%
2012-01-05,Thursday,08:30,AUD,Medium,Trade Balance,1.38B,1.66B,1.42B
2012-01-05,Thursday,15:00,EUR,Medium,German Retail Sales (MoM),-0.9%,0.1%,-0.2%
2012-01-05,Thursday,15:45,EUR,Low,French Consumer Confidence,80,77,80
2012-01-05,Thursday,16:00,TWD,Low,CPI (YoY),2.00%,1.00%,1.00%
2012-01-05,Thursday,17:00,EUR,Low,Italian Monthly Unemployment Rate,8.6%,8.5%,8.5%
2012-01-05,Thursday,17:00,EUR,Low,Italian Quarterly Unemployment Rate,8.1%,8.1%,8.0%
2012-01-05,Thursday,18:00,EUR,Medium,Industrial New Orders (MoM),1.8%,2.5%,-7.8%
2012-01-05,Thursday,18:00,EUR,Low,PPI (MoM),0.2%,0.1%,0.1%
2012-01-05,Thursday,19:00,BRL,Medium,Industrial Production (YoY),-2.1%,-2.5%,-2.7%
2012-01-05,Thursday,19:30,CLP,Low,Economic Activity (YoY),4.0%,4.0%,3.4%
2012-01-05,Thursday,20:30,USD,Low,Challenger Job Cuts (YoY),30.6%,,-12.8%
2012-01-05,Thursday,21:15,USD,High,ADP Nonfarm Employment Change,325K,175K,204K
2012-01-05,Thursday,21:30,USD,Medium,Continuing Jobless Claims,"3,595K","3,573K","3,617K"
2012-01-05,Thursday,21:30,CAD,Low,IPPI (MoM),0.2%,0.2%,-0.1%
2012-01-05,Thursday,21:30,USD,High,Initial Jobless Claims,372K,375K,387K
2012-01-05,Thursday,21:30,CAD,Medium,RMPI (MoM),3.8%,0.5%,-1.0%
2012-01-05,Thursday,22:45,USD,Low,Bloomberg Consumer Confidence,27.6,,26.25
2012-01-05,Thursday,23:00,USD,High,ISM Non-Manufacturing PMI,52.6,53.0,52.0
2012-01-05,Thursday,23:00,CAD,Medium,Ivey PMI,63.5,59.1,59.9
2012-01-05,Thursday,23:00,CHF,Medium,SNB Chairman Hildebrand Speaks,,,
2012-01-05,Thursday,23:30,USD,Low,Natural Gas Storage,-76B,-78B,-81B
2012-01-05,Thursday,,,Holiday,Sweden - Epiphany Day - Early close at 13:00,,,
2012-01-06,Friday,All Day,,Holiday,Austria - Epiphany Day,,,
2012-01-06,Friday,All Day,,Holiday,Finland - Epiphany Day,,,
2012-01-06,Friday,All Day,,Holiday,Greece - Epiphany Day,,,
2012-01-06,Friday,All Day,,Holiday,Lebanon - Epiphany Day,,,
2012-01-06,Friday,All Day,,Holiday,Poland - Epiphany Day,,,
2012-01-06,Friday,All Day,,Holiday,Sweden - Easter,,,
2012-01-06,Friday,00:00,VEF,Low,CPI (YoY),29.0%,29.0%,28.9%
2012-01-06,Friday,00:00,USD,High,Crude Oil Inventories,2.200M,-1.200M,3.900M
2012-01-06,Friday,00:00,USD,Low,Gasoline Inventories,2.500M,1.000M,-0.700M
2012-01-06,Friday,12:05,USD,Low,Monster Employment Index,140,,147
2012-01-06,Friday,16:00,GBP,Medium,Halifax House Price Index (MoM),-0.9%,-0.1%,-1.0%
2012-01-06,Friday,16:15,CHF,Medium,CPI (MoM),-0.2%,-0.1%,-0.2%
2012-01-06,Friday,18:00,EUR,Low,Business and Consumer Survey,93.3,93.0,93.8
2012-01-06,Friday,18:00,EUR,Low,Retail Sales (MoM),-0.8%,-0.3%,0.1%
2012-01-06,Friday,18:00,EUR,Medium,Unemployment Rate,10.3%,10.3%,10.3%
2012-01-06,Friday,19:00,CLP,Low,CPI (MoM),0.6%,,0.3%
2012-01-06,Friday,19:00,EUR,Medium,German Factory Orders (MoM),-4.8%,-1.6%,5.0%
2012-01-06,Friday,20:00,BRL,Medium,CPI (YoY),6.50%,,6.60%
2012-01-06,Friday,20:00,CAD,Medium,Employment Change,17.5K,14.8K,-18.6K
