Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2017-01-05,Thursday,07:50,JPY,Low,Monetary Base (YoY),23.1%,22.3%,21.5%
2017-01-05,Thursday,08:30,TWD,Low,CPI (MoM)  (Dec),-0.11%,,0.29%
2017-01-05,Thursday,08:30,TWD,Low,CPI (YoY)  (Dec),1.70%,2.11%,1.97%
2017-01-05,Thursday,08:30,TWD,Low,Wholesale Prices (MoM)  (Dec),1.41%,,-0.28%
2017-01-05,Thursday,09:00,PHP,Low,CPI (MoM)  (Dec),0.3%,,0.6%
2017-01-05,Thursday,09:00,PHP,Low,CPI (YoY)  (Dec),2.6%,2.6%,2.5%
2017-01-05,Thursday,09:00,PHP,Low,Core CPI (YoY)  (Dec),2.5%,,2.4%
2017-01-05,Thursday,11:30,THB,Low,Consumer Confidence  (Dec),73.7,,72.3
2017-01-05,Thursday,11:45,JPY,Medium,10-Year JGB Auction,0.056%,,0.032%
2017-01-05,Thursday,13:30,EUR,Low,Dutch CPI (YoY)  (Dec),1.0%,,0.6%
2017-01-05,Thursday,15:00,RON,Low,PPI (YoY)  (Nov),-0.20%,,-0.50%
2017-01-05,Thursday,16:00,DKK,Low,Unemployment Rate  (Nov),3.4%,,3.4%
2017-01-05,Thursday,16:00,EUR,Low,Austrian Wholesale Prices n.s.a (MoM)  (Dec),2.2%,,-0.4%
2017-01-05,Thursday,16:00,EUR,Low,Austrian Wholesale Prices n.s.a (YoY)  (Dec),4.3%,,-0.2%
2017-01-05,Thursday,16:00,HUF,Low,Quarterly Unemployment Rate  (Nov),4.5%,,4.7%
2017-01-05,Thursday,16:15,CHF,Low,CPI (YoY)  (Dec),0.0%,0.0%,-0.3%
2017-01-05,Thursday,16:15,CHF,Medium,CPI (MoM)  (Dec),-0.1%,-0.1%,-0.2%
2017-01-05,Thursday,17:00,EUR,Low,Italian Public Deficit  (Q3),2.1%,,0.2%
2017-01-05,Thursday,17:50,EUR,Low,Spanish 10-Year Obligacion Auction,1.450%,,1.423%
2017-01-05,Thursday,17:50,EUR,Low,Spanish 30-Year Obligacion Auction,2.761%,,2.569%
2017-01-05,Thursday,17:50,EUR,Low,Spanish 5-Year Bonos Auction,0.271%,,0.207%
2017-01-05,Thursday,18:00,EUR,Low,French 10-Year OAT Auction,0.78%,,0.46%
2017-01-05,Thursday,18:00,EUR,Low,French 30-Year OAT Auction,1.76%,,1.01%
2017-01-05,Thursday,18:00,EUR,Low,PPI (MoM)  (Nov),0.3%,0.1%,0.8%
2017-01-05,Thursday,18:00,EUR,Low,PPI (YoY)  (Nov),0.1%,-0.1%,-0.4%
2017-01-05,Thursday,18:35,GBP,Low,20-Year Treasury Gilt Auction,1.970%,,1.811%
2017-01-05,Thursday,19:00,BRL,Low,Industrial Production (MoM)  (Nov),0.2%,2.0%,-1.2%
2017-01-05,Thursday,19:00,BRL,Medium,Industrial Production (YoY)  (Nov),-1.1%,0.5%,-7.3%
2017-01-05,Thursday,19:00,EUR,Low,Irish Retail Sales (MoM)  (Nov),0.9%,,-0.3%
2017-01-05,Thursday,19:00,EUR,Low,Irish Retail Sales (YoY)  (Nov),4.3%,,4.1%
2017-01-05,Thursday,19:30,CLP,Low,Economic Activity (YoY),0.8%,0.8%,-0.4%
2017-01-05,Thursday,20:30,USD,Low,Challenger Job Cuts  (Dec),33.6K,,26.9K
2017-01-05,Thursday,20:30,USD,Low,Challenger Job Cuts (YoY),42.4%,,-13.0%
2017-01-05,Thursday,21:00,ILS,Low,FX Reserve - USD  (Dec),98.361B,,97.127B
2017-01-05,Thursday,21:00,PLN,Low,FX Reserves (EUR)  (Dec),108.00B,,104.10B
2017-01-05,Thursday,21:15,USD,High,ADP Nonfarm Employment Change  (Dec),153K,170K,215K
2017-01-05,Thursday,21:20,BRL,Low,Auto Production (MoM)  (Dec),-7.1%,,2.3%
2017-01-05,Thursday,21:20,BRL,Low,Auto Sales (MoM)  (Dec),14.7%,,-0.6%
2017-01-05,Thursday,21:30,CAD,Low,IPPI (MoM)  (Nov),0.3%,0.2%,0.7%
2017-01-05,Thursday,21:30,CAD,Low,IPPI (YoY)  (Nov),1.4%,,0.8%
2017-01-05,Thursday,21:30,CAD,Low,RMPI (YoY)  (Nov),4.1%,,1.5%
2017-01-05,Thursday,21:30,CAD,Medium,RMPI (MoM)  (Nov),-2.0%,-1.5%,3.3%
2017-01-05,Thursday,21:30,USD,High,Initial Jobless Claims,235K,260K,263K
2017-01-05,Thursday,21:30,USD,Low,Jobless Claims 4-Week Avg.,256.75K,,262.50K
2017-01-05,Thursday,21:30,USD,Medium,Continuing Jobless Claims,"2,112K","2,051K","2,096K"
2017-01-05,Thursday,22:50,USD,Low,Bloomberg Consumer Confidence,45.5,,46.0
2017-01-05,Thursday,23:00,USD,High,ISM Non-Manufacturing PMI  (Dec),57.2,56.6,57.2
2017-01-05,Thursday,23:00,USD,High,ISM Non-Manufacturing Prices  (Dec),57.0,,56.3
2017-01-05,Thursday,23:00,USD,Low,ISM Non-Manufacturing Business Activity  (Dec),61.4,61.0,61.7
2017-01-05,Thursday,23:00,USD,Low,ISM Non-Manufacturing New Orders  (Dec),61.6,,57.0
2017-01-05,Thursday,23:00,USD,Medium,ISM Non-Manufacturing Employment  (Dec),53.8,,58.2
2017-01-05,Thursday,23:30,USD,Low,Natural Gas Storage,-49B,-82B,-237B
2017-01-05,Thursday,,,Holiday,Sweden - Twelfth Night - Early close at 13:00,,,
2017-01-06,Friday,All Day,,Holiday,Austria - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Croatia - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Cyprus - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Finland - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Greece - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Poland - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Slovakia - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Sweden - Epiphany Day,,,
2017-01-06,Friday,All Day,,Holiday,Venezuela - The Three Wise Men Day,,,
2017-01-06,Friday,00:00,USD,High,Crude Oil Inventories,-7.051M,-2.152M,0.614M
2017-01-06,Friday,00:00,USD,Low,Crude Oil Imports,-1.043M,,-0.374M
2017-01-06,Friday,00:00,USD,Low,Distillate Fuel Production,0.372M,,-0.165M
2017-01-06,Friday,00:00,USD,Low,EIA Weekly Distillates Stocks,10.051M,1.100M,-1.881M
2017-01-06,Friday,00:00,USD,Low,Gasoline Inventories,8.307M,1.786M,-1.593M
2017-01-06,Friday,00:00,USD,Low,Gasoline Production,-1.070M,,0.387M
2017-01-06,Friday,00:00,USD,Low,Heating Oil Stockpiles,0.986M,,-0.585M
2017-01-06,Friday,00:00,USD,Medium,Cushing Crude Oil Inventories,1.074M,,0.172M
2017-01-06,Friday,07:50,JPY,Low,Foreign Bonds Buying,-501.4B,,-216.7B
2017-01-06,Friday,07:50,JPY,Low,Foreign Investments in Japanese Stocks,58.5B,,114.1B
2017-01-06,Friday,08:00,JPY,Low,Average Cash Earnings (YoY),0.2%,0.2%,0.1%
2017-01-06,Friday,08:00,JPY,Low,Overtime Pay (YoY)  (Nov),-1.30%,,-1.40%
2017-01-06,Friday,08:30,AUD,Low,Exports (MoM)  (Nov),8%,,1%
2017-01-06,Friday,08:30,AUD,Low,Imports (MoM)  (Nov),0%,,2%
2017-01-06,Friday,08:30,AUD,Medium,Trade Balance  (Nov),1.243B,-0.500B,-1.119B
2017-01-06,Friday,09:00,COP,Low,CPI (MoM)  (Dec),0.42%,0.31%,0.11%
2017-01-06,Friday,09:00,COP,Low,CPI (YoY)  (Dec),5.75%,5.64%,5.96%
2017-01-06,Friday,12:00,MYR,Low,Exports (YoY)  (Nov),7.8%,1.4%,-8.6%
2017-01-06,Friday,12:00,MYR,Low,Imports (YoY)  (Nov),11.2%,3.0%,-6.6%
2017-01-06,Friday,12:00,MYR,Low,Trade Balance  (Nov),9.03B,10.10B,9.80B
2017-01-06,Friday,13:00,EGP,Low,Foreign Reserves (USD)  (Dec),24.26B,,23.06B
2017-01-06,Friday,14:00,EUR,Low,Estonian CPI (MoM)  (Dec),0.40%,,0.10%
2017-01-06,Friday,14:00,EUR,Low,Estonian CPI (YoY)  (Dec),2.20%,,1.00%
2017-01-06,Friday,15:00,EUR,Low,German Retail Sales (YoY)  (Nov),3.2%,1.2%,-0.8%
2017-01-06,Friday,15:00,EUR,Medium,German Factory Orders (MoM)  (Nov),-2.5%,-2.3%,5.0%
2017-01-06,Friday,15:00,EUR,Medium,German Retail Sales (MoM)  (Nov),-1.8%,-0.6%,2.5%
2017-01-06,Friday,15:00,MYR,Low,FX Reserves USD,94.6B,,96.4B
2017-01-06,Friday,15:00,NOK,Low,Credit Indicator (YoY)  (Nov),4.8%,5.1%,5.0%
2017-01-06,Friday,15:00,NOK,Low,Manufacturing Production (MoM)  (Nov),-0.1%,,0.2%
2017-01-06,Friday,15:45,EUR,Low,French Current Account  (Nov),-2.30B,,-3.50B
2017-01-06,Friday,15:45,EUR,Low,French Exports  (Nov),38.8B,,36.9B
2017-01-06,Friday,15:45,EUR,Low,French Imports  (Nov),43.2B,,42.0B
2017-01-06,Friday,15:45,EUR,Low,French Trade Balance  (Nov),-4.4B,-4.9B,-5.2B
2017-01-06,Friday,16:00,CZK,Low,Construction Output (YoY)  (Nov),-2.3%,,-8.5%
2017-01-06,Friday,16:00,CZK,Low,GDP (QoQ)  (Q3),0.2%,0.2%,0.2%
2017-01-06,Friday,16:00,CZK,Low,GDP (YoY)  (Q3),1.9%,1.9%,1.9%
2017-01-06,Friday,16:00,CZK,Low,Industrial Production (YoY)  (Nov),7.0%,4.9%,-1.7%
2017-01-06,Friday,16:00,CZK,Low,Trade Balance NRA  (Nov),10.8B,11.6B,17.1B
2017-01-06,Friday,16:00,HUF,Low,Industrial Output (YoY)  (Nov),0.6%,0.8%,-2.1%
2017-01-06,Friday,16:00,HUF,Low,Retail Sales (YoY)  (Nov),4.7%,,2.6%
2017-01-06,Friday,16:00,IDR,Low,Consumer Confidence  (Dec),115.4,,115.9
2017-01-06,Friday,16:30,HKD,Low,Foreign Reserves (USD)  (Dec),386.20B,,385.10B
2017-01-06,Friday,17:00,CZK,Low,FX Reserves (EUR)  (Dec),80.970B,,80.360B
2017-01-06,Friday,17:00,PHP,Low,FX Reserves USD  (Dec),81.04B,,81.45B
2017-01-06,Friday,17:00,RON,Low,Interest Rate Decision,1.75%,1.75%,1.75%
2017-01-06,Friday,18:00,BRL,Low,IGP-DI Inflation Index (MoM)  (Dec),0.83%,0.59%,0.05%
2017-01-06,Friday,18:00,EUR,Low,Business Climate  (Dec),0.8,0.4,0.4
2017-01-06,Friday,18:00,EUR,Low,Business and Consumer Survey  (Dec),107.8,106.8,106.6
2017-01-06,Friday,18:00,EUR,Low,Consumer Confidence  (Dec),-5.0,-5.0,-6.0
2017-01-06,Friday,18:00,EUR,Low,Consumer Inflation Expectation  (Dec),8.8,,6.3
2017-01-06,Friday,18:00,EUR,Low,Industrial Sentiment  (Dec),0.0,-1.0,-1.1
2017-01-06,Friday,18:00,EUR,Low,Retail Sales (MoM)  (Nov),-0.4%,-0.4%,1.4%
2017-01-06,Friday,18:00,EUR,Low,Retail Sales (YoY)  (Nov),2.3%,,3.0%
2017-01-06,Friday,18:00,EUR,Low,Selling Price Expectations  (Dec),4.9,,4.9
2017-01-06,Friday,18:00,EUR,Low,Services Sentiment  (Dec),13.0,12.0,12.0
2017-01-06,Friday,18:00,HUF,Low,Budget Balance  (Dec),-907.6B,,2.0B
2017-01-06,Friday,19:00,CLP,Low,CPI (MoM)  (Dec),-0.2%,0.1%,0.1%
2017-01-06,Friday,19:00,CLP,Low,Core CPI (MoM)  (Dec),0.0%,0.1%,0.2%
2017-01-06,Friday,19:30,INR,Low,Bank Loan Growth,5.1%,,5.8%
2017-01-06,Friday,19:30,INR,Low,Deposit Growth,15.2%,,15.9%
2017-01-06,Friday,19:30,INR,Low,"FX Reserves, USD",360.30B,,359.67B
2017-01-06,Friday,21:30,CAD,Low,Exports  (Nov),45.61B,,43.74B
2017-01-06,Friday,21:30,CAD,Low,Full Employment Change  (Dec),81.3K,,-8.7K
2017-01-06,Friday,21:30,CAD,Low,Imports  (Nov),45.09B,,44.76B
2017-01-06,Friday,21:30,CAD,Low,Part Time Employment Change  (Dec),-27.6K,,19.4K
2017-01-06,Friday,21:30,CAD,Low,Participation Rate  (Dec),65.8%,,65.6%
2017-01-06,Friday,21:30,CAD,Medium,Employment Change  (Dec),53.7K,-5.0K,10.7K
2017-01-06,Friday,21:30,CAD,Medium,Trade Balance  (Nov),0.53B,-1.60B,-1.02B
2017-01-06,Friday,21:30,CAD,Medium,Unemployment Rate  (Dec),6.9%,6.9%,6.8%
2017-01-06,Friday,21:30,USD,High,Average Hourly Earnings (MoM)  (Dec),0.4%,0.3%,-0.1%
2017-01-06,Friday,21:30,USD,High,Nonfarm Payrolls  (Dec),156K,178K,204K
2017-01-06,Friday,21:30,USD,High,Unemployment Rate  (Dec),4.7%,4.7%,4.6%
2017-01-06,Friday,21:30,USD,Low,Average Weekly Hours  (Dec),34.3,34.4,34.3
2017-01-06,Friday,21:30,USD,Low,Government Payrolls  (Dec),12.0K,7.0K,6.0K
2017-01-06,Friday,21:30,USD,Low,Manufacturing Payrolls  (Dec),17.0K,0.0K,-7.0K
2017-01-06,Friday,21:30,USD,Medium,Participation Rate  (Dec),62.7%,,62.6%
2017-01-06,Friday,21:30,USD,Medium,Private Nonfarm Payrolls  (Dec),144K,170K,198K
2017-01-06,Friday,21:30,USD,Medium,Trade Balance  (Nov),-45.20B,-42.50B,-42.40B
2017-01-06,Friday,21:30,USD,Medium,U6 Unemployment Rate  (Dec),9.2%,,9.3%
2017-01-06,Friday,22:00,MXN,Low,Consumer Confidence  (Dec),85.0,,84.9
2017-01-06,Friday,22:00,MXN,Low,Consumer Confidence n.s.a.  (Dec),85.7,82.0,84.4
2017-01-06,Friday,22:30,TRY,Low,Treasury Cash Balance  (Dec),-8.170B,,-7.210B
