Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2022-01-03,Monday,All Day,,Holiday,Serbia - New Year's Day,,,
2022-01-03,Monday,All Day,,Holiday,Thailand - New Year's Day,,,
2022-01-03,Monday,All Day,,Holiday,Ukraine - New Year's Day,,,
2022-01-03,Monday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2022-01-03,Monday,All Day,,Holiday,Vietnam - New Year's Day,,,
2022-01-03,Monday,08:00,SGD,Low,GDP (QoQ)  (Q4),10.7%,2.0%,5.2%
2022-01-03,Monday,08:00,SGD,Low,GDP (YoY)  (Q4),5.9%,5.4%,7.1%
2022-01-03,Monday,08:30,KRW,Low,S&P Global South Korea Manufacturing PMI  (Dec),51.9,,50.9
2022-01-03,Monday,08:30,SGD,Low,URA Property Index (QoQ),5.00%,,1.10%
2022-01-03,Monday,12:00,IDR,Low,Core Inflation (YoY)  (Dec),1.56%,1.52%,1.44%
2022-01-03,Monday,12:00,IDR,Low,Inflation (MoM)  (Dec),0.57%,0.52%,0.37%
2022-01-03,Monday,12:00,IDR,Low,Inflation (YoY)  (Dec),1.87%,1.80%,1.75%
2022-01-03,Monday,12:55,PEN,Low,CPI (MoM)  (Dec),0.78%,,0.36%
2022-01-03,Monday,15:00,TRY,Low,PPI (MoM),19.08%,,9.99%
2022-01-03,Monday,15:00,TRY,Low,PPI (YoY),79.89%,,54.62%
2022-01-03,Monday,15:00,TRY,Medium,CPI (MoM),13.58%,9.00%,3.51%
2022-01-03,Monday,15:00,TRY,Medium,CPI (YoY),36.08%,30.60%,21.31%
2022-01-03,Monday,15:30,SEK,Low,Manufacturing PMI  (Dec),62.1,,63.1
2022-01-03,Monday,15:55,AED,Low,CPI (MoM)  (Nov),0.59%,,0.70%
2022-01-03,Monday,15:55,AED,Low,CPI (YoY)  (Nov),2.58%,,1.86%
2022-01-03,Monday,16:00,EUR,Low,Austrian Unemployment Change  (Dec),336.3K,,289.3K
2022-01-03,Monday,16:00,EUR,Low,Austrian Unemployment Rate  (Dec),8.1%,,7.0%
2022-01-03,Monday,16:00,HUF,Low,Manufacturing PMI  (Dec),64.8,,52.2
2022-01-03,Monday,16:00,TRY,Low,Exports  (Dec),22.27B,,21.50B
2022-01-03,Monday,16:30,CHF,Medium,Manufacturing PMI  (Dec),62.7,61.0,62.5
2022-01-03,Monday,16:30,HKD,Low,Retail Sales (YoY)  (Nov),7.1%,,12.0%
2022-01-03,Monday,17:00,NOK,Low,Manufacturing PMI  (Dec),58.0,58.0,63.9
2022-01-03,Monday,18:00,BHD,Low,M2 Money Supply,4.70%,,4.81%
2022-01-03,Monday,18:00,BHD,Low,Private Sector Credit (YoY),5.00%,,3.56%
2022-01-03,Monday,18:30,EUR,Low,German 6-Month Bubill Auction,-0.623%,,-0.710%
2022-01-03,Monday,19:00,EUR,Low,Latvian Industrial Production (MoM)  (Nov),0.3%,,-1.5%
2022-01-03,Monday,19:00,EUR,Low,Latvian Industrial Production (YoY)  (Nov),1.1%,,2.4%
2022-01-03,Monday,19:00,EUR,Low,Portuguese CPI (MoM)  (Dec),0.0%,,0.4%
2022-01-03,Monday,19:00,EUR,Low,Portuguese CPI (YoY),2.9%,,2.6%
2022-01-03,Monday,19:25,BRL,Low,BCB Focus Market Readout,,,
2022-01-03,Monday,19:30,CLP,Low,Economic Activity (YoY)  (Nov),14.3%,,15.0%
2022-01-03,Monday,20:30,INR,Low,Exports (USD)  (Dec),37.29B,,37.29B
2022-01-03,Monday,20:30,INR,Low,Imports (USD),59.27B,,52.94B
2022-01-03,Monday,20:30,INR,Low,Trade Balance,21.99B,,22.91B
2022-01-03,Monday,21:00,CLP,Low,Unemployment Rate  (Nov),7.5%,,8.1%
2022-01-03,Monday,22:00,EUR,Low,French 12-Month BTF Auction,-0.635%,,-0.644%
2022-01-03,Monday,22:00,EUR,Low,French 3-Month BTF Auction,-0.667%,,-0.764%
2022-01-03,Monday,22:00,EUR,Low,French 6-Month BTF Auction,-0.640%,,-0.675%
2022-01-03,Monday,22:00,ILS,Low,Interest Rate Decision  (Jan),0.10%,0.10%,0.10%
2022-01-03,Monday,23:00,USD,Medium,Construction Spending (MoM)  (Nov),0.4%,0.6%,0.4%
2022-01-04,Tuesday,All Day,,Holiday,Montenegro - New Year's Day,,,
2022-01-04,Tuesday,All Day,,Holiday,New Zealand - New Year's Day,,,
2022-01-04,Tuesday,00:30,USD,Low,3-Month Bill Auction,0.090%,,0.085%
2022-01-04,Tuesday,00:30,USD,Low,6-Month Bill Auction,0.220%,,0.210%
2022-01-04,Tuesday,02:00,BRL,Low,Trade Balance  (Dec),4.00B,-1.20B,-1.30B
2022-01-04,Tuesday,04:30,AUD,Medium,CFTC AUD speculative net positions,-81.7K,,-80.4K
2022-01-04,Tuesday,04:30,BRL,Medium,CFTC BRL speculative net positions,-5.3K,,-6.5K
2022-01-04,Tuesday,04:30,CAD,Low,CFTC CAD speculative net positions,-10.3K,,-9.9K
2022-01-04,Tuesday,04:30,CHF,Low,CFTC CHF speculative net positions,-10.7K,,-9.2K
2022-01-04,Tuesday,04:30,EUR,Medium,CFTC EUR speculative net positions,-6.6K,,-10.2K
2022-01-04,Tuesday,04:30,GBP,Medium,CFTC GBP speculative net positions,-50.7K,,-57.7K
2022-01-04,Tuesday,04:30,JPY,Medium,CFTC JPY speculative net positions,-53.1K,,-53.1K
2022-01-04,Tuesday,04:30,MXN,Low,CFTC MXN speculative net positions,-9.0K,,-4.8K
2022-01-04,Tuesday,04:30,NZD,Low,CFTC NZD speculative net positions,-8.4K,,-6.1K
2022-01-04,Tuesday,04:30,RUB,Medium,CFTC RUB speculative positions,8.5K,,8.6K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Aluminium speculative net positions,2.4K,,2.4K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Copper speculative net positions,14.4K,,4.4K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Corn speculative net positions,458.2K,,445.3K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Natural Gas speculative net positions,-146.2K,,-141.2K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Silver speculative net positions,26.5K,,20.9K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Soybeans speculative net positions,125.3K,,102.9K
2022-01-04,Tuesday,04:30,USD,Low,CFTC Wheat speculative net positions,5.9K,,9.1K
2022-01-04,Tuesday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,338.4K,,340.3K
2022-01-04,Tuesday,04:30,USD,Medium,CFTC Gold speculative net positions,213.2K,,205.8K
2022-01-04,Tuesday,04:30,USD,Medium,CFTC Nasdaq 100 speculative net positions,14.1K,,25.4K
2022-01-04,Tuesday,04:30,USD,Medium,CFTC S&P 500 speculative net positions,103.3K,,136.4K
2022-01-04,Tuesday,07:50,JPY,Low,Foreign Bonds Buying,,,-941.8B
2022-01-04,Tuesday,07:50,JPY,Low,Foreign Investments in Japanese Stocks,,,-667.1B
2022-01-04,Tuesday,08:00,GBP,Low,BRC Shop Price Index (YoY),0.8%,,0.3%
2022-01-04,Tuesday,12:30,CAD,Medium,USD/CAD Index,40.8%,,37.5%
2022-01-04,Tuesday,12:30,NZD,Medium,NZD/USD Index,49.3%,,49.4%
2022-01-04,Tuesday,13:30,AUD,Low,Commodity Prices (YoY),25.7%,,36.7%
2022-01-04,Tuesday,13:30,AUD,Medium,AUD/USD Index,31.2%,,27.6%
2022-01-04,Tuesday,13:30,CHF,Medium,USD/CHF Index,42.4%,,49.0%
2022-01-04,Tuesday,13:30,EUR,Medium,EUR/USD Index,46.1%,,47.3%
2022-01-04,Tuesday,13:30,GBP,Medium,GBP/USD Index,32.2%,,34.4%
2022-01-04,Tuesday,13:30,JPY,Medium,USD/JPY Index,41.9%,,42.5%
2022-01-04,Tuesday,13:30,USD,Medium,Gold Index,59.7%,,55.5%
2022-01-04,Tuesday,15:00,EUR,Low,German Retail Sales (YoY)  (Nov),-2.9%,-4.9%,-2.0%
2022-01-04,Tuesday,15:00,EUR,Medium,German Retail Sales (MoM)  (Nov),0.6%,-0.5%,0.5%
2022-01-04,Tuesday,15:00,RON,Low,PPI (YoY)  (Nov),32.21%,,26.84%
2022-01-04,Tuesday,15:30,CHF,Low,CPI (YoY)  (Dec),1.5%,1.6%,1.5%
2022-01-04,Tuesday,15:30,CHF,Medium,CPI (MoM)  (Dec),-0.1%,-0.1%,0.3%
2022-01-04,Tuesday,15:45,EUR,Low,French CPI (YoY),2.8%,2.8%,2.8%
2022-01-04,Tuesday,15:45,EUR,Low,French HICP (YoY),3.4%,3.5%,3.4%
2022-01-04,Tuesday,15:45,EUR,Medium,French CPI (MoM),0.2%,,0.4%
2022-01-04,Tuesday,15:45,EUR,Medium,French HICP (MoM),0.2%,0.4%,0.4%
2022-01-04,Tuesday,16:00,EUR,Medium,Spanish Unemployment Change,-76.8K,,-74.4K
2022-01-04,Tuesday,16:00,HUF,Low,Gross Wages (YoY)  (Oct),8.7%,,9.2%
2022-01-04,Tuesday,16:55,EUR,Low,German Unemployment  (Dec),2.405M,,2.428M
2022-01-04,Tuesday,16:55,EUR,Low,German Unemployment n.s.a.  (Dec),2.330M,,2.317M
2022-01-04,Tuesday,16:55,EUR,Medium,German Unemployment Change  (Dec),-23K,-15K,-34K
2022-01-04,Tuesday,16:55,EUR,Medium,German Unemployment Rate  (Dec),5.2%,5.3%,5.3%
2022-01-04,Tuesday,17:25,BHD,Low,CPI (MoM)  (Dec),-0.20%,,0.10%
2022-01-04,Tuesday,17:25,BHD,Low,CPI (YoY)  (Dec),0.70%,,0.70%
2022-01-04,Tuesday,17:30,GBP,Low,BoE Consumer Credit,,,0.769B
2022-01-04,Tuesday,17:30,GBP,Low,BoE Consumer Credit  (Nov),1.233B,0.800B,0.828B
2022-01-04,Tuesday,17:30,GBP,Low,M4 Money Supply (MoM)  (Nov),0.7%,,0.6%
2022-01-04,Tuesday,17:30,GBP,Low,Mortgage Approvals  (Nov),66.96K,65.40K,67.10K
2022-01-04,Tuesday,17:30,GBP,Low,Mortgage Lending  (Nov),3.69B,3.55B,1.15B
2022-01-04,Tuesday,17:30,GBP,Low,Net Lending to Individuals,4.9B,3.9B,2.0B
2022-01-04,Tuesday,18:00,USD,Medium,OPEC Meeting,,,
2022-01-04,Tuesday,18:30,EUR,Low,German 2-Year Schatz Auction,-0.620%,,-0.710%
2022-01-04,Tuesday,19:00,EUR,Low,Portuguese Business Confidence  (Dec),2.0,,1.9
2022-01-04,Tuesday,19:00,EUR,Low,Portuguese Consumer Confidence  (Dec),-16.40,,-13.30
2022-01-04,Tuesday,19:30,BHD,Low,GDP (QoQ)  (Q3),-0.10%,,3.50%
2022-01-04,Tuesday,19:30,BHD,Low,GDP (YoY)  (Q3),2.10%,,5.70%
2022-01-04,Tuesday,21:00,SGD,Low,S&P Global Manufacturing PMI  (Dec),50.7,,50.6
2022-01-04,Tuesday,21:30,CAD,Low,IPPI (MoM)  (Nov),0.8%,0.8%,1.6%
2022-01-04,Tuesday,21:30,CAD,Low,IPPI (YoY)  (Nov),18.1%,,16.7%
2022-01-04,Tuesday,21:30,CAD,Low,RMPI (YoY)  (Nov),36.2%,,38.5%
2022-01-04,Tuesday,21:30,CAD,Medium,RMPI (MoM)  (Nov),-1.0%,,4.8%
2022-01-04,Tuesday,21:55,USD,Low,Redbook (YoY),18.8%,,21.4%
2022-01-04,Tuesday,23:00,NZD,Low,GlobalDairyTrade Price Index,0.3%,,-1.5%
2022-01-04,Tuesday,23:00,PLN,Medium,Interest Rate Decision  (Jan),2.25%,2.25%,1.75%
2022-01-04,Tuesday,23:00,USD,High,ISM Manufacturing PMI  (Dec),58.7,60.0,61.1
2022-01-04,Tuesday,23:00,USD,High,ISM Manufacturing Prices  (Dec),68.2,79.5,82.4
2022-01-04,Tuesday,23:00,USD,High,JOLTS Job Openings  (Nov),10.562M,11.075M,11.091M
2022-01-04,Tuesday,23:00,USD,Low,ISM Manufacturing New Orders Index  (Dec),60.4,,61.5
2022-01-04,Tuesday,23:00,USD,Medium,FOMC Member Kashkari Speaks,,,
2022-01-04,Tuesday,23:00,USD,Medium,ISM Manufacturing Employment  (Dec),54.2,53.5,53.3
2022-01-05,Wednesday,All Day,,Holiday,Montenegro - New Year's Day,,,
2022-01-05,Wednesday,05:00,KRW,Low,FX Reserves - USD  (Dec),463.12B,,463.91B
2022-01-05,Wednesday,05:30,USD,Medium,API Weekly Crude Oil Stock,-6.432M,-3.400M,-3.090M
2022-01-05,Wednesday,07:00,USD,Low,Total Vehicle Sales,12.40M,,12.86M
2022-01-05,Wednesday,07:50,JPY,Low,Monetary Base (YoY),8.3%,9.5%,9.3%
2022-01-05,Wednesday,08:30,AUD,Low,ANZ Job Advertisements (MoM),-5.5%,,9.9%
2022-01-05,Wednesday,08:30,AUD,Low,RBA Chart Pack Release,,,
2022-01-05,Wednesday,09:00,PHP,Low,CPI (MoM)  (Dec),0.3%,0.7%,0.7%
2022-01-05,Wednesday,09:00,PHP,Low,CPI (YoY)  (Dec),3.6%,3.8%,4.2%
2022-01-05,Wednesday,09:00,PHP,Low,Core CPI (YoY)  (Dec),3.0%,3.2%,3.3%
2022-01-05,Wednesday,11:35,JPY,Medium,10-Year JGB Auction,0.096%,,0.060%
2022-01-05,Wednesday,12:00,THB,Low,CPI (YoY)  (Dec),2.17%,2.56%,2.71%
2022-01-05,Wednesday,12:00,THB,Low,Core CPI (YoY)  (Dec),0.29%,0.30%,0.29%
2022-01-05,Wednesday,13:00,JPY,Low,Household Confidence  (Dec),39.1,39.8,39.2
2022-01-05,Wednesday,13:00,SGD,Low,Retail Sales (MoM)  (Nov),2.5%,,0.7%
2022-01-05,Wednesday,13:00,SGD,Low,Retail Sales (YoY)  (Nov),1.9%,,7.5%
2022-01-05,Wednesday,15:30,SEK,Low,Services PMI (MoM)  (Dec),67.3,,68.7
2022-01-05,Wednesday,15:45,EUR,Low,French Consumer Confidence  (Dec),100,97,98
2022-01-05,Wednesday,16:00,EUR,Low,Austrian Wholesale Prices n.s.a (MoM)  (Dec),-0.5%,,1.0%
2022-01-05,Wednesday,16:00,EUR,Low,Austrian Wholesale Prices n.s.a (YoY)  (Dec),15.0%,,16.6%
2022-01-05,Wednesday,16:00,HUF,Low,Quarterly Unemployment Rate  (Nov),3.6%,,3.8%
2022-01-05,Wednesday,16:20,TWD,Low,FX Reserves USD  (Dec),548.41B,,547.33B
2022-01-05,Wednesday,17:40,EGP,Low,Foreign Reserves (USD)  (Dec),40.94B,,40.91B
2022-01-05,Wednesday,18:00,EUR,Low,Italian CPI (MoM)  (Dec),0.4%,,0.6%
2022-01-05,Wednesday,18:00,EUR,Low,Italian CPI (YoY)  (Dec),3.9%,3.9%,3.7%
2022-01-05,Wednesday,18:00,EUR,Low,Italian HICP (MoM)  (Dec),0.5%,0.4%,0.7%
2022-01-05,Wednesday,18:00,EUR,Low,Italian HICP (YoY)  (Dec),4.2%,4.2%,3.9%
2022-01-05,Wednesday,18:00,NOK,Low,House Price Index (YoY)  (Dec),5.20%,,6.60%
2022-01-05,Wednesday,18:15,EUR,Low,Spanish 3-Year Bonos Auction,-0.392%,,-0.513%
2022-01-05,Wednesday,18:15,EUR,Low,Spanish 7-Year Obligacion Auction,0.122%,,-0.025%
2022-01-05,Wednesday,18:15,EUR,Medium,Spanish 15-Year Obligacion Auction,1.042%,,0.942%
2022-01-05,Wednesday,18:30,EUR,Medium,German 10-Year Bund Auction,-0.090%,,-0.380%
2022-01-05,Wednesday,19:00,EUR,Low,Spanish Consumer Confidence,81.3,,84.6
2022-01-05,Wednesday,20:00,BRL,Low,Brazilian PPI (MoM)  (Nov),1.31%,,2.16%
2022-01-05,Wednesday,20:00,MXN,Low,Consumer Confidence,44.5,,46.0
2022-01-05,Wednesday,20:00,MXN,Low,Consumer Confidence n.s.a.,44.9,,45.9
2022-01-05,Wednesday,20:00,USD,Low,MBA 30-Year Mortgage Rate,3.33%,,3.31%
2022-01-05,Wednesday,20:00,USD,Low,MBA Mortgage Applications (WoW),-5.6%,,3.2%
2022-01-05,Wednesday,20:00,USD,Low,MBA Purchase Index,277.3,,308.7
2022-01-05,Wednesday,20:00,USD,Low,Mortgage Market Index,572.8,,588.4
2022-01-05,Wednesday,20:00,USD,Low,Mortgage Refinance Index,"2,351.3",,"2,411.3"
2022-01-05,Wednesday,21:00,PLN,Low,FX Reserves (EUR)  (Dec),146.58B,,146.72B
2022-01-05,Wednesday,21:15,USD,High,ADP Nonfarm Employment Change  (Dec),807K,400K,505K
2022-01-05,Wednesday,21:30,CAD,Medium,Building Permits (MoM)  (Nov),6.8%,2.3%,2.4%
2022-01-05,Wednesday,21:30,CAD,Medium,New Housing Price Index (MoM)  (Nov),0.8%,0.7%,0.9%
2022-01-05,Wednesday,22:00,USD,Low,All Car Sales  (Dec),2.61M,,2.65M
2022-01-05,Wednesday,22:00,USD,Low,All Truck Sales  (Dec),9.82M,,10.25M
2022-01-05,Wednesday,23:30,USD,High,Crude Oil Inventories,-2.144M,-3.283M,-3.576M
2022-01-05,Wednesday,23:30,USD,Low,Crude Oil Imports,-0.500M,,0.515M
2022-01-05,Wednesday,23:30,USD,Low,Distillate Fuel Production,0.030M,,0.083M
2022-01-05,Wednesday,23:30,USD,Low,EIA Refinery Crude Runs  (WoW),0.164M,,-0.115M
2022-01-05,Wednesday,23:30,USD,Low,EIA Weekly Distillates Stocks,4.418M,1.525M,-1.726M
2022-01-05,Wednesday,23:30,USD,Low,EIA Weekly Refinery Utilization Rates (WoW),0.1%,0.4%,0.1%
2022-01-05,Wednesday,23:30,USD,Low,Gasoline Inventories,10.128M,1.775M,-1.458M
2022-01-05,Wednesday,23:30,USD,Low,Gasoline Production,-1.607M,,0.171M
2022-01-05,Wednesday,23:30,USD,Low,Heating Oil Stockpiles,-0.349M,,-0.830M
2022-01-05,Wednesday,23:30,USD,Medium,Cushing Crude Oil Inventories,2.577M,,1.055M
2022-01-05,Wednesday,,,Holiday,Sweden - Epiphany Day - Early close at 13:00,,,
2022-01-06,Thursday,All Day,,Holiday,Croatia - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Cyprus - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Egypt - Christmas Day,,,
2022-01-06,Thursday,All Day,,Holiday,Finland - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Greece - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Lebanon - Christmas,,,
2022-01-06,Thursday,All Day,,Holiday,Montenegro - Christmas,,,
2022-01-06,Thursday,All Day,,Holiday,Poland - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Slovakia - Epiphany Day,,,
2022-01-06,Thursday,All Day,,Holiday,Sweden - Epiphany Day,,,
2022-01-06,Thursday,00:30,EUR,Low,Irish Exchequer Returns  (Dec),-7.372B,,-1.485B
2022-01-06,Thursday,01:30,BRL,Low,Foreign Exchange Flows,-9.946B,,-6.261B
2022-01-06,Thursday,03:00,USD,High,FOMC Meeting Minutes,,,
2022-01-06,Thursday,04:30,USD,Medium,Fed's Balance Sheet,"8,765.72B",,"8,757.46B"
2022-01-06,Thursday,05:30,USD,Low,API Weekly Gasoline Stock,7.061M,,-0.319M
2022-01-06,Thursday,08:00,COP,Low,CPI (MoM)  (Dec),0.73%,0.44%,0.50%
2022-01-06,Thursday,08:00,COP,Low,CPI (YoY)  (Dec),5.62%,5.33%,5.26%
2022-01-06,Thursday,14:00,EUR,Low,Estonian Industrial Production (MoM)  (Nov),2.70%,,-2.90%
2022-01-06,Thursday,14:00,EUR,Low,Estonian Industrial Production (YoY)  (Nov),6.30%,,2.40%
2022-01-06,Thursday,15:00,EUR,Medium,German Factory Orders (MoM)  (Nov),3.7%,2.1%,-5.8%
2022-01-06,Thursday,16:00,BRL,Medium,IPC-Fipe Inflation Index (MoM)  (Dec),0.57%,,0.72%
2022-01-06,Thursday,16:00,HUF,Low,PPI (YoY)  (Nov),21.6%,,18.5%
2022-01-06,Thursday,16:00,TWD,Low,CPI (MoM)  (Dec),-0.06%,,0.56%
2022-01-06,Thursday,16:00,TWD,Low,CPI (YoY)  (Dec),2.62%,2.70%,2.84%
2022-01-06,Thursday,16:00,TWD,Low,Wholesale Prices (MoM)  (Dec),12.25%,,14.51%
2022-01-06,Thursday,17:30,CZK,Low,Budget Balance  (Dec),-419.700B,,-401.500B
2022-01-06,Thursday,18:00,EUR,Low,French 10-Year OAT Auction,0.30%,,-0.19%
2022-01-06,Thursday,18:00,EUR,Low,PPI (MoM)  (Nov),1.8%,1.2%,5.4%
2022-01-06,Thursday,18:00,EUR,Low,PPI (YoY)  (Nov),23.7%,22.9%,21.9%
2022-01-06,Thursday,19:00,BRL,Low,IGP-DI Inflation Index (MoM)  (Dec),1.25%,1.34%,-0.58%
2022-01-06,Thursday,19:00,ILS,Low,FX Reserve - USD  (Dec),213.029B,,208.770B
2022-01-06,Thursday,20:00,BRL,Low,Industrial Production (MoM)  (Nov),-0.2%,0.1%,-0.6%
2022-01-06,Thursday,20:00,BRL,Medium,Industrial Production (YoY)  (Nov),-4.4%,-4.2%,-7.8%
2022-01-06,Thursday,20:30,USD,Low,Challenger Job Cuts  (Dec),19.052K,,14.875K
2022-01-06,Thursday,20:30,USD,Low,Challenger Job Cuts (YoY),-75.3%,,-77.0%
2022-01-06,Thursday,21:00,EUR,High,German CPI (MoM)  (Dec),0.5%,0.4%,-0.2%
2022-01-06,Thursday,21:00,EUR,Low,German HICP (MoM)  (Dec),0.3%,0.2%,0.3%
2022-01-06,Thursday,21:00,EUR,Low,German HICP (YoY)  (Dec),5.7%,5.7%,6.0%
2022-01-06,Thursday,21:00,EUR,Medium,German CPI (YoY)  (Dec),5.3%,5.1%,5.2%
2022-01-06,Thursday,21:10,UAH,Low,Foreign Reserves (USD)  (Dec),30.94B,30.65B,30.50B
2022-01-06,Thursday,21:30,CAD,Low,Exports  (Nov),58.57B,,56.42B
2022-01-06,Thursday,21:30,CAD,Low,Imports  (Nov),55.44B,,54.16B
2022-01-06,Thursday,21:30,CAD,Medium,Trade Balance  (Nov),3.13B,2.03B,2.26B
2022-01-06,Thursday,21:30,USD,High,Initial Jobless Claims,207K,197K,200K
2022-01-06,Thursday,21:30,USD,Low,Jobless Claims 4-Week Avg.,204.50K,,199.75K
2022-01-06,Thursday,21:30,USD,Medium,Continuing Jobless Claims,"1,754K","1,688K","1,718K"
2022-01-06,Thursday,21:30,USD,Medium,Exports,224.20B,,223.60B
2022-01-06,Thursday,21:30,USD,Medium,Imports,304.40B,,290.70B
2022-01-06,Thursday,21:30,USD,Medium,Trade Balance  (Nov),-80.20B,-77.10B,-67.20B
2022-01-06,Thursday,22:00,EUR,Medium,ECB's Schnabel Speaks,,,
2022-01-06,Thursday,23:00,KWD,Low,CPI (MoM),0.25%,,1.33%
2022-01-06,Thursday,23:00,KWD,Low,CPI (YoY),3.82%,,4.09%
2022-01-06,Thursday,23:00,USD,High,ISM Non-Manufacturing PMI  (Dec),62.0,66.9,69.1
2022-01-06,Thursday,23:00,USD,High,ISM Non-Manufacturing Prices  (Dec),82.5,,82.3
2022-01-06,Thursday,23:00,USD,Low,Durables Excluding Defense (MoM)  (Nov),2.0%,,2.0%
2022-01-06,Thursday,23:00,USD,Low,Factory orders ex transportation (MoM)  (Nov),0.8%,,1.5%
2022-01-06,Thursday,23:00,USD,Low,ISM Non-Manufacturing Business Activity  (Dec),67.6,71.0,74.6
2022-01-06,Thursday,23:00,USD,Low,ISM Non-Manufacturing New Orders  (Dec),61.5,,69.7
2022-01-06,Thursday,23:00,USD,Medium,Factory Orders (MoM)  (Nov),1.6%,1.5%,1.2%
2022-01-06,Thursday,23:00,USD,Medium,ISM Non-Manufacturing Employment  (Dec),54.9,,56.5
2022-01-06,Thursday,23:30,USD,Low,Natural Gas Storage,-31B,-54B,-136B
2022-01-07,Friday,All Day,,Holiday,Egypt - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Kazakhstan - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Montenegro - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Palestinian Territory - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Russia - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Serbia - Christmas,,,
2022-01-07,Friday,All Day,,Holiday,Ukraine - Christmas,,,
2022-01-07,Friday,00:30,USD,Low,4-Week Bill Auction,0.050%,,0.040%
2022-01-07,Friday,00:30,USD,Low,8-Week Bill Auction,0.055%,,0.055%
2022-01-07,Friday,03:00,ARS,Low,Industrial Production (YoY)  (Nov),10.1%,,4.4%
2022-01-07,Friday,03:00,ARS,Low,Tax Revenue  (Dec),"1,179.88B",,"1,034.86B"
