Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2021-01-01,Friday,All Day,,Holiday,Slovakia - Republic Day,,,
2021-01-01,Friday,All Day,,Holiday,Slovenia - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,South Africa - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,South Korea - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Spain - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Sri Lanka - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Sweden - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Switzerland - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Taiwan - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Tanzania - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Thailand - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Türkiye - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Ukraine - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,United Arab Emirates - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,United Kingdom - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,United States - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Venezuela - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Vietnam - New Year's Day,,,
2021-01-01,Friday,All Day,,Holiday,Zimbabwe - Public Holiday,,,
2021-01-01,Friday,00:00,RUB,Medium,CPI (MoM)  (Dec),0.8%,0.6%,0.7%
2021-01-01,Friday,00:00,RUB,Medium,CPI (YoY)  (Dec),4.9%,4.7%,4.4%
2021-01-01,Friday,08:00,KRW,Low,Exports (YoY)  (Dec),12.6%,5.6%,4.1%
2021-01-01,Friday,08:00,KRW,Low,Imports (YoY)  (Dec),1.8%,-2.6%,-1.9%
2021-01-01,Friday,08:00,KRW,Low,Trade Balance  (Dec),6.94B,,5.90B
2021-01-01,Friday,19:25,BRL,Low,BCB Focus Market Readout,,,
2021-01-01,Friday,19:30,INR,Low,Bank Loan Growth,6.1%,,5.7%
2021-01-01,Friday,19:30,INR,Low,Deposit Growth,11.3%,,11.3%
2021-01-01,Friday,19:30,INR,Low,"FX Reserves, USD",580.84B,,581.13B
2021-01-02,Saturday,All Day,,Holiday,Botswana - Market Holiday,,,
2021-01-02,Saturday,All Day,,Holiday,Japan - Market Holiday,,,
2021-01-02,Saturday,All Day,,Holiday,Mauritius - New Year's Day,,,
2021-01-02,Saturday,All Day,,Holiday,Romania - New Year's Day,,,
2021-01-02,Saturday,All Day,,Holiday,Slovenia - New Year's Day,,,
2021-01-03,Sunday,All Day,,Holiday,Japan - Market Holiday,,,
2021-01-03,Sunday,18:45,PEN,Low,CPI (MoM)  (Dec),0.05%,0.10%,0.52%
2021-01-03,Sunday,20:00,QAR,Low,GDP (QoQ),,,-0.30%
2021-01-03,Sunday,20:00,QAR,Low,GDP (YoY),,,4.00%
2021-01-04,Monday,All Day,,Holiday,Kazakhstan - New Year's Day,,,
2021-01-04,Monday,All Day,,Holiday,New Zealand - New Year's Day,,,
2021-01-04,Monday,All Day,,Holiday,Rwanda - New Year's Day,,,
2021-01-04,Monday,08:00,SGD,Low,GDP (QoQ)  (Q4),8.7%,35.3%,42.3%
2021-01-04,Monday,08:00,SGD,Low,GDP (YoY)  (Q4),-3.8%,-4.5%,-5.6%
2021-01-04,Monday,08:30,KRW,Low,S&P Global South Korea Manufacturing PMI  (Dec),52.9,,52.9
2021-01-04,Monday,09:00,SGD,Low,URA Property Index (QoQ)  (Q3),2.10%,,0.30%
2021-01-04,Monday,10:00,PHP,Low,Philippines Retail Price Index (YoY),1.3%,,1.2%
2021-01-04,Monday,12:02,IDR,Low,Inflation (MoM)  (Dec),0.45%,0.37%,0.28%
2021-01-04,Monday,12:02,IDR,Low,Inflation (YoY)  (Dec),1.68%,1.61%,1.59%
2021-01-04,Monday,12:08,IDR,Low,Core Inflation (YoY)  (Dec),1.60%,1.70%,1.67%
2021-01-04,Monday,13:30,AUD,Low,Commodity Prices (YoY),11.7%,,2.5%
2021-01-04,Monday,15:00,TRY,Medium,CPI (MoM),1.25%,,2.30%
2021-01-04,Monday,15:00,TRY,Medium,CPI (YoY),14.60%,,14.03%
2021-01-04,Monday,15:00,TRY,Low,PPI (MoM),2.36%,,4.08%
2021-01-04,Monday,15:00,TRY,Low,PPI (YoY),25.15%,,23.11%
2021-01-04,Monday,15:30,SEK,Low,Manufacturing PMI  (Dec),64.9,,59.8
2021-01-04,Monday,16:00,EUR,Low,Austrian Unemployment Change  (Dec),459.7K,,390.9K
2021-01-04,Monday,16:00,EUR,Low,Austrian Unemployment Rate  (Dec),11.0%,,9.5%
2021-01-04,Monday,16:00,HUF,Low,Manufacturing PMI  (Dec),51.1,,51.1
2021-01-04,Monday,16:30,HKD,Low,Retail Sales (YoY)  (Nov),-4.0%,,-8.8%
2021-01-04,Monday,16:30,CHF,Medium,Manufacturing PMI  (Dec),58.0,54.0,55.2
2021-01-04,Monday,17:00,NOK,Low,Manufacturing PMI  (Dec),51.9,52.3,52.0
2021-01-04,Monday,17:05,KWD,Low,M2 Money Supply (YoY)  (Nov),4.80%,,5.20%
2021-01-04,Monday,17:07,KWD,Low,Bank Lending (YoY)  (Nov),4.85%,,4.15%
2021-01-04,Monday,17:30,GBP,Low,BoE Consumer Credit  (Nov),-1.539B,-1.500B,-0.698B
2021-01-04,Monday,17:30,GBP,Low,M4 Money Supply (MoM)  (Nov),0.8%,,0.7%
2021-01-04,Monday,17:30,GBP,Low,Mortgage Approvals  (Nov),104.97K,82.50K,98.34K
2021-01-04,Monday,17:30,GBP,Low,Mortgage Lending  (Nov),5.68B,4.35B,4.47B
2021-01-04,Monday,17:30,GBP,Low,Net Lending to Individuals,4.1B,,3.8B
2021-01-04,Monday,18:00,EUR,Low,French Car Registration (YoY)  (Dec),-11.8%,,-27.0%
2021-01-04,Monday,19:00,EUR,Low,Latvian Industrial Production (MoM)  (Nov),1.5%,,-0.1%
2021-01-04,Monday,19:00,EUR,Low,Latvian Industrial Production (YoY)  (Nov),2.7%,,-1.2%
2021-01-04,Monday,19:00,EUR,Low,Portuguese Business Confidence  (Dec),-0.1,,-0.1
2021-01-04,Monday,19:00,EUR,Low,Portuguese CPI (MoM)  (Dec),-0.1%,,-0.3%
2021-01-04,Monday,19:00,EUR,Low,Portuguese CPI (YoY)  (Dec),-0.2%,,-0.2%
2021-01-04,Monday,19:00,EUR,Low,Portuguese Consumer Confidence  (Dec),-26.20,,-26.90
2021-01-04,Monday,19:25,BRL,Low,BCB Focus Market Readout,,,
2021-01-04,Monday,19:30,CLP,Low,Economic Activity (YoY)  (Nov),0.3%,0.6%,-1.2%
2021-01-04,Monday,20:20,INR,Low,Exports (USD),26.89B,,23.52B
2021-01-04,Monday,20:20,INR,Low,Imports (USD),42.60B,,33.39B
2021-01-04,Monday,20:20,INR,Low,Trade Balance,-15.71B,,-9.87B
2021-01-04,Monday,21:00,SGD,Low,S&P Global Manufacturing PMI  (Dec),50.5,,50.4
2021-01-04,Monday,22:00,EUR,Low,French 12-Month BTF Auction,-0.602%,,-0.692%
2021-01-04,Monday,22:00,EUR,Low,French 3-Month BTF Auction,-0.620%,,-0.743%
2021-01-04,Monday,22:00,EUR,Low,French 6-Month BTF Auction,-0.605%,,-0.719%
2021-01-04,Monday,22:00,ILS,Low,Interest Rate Decision  (Jan),0.10%,0.10%,0.10%
2021-01-04,Monday,23:00,USD,Low,Chicago Fed President Evans Speaks,,,
2021-01-04,Monday,23:00,USD,Medium,Construction Spending (MoM)  (Nov),0.9%,1.0%,1.6%
2021-01-04,Monday,23:00,USD,Medium,FOMC Member Bostic Speaks,,,
2021-01-05,Tuesday,00:30,USD,Low,3-Month Bill Auction,0.090%,,0.095%
2021-01-05,Tuesday,00:30,USD,Low,6-Month Bill Auction,0.090%,,0.100%
2021-01-05,Tuesday,01:15,USD,Medium,FOMC Member Mester Speaks,,,
2021-01-05,Tuesday,02:00,BRL,Low,Trade Balance  (Dec),-0.04B,0.20B,3.73B
2021-01-05,Tuesday,04:30,AUD,Medium,CFTC AUD speculative net positions,-6.5K,,-4.4K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Aluminium speculative net positions,3.3K,,3.3K
2021-01-05,Tuesday,04:30,BRL,Medium,CFTC BRL speculative net positions,-9.7K,,-9.5K
2021-01-05,Tuesday,04:30,CAD,Low,CFTC CAD speculative net positions,15.4K,,10.1K
2021-01-05,Tuesday,04:30,CHF,Low,CFTC CHF speculative net positions,11.8K,,11.2K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Copper speculative net positions,71.3K,,71.4K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Corn speculative net positions,510.5K,,436.5K
2021-01-05,Tuesday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,511.7K,,525.7K
2021-01-05,Tuesday,04:30,EUR,Medium,CFTC EUR speculative net positions,143.1K,,143.9K
2021-01-05,Tuesday,04:30,GBP,Medium,CFTC GBP speculative net positions,4.8K,,6.0K
2021-01-05,Tuesday,04:30,USD,Medium,CFTC Gold speculative net positions,268.9K,,278.2K
2021-01-05,Tuesday,04:30,JPY,Medium,CFTC JPY speculative net positions,47.4K,,46.1K
2021-01-05,Tuesday,04:30,MXN,Low,CFTC MXN speculative net positions,-5.3K,,-8.2K
2021-01-05,Tuesday,04:30,NZD,Low,CFTC NZD speculative net positions,12.5K,,13.7K
2021-01-05,Tuesday,04:30,USD,Medium,CFTC Nasdaq 100 speculative net positions,19.8K,,31.2K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Natural Gas speculative net positions,7.9K,,17.6K
2021-01-05,Tuesday,04:30,RUB,Medium,CFTC RUB speculative positions,2.1K,,1.8K
2021-01-05,Tuesday,04:30,USD,Medium,CFTC S&P 500 speculative net positions,-30.8K,,-24.6K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Silver speculative net positions,54.8K,,57.3K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Soybeans speculative net positions,260.4K,,271.2K
2021-01-05,Tuesday,04:30,USD,Low,CFTC Wheat speculative net positions,27.5K,,20.4K
2021-01-05,Tuesday,04:45,EUR,Medium,ECB's Lane Speaks,,,
2021-01-05,Tuesday,07:00,USD,Medium,FOMC Member Mester Speaks,,,
2021-01-05,Tuesday,07:50,JPY,Low,Monetary Base (YoY),18.3%,,16.5%
2021-01-05,Tuesday,08:30,AUD,Low,ANZ Job Advertisements (MoM),9.2%,,13.9%
2021-01-05,Tuesday,09:00,PHP,Low,CPI (MoM)  (Dec),0.9%,,1.1%
2021-01-05,Tuesday,09:00,PHP,Low,CPI (YoY)  (Dec),3.5%,3.1%,3.3%
2021-01-05,Tuesday,09:00,PHP,Low,Core CPI (YoY)  (Dec),3.3%,,3.2%
2021-01-05,Tuesday,12:00,THB,Low,CPI (YoY)  (Dec),-0.27%,-0.39%,-0.41%
2021-01-05,Tuesday,12:00,THB,Low,Core CPI (YoY)  (Dec),0.19%,0.17%,0.18%
2021-01-05,Tuesday,13:00,SGD,Low,Retail Sales (MoM)  (Nov),7.3%,,0.2%
2021-01-05,Tuesday,13:00,SGD,Low,Retail Sales (YoY)  (Nov),-1.9%,,-8.5%
2021-01-05,Tuesday,14:30,AUD,Medium,AUD/USD Index,42.9%,,44.4%
2021-01-05,Tuesday,14:30,EUR,Medium,EUR/USD Index,54.4%,,53.8%
2021-01-05,Tuesday,14:30,GBP,Medium,GBP/USD Index,40.7%,,41.5%
2021-01-05,Tuesday,14:30,USD,Medium,Gold Index,50.7%,,55.0%
2021-01-05,Tuesday,14:30,NZD,Medium,NZD/USD Index,50.6%,,50.7%
2021-01-05,Tuesday,14:30,CAD,Medium,USD/CAD Index,43.3%,,41.3%
2021-01-05,Tuesday,14:30,CHF,Medium,USD/CHF Index,60.9%,,59.9%
2021-01-05,Tuesday,14:30,JPY,Medium,USD/JPY Index,45.1%,,44.1%
2021-01-05,Tuesday,15:00,EUR,Medium,German Retail Sales (MoM)  (Nov),1.9%,-2.0%,2.6%
2021-01-05,Tuesday,15:00,EUR,Low,German Retail Sales (YoY)  (Nov),5.6%,3.9%,8.6%
2021-01-05,Tuesday,15:00,RON,Low,PPI (YoY)  (Nov),-0.71%,,-1.06%
2021-01-05,Tuesday,15:30,CHF,Medium,CPI (MoM)  (Dec),-0.1%,-0.1%,-0.2%
2021-01-05,Tuesday,15:30,CHF,Low,CPI (YoY)  (Dec),-0.8%,-0.7%,-0.7%
2021-01-05,Tuesday,16:00,TRY,Low,Exports  (Dec),17.80B,,16.09B
2021-01-05,Tuesday,16:00,HUF,Low,Quarterly Unemployment Rate  (Nov),4.4%,,4.3%
2021-01-05,Tuesday,16:00,EUR,Medium,Spanish Unemployment Change,36.8K,,25.3K
2021-01-05,Tuesday,16:55,EUR,Low,German Unemployment  (Dec),2.776M,,2.813M
2021-01-05,Tuesday,16:55,EUR,Medium,German Unemployment Change  (Dec),-37K,10K,-40K
2021-01-05,Tuesday,16:55,EUR,Medium,German Unemployment Rate  (Dec),6.1%,6.1%,6.1%
2021-01-05,Tuesday,16:55,EUR,Low,German Unemployment n.s.a.  (Dec),2.707M,,2.699M
2021-01-05,Tuesday,17:00,EUR,Low,Loans to Non Financial Corporations  (Nov),6.9%,,6.8%
2021-01-05,Tuesday,17:00,EUR,Low,M3 Money Supply (YoY)  (Nov),11.0%,10.6%,10.5%
2021-01-05,Tuesday,17:00,EUR,Low,Private Sector Loans (YoY),3.1%,,3.2%
2021-01-05,Tuesday,18:40,EUR,Low,German 2-Year Schatz Auction,-0.730%,,-0.780%
2021-01-05,Tuesday,19:00,EGP,Low,Foreign Reserves (USD)  (Dec),40.06B,,39.22B
2021-01-05,Tuesday,19:15,EUR,Low,Greek Credit Expansion (YoY),12.5%,,11.5%
2021-01-05,Tuesday,19:30,EUR,Low,Spanish Consumer Confidence,63.1,,55.7
2021-01-05,Tuesday,20:00,BRL,Low,Brazilian PPI (MoM)  (Nov),1.39%,,3.40%
2021-01-05,Tuesday,21:30,CAD,Low,IPPI (MoM)  (Nov),-0.6%,,-0.4%
2021-01-05,Tuesday,21:30,CAD,Low,IPPI (YoY)  (Nov),0.0%,,0.7%
2021-01-05,Tuesday,21:30,EUR,Low,Irish Exchequer Returns  (Dec),-12.316B,,-8.919B
2021-01-05,Tuesday,21:30,CAD,Medium,RMPI (MoM)  (Nov),0.6%,,0.5%
2021-01-05,Tuesday,21:30,CAD,Low,RMPI (YoY)  (Nov),-1.7%,,-0.3%
2021-01-05,Tuesday,21:55,USD,Low,Redbook (MoM),0.5%,,0.4%
2021-01-05,Tuesday,21:55,USD,Low,Redbook (YoY),5.5%,,8.9%
2021-01-05,Tuesday,22:00,ARS,Low,Tax Revenue  (Dec),679.64B,,648.98B
2021-01-05,Tuesday,22:45,USD,Low,ISM NY Business Conditions  (Dec),61.3%,,44.2%
2021-01-05,Tuesday,22:45,USD,Low,ISM-New York Index  (Dec),817.6,,811.9
2021-01-05,Tuesday,23:00,CZK,Low,Budget Balance  (Dec),-367.400B,,-341.500B
2021-01-05,Tuesday,23:00,USD,Medium,ISM Manufacturing Employment  (Dec),51.5,,48.4
2021-01-05,Tuesday,23:00,USD,Low,ISM Manufacturing New Orders Index  (Dec),67.9,,65.1
2021-01-05,Tuesday,23:00,USD,High,ISM Manufacturing PMI  (Dec),60.7,56.6,57.5
2021-01-05,Tuesday,23:00,USD,High,ISM Manufacturing Prices  (Dec),77.6,65.7,65.4
2021-01-05,Tuesday,23:20,NZD,Low,GlobalDairyTrade Price Index,3.9%,,1.3%
2021-01-05,Tuesday,,,Holiday,Sweden - Epiphany Day - Early close at 13:00,,,
2021-01-06,Wednesday,All Day,,Holiday,Croatia - Epiphany Day,,,
2021-01-06,Wednesday,All Day,,Holiday,Finland - Epiphany Day,,,
2021-01-06,Wednesday,All Day,,Holiday,Greece - Epiphany Day,,,
2021-01-06,Wednesday,All Day,,Holiday,Lebanon - Christmas,,,
2021-01-06,Wednesday,All Day,,Holiday,Montenegro - Christmas,,,
2021-01-06,Wednesday,All Day,,Holiday,Poland - Epiphany Day,,,
2021-01-06,Wednesday,All Day,,Holiday,Slovakia - Epiphany Day,,,
2021-01-06,Wednesday,All Day,,Holiday,Sweden - Epiphany Day,,,
2021-01-06,Wednesday,04:45,USD,Low,Chicago Fed President Evans Speaks,,,
2021-01-06,Wednesday,04:45,USD,Medium,FOMC Member Williams Speaks,,,
2021-01-06,Wednesday,05:00,KRW,Low,FX Reserves - USD  (Dec),443.10B,,436.38B
2021-01-06,Wednesday,05:30,USD,Medium,API Weekly Crude Oil Stock,-1.663M,-1.500M,-4.785M
2021-01-06,Wednesday,05:30,USD,Low,API Weekly Gasoline Stock,5.473M,,-0.718M
2021-01-06,Wednesday,08:00,COP,Low,CPI (MoM)  (Dec),0.38%,0.19%,-0.15%
2021-01-06,Wednesday,08:00,COP,Low,CPI (YoY)  (Dec),1.61%,1.44%,1.49%
2021-01-06,Wednesday,08:00,USD,Low,Total Vehicle Sales,16.30M,,15.55M
2021-01-06,Wednesday,08:01,GBP,Low,BRC Shop Price Index (YoY),-1.8%,,-1.8%
2021-01-06,Wednesday,08:30,AUD,Low,RBA Chart Pack Release,,,
2021-01-06,Wednesday,11:35,JPY,Medium,10-Year JGB Auction,0.019%,,0.019%
2021-01-06,Wednesday,13:00,JPY,Low,Household Confidence  (Dec),31.8,,33.7
2021-01-06,Wednesday,14:00,EUR,Low,Estonian Industrial Production (MoM)  (Nov),-1.50%,,2.60%
2021-01-06,Wednesday,14:00,EUR,Low,Estonian Industrial Production (YoY)  (Nov),-1.60%,,1.50%
2021-01-06,Wednesday,15:00,NOK,Low,Credit Indicator (YoY)  (Nov),4.7%,,4.5%
2021-01-06,Wednesday,15:45,EUR,Medium,French CPI (MoM)  (Dec),0.2%,0.2%,0.2%
2021-01-06,Wednesday,15:45,EUR,Low,French CPI (YoY),0.0%,0.2%,0.2%
2021-01-06,Wednesday,15:45,EUR,Low,French Consumer Confidence  (Dec),95,91,89
2021-01-06,Wednesday,15:45,EUR,Medium,French HICP (MoM)  (Dec),0.2%,0.2%,0.2%
2021-01-06,Wednesday,15:45,EUR,Low,French HICP (YoY)  (Dec),0.0%,0.2%,0.2%
2021-01-06,Wednesday,16:00,HUF,Low,Gross Wages (YoY)  (Oct),8.8%,,8.8%
2021-01-06,Wednesday,16:00,HUF,Low,PPI (YoY)  (Nov),5.5%,,5.9%
2021-01-06,Wednesday,16:00,CZK,Low,Trade Balance NRA  (Nov),32.2B,29.4B,32.2B
2021-01-06,Wednesday,16:15,TWD,Low,FX Reserves USD  (Dec),529.91B,,513.40B
2021-01-06,Wednesday,17:00,GBP,Low,Car Registration (MoM)  (Dec),16.6%,,-19.3%
2021-01-06,Wednesday,17:00,GBP,Low,Car Registration (YoY)  (Dec),-10.9%,,-27.4%
2021-01-06,Wednesday,18:00,NOK,Low,House Price Index (YoY)  (Dec),8.70%,,7.80%
2021-01-06,Wednesday,18:00,EUR,Low,PPI (MoM)  (Nov),0.4%,0.1%,0.4%
2021-01-06,Wednesday,18:00,EUR,Low,PPI (YoY)  (Nov),-1.9%,-2.2%,-2.0%
2021-01-06,Wednesday,18:40,EUR,Medium,German 10-Year Bund Auction,-0.520%,,-0.570%
2021-01-06,Wednesday,19:00,GBP,Low,10-Year Treasury Gilt Auction,0.332%,,0.432%
2021-01-06,Wednesday,20:30,USD,Low,MBA 30-Year Mortgage Rate,2.86%,,2.86%
2021-01-06,Wednesday,20:30,USD,Low,MBA Mortgage Applications (WoW),1.7%,,1.7%
2021-01-06,Wednesday,20:30,USD,Low,MBA Purchase Index,313.8,,313.8
2021-01-06,Wednesday,20:30,USD,Low,Mortgage Market Index,827.2,,827.2
2021-01-06,Wednesday,20:30,USD,Low,Mortgage Refinance Index,"3,917.6",,"3,917.6"
2021-01-06,Wednesday,21:00,EUR,High,German CPI (MoM)  (Dec),0.5%,0.6%,-0.8%
2021-01-06,Wednesday,21:00,EUR,Medium,German CPI (YoY)  (Dec),-0.3%,-0.3%,-0.3%
2021-01-06,Wednesday,21:00,EUR,Low,German HICP (MoM)  (Dec),0.6%,0.7%,-1.0%
2021-01-06,Wednesday,21:00,EUR,Low,German HICP (YoY)  (Dec),-0.7%,-0.6%,-0.7%
2021-01-06,Wednesday,21:15,USD,High,ADP Nonfarm Employment Change  (Dec),-123K,88K,304K
2021-01-06,Wednesday,21:55,UAH,Low,Foreign Reserves (USD)  (Dec),29.10B,27.70B,26.14B
2021-01-06,Wednesday,22:00,USD,Low,All Car Sales  (Dec),3.72M,,3.77M
2021-01-06,Wednesday,22:00,USD,Low,All Truck Sales  (Dec),12.55M,,11.86M
2021-01-06,Wednesday,22:00,GBP,Medium,BoE Gov Bailey Speaks,,,
2021-01-06,Wednesday,23:00,USD,Medium,Cap Goods Ship Non Defense Ex Air (MoM),0.5%,,0.4%
2021-01-06,Wednesday,23:00,USD,Low,Durables Excluding Defense (MoM)  (Nov),0.8%,,0.7%
2021-01-06,Wednesday,23:00,USD,Medium,Factory Orders (MoM)  (Nov),1.0%,0.7%,1.3%
2021-01-06,Wednesday,23:00,USD,Low,Factory orders ex transportation (MoM)  (Nov),0.8%,,1.3%
2021-01-06,Wednesday,23:00,BRL,Low,Foreign Exchange Flows,-8.353B,,-4.955B
2021-01-06,Wednesday,23:30,USD,Low,Crude Oil Imports,0.036M,,-0.764M
2021-01-06,Wednesday,23:30,USD,High,Crude Oil Inventories,-8.010M,-2.133M,-6.065M
2021-01-06,Wednesday,23:30,USD,Medium,Cushing Crude Oil Inventories,0.792M,,0.027M
2021-01-06,Wednesday,23:30,USD,Low,Distillate Fuel Production,0.146M,,0.049M
2021-01-06,Wednesday,23:30,USD,Low,EIA Refinery Crude Runs  (WoW),0.089M,,0.273M
2021-01-06,Wednesday,23:30,USD,Low,EIA Weekly Distillates Stocks,6.390M,2.309M,3.095M
2021-01-06,Wednesday,23:30,USD,Low,EIA Weekly Refinery Utilization Rates (WoW),1.3%,0.6%,1.4%
2021-01-06,Wednesday,23:30,USD,Low,Gasoline Inventories,4.519M,1.525M,-1.192M
2021-01-06,Wednesday,23:30,USD,Low,Gasoline Production,-1.181M,,0.362M
2021-01-06,Wednesday,23:30,USD,Low,Heating Oil Stockpiles,0.107M,,0.576M
2021-01-07,Thursday,All Day,,Holiday,Bosnia-Herzegovina - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Egypt - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Kazakhstan - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Lebanon - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Montenegro - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Palestinian Territory - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Russia - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Serbia - Christmas,,,
2021-01-07,Thursday,All Day,,Holiday,Ukraine - Christmas,,,
2021-01-07,Thursday,03:00,USD,High,FOMC Meeting Minutes,,,
2021-01-07,Thursday,04:30,USD,Medium,Fed's Balance Sheet,"7,334.81B",,"7,363.35B"
