EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
GBP::Mortgage Approvals::none,GBP,Mortgage Approvals  (Nov),nov,2016-01-04,17:30,70.41K,70.42K,70.41K,69.65K,69.87K,69.87K,69.63K
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Nov),nov,2016-01-04,17:30,3.90B,3.80B,3.90B,3.70B,3.60B,3.60B,
GBP::Net Lending to Individuals::none,GBP,Net Lending to Individuals,,2016-01-04,17:30,5.3B,5.3B,,4.9B,4.8B,4.8B,
EUR::Dutch 3-Month T-bill Auction::none,EUR,Dutch 3-Month T-bill Auction,,2016-01-04,18:45,-0.480%,-0.480%,,,-0.370%,-0.370%,
EUR::Dutch 6-Month T-bill Auction::none,EUR,Dutch 6-Month T-bill Auction,,2016-01-04,18:45,-0.463%,-0.463%,,,-0.330%,-0.330%,
EUR::Latvian Industrial Production::m/m,EUR,Latvian Industrial Production (MoM)  (Nov),nov,2016-01-04,19:00,0.2%,0.2%,,,-0.4%,-0.4%,
EUR::Latvian Industrial Production::y/y,EUR,Latvian Industrial Production (YoY)  (Nov),nov,2016-01-04,19:00,4.3%,4.3%,,,1.7%,1.7%,
EUR::German CPI::m/m,EUR,German CPI (MoM)  (Dec),dec,2016-01-04,21:00,-0.1%,-0.1%,,0.2%,0.1%,0.1%,
EUR::German CPI::y/y,EUR,German CPI (YoY)  (Dec),dec,2016-01-04,21:00,0.3%,0.3%,,0.6%,0.4%,0.4%,
EUR::German HICP::m/m,EUR,German HICP (MoM)  (Dec),dec,2016-01-04,21:00,0.0%,0.0%,,0.2%,0.1%,0.1%,
EUR::German HICP::y/y,EUR,German HICP (YoY)  (Dec),dec,2016-01-04,21:00,0.2%,0.2%,,0.4%,0.3%,0.3%,
SGD::S&P Global Manufacturing PMI::none,SGD,S&P Global Manufacturing PMI  (Dec),dec,2016-01-04,21:00,49.5,49.5,,,49.2,49.2,
EUR::French 12-Month BTF Auction::none,EUR,French 12-Month BTF Auction,,2016-01-04,22:00,-0.385%,-0.385%,,,-0.314%,-0.314%,
EUR::French 3-Month BTF Auction::none,EUR,French 3-Month BTF Auction,,2016-01-04,22:00,-0.437%,-0.437%,,,-0.328%,-0.328%,
EUR::French 6-Month BTF Auction::none,EUR,French 6-Month BTF Auction,,2016-01-04,22:00,-0.397%,-0.397%,,,-0.317%,-0.317%,
USD::Construction Spending::m/m,USD,Construction Spending (MoM)  (Nov),nov,2016-01-04,23:00,-0.4%,-0.6%,-0.4%,0.6%,0.3%,0.3%,1.0%
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2016-01-04,23:00,48.1,48.0,48.1,49.7,51.3,51.3,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2016-01-04,23:00,49.2,48.8,49.2,,48.9,48.9,
USD::ISM Manufacturing PMI::none,USD,ISM Manufacturing PMI  (Dec),dec,2016-01-04,23:00,48.2,48.0,48.2,49.0,48.6,48.6,
USD::ISM Manufacturing Prices::none,USD,ISM Manufacturing Prices  (Dec),dec,2016-01-04,23:00,33.5,33.5,,35.0,35.5,35.5,
NA::Sweden - Twelfth Night - Early close at 13:00::none,,Sweden - Twelfth Night - Early close at 13:00,,2016-01-05,,,,,,,,
USD::3-Month Bill Auction::none,USD,3-Month Bill Auction,,2016-01-05,00:30,0.215%,0.215%,,,0.260%,0.260%,
USD::6-Month Bill Auction::none,USD,6-Month Bill Auction,,2016-01-05,00:30,0.500%,0.500%,,,0.550%,0.550%,
BRL::Trade Balance::none,BRL,Trade Balance  (Dec),dec,2016-01-05,01:00,6.24B,6.24B,,5.60B,1.20B,1.20B,
ARS::Tax Revenue::none,ARS,Tax Revenue  (Dec),dec,2016-01-05,02:00,145.00B,145.00B,,,129.49B,129.49B,
AUD::CFTC AUD speculative net positions::none,AUD,CFTC AUD speculative net positions,,2016-01-05,04:30,-17.5K,-17.5K,,,-20.9K,-20.9K,
CAD::CFTC CAD speculative net positions::none,CAD,CFTC CAD speculative net positions,,2016-01-05,04:30,-60.8K,-60.8K,,,-56.0K,-56.0K,
CHF::CFTC CHF speculative net positions::none,CHF,CFTC CHF speculative net positions,,2016-01-05,04:30,3.6K,3.6K,,,2.8K,2.8K,
USD::CFTC Copper speculative net positions::none,USD,CFTC Copper speculative net positions,,2016-01-05,04:30,-30.1K,-30.1K,,,-30.3K,-30.3K,
USD::CFTC Crude Oil speculative net positions::none,USD,CFTC Crude Oil speculative net positions,,2016-01-05,04:30,196.4K,196.4K,,,192.9K,192.9K,
EUR::CFTC EUR speculative net positions::none,EUR,CFTC EUR speculative net positions,,2016-01-05,04:30,-160.6K,-160.6K,,,-161.0K,-161.0K,
GBP::CFTC GBP speculative net positions::none,GBP,CFTC GBP speculative net positions,,2016-01-05,04:30,-31.0K,-31.0K,,,-26.7K,-26.7K,
USD::CFTC Gold speculative net positions::none,USD,CFTC Gold speculative net positions,,2016-01-05,04:30,19.1K,19.1K,,,26.4K,26.4K,
JPY::CFTC JPY speculative net positions::none,JPY,CFTC JPY speculative net positions,,2016-01-05,04:30,-17.2K,-17.2K,,,-30.4K,-30.4K,
MXN::CFTC MXN speculative net positions::none,MXN,CFTC MXN speculative net positions,,2016-01-05,04:30,-57.4K,-57.4K,,,-56.7K,-56.7K,
NZD::CFTC NZD speculative net positions::none,NZD,CFTC NZD speculative net positions,,2016-01-05,04:30,-0.1K,-0.1K,,,-0.2K,-0.2K,
RUB::CFTC RUB speculative positions::none,RUB,CFTC RUB speculative positions,,2016-01-05,04:30,-0.8K,-0.8K,,,-0.8K,-0.8K,
USD::CFTC S&P 500 speculative net positions::none,USD,CFTC S&P 500 speculative net positions,,2016-01-05,04:30,-97.2K,-97.2K,,,-95.2K,-95.2K,
USD::CFTC Silver speculative net positions::none,USD,CFTC Silver speculative net positions,,2016-01-05,04:30,20.7K,20.7K,,,23.4K,23.4K,
USD::FOMC Member Williams Speaks::none,USD,FOMC Member Williams Speaks,,2016-01-05,06:30,,,,,,,
KRW::Current Account::none,KRW,Current Account  (Nov),nov,2016-01-05,07:00,6.75B,7.28B,6.75B,,7.35B,7.35B,7.19B
JPY::Monetary Base::y/y,JPY,Monetary Base (YoY),,2016-01-05,07:50,29.5%,29.5%,,33.2%,32.5%,32.5%,
PHP::CPI::m/m,PHP,CPI (MoM)  (Dec),dec,2016-01-05,09:00,0.2%,0.2%,,0.2%,0.5%,0.5%,
PHP::CPI::y/y,PHP,CPI (YoY)  (Dec),dec,2016-01-05,09:00,1.5%,1.5%,,1.4%,1.1%,1.1%,
PHP::Core CPI::y/y,PHP,Core CPI (YoY)  (Dec),dec,2016-01-05,09:00,2.1%,2.1%,,,1.8%,1.8%,
JPY::10-Year JGB Auction::none,JPY,10-Year JGB Auction,,2016-01-05,11:45,0.254%,0.254%,,,0.320%,0.320%,
AUD::AUD/USD Index::none,AUD,AUD/USD Index,,2016-01-05,15:30,39.9%,39.9%,,,32.8%,32.8%,
EUR::EUR/USD Index::none,EUR,EUR/USD Index,,2016-01-05,15:30,30.0%,30.0%,,,24.0%,24.0%,
GBP::GBP/USD Index::none,GBP,GBP/USD Index,,2016-01-05,15:30,43.5%,43.5%,,,38.1%,38.1%,
USD::Gold Index::none,USD,Gold Index,,2016-01-05,15:30,53.1%,53.1%,,,58.4%,58.4%,
NZD::NZD/USD Index::none,NZD,NZD/USD Index,,2016-01-05,15:30,36.9%,36.9%,,,35.0%,35.0%,
CAD::USD/CAD Index::none,CAD,USD/CAD Index,,2016-01-05,15:30,51.8%,51.8%,,,48.0%,48.0%,
CHF::USD/CHF Index::none,CHF,USD/CHF Index,,2016-01-05,15:30,48.0%,48.0%,,,49.9%,49.9%,
JPY::USD/JPY Index::none,JPY,USD/JPY Index,,2016-01-05,15:30,50.0%,50.0%,,,57.3%,57.3%,
HUF::Quarterly Unemployment Rate::none,HUF,Quarterly Unemployment Rate  (Nov),nov,2016-01-05,16:00,6.2%,6.2%,,6.2%,6.4%,6.4%,
NOK::Manufacturing PMI::none,NOK,Manufacturing PMI  (Dec),dec,2016-01-05,16:00,46.8,47.1,46.8,47.0,47.5,47.5,47.6
EUR::Spanish Unemployment Change::none,EUR,Spanish Unemployment Change,,2016-01-05,16:00,-55.8K,-55.8K,,-52.6K,-27.1K,-27.1K,
TWD::FX Reserves USD::none,TWD,FX Reserves USD  (Dec),dec,2016-01-05,16:10,426.03B,426.03B,,,424.61B,424.61B,
EUR::German Unemployment::none,EUR,German Unemployment  (Dec),dec,2016-01-05,16:55,2.800M,2.800M,,,2.800M,2.800M,
EUR::German Unemployment Change::none,EUR,German Unemployment Change  (Dec),dec,2016-01-05,16:55,-14K,-16K,-14K,-6K,-14K,-14K,-13K
EUR::German Unemployment Rate::none,EUR,German Unemployment Rate  (Dec),dec,2016-01-05,16:55,6.3%,6.3%,,6.3%,6.3%,6.3%,
EUR::German Unemployment n.s.a.::none,EUR,German Unemployment n.s.a.  (Dec),dec,2016-01-05,16:55,2.700M,2.681M,2.700M,2.700M,2.633M,2.633M,2.600M
EUR::CPI::y/y,EUR,CPI (YoY)  (Dec),dec,2016-01-05,18:00,0.2%,0.2%,,0.3%,0.2%,0.2%,
EUR::Italian CPI::m/m,EUR,Italian CPI (MoM)  (Dec),dec,2016-01-05,18:00,0.0%,0.0%,,0.1%,-0.4%,-0.4%,
EUR::Italian CPI::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2016-01-05,18:00,0.1%,0.1%,,0.2%,0.1%,0.1%,
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2016-01-05,18:00,-0.1%,-0.1%,,0.2%,-0.4%,-0.4%,
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2016-01-05,18:00,0.1%,0.1%,,0.4%,0.2%,0.2%,
EUR::Core CPI::y/y,EUR,Core CPI (YoY),,2016-01-05,18:00,0.9%,0.9%,,1.0%,0.9%,0.9%,
EUR::Greece 6-month T-bill Auction::none,EUR,Greece 6-month T-bill Auction,,2016-01-05,18:15,2.97%,2.97%,,,2.97%,2.97%,
GBP::10-Year Treasury Gilt Auction::none,GBP,10-Year Treasury Gilt Auction,,2016-01-05,18:35,1.880%,1.880%,,,1.940%,1.940%,
EUR::Belgium 3-Month T-bill Auction::none,EUR,Belgium 3-Month T-bill Auction,,2016-01-05,18:40,-0.449%,-0.449%,,,-0.423%,-0.423%,
EUR::Belgium 6-Month T-bill Auction::none,EUR,Belgium 6-Month T-bill Auction,,2016-01-05,18:40,-0.345%,-0.345%,,,-0.396%,-0.396%,
EUR::Portuguese Business Confidence::none,EUR,Portuguese Business Confidence  (Dec),dec,2016-01-05,19:00,0.7,0.7,,,0.9,0.9,
EUR::Portuguese Consumer Confidence::none,EUR,Portuguese Consumer Confidence  (Dec),dec,2016-01-05,19:00,-14.10,-14.10,,,-13.70,-13.70,
CLP::Economic Activity::y/y,CLP,Economic Activity (YoY)  (Nov),nov,2016-01-05,19:30,1.8%,1.8%,,2.5%,2.6%,2.6%,1.5%
CZK::Budget Balance::none,CZK,Budget Balance  (Dec),dec,2016-01-05,20:30,-62.800B,-62.800B,,,-29.500B,-29.500B,-29.130B
CAD::IPPI::m/m,CAD,IPPI (MoM)  (Nov),nov,2016-01-05,21:30,-0.2%,-0.3%,-0.2%,0.1%,-0.5%,-0.5%,
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Nov),nov,2016-01-05,21:30,-0.2%,-0.3%,-0.2%,,-0.4%,-0.4%,
CAD::RMPI::m/m,CAD,RMPI (MoM)  (Nov),nov,2016-01-05,21:30,-4.0%,-4.1%,-4.0%,-3.0%,0.0%,0.0%,0.4%
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Nov),nov,2016-01-05,21:30,-16.3%,-16.4%,-16.3%,,-17.9%,-17.9%,-17.5%
EUR::Irish Exchequer Returns::none,EUR,Irish Exchequer Returns  (Dec),dec,2016-01-05,21:30,-0.060B,-0.062B,-0.060B,,0.343B,0.343B,0.340B
USD::Redbook::m/m,USD,Redbook (MoM),,2016-01-05,21:55,-0.3%,-0.3%,,,-0.5%,-0.5%,
USD::Redbook::y/y,USD,Redbook (YoY),,2016-01-05,21:55,2.9%,2.9%,,,2.5%,2.5%,
NZD::GlobalDairyTrade Price Index::none,NZD,GlobalDairyTrade Price Index,,2016-01-05,22:10,-1.6%,-1.6%,,,1.9%,1.9%,
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2016-01-05,22:45,716.6,716.6,,,710.6,710.6,
NA::Austria - Epiphany Day::none,,Austria - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Croatia - Epiphany Day::none,,Croatia - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Cyprus - Epiphany Day::none,,Cyprus - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Finland - Epiphany Day::none,,Finland - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Greece - Epiphany Day::none,,Greece - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Lebanon - Armenian Christmas Day::none,,Lebanon - Armenian Christmas Day,,2016-01-06,All Day,,,,,,,
NA::Poland - Epiphany Day::none,,Poland - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Slovakia - Epiphany Day::none,,Slovakia - Epiphany Day,,2016-01-06,All Day,,,,,,,
NA::Sweden - Epiphany Day::none,,Sweden - Epiphany Day,,2016-01-06,All Day,,,,,,,
USD::4-Week Bill Auction::none,USD,4-Week Bill Auction,,2016-01-06,00:30,0.200%,0.200%,,,0.170%,0.170%,
USD::52-Week Bill Auction::none,USD,52-Week Bill Auction,,2016-01-06,00:30,0.670%,0.670%,,,0.740%,0.740%,
USD::All Truck Sales::none,USD,All Truck Sales  (Dec),dec,2016-01-06,02:30,9.94M,9.94M,,,10.38M,10.38M,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2016-01-06,02:30,8.34M,8.34M,,8.55M,8.72M,8.72M,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2016-01-06,05:00,367.96B,367.96B,,,368.46B,368.46B,
USD::All Car Sales::none,USD,All Car Sales,,2016-01-06,05:00,7.40M,7.40M,,,7.81M,7.81M,
USD::Domestic Car Sales::none,USD,Domestic Car Sales,,2016-01-06,05:00,5.51M,5.51M,,,5.71M,5.71M,
