EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::Chain Store Sales::m/m,USD,Chain Store Sales (MoM)  (Dec),dec,2013-01-01,17:00,2.70%,2.70%,,,-0.10%,-0.10%,
USD::Chain Store Sales::w/w,USD,Chain Store Sales (WoW)  (Dec),dec,2013-01-01,17:00,0.97%,0.97%,,,0.12%,0.12%,
USD::Chain Store Sales::y/y,USD,Chain Store Sales (YoY)  (Dec),dec,2013-01-01,17:00,3.02%,3.02%,,,2.74%,2.74%,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2013-01-01,17:00,32.56K,32.56K,,,57.08K,57.08K,
USD::Cleveland CPI::m/m,USD,Cleveland CPI (MoM)  (Dec),dec,2013-01-01,17:00,0.10%,0.10%,,,0.20%,0.20%,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2013-01-01,17:00,98.70,98.70,,,96.00,96.00,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2013-01-01,17:00,87.90,87.90,,,91.90,91.90,
CLP::Copper Exports (USD)::none,CLP,Copper Exports (USD)  (Dec),dec,2013-01-01,17:00,"4,214.00M","4,214.00M",,,"3,733.00M","3,733.00M",
CLP::Core CPI::m/m,CLP,Core CPI (MoM)  (Dec),dec,2013-01-01,17:00,0.30%,0.30%,,,-0.20%,-0.20%,
MXN::Core CPI::m/m,MXN,Core CPI (MoM)  (Dec),dec,2013-01-01,17:00,0.12%,0.12%,,,0.05%,0.05%,
CAD::Core CPI::y/y,CAD,Core CPI (YoY)  (Dec),dec,2013-01-01,17:00,1.10%,1.10%,,,1.20%,1.20%,
USD::Core CPI Index::none,USD,Core CPI Index  (Dec),dec,2013-01-01,17:00,231.63,231.63,,,231.34,231.34,
USD::Core PCE Price Index::y/y,USD,Core PCE Price Index (YoY)  (Dec),dec,2013-01-01,17:00,1.60%,1.60%,,,1.60%,1.60%,
GBP::Core PPI Output::m/m,GBP,Core PPI Output (MoM)  (Dec),dec,2013-01-01,17:00,-0.20%,-0.20%,,,0.00%,0.00%,
GBP::Core PPI Output::y/y,GBP,Core PPI Output (YoY)  (Dec),dec,2013-01-01,17:00,0.40%,0.40%,,,0.70%,0.70%,
GBP::Core RPI::m/m,GBP,Core RPI (MoM)  (Dec),dec,2013-01-01,17:00,0.40%,0.40%,,,0.10%,0.10%,
GBP::Core RPI::y/y,GBP,Core RPI (YoY)  (Dec),dec,2013-01-01,17:00,3.00%,3.00%,,,2.90%,2.90%,
GBP::Core Retail Sales::m/m,GBP,Core Retail Sales (MoM)  (Dec),dec,2013-01-01,17:00,-0.80%,-0.80%,,,0.00%,0.00%,
GBP::Core Retail Sales::y/y,GBP,Core Retail Sales (YoY)  (Dec),dec,2013-01-01,17:00,0.60%,0.60%,,,1.30%,1.30%,
INR::Cumulative Industrial Production::none,INR,Cumulative Industrial Production  (Dec),dec,2013-01-01,17:00,0.70%,0.70%,,,1.00%,1.00%,
USD::Dallas Fed PCE::none,USD,Dallas Fed PCE  (Dec),dec,2013-01-01,17:00,1.10%,1.10%,,,1.20%,1.20%,
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2013-01-01,17:00,14.40,14.40,,,12.00,12.00,
INR::Deposit Growth::none,INR,Deposit Growth  (Dec),dec,2013-01-01,17:00,12.16%,12.16%,,,13.15%,13.15%,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2013-01-01,17:00,6.53M,6.53M,,,6.44M,6.44M,
USD::Durables Excluding Defense::m/m,USD,Durables Excluding Defense (MoM)  (Dec),dec,2013-01-01,17:00,1.20%,0.20%,1.20%,,-1.00%,-1.00%,0.80%
USD::EIA Weekly Distillates Stocks::none,USD,EIA Weekly Distillates Stocks  (Dec),dec,2013-01-01,17:00,2.44M,2.44M,,,-0.67M,-0.67M,
MXN::Economic Activity::m/m,MXN,Economic Activity (MoM)  (Dec),dec,2013-01-01,17:00,-0.78%,-0.78%,,,1.78%,1.78%,
USD::Existing Home Sales::m/m,USD,Existing Home Sales (MoM)  (Dec),dec,2013-01-01,17:00,-1.40%,-1.40%,,,3.50%,3.50%,
USD::Export Price Index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2013-01-01,17:00,-0.10%,-0.10%,,,-0.60%,-0.60%,
KRW::Export Price Index::y/y,KRW,Export Price Index (YoY)  (Dec),dec,2013-01-01,17:00,-7.20%,-7.20%,,,-6.60%,-6.60%,
CAD::Exports::none,CAD,Exports  (Dec),dec,2013-01-01,17:00,38.58B,38.58B,,,38.30B,38.30B,
AUD::Exports::m/m,AUD,Exports (MoM)  (Dec),dec,2013-01-01,17:00,0.20%,0.20%,,,-0.10%,-0.10%,
CLP::Exports (USD)::none,CLP,Exports (USD)  (Dec),dec,2013-01-01,17:00,"7,103.00M","7,103.00M",,,"6,525.30M","6,525.30M",
ILS::Exports (USD)::none,ILS,Exports (USD)  (Dec),dec,2013-01-01,17:00,"4,088.30M","4,088.30M",,,"4,523.40M","4,523.40M",
INR::Exports (USD)::none,INR,Exports (USD)  (Dec),dec,2013-01-01,17:00,25.46B,25.46B,,,23.25B,23.25B,
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2013-01-01,17:00,-6.00%,-6.00%,,,3.90%,3.90%,
BRL::FGV Consumer confidence::none,BRL,FGV Consumer confidence  (Dec),dec,2013-01-01,17:00,118.80,116.10,118.80,,120.00,120.00,123.50
USD::Factory orders ex transportation::m/m,USD,Factory orders ex transportation (MoM)  (Dec),dec,2013-01-01,17:00,-1.00%,-1.00%,,,0.10%,0.10%,
INR::Federal Fiscal Deficit::none,INR,Federal Fiscal Deficit  (Dec),dec,2013-01-01,17:00,"4,046.99B","4,046.99B",,,"4,129.26B","4,129.26B",
BRL::Federal Tax Revenue::none,BRL,Federal Tax Revenue  (Dec),dec,2013-01-01,17:00,103.00B,103.00B,,,84.00B,84.00B,
MXN::Fiscal Balance::none,MXN,Fiscal Balance  (Dec),dec,2013-01-01,17:00,-198.75B,-198.75B,,,-40.63B,-40.63B,
NGN::Food Inflation::y/y,NGN,Food Inflation (YoY)  (Dec),dec,2013-01-01,17:00,10.23%,10.23%,,,11.48%,11.48%,
CAD::Foreign Securities Purchases by Canadians::none,CAD,Foreign Securities Purchases by Canadians  (Dec),dec,2013-01-01,17:00,5.48B,5.48B,,,8.10B,8.10B,
BRL::Foreign direct investment (USD)::none,BRL,Foreign direct investment (USD)  (Dec),dec,2013-01-01,17:00,5.36B,5.72B,5.36B,,4.59B,4.59B,5.82B
EUR::French Exports::none,EUR,French Exports  (Dec),dec,2013-01-01,17:00,36.89B,36.89B,,,36.71B,36.71B,
EUR::French HICP::m/m,EUR,French HICP (MoM)  (Dec),dec,2013-01-01,17:00,0.40%,0.40%,,,-0.20%,-0.20%,
EUR::French HICP::y/y,EUR,French HICP (YoY)  (Dec),dec,2013-01-01,17:00,1.53%,1.53%,,,1.60%,1.60%,
EUR::French Imports::none,EUR,French Imports  (Dec),dec,2013-01-01,17:00,42.46B,42.46B,,,41.54B,41.54B,
AUD::Full Employment Change::none,AUD,Full Employment Change  (Dec),dec,2013-01-01,17:00,-5.30K,-5.30K,,,-9.40K,-9.40K,
CAD::Full Employment Change::none,CAD,Full Employment Change  (Dec),dec,2013-01-01,17:00,35.40K,35.40K,,,12.10K,12.10K,
EUR::German Exports::m/m,EUR,German Exports (MoM)  (Dec),dec,2013-01-01,17:00,-0.13%,-0.13%,,,-1.98%,-1.98%,
EUR::German HICP::m/m,EUR,German HICP (MoM)  (Dec),dec,2013-01-01,17:00,1.00%,1.00%,,,-0.10%,-0.10%,
EUR::German HICP::y/y,EUR,German HICP (YoY)  (Dec),dec,2013-01-01,17:00,2.10%,2.10%,,,2.00%,2.00%,
EUR::German Import Price Index::y/y,EUR,German Import Price Index (YoY)  (Dec),dec,2013-01-01,17:00,0.00%,0.00%,,,1.00%,1.00%,
EUR::German Imports::m/m,EUR,German Imports (MoM)  (Dec),dec,2013-01-01,17:00,-1.10%,-1.10%,,,-3.40%,-3.40%,
EUR::German Unemployment::none,EUR,German Unemployment  (Dec),dec,2013-01-01,17:00,2.93M,2.93M,,,2.92M,2.92M,
EUR::German Unemployment n.s.a.::none,EUR,German Unemployment n.s.a.  (Dec),dec,2013-01-01,17:00,2.80M,2.80M,,,2.80M,2.80M,
EUR::German WPI::y/y,EUR,German WPI (YoY)  (Dec),dec,2013-01-01,17:00,2.20%,2.20%,,,2.20%,2.20%,
EUR::German ZEW Current Conditions::none,EUR,German ZEW Current Conditions  (Dec),dec,2013-01-01,17:00,5.70,5.70,,,5.40,5.40,
USD::Goods Orders Non Defense Ex Air::m/m,USD,Goods Orders Non Defense Ex Air (MoM)  (Dec),dec,2013-01-01,17:00,0.20%,0.20%,,,2.70%,2.70%,
USD::Government Payrolls::none,USD,Government Payrolls  (Dec),dec,2013-01-01,17:00,18.00K,18.00K,,,-22.00K,-22.00K,
MXN::Gross Fixed Investments::m/m,MXN,Gross Fixed Investments (MoM)  (Dec),dec,2013-01-01,17:00,-3.96%,-3.96%,,,0.05%,0.05%,
MXN::Gross Fixed Investments::y/y,MXN,Gross Fixed Investments (YoY)  (Dec),dec,2013-01-01,17:00,-1.61%,-1.61%,,,6.27%,6.27%,
GBP::Halifax House Price Index::y/y,GBP,Halifax House Price Index (YoY)  (Dec),dec,2013-01-01,17:00,-0.30%,-0.30%,,,-1.30%,-1.30%,
USD::House Price Index::none,USD,House Price Index  (Dec),dec,2013-01-01,17:00,192.40,192.40,,,191.50,191.50,
USD::House Price Index::y/y,USD,House Price Index (YoY)  (Dec),dec,2013-01-01,17:00,5.50%,5.50%,,,5.50%,5.50%,
AUD::Housing Credit::none,AUD,Housing Credit  (Dec),dec,2013-01-01,17:00,0.30%,0.30%,,,0.40%,0.40%,
USD::Housing Starts::m/m,USD,Housing Starts (MoM)  (Dec),dec,2013-01-01,17:00,17.20%,17.20%,,,-9.00%,-9.00%,
BRL::IGP-DI Inflation Index::m/m,BRL,IGP-DI Inflation Index (MoM)  (Dec),dec,2013-01-01,17:00,0.66%,0.66%,,,0.25%,0.25%,
BRL::IGP-M Inflation Index::m/m,BRL,IGP-M Inflation Index (MoM)  (Dec),dec,2013-01-01,17:00,0.68%,0.68%,,,-0.03%,-0.03%,
BRL::IPC-Fipe Inflation Index::m/m,BRL,IPC-Fipe Inflation Index (MoM)  (Dec),dec,2013-01-01,17:00,0.78%,0.22%,0.78%,,0.68%,0.68%,
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2013-01-01,17:00,52.20,52.20,,,48.60,48.60,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2013-01-01,17:00,50.30,50.30,,,49.50,49.50,
USD::ISM Non-Manufacturing Business Activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2013-01-01,17:00,60.70,60.70,,,60.30,60.30,
USD::ISM Non-Manufacturing Employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2013-01-01,17:00,54.80,54.80,,,53.30,53.30,
USD::ISM Non-Manufacturing New Orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2013-01-01,17:00,59.10,59.10,,,57.00,57.00,
USD::ISM Non-Manufacturing Prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2013-01-01,17:00,56.40,56.40,,,58.20,58.20,
KRW::Import Price Index::y/y,KRW,Import Price Index (YoY)  (Dec),dec,2013-01-01,17:00,-9.00%,-9.00%,,,-7.90%,-7.90%,
CAD::Imports::none,CAD,Imports  (Dec),dec,2013-01-01,17:00,38.74B,38.74B,,,40.05B,40.05B,
AUD::Imports::m/m,AUD,Imports (MoM)  (Dec),dec,2013-01-01,17:00,-5.00%,-5.00%,,,2.60%,2.60%,
CLP::Imports (USD)::none,CLP,Imports (USD)  (Dec),dec,2013-01-01,17:00,"6,636.60M","6,636.60M",,,"6,238.20M","6,238.20M",
ILS::Imports (USD)::none,ILS,Imports (USD)  (Dec),dec,2013-01-01,17:00,"5,867.50M","5,867.50M",,,"4,577.80M","4,577.80M",
INR::Imports (USD)::none,INR,Imports (USD)  (Dec),dec,2013-01-01,17:00,43.05B,43.05B,,,40.45B,40.45B,
KRW::Imports::y/y,KRW,Imports (YoY)  (Dec),dec,2013-01-01,17:00,-5.30%,-5.30%,,,0.90%,0.90%,
SEK::Industrial New Orders::y/y,SEK,Industrial New Orders (YoY)  (Dec),dec,2013-01-01,17:00,-5.32%,-5.32%,,,-2.73%,-2.73%,
ILS::Industrial Output::m/m,ILS,Industrial Output (MoM)  (Dec),dec,2013-01-01,17:00,-7.19%,-7.19%,,,1.23%,1.23%,
BRL::Industrial Production::m/m,BRL,Industrial Production (MoM)  (Dec),dec,2013-01-01,17:00,1.00%,-2.25%,1.00%,,-1.47%,-1.47%,
MXN::Industrial Production::m/m,MXN,Industrial Production (MoM)  (Dec),dec,2013-01-01,17:00,-1.15%,-1.15%,,,1.52%,1.52%,
SEK::Industrial Production::y/y,SEK,Industrial Production (YoY)  (Dec),dec,2013-01-01,17:00,-1.60%,-1.60%,,,-5.50%,-5.50%,
INR::Infrastructure Output::y/y,INR,Infrastructure Output (YoY)  (Dec),dec,2013-01-01,17:00,7.51%,2.60%,7.51%,,5.84%,5.84%,
NGN::Interest Rate Decision::none,NGN,Interest Rate Decision  (Dec),dec,2013-01-01,17:00,12.00%,12.00%,,,12.00%,12.00%,
AUD::Invest Housing Finance::m/m,AUD,Invest Housing Finance (MoM)  (Dec),dec,2013-01-01,17:00,-1.50%,-1.50%,,,-3.10%,-3.10%,
EUR::Irish CPI::y/y,EUR,Irish CPI (YoY)  (Dec),dec,2013-01-01,17:00,1.20%,0.49%,1.20%,,0.80%,0.80%,1.71%
EUR::Irish Consumer Confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2013-01-01,17:00,49.80,58.90,49.80,,63.80,63.80,62.30
EUR::Irish Exchequer Returns::none,EUR,Irish Exchequer Returns  (Dec),dec,2013-01-01,17:00,-14.89B,-6.14B,-14.89B,,-12.97B,-12.97B,-9.44B
EUR::Irish HICP::m/m,EUR,Irish HICP (MoM)  (Dec),dec,2013-01-01,17:00,0.00%,-0.09%,0.00%,,-0.46%,-0.46%,-0.18%
EUR::Irish HICP::y/y,EUR,Irish HICP (YoY)  (Dec),dec,2013-01-01,17:00,1.68%,0.46%,1.68%,,1.59%,1.59%,1.87%
EUR::Irish Retail Sales::y/y,EUR,Irish Retail Sales (YoY)  (Dec),dec,2013-01-01,17:00,-1.00%,-0.70%,-1.00%,,0.20%,0.20%,-5.80%
EUR::Irish Unemployment::none,EUR,Irish Unemployment  (Dec),dec,2013-01-01,17:00,432.20K,426.20K,432.20K,,433.30K,433.30K,438.30K
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2013-01-01,17:00,0.30%,0.30%,,,-0.30%,-0.30%,
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2013-01-01,17:00,2.60%,2.60%,,,2.60%,2.60%,
EUR::Italian Industrial New Orders::y/y,EUR,Italian Industrial New Orders (YoY)  (Dec),dec,2013-01-01,17:00,-11.12%,-11.12%,,,-7.10%,-7.10%,
EUR::Italian Industrial Production::y/y,EUR,Italian Industrial Production (YoY)  (Dec),dec,2013-01-01,17:00,-7.10%,-7.10%,,,-7.50%,-7.50%,
EUR::Italian Industrial Sales::y/y,EUR,Italian Industrial Sales (YoY)  (Dec),dec,2013-01-01,17:00,-8.57%,-8.57%,,,-5.01%,-5.01%,
EUR::Italian Retail Sales::y/y,EUR,Italian Retail Sales (YoY)  (Dec),dec,2013-01-01,17:00,-3.38%,-3.38%,,,-2.37%,-2.37%,
EUR::Italian Trade Balance EU::none,EUR,Italian Trade Balance EU  (Dec),dec,2013-01-01,17:00,-0.85B,-0.85B,,,0.32B,0.32B,
EUR::Italian Trade Balance Non-EU::none,EUR,Italian Trade Balance Non-EU  (Dec),dec,2013-01-01,17:00,3.17B,3.17B,,,1.73B,1.73B,
EUR::Italian Wage Inflation::m/m,EUR,Italian Wage Inflation (MoM)  (Dec),dec,2013-01-01,17:00,0.00%,0.00%,,,0.10%,0.10%,
EUR::Italian Wage Inflation::y/y,EUR,Italian Wage Inflation (YoY)  (Dec),dec,2013-01-01,17:00,1.70%,1.70%,,,1.70%,1.70%,
CAD::Ivey PMI n.s.a::none,CAD,Ivey PMI n.s.a  (Dec),dec,2013-01-01,17:00,43.10,43.10,,,46.40,46.40,
USD::JOLTS Job Openings::none,USD,JOLTS Job Openings  (Dec),dec,2013-01-01,17:00,3.64M,3.64M,,,3.74M,3.74M,
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.  (Dec),dec,2013-01-01,17:00,364.38K,364.38K,,,393.64K,393.64K,
USD::KC Fed Manufacturing Index::none,USD,KC Fed Manufacturing Index  (Dec),dec,2013-01-01,17:00,-1.00,-1.00,,,-4.00,-4.00,
CHF::KOF Leading Indicators::none,CHF,KOF Leading Indicators  (Dec),dec,2013-01-01,17:00,103.50,103.50,,,102.70,102.70,
ILS::M1 Money Supply::y/y,ILS,M1 Money Supply (YoY)  (Dec),dec,2013-01-01,17:00,8.67%,8.67%,,,8.73%,8.73%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate  (Dec),dec,2013-01-01,17:00,3.51%,3.51%,,,3.54%,3.54%,
