EventId,Date,Time,Period,Actual,Forecast,Previous
USD::EIA Weekly Distillates Stocks::none,2012-01-01,17:00,dec,0.81M,,-0.15M
MXN::Economic Activity::m/m,2012-01-01,17:00,dec,0.64%,,-0.29%
USD::Existing Home Sales::m/m,2012-01-01,17:00,dec,-0.90%,,1.20%
USD::Export Price Index::m/m,2012-01-01,17:00,dec,-0.50%,,0.10%
KRW::Export Price Index::y/y,2012-01-01,17:00,dec,-1.00%,,2.00%
CAD::Exports::none,2012-01-01,17:00,dec,41.80B,,40.15B
INR::Exports (USD)::none,2012-01-01,17:00,dec,25.37B,,23.22B
KRW::Exports::y/y,2012-01-01,17:00,dec,8.20%,,11.50%
KRW::FX Reserves - USD::none,2012-01-01,17:00,dec,306.40B,,308.63B
"INR::FX Reserves, USD::none",2012-01-01,17:00,dec,296.69B,,306.84B
USD::Factory orders ex transportation::m/m,2012-01-01,17:00,dec,1.10%,,1.10%
INR::Federal Fiscal Deficit::none,2012-01-01,17:00,dec,"3,810.12B",,"3,533.69B"
MXN::Fiscal Balance::none,2012-01-01,17:00,dec,-140.37B,,-33.21B
CAD::Foreign Securities Purchases by Canadians::none,2012-01-01,17:00,dec,2.80B,,2.92B
CAD::Full Employment Change::none,2012-01-01,17:00,dec,15.60K,,46.90K
EUR::German CPI::y/y,2012-01-01,17:00,dec,2.00%,,2.40%
EUR::German Exports::m/m,2012-01-01,17:00,dec,-3.46%,,3.24%
EUR::German HICP::m/m,2012-01-01,17:00,dec,0.80%,,0.00%
EUR::German HICP::y/y,2012-01-01,17:00,dec,2.40%,,2.80%
EUR::German Import Price Index::y/y,2012-01-01,17:00,dec,3.70%,,5.10%
EUR::German Imports::m/m,2012-01-01,17:00,dec,-1.80%,,0.10%
EUR::German PPI::y/y,2012-01-01,17:00,dec,3.50%,,4.60%
EUR::German Retail Sales::y/y,2012-01-01,17:00,dec,0.80%,,0.90%
EUR::German Unemployment::none,2012-01-01,17:00,dec,2.87M,,2.89M
EUR::German Unemployment n.s.a.::none,2012-01-01,17:00,dec,2.80M,,2.70M
EUR::German WPI::y/y,2012-01-01,17:00,dec,2.40%,,3.90%
EUR::German ZEW Current Conditions::none,2012-01-01,17:00,dec,26.80,,34.20
USD::Goods Orders Non Defense Ex Air::m/m,2012-01-01,17:00,dec,2.90%,,-1.20%
USD::Government Payrolls::none,2012-01-01,17:00,dec,-20.00K,,-28.00K
MXN::Gross Fixed Investments::m/m,2012-01-01,17:00,dec,2.00%,,-0.85%
MXN::Gross Fixed Investments::y/y,2012-01-01,17:00,dec,6.94%,,7.49%
GBP::Halifax House Price Index::y/y,2012-01-01,17:00,dec,-1.30%,,-1.00%
USD::House Price Index::none,2012-01-01,17:00,dec,182.30,,181.60
USD::House Price Index::y/y,2012-01-01,17:00,dec,-1.20%,,-2.30%
SEK::Household Lending Growth::y/y,2012-01-01,17:00,dec,5.21%,,5.45%
USD::Housing Starts::m/m,2012-01-01,17:00,dec,-2.40%,,16.60%
CAD::IPPI::y/y,2012-01-01,17:00,dec,4.00%,,6.00%
USD::ISM Manufacturing Employment::none,2012-01-01,17:00,dec,54.70,,52.90
USD::ISM Manufacturing New Orders Index::none,2012-01-01,17:00,dec,55.30,,54.00
USD::ISM Non-Manufacturing Business Activity::none,2012-01-01,17:00,dec,55.90,,55.80
USD::ISM Non-Manufacturing Employment::none,2012-01-01,17:00,dec,48.80,,52.90
USD::ISM Non-Manufacturing New Orders::none,2012-01-01,17:00,dec,54.10,,53.40
USD::ISM Non-Manufacturing Prices::none,2012-01-01,17:00,dec,62.00,,63.50
USD::ISM-New York Index::none,2012-01-01,17:00,dec,533.90,,531.50
KRW::Import Price Index::y/y,2012-01-01,17:00,dec,6.10%,,10.70%
CAD::Imports::none,2012-01-01,17:00,dec,39.68B,,39.57B
INR::Imports (USD)::none,2012-01-01,17:00,dec,40.04B,,39.11B
KRW::Imports::y/y,2012-01-01,17:00,dec,13.60%,,11.20%
SEK::Industrial New Orders::y/y,2012-01-01,17:00,dec,-5.89%,,-9.92%
KRW::Industrial Production::m/m,2012-01-01,17:00,dec,-1.00%,,-1.00%
MXN::Industrial Production::m/m,2012-01-01,17:00,dec,0.49%,,0.16%
SEK::Industrial Production::m/m,2012-01-01,17:00,dec,-3.30%,,-1.90%
GBP::Industrial Production::y/y,2012-01-01,17:00,dec,-3.00%,,-3.10%
SEK::Industrial Production::y/y,2012-01-01,17:00,dec,-5.50%,,-3.50%
INR::Infrastructure Output::y/y,2012-01-01,17:00,dec,5.10%,,7.96%
INR::Interest Rate Decision::none,2012-01-01,17:00,dec,8.50%,,8.50%
EUR::Italian CPI::y/y,2012-01-01,17:00,dec,3.30%,,3.30%
EUR::Italian HICP::m/m,2012-01-01,17:00,dec,0.30%,,-0.10%
EUR::Italian HICP::y/y,2012-01-01,17:00,dec,3.70%,,3.70%
EUR::Italian Industrial New Orders::y/y,2012-01-01,17:00,dec,-11.02%,,-0.10%
EUR::Italian Industrial Production::y/y,2012-01-01,17:00,dec,-2.30%,,-3.40%
EUR::Italian Industrial Sales::m/m,2012-01-01,17:00,dec,1.73%,,0.10%
EUR::Italian Industrial Sales::y/y,2012-01-01,17:00,dec,0.00%,,0.65%
EUR::Italian PPI::y/y,2012-01-01,17:00,dec,4.90%,,5.40%
EUR::Italian Retail Sales::y/y,2012-01-01,17:00,dec,-3.20%,,-1.52%
EUR::Italian Trade Balance EU::none,2012-01-01,17:00,dec,-0.70B,,-0.41B
EUR::Italian Trade Balance Non-EU::none,2012-01-01,17:00,dec,2.11B,,-1.17B
EUR::Italian Wage Inflation::m/m,2012-01-01,17:00,dec,0.00%,,0.00%
EUR::Italian Wage Inflation::y/y,2012-01-01,17:00,dec,1.40%,,1.40%
CAD::Ivey PMI n.s.a::none,2012-01-01,17:00,dec,53.60,,57.10
USD::JOLTS Job Openings::none,2012-01-01,17:00,dec,3.53M,,3.22M
USD::Jobless Claims 4-Week Avg.::none,2012-01-01,17:00,dec,379.40K,,391.24K
USD::KC Fed Composite Index::none,2012-01-01,17:00,dec,-1.00,,6.00
USD::KC Fed Manufacturing Index::none,2012-01-01,17:00,dec,-3.00,,4.00
CHF::KOF Leading Indicators::none,2012-01-01,17:00,dec,87.20,,85.10
KRW::M2 Money supply::none,2012-01-01,17:00,dec,8.40%,,7.80%
INR::M3 Money Supply::none,2012-01-01,17:00,dec,16.46%,,16.10%
USD::MBA 30-Year Mortgage Rate::none,2012-01-01,17:00,dec,4.10%,,4.22%
USD::MBA Purchase Index::none,2012-01-01,17:00,dec,182.05,,190.00
KRW::Manufacturing BSI Index::none,2012-01-01,17:00,dec,88.00,,87.00
SEK::Manufacturing Confidence::none,2012-01-01,17:00,dec,-8.00,,-8.00
INR::Manufacturing Output::m/m,2012-01-01,17:00,dec,2.80%,,6.60%
SEK::Manufacturing PMI::none,2012-01-01,17:00,dec,49.20,,47.90
USD::Manufacturing Payrolls::none,2012-01-01,17:00,dec,25.00K,,-2.00K
USD::Manufacturing Production::m/m,2012-01-01,17:00,dec,0.70%,,-0.10%
GBP::Manufacturing Production::y/y,2012-01-01,17:00,dec,0.60%,,-0.90%
USD::Michigan 5-Year Inflation Expectations::none,2012-01-01,17:00,dec,2.70%,,2.60%
USD::Michigan Consumer Expectations::none,2012-01-01,17:00,dec,61.10,,54.90
USD::Michigan Current Conditions::none,2012-01-01,17:00,dec,79.60,,76.60
USD::Midwest Manufacturing::none,2012-01-01,17:00,dec,88.50,,87.00
GBP::Mortgage Lending::none,2012-01-01,17:00,dec,0.28B,,0.63B
USD::Mortgage Market Index::none,2012-01-01,17:00,dec,657.38,,651.63
USD::Mortgage Refinance Index::none,2012-01-01,17:00,dec,"3,495.75",,"3,363.25"
GBP::Nationwide HPI::y/y,2012-01-01,17:00,dec,1.00%,,1.60%
USD::New Home Sales::m/m,2012-01-01,17:00,dec,4.00%,,3.80%
USD::Overall Net Capital Flow::none,2012-01-01,17:00,dec,101.90B,,41.20B
KRW::PPI::m/m,2012-01-01,17:00,dec,0.10%,,-0.30%
SEK::PPI::m/m,2012-01-01,17:00,dec,-0.17%,,0.78%
CHF::PPI::y/y,2012-01-01,17:00,dec,-2.30%,,-2.40%
KRW::PPI::y/y,2012-01-01,17:00,dec,4.30%,,5.10%
SEK::PPI::y/y,2012-01-01,17:00,dec,-2.10%,,0.26%
USD::PPI::y/y,2012-01-01,17:00,dec,3.30%,,3.70%
GBP::PPI Input::y/y,2012-01-01,17:00,dec,8.60%,,12.80%
GBP::PPI Output::y/y,2012-01-01,17:00,dec,4.00%,,4.60%
CAD::Part Time Employment Change::none,2012-01-01,17:00,dec,17.90K,,-52.30K
CAD::Participation Rate::none,2012-01-01,17:00,dec,66.50%,,66.50%
USD::Pending Home Sales Index::none,2012-01-01,17:00,dec,95.50,,94.10
USD::Philly Fed Business Conditions::none,2012-01-01,17:00,dec,34.10,,37.20
USD::Philly Fed CAPEX Index::none,2012-01-01,17:00,dec,14.30,,16.30
USD::Philly Fed Employment::none,2012-01-01,17:00,dec,10.80,,10.50
USD::Philly Fed New Orders::none,2012-01-01,17:00,dec,4.30,,1.70
USD::Philly Fed Prices Paid::none,2012-01-01,17:00,dec,25.10,,22.20
GBP::Public Sector Net Cash Requirement::none,2012-01-01,17:00,dec,6.98B,,-4.65B
CAD::RMPI::y/y,2012-01-01,17:00,dec,6.80%,,15.00%
GBP::RPI::m/m,2012-01-01,17:00,dec,0.40%,,0.20%
USD::Real Earnings::m/m,2012-01-01,17:00,dec,0.10%,,-0.20%
USD::Real Personal Consumption::m/m,2012-01-01,17:00,dec,0.00%,,-0.10%
USD::Redbook::m/m,2012-01-01,17:00,dec,-2.51%,,1.13%
USD::Redbook::y/y,2012-01-01,17:00,dec,3.81%,,3.82%
USD::Retail Control::m/m,2012-01-01,17:00,dec,-0.60%,,0.20%
MXN::Retail Sales::m/m,2012-01-01,17:00,dec,0.87%,,0.12%
SEK::Retail Sales::m/m,2012-01-01,17:00,dec,0.50%,,0.10%
GBP::Retail Sales::y/y,2012-01-01,17:00,dec,2.60%,,0.70%
SEK::Retail Sales::y/y,2012-01-01,17:00,dec,1.50%,,0.00%
USD::Retail Sales Ex Gas/Autos::m/m,2012-01-01,17:00,dec,-0.30%,,0.00%
INR::Reverse REPO Rate::none,2012-01-01,17:00,dec,7.50%,,7.50%
USD::Richmond Manufacturing Shipments::none,2012-01-01,17:00,dec,-2.00,,0.00
USD::Richmond Services Index::none,2012-01-01,17:00,dec,7.00,,4.00
USD::S&P/CS HPI Composite - 20 n.s.a.::m/m,2012-01-01,17:00,dec,-1.10%,,-1.30%
USD::S&P/CS HPI Composite - 20 s.a.::m/m,2012-01-01,17:00,dec,-0.40%,,-0.50%
KRW::Service Sector Output::m/m,2012-01-01,17:00,dec,-0.30%,,-0.30%
SEK::Services PMI::m/m,2012-01-01,17:00,dec,50.90,,49.00
USD::TIC Net Long-Term Transactions including Swaps::none,2012-01-01,17:00,dec,4.20B,,51.90B
USD::Texas Services Sector Outlook::none,2012-01-01,17:00,dec,8.00,,8.60
SEK::Trade Balance::none,2012-01-01,17:00,dec,1.70B,,3.30B
MXN::Trade Balance (USD)::none,2012-01-01,17:00,dec,0.24B,,0.15B
GBP::Trade Balance Non-EU::none,2012-01-01,17:00,dec,-3.38B,,-4.70B
"USD::US Foreign Buying, T-bonds::none",2012-01-01,17:00,dec,-13.10B,,60.80B
MXN::Unemployment Rate::none,2012-01-01,17:00,dec,5.01%,,5.01%
SEK::Unemployment Rate::none,2012-01-01,17:00,dec,7.30%,,7.10%
CHF::Unemployment Rate n.s.a.::none,2012-01-01,17:00,dec,3.00%,,2.80%
INR::WPI Food::y/y,2012-01-01,17:00,dec,0.80%,,8.30%
INR::WPI Fuel::y/y,2012-01-01,17:00,dec,15.00%,,15.50%
INR::WPI Manufacturing Inflation::y/y,2012-01-01,17:00,dec,7.64%,,8.17%
NA::Australia - New Year's Day::none,2012-01-02,All Day,,,,
NA::Hong Kong - New Year's Day::none,2012-01-02,All Day,,,,
NA::Russia - New Year's Day::none,2012-01-02,All Day,,,,
NA::South Africa - New Year's Day::none,2012-01-02,All Day,,,,
NA::United Kingdom - New Year's Day::none,2012-01-02,All Day,,,,
NA::United States - New Year's Day::none,2012-01-02,All Day,,,,
IDR::Trade Balance::none,2012-01-02,13:00,,1.53B,1.30B,1.42B
INR::Trade Balance::none,2012-01-02,14:30,,-13.6B,-16.0B,-19.6B
BRL::Trade Balance::none,2012-01-02,21:00,,3.82B,1.44B,0.58B
USD::Global Semiconductor Sales::m/m,2012-01-02,22:00,,-2.4%,,-0.1%
NA::Japan - Bank Holiday::none,2012-01-03,All Day,,,,
NA::Russia - New Year's Day::none,2012-01-03,All Day,,,,
AUD::AIG Manufacturing Index::none,2012-01-03,06:30,,50.2,,47.8
AUD::Commodity Prices::y/y,2012-01-03,13:30,,10.9%,,17.5%
CHF::Manufacturing PMI::none,2012-01-03,16:30,,50.7,45.4,45.8
EUR::German Unemployment Change::none,2012-01-03,16:55,,-22K,-10K,-23K
EUR::German Unemployment Rate::none,2012-01-03,16:55,,6.8%,6.9%,6.9%
USD::Construction Spending::m/m,2012-01-03,23:00,,1.2%,0.5%,-0.2%
USD::ISM Manufacturing PMI::none,2012-01-03,23:00,,53.9,53.2,52.7
USD::ISM Manufacturing Prices::none,2012-01-03,23:00,,47.5,47.9,45.0
NA::Russia - New Year's Day::none,2012-01-04,All Day,,,,
NZD::GlobalDairyTrade Price Index::none,2012-01-04,04:00,,-1.20%,,-1.40%
EUR::French Consumer Spending::m/m,2012-01-04,15:45,,-0.1%,0.3%,0.1%
GBP::M4 Money Supply::m/m,2012-01-04,17:30,,-0.6%,0.2%,-0.3%
GBP::Mortgage Approvals::none,2012-01-04,17:30,,53K,53K,53K
GBP::Net Lending to Individuals::none,2012-01-04,17:30,,1.0B,0.9B,1.3B
EUR::CPI::y/y,2012-01-04,18:00,,2.8%,2.8%,3.0%
EUR::Italian CPI::m/m,2012-01-04,18:00,,0.4%,0.3%,-0.1%
USD::MBA Mortgage Applications::w/w,2012-01-04,20:00,,-4.1%,,-2.6%
USD::Factory Orders::m/m,2012-01-04,23:00,,1.8%,1.9%,-0.2%
NA::Sweden - Epiphany Day - Early close at 13:00::none,2012-01-05,,,,,
USD::Fed's Balance Sheet::none,2012-01-05,04:30,,"2,917.69B",,"2,926.10B"
USD::Total Vehicle Sales::none,2012-01-05,06:00,,13.60M,13.50M,13.60M
AUD::AIG Services Index::none,2012-01-05,06:30,,49.0,,47.7
JPY::Monetary Base::y/y,2012-01-05,07:50,,13.5%,20.3%,19.5%
AUD::Trade Balance::none,2012-01-05,08:30,,1.38B,1.66B,1.42B
EUR::German Retail Sales::m/m,2012-01-05,15:00,,-0.9%,0.1%,-0.2%
EUR::French Consumer Confidence::none,2012-01-05,15:45,,80,77,80
TWD::CPI::y/y,2012-01-05,16:00,,2.00%,1.00%,1.00%
EUR::Italian Monthly Unemployment Rate::none,2012-01-05,17:00,,8.6%,8.5%,8.5%
EUR::Italian Quarterly Unemployment Rate::none,2012-01-05,17:00,,8.1%,8.1%,8.0%
EUR::Industrial New Orders::m/m,2012-01-05,18:00,,1.8%,2.5%,-7.8%
EUR::PPI::m/m,2012-01-05,18:00,,0.2%,0.1%,0.1%
BRL::Industrial Production::y/y,2012-01-05,19:00,,-2.1%,-2.5%,-2.7%
CLP::Economic Activity::y/y,2012-01-05,19:30,,4.0%,4.0%,3.4%
USD::Challenger Job Cuts::y/y,2012-01-05,20:30,,30.6%,,-12.8%
USD::ADP Nonfarm Employment Change::none,2012-01-05,21:15,,325K,175K,204K
USD::Continuing Jobless Claims::none,2012-01-05,21:30,,"3,595K","3,573K","3,617K"
CAD::IPPI::m/m,2012-01-05,21:30,,0.2%,0.2%,-0.1%
USD::Initial Jobless Claims::none,2012-01-05,21:30,,372K,375K,387K
CAD::RMPI::m/m,2012-01-05,21:30,,3.8%,0.5%,-1.0%
USD::Bloomberg Consumer Confidence::none,2012-01-05,22:45,,27.6,,26.25
USD::ISM Non-Manufacturing PMI::none,2012-01-05,23:00,,52.6,53.0,52.0
CAD::Ivey PMI::none,2012-01-05,23:00,,63.5,59.1,59.9
CHF::SNB Chairman Hildebrand Speaks::none,2012-01-05,23:00,,,,
USD::Natural Gas Storage::none,2012-01-05,23:30,,-76B,-78B,-81B
NA::Austria - Epiphany Day::none,2012-01-06,All Day,,,,
VEF::CPI::y/y,2012-01-06,00:00,,29.0%,29.0%,28.9%
USD::Crude Oil Inventories::none,2012-01-06,00:00,,2.200M,-1.200M,3.900M
NA::Finland - Epiphany Day::none,2012-01-06,All Day,,,,
USD::Gasoline Inventories::none,2012-01-06,00:00,,2.500M,1.000M,-0.700M
NA::Greece - Epiphany Day::none,2012-01-06,All Day,,,,
NA::Lebanon - Epiphany Day::none,2012-01-06,All Day,,,,
NA::Poland - Epiphany Day::none,2012-01-06,All Day,,,,
NA::Sweden - Easter::none,2012-01-06,All Day,,,,
USD::Monster Employment Index::none,2012-01-06,12:05,,140,,147
GBP::Halifax House Price Index::m/m,2012-01-06,16:00,,-0.9%,-0.1%,-1.0%
CHF::CPI::m/m,2012-01-06,16:15,,-0.2%,-0.1%,-0.2%
EUR::Business and Consumer Survey::none,2012-01-06,18:00,,93.3,93.0,93.8
EUR::Retail Sales::m/m,2012-01-06,18:00,,-0.8%,-0.3%,0.1%
EUR::Unemployment Rate::none,2012-01-06,18:00,,10.3%,10.3%,10.3%
CLP::CPI::m/m,2012-01-06,19:00,,0.6%,,0.3%
EUR::German Factory Orders::m/m,2012-01-06,19:00,,-4.8%,-1.6%,5.0%
BRL::CPI::y/y,2012-01-06,20:00,,6.50%,,6.60%
CAD::Employment Change::none,2012-01-06,20:00,,17.5K,14.8K,-18.6K
CAD::Unemployment Rate::none,2012-01-06,20:00,,7.5%,7.4%,7.4%
USD::U6 Unemployment Rate::none,2012-01-06,21:30,dec,15.20%,,15.50%
USD::Average Hourly Earnings::m/m,2012-01-06,21:30,,0.2%,0.2%,0.0%
USD::Average Weekly Hours::none,2012-01-06,21:30,,34.4,34.3,34.3
USD::Nonfarm Payrolls::none,2012-01-06,21:30,,200K,150K,100K
USD::Private Nonfarm Payrolls::none,2012-01-06,21:30,,212K,170K,140K
USD::Unemployment Rate::none,2012-01-06,21:30,,8.5%,8.7%,8.7%
COP::CPI::y/y,2012-01-06,22:00,,3.70%,,4.00%
NA::Egypt - Christmas::none,2012-01-07,All Day,,,,
USD::U.S. Baker Hughes Oil Rig Count::none,2012-01-07,01:00,,1191,,1193
AUD::CFTC AUD speculative net positions::none,2012-01-07,04:30,,46.5K,,32.6K
CAD::CFTC CAD speculative net positions::none,2012-01-07,04:30,,-23.4K,,-21.8K
CHF::CFTC CHF speculative net positions::none,2012-01-07,04:30,,-12.4K,,-10.8K
USD::CFTC Crude Oil speculative net positions::none,2012-01-07,04:30,,144.5k,,144.6k
EUR::CFTC EUR speculative net positions::none,2012-01-07,04:30,,-138.9K,,-127.9K
GBP::CFTC GBP speculative net positions::none,2012-01-07,04:30,,-31.9K,,-29.2K
USD::CFTC Gold speculative net positions::none,2012-01-07,04:30,,131.0K,,130.8K
JPY::CFTC JPY speculative net positions::none,2012-01-07,04:30,,56.5K,,22.6K
MXN::CFTC MXN speculative net positions::none,2012-01-07,04:30,,-25.8K,,-25.7K
NZD::CFTC NZD speculative net positions::none,2012-01-07,04:30,,2.4K,,1.4K
RUB::CFTC RUB speculative positions::none,2012-01-07,04:30,,9.2K,,11.2K
USD::CFTC Silver speculative net positions::none,2012-01-07,04:30,,9.6K,,6.9K
CNY::M2 Money Stock::y/y,2012-01-08,18:00,,13.6%,12.9%,12.7%
NA::Japan - Coming of Age (Adults') Day::none,2012-01-09,All Day,,,,
NZD::Trade Balance::m/m,2012-01-09,05:45,,-308M,-300M,-228M
AUD::AIG Construction Index::none,2012-01-09,06:30,,41.0,,39.6
AUD::HIA New Home Sales::m/m,2012-01-09,08:00,,6.8%,,5.5%
AUD::Retail Sales::m/m,2012-01-09,08:30,,0.0%,0.4%,0.2%
CHF::Unemployment Rate s.a.::none,2012-01-09,14:45,,3.1%,3.1%,3.0%
EUR::German Trade Balance::none,2012-01-09,15:00,,15.1B,13.0B,12.5B
EUR::French Trade Balance::none,2012-01-09,15:45,,-4.4B,-6.0B,-5.6B
TWD::Trade Balance::none,2012-01-09,16:00,,2.31B,2.00B,3.20B
CHF::Retail Sales::y/y,2012-01-09,16:15,,1.8%,0.5%,0.1%
EUR::Sentix Investor Confidence::none,2012-01-09,17:30,,-21.1,-23.5,-24.0
EUR::German Industrial Production::m/m,2012-01-09,19:00,,-0.6%,-0.5%,0.8%
CLP::Trade Balance::none,2012-01-09,19:30,,0.39B,0.70B,0.65B
CAD::Building Permits::m/m,2012-01-09,21:30,,-3.6%,-3.5%,11.6%
MXN::CPI::y/y,2012-01-09,22:00,,3.80%,3.80%,3.50%
CHF::SNB Chairman Hildebrand Speaks::none,2012-01-10,01:00,,,,
USD::Consumer Credit::none,2012-01-10,04:00,,20.40B,7.00B,6.00B
NZD::Building Consents::m/m,2012-01-10,05:45,,-6.4%,3.3%,10.7%
GBP::BRC Retail Sales Monitor::y/y,2012-01-10,08:00,,2.2%,0.5%,-1.6%
AUD::Building Approvals::m/m,2012-01-10,08:30,,8.4%,6.0%,-10.0%
CNY::Trade Balance (USD)::none,2012-01-10,11:00,,16.50B,8.50B,14.50B
MYR::Industrial Production::y/y,2012-01-10,12:00,,1.8%,2.3%,2.8%
EUR::French Industrial Production::m/m,2012-01-10,15:45,,1.1%,-0.1%,0.1%
EUR::Spanish Business Confidence::none,2012-01-10,17:00,,-20,-18,-17
GBP::Construction Output::m/m,2012-01-10,17:30,nov,1.60%,,-1.80%
GBP::U.K. Construction Output::y/y,2012-01-10,17:30,nov,-0.10%,,-2.00%
USD::NFIB Small Business Optimism::none,2012-01-10,20:30,,93.8,93.8,92.0
RUB::Business Confidence::none,2012-01-10,21:00,,-6,-5,-4
RUB::CPI::m/m,2012-01-10,21:00,,0.4%,0.4%,0.4%
CAD::Housing Starts::none,2012-01-10,21:15,,200.00K,188.00K,186.00K
MXN::Economic Activity::y/y,2012-01-10,22:00,,3.70%,4.00%,4.50%
USD::IBD/TIPP Economic Optimism::none,2012-01-10,23:00,,47.5,45.3,42.8
USD::Wholesale Inventories::m/m,2012-01-10,23:00,,0.1%,0.5%,1.2%
NA::Morocco - Proclamation of Independence::none,2012-01-11,All Day,,,,
KRW::Unemployment Rate::none,2012-01-11,07:00,,3.1%,3.2%,3.1%
GBP::BRC Shop Price Index::y/y,2012-01-11,08:00,,1.7%,,2.0%
MYR::Trade Balance::none,2012-01-11,12:00,,9.49B,10.40B,13.30B
JPY::Leading Index::none,2012-01-11,13:00,,92.9,92.9,92.0
