EventId,Date,Time,Period,Actual,Forecast,Previous
NA::New Zealand - New Year's Day::none,2018-01-02,All Day,,,,
NA::Poland - Holiday::none,2018-01-02,All Day,,,,
NA::Romania - New Year::none,2018-01-02,All Day,,,,
NA::Russia - New-Year Holidays::none,2018-01-02,All Day,,,,
NA::Rwanda - Day After New Year's::none,2018-01-02,All Day,,,,
NA::Serbia - New Year::none,2018-01-02,All Day,,,,
NA::Slovakia - Public Holiday::none,2018-01-02,All Day,,,,
NA::Slovenia - New-Year Holidays::none,2018-01-02,All Day,,,,
NA::Switzerland - Berchtold's Day::none,2018-01-02,All Day,,,,
NA::Thailand - Non Trading Day::none,2018-01-02,All Day,,,,
AUD::AIG Manufacturing Index::none,2018-01-02,06:30,dec,56.2,,57.3
SGD::GDP::q/q,2018-01-02,08:00,q4,2.8%,2.9%,9.4%
SGD::GDP::y/y,2018-01-02,08:00,q4,3.1%,2.7%,5.4%
KRW::S&P Global South Korea Manufacturing PMI::none,2018-01-02,08:30,dec,49.9,,51.2
SGD::URA Property Index::q/q,2018-01-02,08:30,q4,0.70%,,0.70%
IDR::Core Inflation::y/y,2018-01-02,12:05,dec,2.95%,3.08%,3.05%
IDR::Inflation::m/m,2018-01-02,12:05,dec,0.71%,0.48%,0.20%
IDR::Inflation::y/y,2018-01-02,12:05,dec,3.61%,3.40%,3.30%
IDR::Foreign Tourism::none,2018-01-02,12:40,nov,-0.81%,,2.70%
AUD::Commodity Prices::y/y,2018-01-02,13:30,,-5.9%,,-4.0%
SEK::Manufacturing PMI::none,2018-01-02,15:30,dec,60.4,,63.3
EUR::Austrian Unemployment Change::none,2018-01-02,16:00,dec,378.7K,,326.9K
EUR::Austrian Unemployment Rate::none,2018-01-02,16:00,dec,9.4%,,8.2%
HUF::Manufacturing PMI::none,2018-01-02,16:00,dec,60.0,,58.8
NOK::Manufacturing PMI::none,2018-01-02,16:00,dec,57.8,56.3,57.4
EUR::Lithuania Retail Sales::m/m,2018-01-02,17:00,nov,-2.2%,,2.5%
EUR::Lithuania Retail Sales::y/y,2018-01-02,17:00,nov,4.8%,,2.2%
GBP::Housing Equity Withdrawal::q/q,2018-01-02,17:30,,-5.9B,-6.2B,-5.8B
EUR::French 12-Month BTF Auction::none,2018-01-02,22:00,,-0.598%,,-0.637%
EUR::French 3-Month BTF Auction::none,2018-01-02,22:00,,-0.615%,,-0.900%
EUR::French 6-Month BTF Auction::none,2018-01-02,22:00,,-0.616%,,-0.792%
NZD::GlobalDairyTrade Price Index::none,2018-01-02,22:25,,2.2%,,-3.9%
NA::Japan - Exchange Holiday::none,2018-01-03,All Day,,,,
NA::Montenegro - New Year::none,2018-01-03,All Day,,,,
USD::3-Month Bill Auction::none,2018-01-03,00:30,,1.435%,,1.445%
USD::4-Week Bill Auction::none,2018-01-03,00:30,,1.270%,,1.245%
USD::6-Month Bill Auction::none,2018-01-03,00:30,,1.575%,,1.530%
BRL::Trade Balance::none,2018-01-03,01:00,dec,5.00B,4.06B,3.55B
USD::52-Week Bill Auction::none,2018-01-03,02:00,,1.780%,,1.650%
ARS::Tax Revenue::none,2018-01-03,04:00,dec,235.21B,242.00B,224.46B
THB::CPI::y/y,2018-01-03,12:00,dec,0.78%,0.99%,0.99%
THB::Core CPI::y/y,2018-01-03,12:00,dec,0.62%,0.65%,0.61%
NOK::Unemployment Rate::none,2018-01-03,15:00,oct,4.0%,4.0%,4.0%
TRY::CPI::m/m,2018-01-03,15:00,dec,0.69%,0.50%,1.49%
TRY::CPI::y/y,2018-01-03,15:00,dec,11.92%,,12.98%
TRY::PPI::m/m,2018-01-03,15:00,dec,1.37%,,2.02%
TRY::PPI::y/y,2018-01-03,15:00,dec,15.47%,,17.30%
EUR::Spanish Unemployment Change::none,2018-01-03,16:00,,-61.5K,-58.7K,7.3K
HKD::Retail Sales::y/y,2018-01-03,16:30,nov,7.5%,,3.9%
CHF::Manufacturing PMI::none,2018-01-03,16:30,dec,65.2,64.6,64.6
EGP::Foreign Reserves (USD)::none,2018-01-03,16:50,dec,37.02B,,36.72B
TRY::Exports::none,2018-01-03,17:00,dec,13.60B,,13.63B
EUR::German Unemployment::none,2018-01-03,17:00,dec,2.442M,,2.471M
EUR::German Unemployment Change::none,2018-01-03,17:00,dec,-29K,-12K,-20K
EUR::German Unemployment Rate::none,2018-01-03,17:00,dec,5.5%,5.6%,5.5%
EUR::German Unemployment n.s.a.::none,2018-01-03,17:00,dec,2.385M,2.411M,2.368M
EUR::Spanish Consumer Confidence::none,2018-01-03,17:00,,102.5,,100.5
EGP::M2 Money Supply::y/y,2018-01-03,17:35,nov,20.74%,,40.48%
EUR::Latvian Industrial Production::m/m,2018-01-03,19:00,nov,0.6%,,-2.0%
EUR::Latvian Industrial Production::y/y,2018-01-03,19:00,nov,3.6%,,5.4%
EUR::Portuguese Business Confidence::none,2018-01-03,19:00,dec,1.9,,2.1
EUR::Portuguese Consumer Confidence::none,2018-01-03,19:00,dec,2.30,,2.30
INR::M3 Money Supply::none,2018-01-03,19:30,,10.5%,,9.9%
USD::MBA 30-Year Mortgage Rate::none,2018-01-03,20:00,,4.25%,,4.16%
USD::MBA Mortgage Applications::w/w,2018-01-03,20:00,,0.7%,,-4.9%
USD::MBA Purchase Index::none,2018-01-03,20:00,,236.9,,234.3
USD::Mortgage Market Index::none,2018-01-03,20:00,,368.6,,379.2
USD::Mortgage Refinance Index::none,2018-01-03,20:00,,"1,151.9",,"1,240.5"
CLP::Retail Sales::y/y,2018-01-03,20:00,,5.6%,,3.7%
CZK::Budget Balance::none,2018-01-03,21:00,dec,-6.150B,,-11.620B
SGD::S&P Global Manufacturing PMI::none,2018-01-03,21:00,dec,52.8,,52.0
PLN::CPI::m/m,2018-01-03,21:00,,0.2%,0.3%,0.5%
PLN::CPI::y/y,2018-01-03,21:00,,2.0%,2.2%,2.5%
USD::Redbook::m/m,2018-01-03,21:55,,0.3%,,0.1%
USD::Redbook::y/y,2018-01-03,21:55,,5.0%,,5.7%
BRL::Foreign Exchange Flows::none,2018-01-03,22:30,,-9.33B,,-6.23B
USD::ISM-New York Index::none,2018-01-03,22:45,dec,756.7,,753.5
USD::Construction Spending::m/m,2018-01-03,23:00,nov,0.8%,0.6%,0.9%
COP::Exports::y/y,2018-01-03,23:00,nov,6.70%,,15.10%
USD::ISM Manufacturing Employment::none,2018-01-03,23:00,dec,57.0,59.0,59.7
USD::ISM Manufacturing New Orders Index::none,2018-01-03,23:00,dec,69.4,,64.0
USD::ISM Manufacturing PMI::none,2018-01-03,23:00,dec,59.7,58.1,58.2
USD::ISM Manufacturing Prices::none,2018-01-03,23:00,dec,69.0,64.8,65.5
NA::Montenegro - New Year::none,2018-01-04,All Day,,,,
EUR::Irish Exchequer Returns::none,2018-01-04,00:30,dec,1.909B,,4.596B
USD::All Truck Sales::none,2018-01-04,04:30,dec,11.76M,,11.21M
USD::Domestic Truck Sales::none,2018-01-04,04:30,dec,9.61M,9.07M,9.17M
USD::Domestic Car Sales::none,2018-01-04,04:30,,4.40M,,4.61M
USD::Fed's Balance Sheet::none,2018-01-04,04:30,,"4,443.72B",,"4,448.68B"
USD::Total Vehicle Sales::none,2018-01-04,04:30,,17.85M,17.50M,17.48M
KRW::FX Reserves - USD::none,2018-01-04,05:00,dec,389.27B,,387.25B
USD::All Car Sales::none,2018-01-04,05:00,,6.09M,,6.39M
USD::API Weekly Crude Oil Stock::none,2018-01-04,05:30,,-4.992M,-5.250M,-6.000M
AUD::AIG Services Index::none,2018-01-04,06:30,dec,52.0,,51.7
THB::Consumer Confidence::none,2018-01-04,12:00,dec,79.2,,78.0
EUR::Estonian Industrial Production::m/m,2018-01-04,14:00,nov,-1.40%,,1.80%
EUR::Estonian Industrial Production::y/y,2018-01-04,14:00,nov,2.70%,,6.20%
RON::PPI::y/y,2018-01-04,15:00,nov,4.40%,,3.90%
GBP::Nationwide HPI::m/m,2018-01-04,15:00,dec,0.6%,0.1%,0.1%
GBP::Nationwide HPI::y/y,2018-01-04,15:00,dec,2.6%,2.0%,2.5%
SEK::Services PMI::m/m,2018-01-04,15:30,dec,64.6,,61.9
HUF::Quarterly Unemployment Rate::none,2018-01-04,16:00,nov,3.8%,,4.0%
SEK::Trade Balance::none,2018-01-04,16:30,nov,-3.00B,,-1.20B
GBP::BoE Consumer Credit::none,2018-01-04,17:30,nov,1.400B,1.500B,1.362B
GBP::M4 Money Supply::m/m,2018-01-04,17:30,nov,0.1%,0.4%,0.6%
GBP::Mortgage Approvals::none,2018-01-04,17:30,nov,65.14K,64.00K,64.89K
GBP::Mortgage Lending::none,2018-01-04,17:30,nov,3.50B,3.40B,3.35B
GBP::Net Lending to Individuals::none,2018-01-04,17:30,,4.9B,4.9B,4.7B
EUR::Spanish 10-Year Obligacion Auction::none,2018-01-04,17:40,,1.525%,,1.488%
EUR::Spanish 5-Year Bonos Auction::none,2018-01-04,17:40,,0.356%,,0.290%
NOK::House Price Index::y/y,2018-01-04,18:00,dec,-2.10%,,-0.50%
EUR::French 10-Year OAT Auction::none,2018-01-04,18:00,,0.79%,,0.36%
USD::Challenger Job Cuts::none,2018-01-04,20:30,dec,32.4K,,35.0K
USD::Challenger Job Cuts::y/y,2018-01-04,20:30,,-3.6%,,30.1%
USD::ADP Nonfarm Employment Change::none,2018-01-04,21:15,dec,250K,191K,185K
CAD::IPPI::m/m,2018-01-04,21:30,nov,1.4%,0.8%,1.1%
CAD::IPPI::y/y,2018-01-04,21:30,nov,2.7%,,1.7%
CAD::RMPI::m/m,2018-01-04,21:30,nov,5.5%,4.0%,3.8%
CAD::RMPI::y/y,2018-01-04,21:30,nov,14.2%,,6.6%
USD::Continuing Jobless Claims::none,2018-01-04,21:30,,"1,914K","1,925K","1,951K"
USD::Initial Jobless Claims::none,2018-01-04,21:30,,250K,241K,247K
USD::Jobless Claims 4-Week Avg.::none,2018-01-04,21:30,,241.75K,,238.25K
USD::Bloomberg Consumer Confidence::none,2018-01-04,22:45,,51.8,,52.4
USD::Natural Gas Storage::none,2018-01-04,23:30,,-206B,-221B,-112B
USD::Crude Oil Imports::none,2018-01-05,00:00,,-0.292M,,0.807M
USD::Crude Oil Inventories::none,2018-01-05,00:00,,-7.419M,-5.148M,-4.609M
USD::Cushing Crude Oil Inventories::none,2018-01-05,00:00,,-2.441M,,-1.584M
USD::Distillate Fuel Production::none,2018-01-05,00:00,,0.116M,,0.270M
USD::EIA Weekly Distillates Stocks::none,2018-01-05,00:00,,8.899M,0.477M,1.090M
USD::Gasoline Inventories::none,2018-01-05,00:00,,4.813M,2.182M,0.591M
USD::Gasoline Production::none,2018-01-05,00:00,,-0.564M,,0.181M
USD::Heating Oil Stockpiles::none,2018-01-05,00:00,,0.132M,,-0.545M
NA::Montenegro - New Year::none,2018-01-05,All Day,,,,
NA::Sweden - Twelfth Night - Early close at 13:00::none,2018-01-05,,,,,
USD::FOMC Member Bullard Speaks::none,2018-01-05,02:30,,,,
KRW::Current Account::none,2018-01-05,07:00,nov,5.67B,,5.01B
JPY::Monetary Base::y/y,2018-01-05,07:50,,11.2%,13.0%,13.2%
GBP::BRC Shop Price Index::y/y,2018-01-05,08:00,,-0.6%,,-0.1%
AUD::Exports::m/m,2018-01-05,08:30,nov,0%,,-3%
AUD::Imports::m/m,2018-01-05,08:30,nov,1%,,2%
AUD::Trade Balance::none,2018-01-05,08:30,nov,-0.628B,0.550B,-0.302B
PHP::CPI::m/m,2018-01-05,09:00,dec,0.3%,,0.5%
PHP::CPI::y/y,2018-01-05,09:00,dec,3.3%,3.3%,3.3%
PHP::Core CPI::y/y,2018-01-05,09:00,dec,3.0%,,3.3%
MYR::Exports::y/y,2018-01-05,12:00,nov,14.4%,13.9%,18.7%
MYR::Imports::y/y,2018-01-05,12:00,nov,15.2%,13.9%,20.9%
MYR::Trade Balance::none,2018-01-05,12:00,nov,10.00B,10.90B,10.60B
NOK::Credit Indicator::y/y,2018-01-05,15:00,nov,5.8%,5.8%,5.7%
EUR::German Retail Sales::m/m,2018-01-05,15:00,nov,2.3%,1.1%,-1.0%
EUR::German Retail Sales::y/y,2018-01-05,15:00,nov,4.4%,2.5%,-0.9%
DKK::Unemployment Rate::none,2018-01-05,15:00,nov,3.4%,,3.4%
PHP::FX Reserves USD::none,2018-01-05,15:00,dec,81.47B,,80.31B
BRL::IPC-Fipe Inflation Index::m/m,2018-01-05,15:00,dec,0.55%,0.45%,0.29%
MYR::FX Reserves USD::none,2018-01-05,15:00,,102.4B,,102.2B
THB::Currency Swaps (USD)::none,2018-01-05,15:30,,36.7B,,34.4B
THB::Foreign Reserves (USD)::none,2018-01-05,15:30,,202.6B,,202.8B
EUR::French Consumer Confidence::none,2018-01-05,15:45,dec,105,103,103
EUR::French CPI::m/m,2018-01-05,15:45,,0.3%,0.3%,0.1%
EUR::French HICP::m/m,2018-01-05,15:45,,0.4%,,0.1%
EUR::French HICP::y/y,2018-01-05,15:45,,1.3%,1.2%,1.2%
HUF::PPI::y/y,2018-01-05,16:00,nov,4.5%,,4.5%
EUR::Austrian Wholesale Prices n.s.a::m/m,2018-01-05,16:00,dec,-0.1%,,0.8%
EUR::Austrian Wholesale Prices n.s.a::y/y,2018-01-05,16:00,dec,3.2%,,5.6%
TWD::CPI::m/m,2018-01-05,16:00,dec,0.18%,,0.71%
TWD::CPI::y/y,2018-01-05,16:00,dec,1.21%,0.95%,0.35%
TWD::Wholesale Prices::m/m,2018-01-05,16:00,dec,0.24%,,1.57%
TWD::FX Reserves USD::none,2018-01-05,16:20,dec,451.50B,,450.47B
HKD::Foreign Reserves (USD)::none,2018-01-05,16:30,dec,431.30B,,422.10B
EUR::Italian Public Deficit::none,2018-01-05,17:00,q3,2.1%,,0.6%
IDR::Consumer Confidence::none,2018-01-05,17:20,dec,126.4,,122.1
EUR::PPI::m/m,2018-01-05,18:00,nov,0.6%,0.3%,0.4%
EUR::PPI::y/y,2018-01-05,18:00,nov,2.8%,2.5%,2.5%
EUR::CPI::y/y,2018-01-05,18:00,dec,1.4%,1.4%,1.5%
EUR::Italian CPI::m/m,2018-01-05,18:00,dec,0.4%,0.2%,-0.2%
EUR::Italian CPI::y/y,2018-01-05,18:00,dec,0.9%,,0.9%
EUR::Italian HICP::m/m,2018-01-05,18:00,dec,0.3%,,-0.2%
EUR::Italian HICP::y/y,2018-01-05,18:00,dec,1.0%,,1.0%
EUR::Core CPI::y/y,2018-01-05,18:00,,0.9%,1.0%,0.9%
BRL::Industrial Production::m/m,2018-01-05,19:00,nov,0.2%,-0.1%,0.3%
BRL::Industrial Production::y/y,2018-01-05,19:00,nov,4.7%,3.9%,5.5%
EUR::Irish Retail Sales::m/m,2018-01-05,19:00,nov,2.6%,,-2.4%
EUR::Irish Retail Sales::y/y,2018-01-05,19:00,nov,6.8%,,4.5%
CLP::Economic Activity::y/y,2018-01-05,19:30,nov,3.2%,2.4%,2.9%
INR::Bank Loan Growth::none,2018-01-05,19:30,,10.7%,,9.8%
INR::Deposit Growth::none,2018-01-05,19:30,,4.0%,,3.3%
"INR::FX Reserves, USD::none",2018-01-05,19:30,,409.37B,,404.92B
PLN::FX Reserves (EUR)::none,2018-01-05,21:00,dec,94.50B,,95.80B
CAD::Exports::none,2018-01-05,21:30,nov,46.21B,,44.54B
CAD::Imports::none,2018-01-05,21:30,nov,48.75B,,46.09B
CAD::Trade Balance::none,2018-01-05,21:30,nov,-2.54B,-1.20B,-1.55B
USD::Trade Balance::none,2018-01-05,21:30,nov,-50.50B,-49.50B,-48.90B
BRL::Auto Production::m/m,2018-01-05,21:30,dec,-14.2%,,-0.3%
BRL::Auto Sales::m/m,2018-01-05,21:30,dec,4.1%,,0.7%
USD::Average Hourly Earnings::m/m,2018-01-05,21:30,dec,0.3%,0.3%,0.1%
USD::Average Weekly Hours::none,2018-01-05,21:30,dec,34.5,34.5,34.5
CAD::Employment Change::none,2018-01-05,21:30,dec,78.6K,1.0K,79.5K
CAD::Full Employment Change::none,2018-01-05,21:30,dec,23.7K,,29.6K
USD::Government Payrolls::none,2018-01-05,21:30,dec,2.0K,5.0K,13.0K
USD::Manufacturing Payrolls::none,2018-01-05,21:30,dec,25.0K,15.0K,31.0K
USD::Nonfarm Payrolls::none,2018-01-05,21:30,dec,148K,190K,252K
CAD::Part Time Employment Change::none,2018-01-05,21:30,dec,54.9K,,49.9K
CAD::Participation Rate::none,2018-01-05,21:30,dec,65.8%,,65.7%
USD::Participation Rate::none,2018-01-05,21:30,dec,62.7%,,62.7%
USD::Private Nonfarm Payrolls::none,2018-01-05,21:30,dec,146K,185K,239K
USD::U6 Unemployment Rate::none,2018-01-05,21:30,dec,8.1%,,8.0%
CAD::Unemployment Rate::none,2018-01-05,21:30,dec,5.7%,6.0%,5.9%
USD::Unemployment Rate::none,2018-01-05,21:30,dec,4.1%,4.1%,4.1%
USD::Exports::none,2018-01-05,21:30,,200.22B,,195.78B
USD::Imports::none,2018-01-05,21:30,,250.72B,,244.70B
USD::Factory Orders::m/m,2018-01-05,23:00,nov,1.3%,1.1%,0.4%
USD::Factory orders ex transportation::m/m,2018-01-05,23:00,nov,0.8%,,1.2%
USD::ISM Non-Manufacturing Business Activity::none,2018-01-05,23:00,dec,57.3,61.0,61.4
USD::ISM Non-Manufacturing Employment::none,2018-01-05,23:00,dec,56.3,,55.3
USD::ISM Non-Manufacturing New Orders::none,2018-01-05,23:00,dec,54.3,,58.7
USD::ISM Non-Manufacturing PMI::none,2018-01-05,23:00,dec,55.9,57.8,57.4
USD::ISM Non-Manufacturing Prices::none,2018-01-05,23:00,dec,60.8,,60.7
CAD::Ivey PMI::none,2018-01-05,23:00,dec,60.4,62.2,63.0
CAD::Ivey PMI n.s.a::none,2018-01-05,23:00,dec,49.3,,62.4
USD::FOMC Member Harker Speaks::none,2018-01-05,23:15,,,,
UAH::Foreign Reserves (USD)::none,2018-01-05,23:30,dec,18.81B,,18.90B
NA::Iraq - Army Day::none,2018-01-06,All Day,,,,
NA::Lebanon - Armenian Christmas Day::none,2018-01-06,All Day,,,,
USD::FOMC Member Mester Speaks::none,2018-01-06,01:30,,,,
USD::U.S. Baker Hughes Oil Rig Count::none,2018-01-06,02:00,,742,,747
USD::U.S. Baker Hughes Total Rig Count::none,2018-01-06,02:00,,924.0,,929.0
GBP::BoE MPC Member Haldane Speaks::none,2018-01-06,03:30,,,,
AUD::CFTC AUD speculative net positions::none,2018-01-06,04:30,,-20.0K,,-13.6K
CAD::CFTC CAD speculative net positions::none,2018-01-06,04:30,,14.7K,,17.3K
CHF::CFTC CHF speculative net positions::none,2018-01-06,04:30,,-16.2K,,-13.9K
USD::CFTC Copper speculative net positions::none,2018-01-06,04:30,,63.9K,,53.3K
USD::CFTC Crude Oil speculative net positions::none,2018-01-06,04:30,,624.2K,,632.2K
EUR::CFTC EUR speculative net positions::none,2018-01-06,04:30,,127.9K,,92.1K
GBP::CFTC GBP speculative net positions::none,2018-01-06,04:30,,16.2K,,12.7K
USD::CFTC Gold speculative net positions::none,2018-01-06,04:30,,163.3K,,135.9K
JPY::CFTC JPY speculative net positions::none,2018-01-06,04:30,,-121.8K,,-116.1K
MXN::CFTC MXN speculative net positions::none,2018-01-06,04:30,,35.1K,,36.4K
NZD::CFTC NZD speculative net positions::none,2018-01-06,04:30,,-17.0K,,-17.6K
RUB::CFTC RUB speculative positions::none,2018-01-06,04:30,,25.8K,,23.5K
USD::CFTC S&P 500 speculative net positions::none,2018-01-06,04:30,,172.6K,,104.7K
USD::CFTC Silver speculative net positions::none,2018-01-06,04:30,,22.8K,,4.6K
COP::CPI::m/m,2018-01-06,08:00,dec,0.38%,0.28%,0.18%
COP::CPI::y/y,2018-01-06,08:00,dec,4.09%,3.98%,4.12%
USD::FOMC Member Mester Speaks::none,2018-01-06,23:15,,,,
NA::Egypt - Christmas::none,2018-01-07,All Day,,,,
NA::Palestinian Territory - Christmas::none,2018-01-07,All Day,,,,
CNY::FX Reserves (USD)::none,2018-01-07,16:00,,3.139T,,3.119T
ILS::FX Reserve - USD::none,2018-01-07,20:10,dec,113.010B,,112.079B
USD::FOMC Member Williams Speaks::none,2018-01-07,21:00,,,,
NA::Colombia - Epiphany Day::none,2018-01-08,All Day,,,,
RON::Interest Rate Decision::none,2018-01-08,Tentative,,2.00%,1.75%,1.75%
NA::Japan - Coming of Age (Adults') Day::none,2018-01-08,All Day,,,,
NA::Montenegro - New Year::none,2018-01-08,All Day,,,,
NA::Russia - Orthodox Christmas::none,2018-01-08,All Day,,,,
NA::Ukraine - Orthodox Christmas::none,2018-01-08,All Day,,,,
AUD::AIG Construction Index::none,2018-01-08,06:30,dec,52.8,,57.5
IDR::FX Reserves (USD)::none,2018-01-08,13:00,dec,130.20B,,126.00B
