Patch,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective
previous_missing_filled,USD::fomc meeting minutes::none,USD,FOMC Meeting Minutes,,2022-11-24,03:00,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2022-03-17,08:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2022-06-16,09:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2022-09-15,09:30,,0.00,0.00
previous_missing_filled,AUD::rba bulletin::none,AUD,RBA Bulletin,,2022-12-08,08:30,,0.00,0.00
previous_missing_filled,CHF::snb board member jordan speaks::none,CHF,SNB Board Member Jordan Speaks,,2022-04-29,16:00,,0.00,0.00
previous_missing_filled,INR::imports (usd)::none,INR,Imports (USD)  (Nov),nov,2022-12-16,12:10,,51.88B,51.88B
previous_missing_filled,EUR::french ppi::m/m,EUR,French PPI (MoM)  (May),may,2022-06-30,14:45,,0.0%,0.0%
previous_missing_filled,EUR::dutch gdp::y/y,EUR,Dutch GDP (YoY)  (Q1),q1,2022-06-24,12:30,,7.0%,7.0%
previous_missing_filled,BRL::net debt - to - gdp ratio::none,BRL,Net Debt-to-GDP ratio  (Feb),feb,2022-05-02,20:30,,56.6%,56.6%
previous_missing_filled,NZD::exports::none,NZD,Exports,,2022-02-25,05:45,,6.07B,6.07B
previous_missing_filled,NZD::imports::none,NZD,Imports,,2022-02-25,05:45,,6.55B,6.55B
previous_missing_filled,USD::corporate profits::q/q,USD,Corporate Profits (QoQ)  (Q1),q1,2022-05-26,20:30,,0.2%,0.2%
previous_missing_filled,BRL::gross debt - to - gdp ratio::m/m,BRL,Gross Debt-to-GDP ratio (MoM)  (Feb),feb,2022-05-02,20:30,,79.6%,79.6%
previous_missing_filled,DKK::discount rate::none,DKK,Discount Rate,,2022-10-27,23:00,,0.65%,0.65%
