Issue,EventId,Cur,Event,Period,Date,Time,PreviousRaw,PriorActual,PreviousEffective,Details
stale_missing_actual_dropped,CHF::seco consumer climate::none,CHF,SECO Consumer Climate  (Dec),dec,2026-01-09,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::challenger job cuts::y/y,USD,Challenger Job Cuts (YoY),,2026-01-08,20:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::mba mortgage applications::w/w,USD,MBA Mortgage Applications (WoW),,2026-01-02,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NZD::globaldairytrade price index::none,NZD,GlobalDairyTrade Price Index,,2026-01-06,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NZD::globaldairytrade price index::none,NZD,GlobalDairyTrade Price Index,,2026-01-07,23:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::trade balance::none,VND,Trade Balance  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::m3 money supply::none,INR,M3 Money Supply,,2026-01-07,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::trade balance::none,IDR,Trade Balance  (Nov),nov,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::trade balance::none,BRL,Trade Balance  (Dec),dec,2026-01-06,02:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::trade balance::none,BRL,Trade Balance  (Dec),dec,2026-01-07,02:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SGD::gdp::y/y,SGD,GDP (YoY)  (Q4),q4,2026-01-02,08:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::spanish 10 - year obligacion auction::none,EUR,Spanish 10-Year Obligacion Auction,,2026-01-08,17:40,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,HUF::quarterly unemployment rate::none,HUF,Quarterly Unemployment Rate  (Nov),nov,2026-01-02,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,NOK::manufacturing pmi::none,NOK,Manufacturing PMI  (Dec),dec,2026-01-02,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PEN::cpi::m/m,PEN,CPI (MoM)  (Dec),dec,2026-01-03,00:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::dutch consumer spending::none,EUR,Dutch Consumer Spending  (Nov),nov,2026-01-07,13:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,HUF::manufacturing pmi::none,HUF,Manufacturing PMI  (Dec),dec,2026-01-01,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,HUF::manufacturing pmi::none,HUF,Manufacturing PMI  (Dec),dec,2026-01-02,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::spanish 3 - year bonos auction::none,EUR,Spanish 3-Year Bonos Auction,,2026-01-08,17:40,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::finnish industry output::y/y,EUR,Finnish Industry Output (YoY)  (Nov),nov,2026-01-09,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::foreign exchange flows::none,BRL,Foreign Exchange Flows,,2026-01-05,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,THB::cpi::y/y,THB,CPI (YoY)  (Dec),dec,2026-01-07,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::inflation::y/y,IDR,Inflation (YoY)  (Dec),dec,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish consumer confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2026-01-02,11:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish consumer confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2026-01-05,11:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish consumer confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2026-01-06,11:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish consumer confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2026-01-07,11:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::irish consumer confidence::none,EUR,Irish Consumer Confidence  (Dec),dec,2026-01-08,11:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::retail sales::y/y,IDR,Retail Sales (YoY)  (Nov),nov,2026-01-09,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::spanish unemployment change::none,EUR,Spanish Unemployment Change  (Dec),dec,2026-01-02,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,INR::gdp annual::none,INR,GDP Annual,,2026-01-07,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,THB::currency swaps (usd)::none,THB,Currency Swaps (USD),,2026-01-02,15:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,THB::foreign reserves (usd)::none,THB,Foreign Reserves (USD),,2026-01-02,15:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,JPY::foreign reserves (usd)::none,JPY,Foreign Reserves (USD)  (Dec),dec,2026-01-06,07:50,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PHP::fx reserves usd::none,PHP,FX Reserves USD  (Dec),dec,2026-01-07,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PHP::fx reserves usd::none,PHP,FX Reserves USD  (Dec),dec,2026-01-08,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::car sales::y/y,IDR,Car Sales (YoY)  (Dec),dec,2026-01-09,14:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::core inflation::y/y,IDR,Core Inflation (YoY)  (Dec),dec,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::export growth::y/y,IDR,Export Growth (YoY)  (Nov),nov,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::import growth::y/y,IDR,Import Growth (YoY)  (Nov),nov,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,IDR::inflation::m/m,IDR,Inflation (MoM)  (Dec),dec,2026-01-01,12:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::core cpi::y/y,EGP,Core CPI (YoY)  (Dec),dec,2026-01-09,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::core cpi::y/y,EGP,Core CPI (YoY)  (Dec),dec,2026-01-10,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SGD::gdp::q/q,SGD,GDP (QoQ)  (Q4),q4,2026-01-02,08:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CZK::budget balance::none,CZK,Budget Balance  (Dec),dec,2026-01-01,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CZK::budget balance::none,CZK,Budget Balance  (Dec),dec,2026-01-02,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CZK::budget balance::none,CZK,Budget Balance  (Dec),dec,2026-01-05,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::cpi::y/y,EGP,CPI (YoY)  (Dec),dec,2026-01-09,14:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::foreign reserves (usd)::none,EGP,Foreign Reserves (USD)  (Dec),dec,2026-01-07,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::m2 money supply::y/y,EGP,M2 Money Supply (YoY)  (Nov),nov,2026-01-01,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::m2 money supply::y/y,EGP,M2 Money Supply (YoY)  (Nov),nov,2026-01-05,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EGP::m2 money supply::y/y,EGP,M2 Money Supply (YoY)  (Nov),nov,2026-01-06,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::treasury cash balance::none,TRY,Treasury Cash Balance  (Dec),dec,2026-01-07,22:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::latvian industrial production::m/m,EUR,Latvian Industrial Production (MoM)  (Nov),nov,2026-01-05,18:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::latvian industrial production::y/y,EUR,Latvian Industrial Production (YoY)  (Nov),nov,2026-01-05,18:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::lithuania trade balance::none,EUR,Lithuania Trade Balance  (Dec),dec,2026-01-09,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BHD::m2 money supply::none,BHD,M2 Money Supply  (Nov),nov,2026-01-03,04:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BHD::m2 money supply::none,BHD,M2 Money Supply  (Nov),nov,2026-01-05,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,RON::ppi::y/y,RON,PPI (YoY)  (Nov),nov,2026-01-09,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SGD::ura property index::q/q,SGD,URA Property Index (QoQ),,2026-01-02,08:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,ARS::tax revenue::none,ARS,Tax Revenue  (Dec),dec,2026-01-06,04:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BHD::private sector credit::y/y,BHD,Private Sector Credit (YoY)  (Nov),nov,2026-01-03,04:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BHD::private sector credit::y/y,BHD,Private Sector Credit (YoY)  (Nov),nov,2026-01-05,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SAR::m3 money supply::y/y,SAR,M3 Money Supply (YoY)  (Nov),nov,2026-01-01,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SAR::private sector loans::y/y,SAR,Private Sector Loans (YoY)  (Nov),nov,2026-01-01,03:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,SAR::private sector loans::y/y,SAR,Private Sector Loans (YoY)  (Nov),nov,2026-01-01,22:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::u.s. baker hughes total rig count::none,USD,U.S. Baker Hughes Total Rig Count,,2026-01-01,02:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese gdp::y/y,VND,Vietnamese GDP (YoY)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese foreign direct investment (usd)::none,VND,Vietnamese Foreign Direct Investment (USD)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese cpi::y/y,VND,Vietnamese CPI (YoY)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese industrial production::y/y,VND,Vietnamese Industrial Production (YoY)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese retail sales::y/y,VND,Vietnamese Retail Sales (YoY)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PHP::philippines foreign direct investment (usd)::none,PHP,Philippines Foreign Direct Investment (USD)  (Oct),oct,2026-01-09,09:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PHP::philippines foreign direct investment (usd)::none,PHP,Philippines Foreign Direct Investment (USD)  (Oct),oct,2026-01-10,09:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::french car registration::y/y,EUR,French Car Registration (YoY)  (Dec),dec,2026-01-06,01:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::italian car registration::y/y,EUR,Italian Car Registration (YoY)  (Dec),dec,2026-01-03,01:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::italian car registration::y/y,EUR,Italian Car Registration (YoY)  (Dec),dec,2026-01-05,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::italian car registration::y/y,EUR,Italian Car Registration (YoY)  (Dec),dec,2026-01-06,01:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,VND::vietnamese cpi::m/m,VND,Vietnamese CPI (MoM)  (Dec),dec,2026-01-06,10:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,GHS::cpi::y/y,GHS,CPI (YoY)  (Dec),dec,2026-01-08,18:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,DKK::current account rate::none,DKK,Current Account Rate,,2026-01-06,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,DKK::discount rate::none,DKK,Discount Rate,,2026-01-06,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,DKK::lending rate::none,DKK,Lending Rate,,2026-01-06,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,MZN::cpi::y/y,MZN,CPI (YoY)  (Dec),dec,2026-01-09,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AOA::cpi::m/m,AOA,CPI (MoM)  (Dec),dec,2026-01-08,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AOA::cpi::m/m,AOA,CPI (MoM)  (Dec),dec,2026-01-09,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AOA::cpi::y/y,AOA,CPI (YoY)  (Dec),dec,2026-01-08,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AOA::cpi::y/y,AOA,CPI (YoY)  (Dec),dec,2026-01-09,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::north rhine westphalia cpi::m/m,EUR,North Rhine Westphalia CPI (MoM),,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::north rhine westphalia cpi::y/y,EUR,North Rhine Westphalia CPI (YoY),,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::baden wuerttemberg cpi::m/m,EUR,Baden Wuerttemberg CPI (MoM)  (Dec),dec,2026-01-05,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::baden wuerttemberg cpi::m/m,EUR,Baden Wuerttemberg CPI (MoM)  (Dec),dec,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::baden wuerttemberg cpi::y/y,EUR,Baden Wuerttemberg CPI (YoY)  (Dec),dec,2026-01-05,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::baden wuerttemberg cpi::y/y,EUR,Baden Wuerttemberg CPI (YoY)  (Dec),dec,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::bavaria cpi::m/m,EUR,Bavaria CPI (MoM)  (Dec),dec,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::bavaria cpi::m/m,EUR,Bavaria CPI (MoM)  (Dec),dec,2026-01-07,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::bavaria cpi::y/y,EUR,Bavaria CPI (YoY)  (Dec),dec,2026-01-06,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::bavaria cpi::y/y,EUR,Bavaria CPI (YoY)  (Dec),dec,2026-01-07,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::car registration::m/m,EUR,Car Registration (MoM)  (Dec),dec,2026-01-01,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::car registration::y/y,EUR,Car Registration (YoY)  (Dec),dec,2026-01-01,19:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AUD::monthly cpi indicator::y/y,AUD,Monthly CPI Indicator (YoY),,2026-01-07,08:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::gross fx reserves::none,TRY,Gross FX Reserves,,2026-01-01,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::net fx reserves::none,TRY,Net FX Reserves,,2026-01-01,19:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::milk auctions::none,USD,Milk Auctions,,2026-01-06,20:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,USD::milk auctions::none,USD,Milk Auctions,,2026-01-07,23:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::aib ireland manufacturing pmi::none,EUR,AIB Ireland Manufacturing PMI  (Dec),dec,2026-01-01,09:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,RUB::s&p global manufacturing pmi::none,RUB,S&P Global Manufacturing PMI  (Dec),dec,2026-01-02,14:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,PLN::s&p global manufacturing pmi::none,PLN,S&P Global Manufacturing PMI  (Dec),dec,2026-01-01,16:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,TRY::istanbul chamber of industry manufacturing pmi::none,TRY,Istanbul Chamber of Industry Manufacturing PMI  (Dec),dec,2026-01-01,15:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,EUR::s&p global greece manufacturing pmi::none,EUR,S&P Global Greece Manufacturing PMI  (Dec),dec,2026-01-01,17:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,BRL::s&p global manufacturing pmi::none,BRL,S&P Global Manufacturing PMI  (Dec),dec,2026-01-01,21:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,MXN::s&p global manufacturing pmi::none,MXN,S&P Global Manufacturing PMI  (Dec),dec,2026-01-01,23:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,CAD::s&p global manufacturing pmi::none,CAD,S&P Global Manufacturing PMI  (Dec),dec,2026-01-01,21:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AUD::judo bank services pmi::none,AUD,Judo Bank Services PMI  (Dec),dec,2026-01-03,07:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,AUD::manufacturing & services pmi::none,AUD,Manufacturing & Services PMI  (Dec),dec,2026-01-03,07:00,,,,"{""cutoff"": ""21-01-2026 15:13""}"
stale_missing_actual_dropped,MYR::manufacturing pmi::none,MYR,Manufacturing PMI  (Dec),dec,2026-01-01,08:30,,,,"{""cutoff"": ""21-01-2026 15:13""}"
