EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::Business Inventories::m/m,USD,Business Inventories (MoM)  (Dec),dec,2008-01-01,17:00,0.70%,0.4%,0.70%,,0.60%,0.60%,
USD::CB Consumer Confidence::none,USD,CB Consumer Confidence  (Dec),dec,2008-01-01,17:00,90.60,87.9,90.60,,87.80,87.80,
USD::CB Employment Trends Index::none,USD,CB Employment Trends Index  (Dec),dec,2008-01-01,17:00,124.40,124.40,,,125.00,125.00,
GBP::CBI Distributive Trades Survey::none,GBP,CBI Distributive Trades Survey  (Dec),dec,2008-01-01,17:00,8.00,4,8.00,,13.00,13.00,
GBP::CBI Industrial Trends Orders::none,GBP,CBI Industrial Trends Orders  (Dec),dec,2008-01-01,17:00,2.00,2.00,,,8.00,8.00,
CAD::CPI::m/m,CAD,CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.10%,0.10%,,,0.30%,0.30%,
GBP::CPI::m/m,GBP,CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.60%,0.60%,,,0.30%,0.30%,
MXN::CPI::m/m,MXN,CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.41%,0.41%,,,0.71%,0.71%,
SEK::CPI::m/m,SEK,CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.20%,0.20%,,,0.60%,0.60%,0.00%
CAD::CPI::y/y,CAD,CPI (YoY)  (Dec),dec,2008-01-01,17:00,2.40%,2.40%,,,2.50%,2.50%,
GBP::CPI::y/y,GBP,CPI (YoY)  (Dec),dec,2008-01-01,17:00,2.10%,2.10%,,,2.10%,2.10%,
MXN::CPI::y/y,MXN,CPI (YoY)  (Dec),dec,2008-01-01,17:00,3.76%,3.76%,,,3.93%,3.93%,
SEK::CPI::y/y,SEK,CPI (YoY)  (Dec),dec,2008-01-01,17:00,3.50%,3.50%,,,3.30%,3.30%,1.90%
"USD::CPI Index, n.s.a.::none",USD,"CPI Index, n.s.a.  (Dec)",dec,2008-01-01,17:00,210.04,210.04,,,210.18,210.18,
USD::Capacity Utilization Rate::none,USD,Capacity Utilization Rate  (Dec),dec,2008-01-01,17:00,80.80%,80.80%,,,80.80%,80.80%,
USD::Chain Store Sales::m/m,USD,Chain Store Sales (MoM)  (Dec),dec,2008-01-01,17:00,0.70%,0.70%,,,3.50%,3.50%,
USD::Chain Store Sales::w/w,USD,Chain Store Sales (WoW)  (Dec),dec,2008-01-01,17:00,1.02%,1.02%,,,-0.32%,-0.32%,
USD::Chain Store Sales::y/y,USD,Chain Store Sales (YoY)  (Dec),dec,2008-01-01,17:00,2.35%,2.35%,,,2.60%,2.60%,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2008-01-01,17:00,44.42K,44.42K,,,73.14K,73.14K,
USD::Chicago Fed National Activity::none,USD,Chicago Fed National Activity  (Dec),dec,2008-01-01,17:00,-0.65,-0.65,,,-0.09,-0.09,
USD::Chicago PMI::none,USD,Chicago PMI  (Dec),dec,2008-01-01,17:00,55.90,51.5,55.90,,53.40,53.40,
GBP::Claimant Count Change::none,GBP,Claimant Count Change  (Dec),dec,2008-01-01,17:00,-10.00K,-8.7K,-10.00K,,-11.10K,-11.10K,
USD::Cleveland CPI::m/m,USD,Cleveland CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.20%,0.20%,,,0.30%,0.30%,
USD::Construction Spending::m/m,USD,Construction Spending (MoM)  (Dec),dec,2008-01-01,17:00,-1.60%,-1.60%,,,-2.20%,-2.20%,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2008-01-01,17:00,103.70,103.70,,,102.50,102.50,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2008-01-01,17:00,104.70,104.70,,,106.60,106.60,106.70
MXN::Consumer Confidence n.s.a.::none,MXN,Consumer Confidence n.s.a.  (Dec),dec,2008-01-01,17:00,105.60,105.60,,,100.00,100.00,
USD::Consumer Credit::none,USD,Consumer Credit  (Dec),dec,2008-01-01,17:00,8.53B,8.53B,,,15.45B,15.45B,
USD::Continuing Jobless Claims::none,USD,Continuing Jobless Claims  (Dec),dec,2008-01-01,17:00,"2,734.90K","2,734.90K",,,"2,621.77K","2,621.77K",
CAD::Core CPI::m/m,CAD,Core CPI (MoM)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.30%,,,0.00%,0.00%,
MXN::Core CPI::m/m,MXN,Core CPI (MoM)  (Dec),dec,2008-01-01,17:00,0.38%,0.38%,,,0.23%,0.23%,
CAD::Core CPI::y/y,CAD,Core CPI (YoY)  (Dec),dec,2008-01-01,17:00,1.50%,1.50%,,,1.60%,1.60%,
USD::Core CPI Index::none,USD,Core CPI Index  (Dec),dec,2008-01-01,17:00,213.17,213.17,,,212.66,212.66,
USD::Core PCE Price Index::m/m,USD,Core PCE Price Index (MoM)  (Dec),dec,2008-01-01,17:00,0.20%,0.20%,,,0.20%,0.20%,
USD::Core PCE Price Index::y/y,USD,Core PCE Price Index (YoY)  (Dec),dec,2008-01-01,17:00,2.30%,2.30%,,,2.30%,2.30%,
GBP::Core PPI Output::m/m,GBP,Core PPI Output (MoM)  (Dec),dec,2008-01-01,17:00,0.20%,0.20%,,,0.10%,0.10%,
GBP::Core PPI Output::y/y,GBP,Core PPI Output (YoY)  (Dec),dec,2008-01-01,17:00,1.60%,1.60%,,,1.40%,1.40%,
GBP::Core RPI::m/m,GBP,Core RPI (MoM)  (Dec),dec,2008-01-01,17:00,0.50%,0.50%,,,0.40%,0.40%,
GBP::Core RPI::y/y,GBP,Core RPI (YoY)  (Dec),dec,2008-01-01,17:00,3.10%,3.10%,,,3.20%,3.20%,
CAD::Core Retail Sales::m/m,CAD,Core Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,0.90%,1.7%,0.90%,,2.00%,2.00%,
GBP::Core Retail Sales::m/m,GBP,Core Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,-0.80%,-0.80%,,,0.40%,0.40%,
USD::Core Retail Sales::m/m,USD,Core Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.4%,-0.30%,,1.70%,1.70%,
GBP::Core Retail Sales::y/y,GBP,Core Retail Sales (YoY)  (Dec),dec,2008-01-01,17:00,1.10%,1.10%,,,2.50%,2.50%,
USD::Crude Oil Inventories::none,USD,Crude Oil Inventories  (Dec),dec,2008-01-01,17:00,-4.05M,7.000M,-4.05M,,-1.58M,-1.58M,
USD::Dallas Fed Mfg Business Index::none,USD,Dallas Fed Mfg Business Index  (Dec),dec,2008-01-01,17:00,-21.60,-21.60,,,-10.50,-10.50,
USD::Dallas Fed PCE::none,USD,Dallas Fed PCE  (Dec),dec,2008-01-01,17:00,2.70%,2.70%,,,3.10%,3.10%,
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2008-01-01,17:00,18.30,18.30,,,21.80,21.80,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2008-01-01,17:00,6.75M,6.75M,,,6.73M,6.73M,
USD::Durables Excluding Defense::m/m,USD,Durables Excluding Defense (MoM)  (Dec),dec,2008-01-01,17:00,1.50%,1.50%,,,2.90%,2.90%,
USD::EIA Weekly Distillates Stocks::none,USD,EIA Weekly Distillates Stocks  (Dec),dec,2008-01-01,17:00,-1.16M,-1.16M,,,-0.68M,-0.68M,
MXN::Economic Activity::m/m,MXN,Economic Activity (MoM)  (Dec),dec,2008-01-01,17:00,0.54%,0.54%,,,-0.60%,-0.60%,
MXN::Economic Activity::y/y,MXN,Economic Activity (YoY)  (Dec),dec,2008-01-01,17:00,2.94%,2.94%,,,3.45%,3.45%,
CAD::Employment Change::none,CAD,Employment Change  (Dec),dec,2008-01-01,17:00,3.40K,3.40K,,,16.40K,16.40K,
USD::Existing Home Sales::none,USD,Existing Home Sales  (Dec),dec,2008-01-01,17:00,4.41M,4.89M,4.41M,,4.46M,4.46M,
USD::Existing Home Sales::m/m,USD,Existing Home Sales (MoM)  (Dec),dec,2008-01-01,17:00,-1.10%,-1.10%,,,0.70%,0.70%,
USD::Export Price Index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2008-01-01,17:00,0.50%,0.50%,,,0.90%,0.90%,
CAD::Exports::none,CAD,Exports  (Dec),dec,2008-01-01,17:00,36.04B,36.04B,,,37.64B,37.64B,
USD::Factory Orders::m/m,USD,Factory Orders (MoM)  (Dec),dec,2008-01-01,17:00,1.90%,1.90%,,,3.30%,3.30%,
USD::Factory orders ex transportation::m/m,USD,Factory orders ex transportation (MoM)  (Dec),dec,2008-01-01,17:00,0.50%,0.50%,,,2.90%,2.90%,
USD::Federal Budget Balance::none,USD,Federal Budget Balance  (Dec),dec,2008-01-01,17:00,48.30B,48.30B,,,-98.20B,-98.20B,
MXN::Fiscal Balance::none,MXN,Fiscal Balance  (Dec),dec,2008-01-01,17:00,-187.29B,-187.29B,,,3.59B,3.59B,
CAD::Foreign Securities Purchases::none,CAD,Foreign Securities Purchases  (Dec),dec,2008-01-01,17:00,1.84B,-4.84B,1.84B,,-4.68B,-4.68B,
CAD::Foreign Securities Purchases by Canadians::none,CAD,Foreign Securities Purchases by Canadians  (Dec),dec,2008-01-01,17:00,2.99B,2.99B,,,-2.40B,-2.40B,
CAD::Full Employment Change::none,CAD,Full Employment Change  (Dec),dec,2008-01-01,17:00,5.30K,5.30K,,,14.80K,14.80K,
CAD::GDP::m/m,CAD,GDP (MoM)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.30%,,,0.20%,0.20%,
USD::Gasoline Inventories::none,USD,Gasoline Inventories  (Dec),dec,2008-01-01,17:00,1.97M,1.97M,,,1.36M,1.36M,
GBP::GfK Consumer Confidence::none,GBP,GfK Consumer Confidence  (Dec),dec,2008-01-01,17:00,-14.00,-13,-14.00,,-10.00,-10.00,
USD::Government Payrolls::none,USD,Government Payrolls  (Dec),dec,2008-01-01,17:00,42.00K,42.00K,,,37.00K,37.00K,
MXN::Gross Fixed Investments::m/m,MXN,Gross Fixed Investments (MoM)  (Dec),dec,2008-01-01,17:00,-0.04%,-0.04%,,,0.58%,0.58%,
MXN::Gross Fixed Investments::y/y,MXN,Gross Fixed Investments (YoY)  (Dec),dec,2008-01-01,17:00,7.23%,7.23%,,,9.92%,9.92%,
GBP::Halifax House Price Index::m/m,GBP,Halifax House Price Index (MoM)  (Dec),dec,2008-01-01,17:00,1.00%,1.00%,,,-1.30%,-1.30%,
GBP::Halifax House Price Index::y/y,GBP,Halifax House Price Index (YoY)  (Dec),dec,2008-01-01,17:00,5.20%,5.20%,,,6.30%,6.30%,
USD::House Price Index::none,USD,House Price Index  (Dec),dec,2008-01-01,17:00,218.10,218.10,,,219.10,219.10,
USD::House Price Index::m/m,USD,House Price Index (MoM)  (Dec),dec,2008-01-01,17:00,-0.50%,-0.50%,,,-0.60%,-0.60%,
USD::House Price Index::y/y,USD,House Price Index (YoY)  (Dec),dec,2008-01-01,17:00,-3.10%,-3.10%,,,-2.60%,-2.60%,
CAD::Housing Starts::none,CAD,Housing Starts  (Dec),dec,2008-01-01,17:00,174.80K,174.80K,,,235.50K,235.50K,
USD::Housing Starts::none,USD,Housing Starts  (Dec),dec,2008-01-01,17:00,1.04M,1.010M,1.04M,,1.20M,1.20M,
USD::Housing Starts::m/m,USD,Housing Starts (MoM)  (Dec),dec,2008-01-01,17:00,-13.40%,-13.40%,,,-5.30%,-5.30%,
CAD::IPPI::m/m,CAD,IPPI (MoM)  (Dec),dec,2008-01-01,17:00,1.10%,1.10%,,,0.70%,0.70%,
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Dec),dec,2008-01-01,17:00,-0.50%,-0.50%,,,-0.30%,-0.30%,
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2008-01-01,17:00,48.60,48.60,,,48.40,48.40,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2008-01-01,17:00,46.50,46.50,,,52.40,52.40,
USD::ISM Manufacturing PMI::none,USD,ISM Manufacturing PMI  (Dec),dec,2008-01-01,17:00,49.00,49.00,,,50.50,50.50,
USD::ISM Manufacturing Prices::none,USD,ISM Manufacturing Prices  (Dec),dec,2008-01-01,17:00,68.00,68.00,,,67.50,67.50,
USD::ISM Non-Manufacturing Business Activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2008-01-01,17:00,53.20,53.20,,,55.70,55.70,
USD::ISM Non-Manufacturing Employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2008-01-01,17:00,51.80,51.80,,,51.60,51.60,
USD::ISM Non-Manufacturing New Orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2008-01-01,17:00,52.50,52.50,,,51.90,51.90,
USD::ISM Non-Manufacturing PMI::none,USD,ISM Non-Manufacturing PMI  (Dec),dec,2008-01-01,17:00,52.50,52.50,,,52.70,52.70,
USD::ISM Non-Manufacturing Prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2008-01-01,17:00,73.40,73.40,,,75.30,75.30,
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2008-01-01,17:00,433.30,433.30,,,431.20,431.20,
USD::Import Price Index::m/m,USD,Import Price Index (MoM)  (Dec),dec,2008-01-01,17:00,-0.20%,-0.20%,,,3.20%,3.20%,
CAD::Imports::none,CAD,Imports  (Dec),dec,2008-01-01,17:00,34.08B,34.08B,,,33.87B,33.87B,
GBP::Industrial Production::m/m,GBP,Industrial Production (MoM)  (Dec),dec,2008-01-01,17:00,-0.40%,-0.5%,-0.40%,,0.20%,0.20%,
MXN::Industrial Production::m/m,MXN,Industrial Production (MoM)  (Dec),dec,2008-01-01,17:00,1.72%,1.72%,,,-1.13%,-1.13%,
USD::Industrial Production::m/m,USD,Industrial Production (MoM)  (Dec),dec,2008-01-01,17:00,0.00%,0.00%,,,0.60%,0.60%,
GBP::Industrial Production::y/y,GBP,Industrial Production (YoY)  (Dec),dec,2008-01-01,17:00,0.60%,0.60%,,,0.10%,0.10%,
MXN::Industrial Production::y/y,MXN,Industrial Production (YoY)  (Dec),dec,2008-01-01,17:00,2.81%,2.81%,,,0.53%,0.53%,
USD::Initial Jobless Claims::none,USD,Initial Jobless Claims  (Dec),dec,2008-01-01,17:00,349.10K,339K,349.10K,,339.05K,339.05K,
MXN::Interest Rate Decision::none,MXN,Interest Rate Decision  (Dec),dec,2008-01-01,17:00,7.50%,7.50%,,,7.50%,7.50%,
CAD::Ivey PMI n.s.a::none,CAD,Ivey PMI n.s.a  (Dec),dec,2008-01-01,17:00,45.90,45.90,,,58.70,58.70,
USD::JOLTS Job Openings::none,USD,JOLTS Job Openings  (Dec),dec,2008-01-01,17:00,4.32M,4.32M,,,4.28M,4.28M,
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.  (Dec),dec,2008-01-01,17:00,345.13K,345.13K,,,333.90K,333.90K,
USD::KC Fed Composite Index::none,USD,KC Fed Composite Index  (Dec),dec,2008-01-01,17:00,8.00,8.00,,,4.00,4.00,
USD::KC Fed Manufacturing Index::none,USD,KC Fed Manufacturing Index  (Dec),dec,2008-01-01,17:00,13.00,13.00,,,9.00,9.00,
GBP::M4 Money Supply::m/m,GBP,M4 Money Supply (MoM)  (Dec),dec,2008-01-01,17:00,1.40%,1.5%,1.40%,,0.20%,0.20%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate  (Dec),dec,2008-01-01,17:00,6.08%,6.08%,,,6.08%,6.08%,
USD::MBA Purchase Index::none,USD,MBA Purchase Index  (Dec),dec,2008-01-01,17:00,412.45,412.45,,,429.38,429.38,
USD::Manufacturing Payrolls::none,USD,Manufacturing Payrolls  (Dec),dec,2008-01-01,17:00,-11.00K,-11.00K,,,-7.00K,-7.00K,
GBP::Manufacturing Production::m/m,GBP,Manufacturing Production (MoM)  (Dec),dec,2008-01-01,17:00,-0.50%,-0.50%,,,0.80%,0.80%,
USD::Manufacturing Production::m/m,USD,Manufacturing Production (MoM)  (Dec),dec,2008-01-01,17:00,0.10%,0.10%,,,0.50%,0.50%,
GBP::Manufacturing Production::y/y,GBP,Manufacturing Production (YoY)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.30%,,,-0.10%,-0.10%,
CAD::Manufacturing Sales::m/m,CAD,Manufacturing Sales (MoM)  (Dec),dec,2008-01-01,17:00,-3.60%,-3.60%,,,1.00%,1.00%,
USD::Michigan 1-Year Inflation Expectations::none,USD,Michigan 1-Year Inflation Expectations  (Dec),dec,2008-01-01,17:00,3.40%,3.40%,,,3.40%,3.40%,
USD::Michigan 5-Year Inflation Expectations::none,USD,Michigan 5-Year Inflation Expectations  (Dec),dec,2008-01-01,17:00,3.10%,3.10%,,,2.90%,2.90%,
USD::Michigan Consumer Expectations::none,USD,Michigan Consumer Expectations  (Dec),dec,2008-01-01,17:00,63.20,65.60,63.20,,66.20,66.20,64.00
USD::Michigan Consumer Sentiment::none,USD,Michigan Consumer Sentiment  (Dec),dec,2008-01-01,17:00,75.50,69.6,75.50,,75.00,75.00,76.10
USD::Michigan Current Conditions::none,USD,Michigan Current Conditions  (Dec),dec,2008-01-01,17:00,91.00,92.10,91.00,,91.00,91.00,91.50
USD::Midwest Manufacturing::none,USD,Midwest Manufacturing  (Dec),dec,2008-01-01,17:00,100.60,100.60,,,100.40,100.40,
GBP::Mortgage Approvals::none,GBP,Mortgage Approvals  (Dec),dec,2008-01-01,17:00,75.22K,73K,75.22K,,80.95K,80.95K,
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Dec),dec,2008-01-01,17:00,6.85B,6.85B,,,7.33B,7.33B,
USD::Mortgage Market Index::none,USD,Mortgage Market Index  (Dec),dec,2008-01-01,17:00,653.45,653.45,,,703.49,703.49,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index  (Dec),dec,2008-01-01,17:00,"2,144.87","2,144.87",,,"2,327.35","2,327.35",
USD::NAHB Housing Market Index::none,USD,NAHB Housing Market Index  (Dec),dec,2008-01-01,17:00,18.00,19,18.00,,19.00,19.00,
USD::NFIB Small Business Optimism::none,USD,NFIB Small Business Optimism  (Dec),dec,2008-01-01,17:00,94.60,94.60,,,94.40,94.40,
USD::NY Empire State Manufacturing Index::none,USD,NY Empire State Manufacturing Index  (Dec),dec,2008-01-01,17:00,8.69,8.69,,,25.77,25.77,
GBP::Nationwide HPI::m/m,GBP,Nationwide HPI (MoM)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.1%,-0.30%,,-1.00%,-1.00%,
GBP::Nationwide HPI::y/y,GBP,Nationwide HPI (YoY)  (Dec),dec,2008-01-01,17:00,4.80%,4.80%,,,6.90%,6.90%,
USD::Natural Gas Storage::none,USD,Natural Gas Storage  (Dec),dec,2008-01-01,17:00,-131.71B,-131.71B,,,-20.59B,-20.59B,
USD::New Home Sales::none,USD,New Home Sales  (Dec),dec,2008-01-01,17:00,619.00K,605K,619.00K,,641.00K,641.00K,
USD::New Home Sales::m/m,USD,New Home Sales (MoM)  (Dec),dec,2008-01-01,17:00,-3.40%,-3.40%,,,-11.80%,-11.80%,
CAD::New Housing Price Index::m/m,CAD,New Housing Price Index (MoM)  (Dec),dec,2008-01-01,17:00,0.10%,0.10%,,,0.50%,0.50%,
USD::Overall Net Capital Flow::none,USD,Overall Net Capital Flow  (Dec),dec,2008-01-01,17:00,38.20B,38.20B,,,120.70B,120.70B,
GBP::PPI Input::m/m,GBP,PPI Input (MoM)  (Dec),dec,2008-01-01,17:00,2.00%,2.00%,,,3.70%,3.70%,
GBP::PPI Input::y/y,GBP,PPI Input (YoY)  (Dec),dec,2008-01-01,17:00,13.50%,13.50%,,,12.30%,12.30%,
GBP::PPI Output::m/m,GBP,PPI Output (MoM)  (Dec),dec,2008-01-01,17:00,0.40%,0.40%,,,0.80%,0.80%,
GBP::PPI Output::y/y,GBP,PPI Output (YoY)  (Dec),dec,2008-01-01,17:00,4.60%,4.60%,,,4.40%,4.40%,
CAD::Part Time Employment Change::none,CAD,Part Time Employment Change  (Dec),dec,2008-01-01,17:00,-1.90K,-1.90K,,,1.60K,1.60K,
CAD::Participation Rate::none,CAD,Participation Rate  (Dec),dec,2008-01-01,17:00,67.60%,67.60%,,,67.70%,67.70%,
USD::Pending Home Sales::m/m,USD,Pending Home Sales (MoM)  (Dec),dec,2008-01-01,17:00,-2.40%,-2.40%,,,-0.80%,-0.80%,
USD::Pending Home Sales Index::none,USD,Pending Home Sales Index  (Dec),dec,2008-01-01,17:00,86.10,86.10,,,88.20,88.20,
USD::Personal Income::m/m,USD,Personal Income (MoM)  (Dec),dec,2008-01-01,17:00,0.70%,0.5%,0.70%,,0.40%,0.40%,
USD::Personal Spending::m/m,USD,Personal Spending (MoM)  (Dec),dec,2008-01-01,17:00,0.20%,0.20%,,,0.80%,0.80%,
USD::Philadelphia Fed Manufacturing Index::none,USD,Philadelphia Fed Manufacturing Index  (Dec),dec,2008-01-01,17:00,-5.50,-20.9,-5.50,,7.40,7.40,
USD::Philly Fed Business Conditions::none,USD,Philly Fed Business Conditions  (Dec),dec,2008-01-01,17:00,22.00,22.00,,,21.30,21.30,
USD::Philly Fed CAPEX Index::none,USD,Philly Fed CAPEX Index  (Dec),dec,2008-01-01,17:00,25.00,25.00,,,6.90,6.90,
USD::Philly Fed Employment::none,USD,Philly Fed Employment  (Dec),dec,2008-01-01,17:00,1.60,1.60,,,4.20,4.20,
USD::Philly Fed New Orders::none,USD,Philly Fed New Orders  (Dec),dec,2008-01-01,17:00,9.60,9.60,,,5.30,5.30,
USD::Philly Fed Prices Paid::none,USD,Philly Fed Prices Paid  (Dec),dec,2008-01-01,17:00,40.50,40.50,,,41.90,41.90,
USD::Private Nonfarm Payrolls::none,USD,Private Nonfarm Payrolls  (Dec),dec,2008-01-01,17:00,55.00K,55.00K,,,80.00K,80.00K,
GBP::Public Sector Net Borrowing::none,GBP,Public Sector Net Borrowing  (Dec),dec,2008-01-01,17:00,8.20B,7.8B,8.20B,,10.99B,10.99B,
GBP::Public Sector Net Cash Requirement::none,GBP,Public Sector Net Cash Requirement  (Dec),dec,2008-01-01,17:00,16.81B,16.81B,,,10.01B,10.01B,
CAD::RMPI::m/m,CAD,RMPI (MoM)  (Dec),dec,2008-01-01,17:00,0.90%,0.2%,0.90%,,3.00%,3.00%,
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Dec),dec,2008-01-01,17:00,10.70%,10.70%,,,15.30%,15.30%,
GBP::RPI::m/m,GBP,RPI (MoM)  (Dec),dec,2008-01-01,17:00,0.60%,0.60%,,,0.40%,0.40%,
GBP::RPI::y/y,GBP,RPI (YoY)  (Dec),dec,2008-01-01,17:00,4.00%,4.00%,,,4.30%,4.30%,
USD::Real Earnings::m/m,USD,Real Earnings (MoM)  (Dec),dec,2008-01-01,17:00,0.30%,0.30%,,,-0.60%,-0.60%,
USD::Real Personal Consumption::m/m,USD,Real Personal Consumption (MoM)  (Dec),dec,2008-01-01,17:00,-0.10%,-0.10%,,,0.30%,0.30%,
USD::Redbook::m/m,USD,Redbook (MoM)  (Dec),dec,2008-01-01,17:00,-0.63%,-0.63%,,,0.26%,0.26%,
USD::Redbook::y/y,USD,Redbook (YoY)  (Dec),dec,2008-01-01,17:00,1.40%,1.40%,,,2.33%,2.33%,
USD::Retail Control::m/m,USD,Retail Control (MoM)  (Dec),dec,2008-01-01,17:00,-0.30%,-0.30%,,,1.10%,1.10%,
CAD::Retail Sales::m/m,CAD,Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,1.90%,0.7%,1.90%,,1.90%,1.90%,
GBP::Retail Sales::m/m,GBP,Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,-0.40%,-0.40%,,,0.50%,0.50%,
USD::Retail Sales::m/m,USD,Retail Sales (MoM)  (Dec),dec,2008-01-01,17:00,-0.70%,-0.4%,-0.70%,,0.80%,0.80%,
GBP::Retail Sales::y/y,GBP,Retail Sales (YoY)  (Dec),dec,2008-01-01,17:00,2.70%,2.70%,,,2.50%,2.50%,
USD::Retail Sales Ex Gas/Autos::m/m,USD,Retail Sales Ex Gas/Autos (MoM)  (Dec),dec,2008-01-01,17:00,-0.20%,-0.20%,,,1.00%,1.00%,
USD::Richmond Manufacturing Index::none,USD,Richmond Manufacturing Index  (Dec),dec,2008-01-01,17:00,-4.00,-8,-4.00,,2.00,2.00,
USD::Richmond Manufacturing Shipments::none,USD,Richmond Manufacturing Shipments  (Dec),dec,2008-01-01,17:00,-9.00,-9.00,,,3.00,3.00,
USD::Richmond Services Index::none,USD,Richmond Services Index  (Dec),dec,2008-01-01,17:00,0.00,0.00,,,-2.00,-2.00,
USD::S&P/CS HPI Composite - 20 n.s.a.::m/m,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),dec,2008-01-01,17:00,-2.10%,-2.10%,,,-2.10%,-2.10%,
USD::S&P/CS HPI Composite - 20 n.s.a.::y/y,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Dec),dec,2008-01-01,17:00,-9.00%,-7.7%,-9.00%,,-7.70%,-7.70%,
USD::S&P/CS HPI Composite - 20 s.a.::m/m,USD,S&P/CS HPI Composite - 20 s.a. (MoM)  (Dec),dec,2008-01-01,17:00,-1.50%,-1.50%,,,-1.60%,-1.60%,
USD::TIC Net Long-Term Transactions::none,USD,TIC Net Long-Term Transactions  (Dec),dec,2008-01-01,17:00,48.20B,48.20B,,,82.00B,82.00B,
