EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::existing home sales::m/m,USD,Existing Home Sales (MoM)  (Dec),dec,2012-01-01,17:00,-0.90%,-0.90%,,,1.20%,1.20%,
USD::export price index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2012-01-01,17:00,-0.50%,-0.50%,,,0.10%,0.10%,
KRW::export price index::y/y,KRW,Export Price Index (YoY)  (Dec),dec,2012-01-01,17:00,-1.00%,-1.00%,,,2.00%,2.00%,
CAD::exports::none,CAD,Exports  (Dec),dec,2012-01-01,17:00,41.80B,41.80B,,,40.15B,40.15B,
INR::exports (usd)::none,INR,Exports (USD)  (Dec),dec,2012-01-01,17:00,25.37B,25.37B,,,23.22B,23.22B,
KRW::exports::y/y,KRW,Exports (YoY)  (Dec),dec,2012-01-01,17:00,8.20%,8.20%,,,11.50%,11.50%,
KRW::fx reserves - usd::none,KRW,FX Reserves - USD  (Dec),dec,2012-01-01,17:00,306.40B,306.40B,,,308.63B,308.63B,
"INR::fx reserves, usd::none",INR,"FX Reserves, USD  (Dec)",dec,2012-01-01,17:00,296.69B,296.69B,,,306.84B,306.84B,314.67B
USD::factory orders ex transportation::m/m,USD,Factory orders ex transportation (MoM)  (Dec),dec,2012-01-01,17:00,1.10%,1.10%,,,1.10%,1.10%,
INR::federal fiscal deficit::none,INR,Federal Fiscal Deficit  (Dec),dec,2012-01-01,17:00,"3,810.12B","3,810.12B",,,"3,533.69B","3,533.69B","3,070.09B"
MXN::fiscal balance::none,MXN,Fiscal Balance  (Dec),dec,2012-01-01,17:00,-140.37B,-140.37B,,,-33.21B,-33.21B,
CAD::foreign securities purchases by canadians::none,CAD,Foreign Securities Purchases by Canadians  (Dec),dec,2012-01-01,17:00,2.80B,2.80B,,,2.92B,2.92B,
CAD::full employment change::none,CAD,Full Employment Change  (Dec),dec,2012-01-01,17:00,15.60K,15.60K,,,46.90K,46.90K,
EUR::german cpi::y/y,EUR,German CPI (YoY)  (Dec),dec,2012-01-01,17:00,2.00%,2.10%,2.00%,,2.40%,2.40%,1.90%
EUR::german exports::m/m,EUR,German Exports (MoM)  (Dec),dec,2012-01-01,17:00,-3.46%,2.88%,-3.46%,,3.24%,3.24%,-3.54%
EUR::german hicp::m/m,EUR,German HICP (MoM)  (Dec),dec,2012-01-01,17:00,0.80%,0.90%,0.80%,,0.00%,0.00%,0.20%
EUR::german hicp::y/y,EUR,German HICP (YoY)  (Dec),dec,2012-01-01,17:00,2.40%,2.50%,2.40%,,2.80%,2.80%,2.60%
EUR::german import price index::y/y,EUR,German Import Price Index (YoY)  (Dec),dec,2012-01-01,17:00,3.70%,3.50%,3.70%,,5.10%,5.10%,7.60%
EUR::german imports::m/m,EUR,German Imports (MoM)  (Dec),dec,2012-01-01,17:00,-1.80%,3.30%,-1.80%,,0.10%,0.10%,-0.20%
EUR::german ppi::y/y,EUR,German PPI (YoY)  (Dec),dec,2012-01-01,17:00,3.50%,3.2%,3.50%,,4.60%,4.60%,6.10%
EUR::german retail sales::y/y,EUR,German Retail Sales (YoY)  (Dec),dec,2012-01-01,17:00,0.80%,2.1%,0.80%,,0.90%,0.90%,4.80%
EUR::german unemployment::none,EUR,German Unemployment  (Dec),dec,2012-01-01,17:00,2.87M,2.88M,2.87M,,2.89M,2.89M,3.00M
EUR::german unemployment n.s.a.::none,EUR,German Unemployment n.s.a.  (Dec),dec,2012-01-01,17:00,2.80M,3.10M,2.80M,,2.70M,2.70M,3.10M
EUR::german wpi::y/y,EUR,German WPI (YoY)  (Dec),dec,2012-01-01,17:00,2.40%,2.40%,,,3.90%,3.90%,6.90%
EUR::german zew current conditions::none,EUR,German ZEW Current Conditions  (Dec),dec,2012-01-01,17:00,26.80,40.30,26.80,,34.20,34.20,87.10
USD::goods orders non defense ex air::m/m,USD,Goods Orders Non Defense Ex Air (MoM)  (Dec),dec,2012-01-01,17:00,2.90%,2.90%,,,-1.20%,-1.20%,
USD::government payrolls::none,USD,Government Payrolls  (Dec),dec,2012-01-01,17:00,-20.00K,-20.00K,,,-28.00K,-28.00K,
MXN::gross fixed investments::m/m,MXN,Gross Fixed Investments (MoM)  (Dec),dec,2012-01-01,17:00,2.00%,2.00%,,,-0.85%,-0.85%,
MXN::gross fixed investments::y/y,MXN,Gross Fixed Investments (YoY)  (Dec),dec,2012-01-01,17:00,6.94%,6.94%,,,7.49%,7.49%,
GBP::halifax house price index::y/y,GBP,Halifax House Price Index (YoY)  (Dec),dec,2012-01-01,17:00,-1.30%,-1.30%,,,-1.00%,-1.00%,
USD::house price index::none,USD,House Price Index  (Dec),dec,2012-01-01,17:00,182.30,182.30,,,181.60,181.60,
USD::house price index::y/y,USD,House Price Index (YoY)  (Dec),dec,2012-01-01,17:00,-1.20%,-1.20%,,,-2.30%,-2.30%,
SEK::household lending growth::y/y,SEK,Household Lending Growth (YoY)  (Dec),dec,2012-01-01,17:00,5.21%,5.21%,,,5.45%,5.45%,
USD::housing starts::m/m,USD,Housing Starts (MoM)  (Dec),dec,2012-01-01,17:00,-2.40%,-2.40%,,,16.60%,16.60%,
CAD::ippi::y/y,CAD,IPPI (YoY)  (Dec),dec,2012-01-01,17:00,4.00%,4.00%,,,6.00%,6.00%,
USD::ism manufacturing employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2012-01-01,17:00,54.70,54.70,,,52.90,52.90,
USD::ism manufacturing new orders index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2012-01-01,17:00,55.30,55.30,,,54.00,54.00,
USD::ism non - manufacturing business activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2012-01-01,17:00,55.90,55.90,,,55.80,55.80,
USD::ism non - manufacturing employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2012-01-01,17:00,48.80,48.80,,,52.90,52.90,
USD::ism non - manufacturing new orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2012-01-01,17:00,54.10,54.10,,,53.40,53.40,
USD::ism non - manufacturing prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2012-01-01,17:00,62.00,62.00,,,63.50,63.50,
USD::ism - new york index::none,USD,ISM-New York Index  (Dec),dec,2012-01-01,17:00,533.90,533.90,,,531.50,531.50,
KRW::import price index::y/y,KRW,Import Price Index (YoY)  (Dec),dec,2012-01-01,17:00,6.10%,6.10%,,,10.70%,10.70%,
CAD::imports::none,CAD,Imports  (Dec),dec,2012-01-01,17:00,39.68B,39.68B,,,39.57B,39.57B,
INR::imports (usd)::none,INR,Imports (USD)  (Dec),dec,2012-01-01,17:00,40.04B,40.04B,,,39.11B,39.11B,41.23B
KRW::imports::y/y,KRW,Imports (YoY)  (Dec),dec,2012-01-01,17:00,13.60%,13.60%,,,11.20%,11.20%,
SEK::industrial new orders::y/y,SEK,Industrial New Orders (YoY)  (Dec),dec,2012-01-01,17:00,-5.89%,-5.89%,,,-9.92%,-9.92%,
KRW::industrial production::m/m,KRW,Industrial Production (MoM)  (Dec),dec,2012-01-01,17:00,-1.00%,-1.00%,,,-1.00%,-1.00%,
MXN::industrial production::m/m,MXN,Industrial Production (MoM)  (Dec),dec,2012-01-01,17:00,0.49%,0.49%,,,0.16%,0.16%,
SEK::industrial production::m/m,SEK,Industrial Production (MoM)  (Dec),dec,2012-01-01,17:00,-3.30%,-3.30%,,,-1.90%,-1.90%,
GBP::industrial production::y/y,GBP,Industrial Production (YoY)  (Dec),dec,2012-01-01,17:00,-3.00%,-3.00%,,,-3.10%,-3.10%,
SEK::industrial production::y/y,SEK,Industrial Production (YoY)  (Dec),dec,2012-01-01,17:00,-5.50%,-5.50%,,,-3.50%,-3.50%,
INR::infrastructure output::y/y,INR,Infrastructure Output (YoY)  (Dec),dec,2012-01-01,17:00,5.10%,5.10%,,,7.96%,7.96%,3.09%
INR::interest rate decision::none,INR,Interest Rate Decision  (Dec),dec,2012-01-01,17:00,8.50%,8.50%,,,8.50%,8.50%,8.13%
EUR::italian cpi::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2012-01-01,17:00,3.30%,3.30%,,,3.30%,3.30%,
EUR::italian hicp::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2012-01-01,17:00,0.30%,0.30%,,,-0.10%,-0.10%,
EUR::italian hicp::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2012-01-01,17:00,3.70%,3.70%,,,3.70%,3.70%,
EUR::italian industrial new orders::y/y,EUR,Italian Industrial New Orders (YoY)  (Dec),dec,2012-01-01,17:00,-11.02%,-11.02%,,,-0.10%,-0.10%,
EUR::italian industrial production::y/y,EUR,Italian Industrial Production (YoY)  (Dec),dec,2012-01-01,17:00,-2.30%,-2.30%,,,-3.40%,-3.40%,
EUR::italian industrial sales::m/m,EUR,Italian Industrial Sales (MoM)  (Dec),dec,2012-01-01,17:00,1.73%,1.73%,,,0.10%,0.10%,
EUR::italian industrial sales::y/y,EUR,Italian Industrial Sales (YoY)  (Dec),dec,2012-01-01,17:00,0.00%,0.00%,,,0.65%,0.65%,
EUR::italian ppi::y/y,EUR,Italian PPI (YoY)  (Dec),dec,2012-01-01,17:00,4.90%,4.90%,,,5.40%,5.40%,
EUR::italian retail sales::y/y,EUR,Italian Retail Sales (YoY)  (Dec),dec,2012-01-01,17:00,-3.20%,-3.20%,,,-1.52%,-1.52%,
EUR::italian trade balance eu::none,EUR,Italian Trade Balance EU  (Dec),dec,2012-01-01,17:00,-0.70B,-0.70B,,,-0.41B,-0.41B,
EUR::italian trade balance non - eu::none,EUR,Italian Trade Balance Non-EU  (Dec),dec,2012-01-01,17:00,2.11B,2.11B,,,-1.17B,-1.17B,
EUR::italian wage inflation::m/m,EUR,Italian Wage Inflation (MoM)  (Dec),dec,2012-01-01,17:00,0.00%,0.00%,,,0.00%,0.00%,
EUR::italian wage inflation::y/y,EUR,Italian Wage Inflation (YoY)  (Dec),dec,2012-01-01,17:00,1.40%,1.40%,,,1.40%,1.40%,
CAD::ivey pmi n.s.a::none,CAD,Ivey PMI n.s.a  (Dec),dec,2012-01-01,17:00,53.60,53.60,,,57.10,57.10,
USD::jolts job openings::none,USD,JOLTS Job Openings  (Dec),dec,2012-01-01,17:00,3.53M,3.53M,,,3.22M,3.22M,
USD::jobless claims 4 - week avg.::none,USD,Jobless Claims 4-Week Avg.  (Dec),dec,2012-01-01,17:00,379.40K,379.40K,,,391.24K,391.24K,
USD::kc fed composite index::none,USD,KC Fed Composite Index  (Dec),dec,2012-01-01,17:00,-1.00,-1.00,,,6.00,6.00,
USD::kc fed manufacturing index::none,USD,KC Fed Manufacturing Index  (Dec),dec,2012-01-01,17:00,-3.00,-3.00,,,4.00,4.00,
CHF::kof leading indicators::none,CHF,KOF Leading Indicators  (Dec),dec,2012-01-01,17:00,87.20,87.20,,,85.10,85.10,
KRW::m2 money supply::none,KRW,M2 Money supply  (Dec),dec,2012-01-01,17:00,8.40%,8.40%,,,7.80%,7.80%,
INR::m3 money supply::none,INR,M3 Money Supply  (Dec),dec,2012-01-01,17:00,16.46%,16.46%,,,16.10%,16.10%,16.82%
USD::mba 30 - year mortgage rate::none,USD,MBA 30-Year Mortgage Rate  (Dec),dec,2012-01-01,17:00,4.10%,4.10%,,,4.22%,4.22%,
USD::mba purchase index::none,USD,MBA Purchase Index  (Dec),dec,2012-01-01,17:00,182.05,182.05,,,190.00,190.00,
KRW::manufacturing bsi index::none,KRW,Manufacturing BSI Index  (Dec),dec,2012-01-01,17:00,88.00,88.00,,,87.00,87.00,
SEK::manufacturing confidence::none,SEK,Manufacturing Confidence  (Dec),dec,2012-01-01,17:00,-8.00,-8.00,,,-8.00,-8.00,
INR::manufacturing output::m/m,INR,Manufacturing Output (MoM)  (Dec),dec,2012-01-01,17:00,2.80%,2.80%,,,6.60%,6.60%,3.10%
SEK::manufacturing pmi::none,SEK,Manufacturing PMI  (Dec),dec,2012-01-01,17:00,49.20,49.20,,,47.90,47.90,
USD::manufacturing payrolls::none,USD,Manufacturing Payrolls  (Dec),dec,2012-01-01,17:00,25.00K,25.00K,,,-2.00K,-2.00K,
USD::manufacturing production::m/m,USD,Manufacturing Production (MoM)  (Dec),dec,2012-01-01,17:00,0.70%,0.70%,,,-0.10%,-0.10%,
GBP::manufacturing production::y/y,GBP,Manufacturing Production (YoY)  (Dec),dec,2012-01-01,17:00,0.60%,0.60%,,,-0.90%,-0.90%,
USD::michigan 5 - year inflation expectations::none,USD,Michigan 5-Year Inflation Expectations  (Dec),dec,2012-01-01,17:00,2.70%,2.70%,,,2.60%,2.60%,2.70%
USD::michigan consumer expectations::none,USD,Michigan Consumer Expectations  (Dec),dec,2012-01-01,17:00,61.10,63.60,61.10,,54.90,54.90,56.20
USD::michigan current conditions::none,USD,Michigan Current Conditions  (Dec),dec,2012-01-01,17:00,79.60,77.90,79.60,,76.60,76.60,77.40
USD::midwest manufacturing::none,USD,Midwest Manufacturing  (Dec),dec,2012-01-01,17:00,88.50,88.50,,,87.00,87.00,
GBP::mortgage lending::none,GBP,Mortgage Lending  (Dec),dec,2012-01-01,17:00,0.28B,0.28B,,,0.63B,0.63B,
USD::mortgage market index::none,USD,Mortgage Market Index  (Dec),dec,2012-01-01,17:00,657.38,657.38,,,651.63,651.63,
USD::mortgage refinance index::none,USD,Mortgage Refinance Index  (Dec),dec,2012-01-01,17:00,"3,495.75","3,495.75",,,"3,363.25","3,363.25",
GBP::nationwide hpi::y/y,GBP,Nationwide HPI (YoY)  (Dec),dec,2012-01-01,17:00,1.00%,1.00%,,,1.60%,1.60%,
USD::new home sales::m/m,USD,New Home Sales (MoM)  (Dec),dec,2012-01-01,17:00,4.00%,4.00%,,,3.80%,3.80%,
USD::overall net capital flow::none,USD,Overall Net Capital Flow  (Dec),dec,2012-01-01,17:00,101.90B,101.90B,,,41.20B,41.20B,
KRW::ppi::m/m,KRW,PPI (MoM)  (Dec),dec,2012-01-01,17:00,0.10%,0.10%,,,-0.30%,-0.30%,
SEK::ppi::m/m,SEK,PPI (MoM)  (Dec),dec,2012-01-01,17:00,-0.17%,-0.17%,,,0.78%,0.78%,
CHF::ppi::y/y,CHF,PPI (YoY)  (Dec),dec,2012-01-01,17:00,-2.30%,-2.30%,,,-2.40%,-2.40%,
KRW::ppi::y/y,KRW,PPI (YoY)  (Dec),dec,2012-01-01,17:00,4.30%,4.30%,,,5.10%,5.10%,
SEK::ppi::y/y,SEK,PPI (YoY)  (Dec),dec,2012-01-01,17:00,-2.10%,-2.10%,,,0.26%,0.26%,
USD::ppi::y/y,USD,PPI (YoY)  (Dec),dec,2012-01-01,17:00,3.30%,3.30%,,,3.70%,3.70%,
GBP::ppi input::y/y,GBP,PPI Input (YoY)  (Dec),dec,2012-01-01,17:00,8.60%,8.60%,,,12.80%,12.80%,
GBP::ppi output::y/y,GBP,PPI Output (YoY)  (Dec),dec,2012-01-01,17:00,4.00%,4.00%,,,4.60%,4.60%,
CAD::part time employment change::none,CAD,Part Time Employment Change  (Dec),dec,2012-01-01,17:00,17.90K,17.90K,,,-52.30K,-52.30K,
CAD::participation rate::none,CAD,Participation Rate  (Dec),dec,2012-01-01,17:00,66.50%,66.50%,,,66.50%,66.50%,
USD::pending home sales index::none,USD,Pending Home Sales Index  (Dec),dec,2012-01-01,17:00,95.50,95.50,,,94.10,94.10,
USD::philly fed business conditions::none,USD,Philly Fed Business Conditions  (Dec),dec,2012-01-01,17:00,34.10,34.10,,,37.20,37.20,
USD::philly fed capex index::none,USD,Philly Fed CAPEX Index  (Dec),dec,2012-01-01,17:00,14.30,14.30,,,16.30,16.30,
USD::philly fed employment::none,USD,Philly Fed Employment  (Dec),dec,2012-01-01,17:00,10.80,10.80,,,10.50,10.50,
USD::philly fed new orders::none,USD,Philly Fed New Orders  (Dec),dec,2012-01-01,17:00,4.30,4.30,,,1.70,1.70,
USD::philly fed prices paid::none,USD,Philly Fed Prices Paid  (Dec),dec,2012-01-01,17:00,25.10,25.10,,,22.20,22.20,
GBP::public sector net cash requirement::none,GBP,Public Sector Net Cash Requirement  (Dec),dec,2012-01-01,17:00,6.98B,6.98B,,,-4.65B,-4.65B,
CAD::rmpi::y/y,CAD,RMPI (YoY)  (Dec),dec,2012-01-01,17:00,6.80%,6.80%,,,15.00%,15.00%,
GBP::rpi::m/m,GBP,RPI (MoM)  (Dec),dec,2012-01-01,17:00,0.40%,0.40%,,,0.20%,0.20%,
USD::real earnings::m/m,USD,Real Earnings (MoM)  (Dec),dec,2012-01-01,17:00,0.10%,0.10%,,,-0.20%,-0.20%,
USD::real personal consumption::m/m,USD,Real Personal Consumption (MoM)  (Dec),dec,2012-01-01,17:00,0.00%,0.00%,,,-0.10%,-0.10%,
USD::redbook::m/m,USD,Redbook (MoM)  (Dec),dec,2012-01-01,17:00,-2.51%,-2.51%,,,1.13%,1.13%,
USD::redbook::y/y,USD,Redbook (YoY)  (Dec),dec,2012-01-01,17:00,3.81%,3.81%,,,3.82%,3.82%,
USD::retail control::m/m,USD,Retail Control (MoM)  (Dec),dec,2012-01-01,17:00,-0.60%,-0.60%,,,0.20%,0.20%,
MXN::retail sales::m/m,MXN,Retail Sales (MoM)  (Dec),dec,2012-01-01,17:00,0.87%,0.87%,,,0.12%,0.12%,
SEK::retail sales::m/m,SEK,Retail Sales (MoM)  (Dec),dec,2012-01-01,17:00,0.50%,0.50%,,,0.10%,0.10%,
GBP::retail sales::y/y,GBP,Retail Sales (YoY)  (Dec),dec,2012-01-01,17:00,2.60%,2.60%,,,0.70%,0.70%,
SEK::retail sales::y/y,SEK,Retail Sales (YoY)  (Dec),dec,2012-01-01,17:00,1.50%,1.50%,,,0.00%,0.00%,
USD::retail sales ex gas/autos::m/m,USD,Retail Sales Ex Gas/Autos (MoM)  (Dec),dec,2012-01-01,17:00,-0.30%,-0.30%,,,0.00%,0.00%,
INR::reverse repo rate::none,INR,Reverse REPO Rate  (Dec),dec,2012-01-01,17:00,7.50%,7.50%,,,7.50%,7.50%,6.60%
USD::richmond manufacturing shipments::none,USD,Richmond Manufacturing Shipments  (Dec),dec,2012-01-01,17:00,-2.00,-2.00,,,0.00,0.00,
USD::richmond services index::none,USD,Richmond Services Index  (Dec),dec,2012-01-01,17:00,7.00,7.00,,,4.00,4.00,
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),dec,2012-01-01,17:00,-1.10%,-1.10%,,,-1.30%,-1.30%,
USD::s&p/cs hpi composite - 20 s.a.::m/m,USD,S&P/CS HPI Composite - 20 s.a. (MoM)  (Dec),dec,2012-01-01,17:00,-0.40%,-0.40%,,,-0.50%,-0.50%,
KRW::service sector output::m/m,KRW,Service Sector Output (MoM)  (Dec),dec,2012-01-01,17:00,-0.30%,-0.30%,,,-0.30%,-0.30%,
