EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::All Car Sales::none,USD,All Car Sales,,2019-01-02,03:30,5.13M,5.13M,,,5.27M,5.27M,
USD::All Truck Sales::none,USD,All Truck Sales,,2019-01-02,03:30,11.25M,11.25M,,,12.33M,12.33M,
SGD::GDP::q/q,SGD,GDP (QoQ)  (Q4),q4,2019-01-02,08:00,1.6%,1.4%,1.6%,2.9%,3.5%,3.5%,3.0%
SGD::GDP::y/y,SGD,GDP (YoY)  (Q4),q4,2019-01-02,08:00,2.2%,2.4%,2.2%,2.7%,2.3%,2.3%,2.2%
KRW::S&P Global South Korea Manufacturing PMI::none,KRW,S&P Global South Korea Manufacturing PMI  (Dec),dec,2019-01-02,08:30,49.8,49.8,,,48.6,48.6,
SGD::URA Property Index::q/q,SGD,URA Property Index (QoQ)  (Q4),q4,2019-01-02,08:30,-0.10%,-0.10%,,,-0.10%,-0.10%,0.50%
THB::CPI::y/y,THB,CPI (YoY)  (Dec),dec,2019-01-02,11:30,0.36%,0.36%,,0.84%,0.94%,0.94%,
THB::Core CPI::y/y,THB,Core CPI (YoY)  (Dec),dec,2019-01-02,11:30,0.68%,0.68%,,0.70%,0.69%,0.69%,
IDR::Core Inflation::y/y,IDR,Core Inflation (YoY)  (Dec),dec,2019-01-02,12:00,3.07%,3.07%,,3.07%,3.03%,3.03%,
IDR::Inflation::m/m,IDR,Inflation (MoM)  (Dec),dec,2019-01-02,12:00,0.62%,0.62%,,0.48%,0.27%,0.27%,
IDR::Inflation::y/y,IDR,Inflation (YoY)  (Dec),dec,2019-01-02,12:00,3.13%,3.13%,,2.98%,3.23%,3.23%,
AUD::Commodity Prices::y/y,AUD,Commodity Prices (YoY),,2019-01-02,13:30,10.5%,10.8%,10.5%,,13.4%,13.4%,14.9%
SEK::Manufacturing PMI::none,SEK,Manufacturing PMI  (Dec),dec,2019-01-02,15:30,52.0,51.8,52.0,,55.4,55.4,56.7
EUR::Austrian Unemployment Change::none,EUR,Austrian Unemployment Change  (Dec),dec,2019-01-02,15:50,355.6K,355.6K,,,307.3K,307.3K,
EUR::Austrian Unemployment Rate::none,EUR,Austrian Unemployment Rate  (Dec),dec,2019-01-02,15:50,8.7%,8.7%,,,7.6%,7.6%,
HUF::Quarterly Unemployment Rate::none,HUF,Quarterly Unemployment Rate  (Nov),nov,2019-01-02,16:00,3.6%,3.6%,,,3.7%,3.7%,
HUF::Manufacturing PMI::none,HUF,Manufacturing PMI  (Dec),dec,2019-01-02,16:00,54.2,54.3,54.2,,53.5,53.5,
NOK::Manufacturing PMI::none,NOK,Manufacturing PMI  (Dec),dec,2019-01-02,16:00,55.9,55.9,,,56.2,56.2,56.1
INR::M3 Money Supply::none,INR,M3 Money Supply,,2019-01-02,19:30,10.2%,10.2%,,,10.5%,10.5%,
USD::Redbook::m/m,USD,Redbook (MoM),,2019-01-02,21:55,0.6%,0.6%,,,0.1%,0.1%,
USD::Redbook::y/y,USD,Redbook (YoY),,2019-01-02,21:55,9.3%,9.3%,,,7.8%,7.8%,
BRL::Foreign Exchange Flows::none,BRL,Foreign Exchange Flows,,2019-01-02,22:30,-12.756B,-12.756B,,,-0.244B,-0.244B,-3.481B
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2019-01-02,23:30,10.1,10.1,,,21.4,21.4,
USD::Texas Services Sector Outlook::none,USD,Texas Services Sector Outlook  (Dec),dec,2019-01-02,23:30,-5.0,-5.0,,,11.4,11.4,
NA::Japan - Exchange Holiday::none,,Japan - Exchange Holiday,,2019-01-03,All Day,,,,,,,
NA::Montenegro - Orthodox Christmas::none,,Montenegro - Orthodox Christmas,,2019-01-03,All Day,,,,,,,
BRL::Trade Balance::none,BRL,Trade Balance  (Dec),dec,2019-01-03,02:00,6.64B,6.64B,,,4.06B,4.06B,
ARS::Tax Revenue::none,ARS,Tax Revenue,,2019-01-03,04:00,319.92B,319.92B,,329.30B,300.10B,300.10B,
USD::Fed's Balance Sheet::none,USD,Fed's Balance Sheet,,2019-01-03,04:30,"4,058.38B","4,058.38B",,,"4,075.64B","4,075.64B",
QAR::GDP::q/q,QAR,GDP (QoQ)  (Q3),q3,2019-01-03,12:35,4.00%,4.00%,,,2.00%,2.00%,
QAR::GDP::y/y,QAR,GDP (YoY)  (Q3),q3,2019-01-03,12:35,2.20%,2.20%,,,2.50%,2.50%,
EUR::Estonian Industrial Production::m/m,EUR,Estonian Industrial Production (MoM)  (Nov),nov,2019-01-03,14:00,4.50%,4.50%,,,0.80%,0.80%,
EUR::Estonian Industrial Production::y/y,EUR,Estonian Industrial Production (YoY)  (Nov),nov,2019-01-03,14:00,7.80%,7.80%,,,1.70%,1.70%,
NOK::Unemployment Rate::none,NOK,Unemployment Rate  (Oct),oct,2019-01-03,15:00,4.0%,4.0%,,4.0%,4.0%,4.0%,
TRY::CPI::m/m,TRY,CPI (MoM)  (Dec),dec,2019-01-03,15:00,-0.40%,-0.40%,,-0.23%,-1.44%,-1.44%,
TRY::CPI::y/y,TRY,CPI (YoY)  (Dec),dec,2019-01-03,15:00,20.30%,20.30%,,20.52%,21.62%,21.62%,
TRY::PPI::m/m,TRY,PPI (MoM)  (Dec),dec,2019-01-03,15:00,-2.22%,-2.22%,,,-2.53%,-2.53%,
TRY::PPI::y/y,TRY,PPI (YoY)  (Dec),dec,2019-01-03,15:00,33.64%,33.64%,,,38.54%,38.54%,
EUR::Spanish Unemployment Change::none,EUR,Spanish Unemployment Change,,2019-01-03,16:00,-50.6K,-50.6K,,,-1.8K,-1.8K,
SEK::Household Lending Growth::y/y,SEK,Household Lending Growth (YoY)  (Nov),nov,2019-01-03,16:30,5.7%,5.7%,,,5.8%,5.8%,
HKD::Retail Sales::y/y,HKD,Retail Sales (YoY)  (Nov),nov,2019-01-03,16:30,1.4%,1.4%,,,5.9%,5.9%,
CHF::Manufacturing PMI::none,CHF,Manufacturing PMI  (Dec),dec,2019-01-03,16:30,57.8,57.5,57.8,57.0,54.3,54.3,57.7
EUR::M3 Money Supply::y/y,EUR,M3 Money Supply (YoY)  (Nov),nov,2019-01-03,17:00,3.7%,3.7%,,3.8%,3.9%,3.9%,
EUR::Private Sector Loans::y/y,EUR,Private Sector Loans (YoY),,2019-01-03,17:00,3.3%,3.3%,,3.3%,3.2%,3.2%,
EUR::Spanish Consumer Confidence::none,EUR,Spanish Consumer Confidence,,2019-01-03,17:00,90.9,90.9,,,91.4,91.4,
EUR::Spanish 10-Year Obligacion Auction::none,EUR,Spanish 10-Year Obligacion Auction,,2019-01-03,17:40,1.400%,1.400%,,,1.456%,1.456%,
EUR::Spanish 3-Year Bonos Auction::none,EUR,Spanish 3-Year Bonos Auction,,2019-01-03,17:40,-0.039%,-0.039%,,,0.021%,0.021%,
EUR::Spanish 5-Year Bonos Auction::none,EUR,Spanish 5-Year Bonos Auction,,2019-01-03,17:40,0.329%,0.329%,,,0.412%,0.412%,
EUR::Latvian Industrial Production::m/m,EUR,Latvian Industrial Production (MoM)  (Nov),nov,2019-01-03,19:00,0.9%,0.9%,,,-1.3%,-1.3%,
EUR::Latvian Industrial Production::y/y,EUR,Latvian Industrial Production (YoY)  (Nov),nov,2019-01-03,19:00,-0.6%,-0.6%,,,-1.9%,-1.9%,
EUR::Portuguese Business Confidence::none,EUR,Portuguese Business Confidence  (Dec),dec,2019-01-03,19:00,2.2,2.2,,,2.3,2.3,
EUR::Portuguese Consumer Confidence::none,EUR,Portuguese Consumer Confidence  (Dec),dec,2019-01-03,19:00,-2.20,-2.20,,,-1.80,-1.80,
EGP::M2 Money Supply::y/y,EGP,M2 Money Supply (YoY),,2019-01-03,20:00,14.04%,15.39%,14.04%,,15.40%,15.40%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate,,2019-01-03,20:00,4.84%,4.84%,,,4.94%,4.94%,
USD::MBA Mortgage Applications::w/w,USD,MBA Mortgage Applications (WoW),,2019-01-03,20:00,-8.5%,-8.5%,,,-5.8%,-5.8%,
USD::MBA Purchase Index::none,USD,MBA Purchase Index,,2019-01-03,20:00,219.0,219.0,,,238.6,238.6,
USD::Mortgage Market Index::none,USD,Mortgage Market Index,,2019-01-03,20:00,293.8,293.8,,,325.9,325.9,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index,,2019-01-03,20:00,729.9,729.9,,,832.2,832.2,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2019-01-03,20:30,43.9K,43.9K,,,53.1K,53.1K,
USD::Challenger Job Cuts::y/y,USD,Challenger Job Cuts (YoY),,2019-01-03,20:30,35.3%,35.3%,,,53.1%,53.1%,51.5%
CZK::Budget Balance::none,CZK,Budget Balance  (Dec),dec,2019-01-03,21:00,2.900B,2.900B,,,-21.640B,-21.640B,
SGD::S&P Global Manufacturing PMI::none,SGD,S&P Global Manufacturing PMI  (Dec),dec,2019-01-03,21:00,51.1,51.1,,,51.5,51.5,
USD::ADP Nonfarm Employment Change::none,USD,ADP Nonfarm Employment Change  (Dec),dec,2019-01-03,21:15,271K,263K,271K,179K,157K,157K,179K
USD::Continuing Jobless Claims::none,USD,Continuing Jobless Claims,,2019-01-03,21:30,"1,740K","1,750K","1,740K",,"1,708K","1,708K","1,701K"
USD::Initial Jobless Claims::none,USD,Initial Jobless Claims,,2019-01-03,21:30,231K,233K,231K,220K,221K,221K,216K
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.,,2019-01-03,21:30,218.75K,219.25K,218.75K,,219.25K,219.25K,218.00K
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2019-01-03,22:45,848.5,848.5,,,840.8,840.8,
COP::Exports::y/y,COP,Exports (YoY)  (Nov),nov,2019-01-03,23:00,7.90%,7.90%,,,15.80%,15.80%,
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2019-01-03,23:00,56.2,56.0,56.2,,58.4,58.4,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2019-01-03,23:00,51.1,51.3,51.1,,62.1,62.1,
USD::ISM Manufacturing PMI::none,USD,ISM Manufacturing PMI  (Dec),dec,2019-01-03,23:00,54.1,54.3,54.1,57.7,59.3,59.3,
USD::ISM Manufacturing Prices::none,USD,ISM Manufacturing Prices  (Dec),dec,2019-01-03,23:00,54.9,54.9,,57.9,60.7,60.7,
MXN::Monetary Policy Meeting Minutes::none,MXN,Monetary Policy Meeting Minutes,,2019-01-03,23:00,,,,,,,
NA::Montenegro - Orthodox Christmas::none,,Montenegro - Orthodox Christmas,,2019-01-04,All Day,,,,,,,
EUR::Irish Exchequer Returns::none,EUR,Irish Exchequer Returns  (Dec),dec,2019-01-04,00:30,0.106B,0.106B,,,-1.919B,-1.919B,
USD::4-Week Bill Auction::none,USD,4-Week Bill Auction,,2019-01-04,00:30,2.390%,2.390%,,,2.400%,2.400%,
USD::8-Week Bill Auction::none,USD,8-Week Bill Auction,,2019-01-04,00:30,2.375%,2.375%,,,2.420%,2.420%,
ARS::Industrial Production::y/y,ARS,Industrial Production (YoY)  (Nov),nov,2019-01-04,03:00,-13.3%,-13.3%,,,-6.8%,-6.8%,
USD::Total Vehicle Sales::none,USD,Total Vehicle Sales,,2019-01-04,04:30,17.55M,17.55M,,17.35M,17.49M,17.49M,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2019-01-04,05:00,403.69B,403.69B,,,402.99B,402.99B,
USD::API Weekly Crude Oil Stock::none,USD,API Weekly Crude Oil Stock,,2019-01-04,05:30,-4.500M,-4.500M,,,6.920M,6.920M,
GBP::BRC Shop Price Index::y/y,GBP,BRC Shop Price Index (YoY),,2019-01-04,08:00,0.3%,0.3%,,,0.1%,0.1%,
PHP::CPI::m/m,PHP,CPI (MoM)  (Dec),dec,2019-01-04,09:00,-0.6%,-0.6%,,,-0.2%,-0.2%,
PHP::CPI::y/y,PHP,CPI (YoY)  (Dec),dec,2019-01-04,09:00,5.1%,5.1%,,5.6%,6.0%,6.0%,
PHP::Core CPI::y/y,PHP,Core CPI (YoY)  (Dec),dec,2019-01-04,09:00,4.7%,4.7%,,,5.1%,5.1%,
PHP::Industrial Production::y/y,PHP,Industrial Production (YoY),,2019-01-04,09:00,2.1%,2.1%,,,4.9%,4.9%,3.1%
THB::Consumer Confidence::none,THB,Consumer Confidence  (Dec),dec,2019-01-04,11:30,79.4,79.4,,,80.5,80.5,
MYR::Exports::y/y,MYR,Exports (YoY)  (Nov),nov,2019-01-04,12:00,1.6%,1.6%,,6.6%,17.7%,17.7%,
MYR::Imports::y/y,MYR,Imports (YoY)  (Nov),nov,2019-01-04,12:00,5.0%,5.0%,,3.1%,11.4%,11.4%,
MYR::Trade Balance::none,MYR,Trade Balance  (Nov),nov,2019-01-04,12:00,7.60B,7.80B,7.60B,11.50B,16.30B,16.30B,
NOK::Credit Indicator::y/y,NOK,Credit Indicator (YoY)  (Nov),nov,2019-01-04,15:00,5.5%,5.6%,5.5%,,5.7%,5.7%,
RON::PPI::y/y,RON,PPI (YoY)  (Nov),nov,2019-01-04,15:00,4.90%,4.90%,,,6.30%,6.30%,
DKK::Unemployment Rate::none,DKK,Unemployment Rate  (Nov),nov,2019-01-04,15:00,3.1%,3.1%,,,3.2%,3.2%,
BRL::IPC-Fipe Inflation Index::m/m,BRL,IPC-Fipe Inflation Index (MoM)  (Dec),dec,2019-01-04,15:00,0.09%,0.09%,,0.15%,0.15%,0.15%,
GBP::Nationwide HPI::m/m,GBP,Nationwide HPI (MoM)  (Dec),dec,2019-01-04,15:00,-0.7%,-0.7%,,0.1%,0.4%,0.4%,0.3%
GBP::Nationwide HPI::y/y,GBP,Nationwide HPI (YoY)  (Dec),dec,2019-01-04,15:00,0.5%,0.5%,,1.5%,1.9%,1.9%,
SEK::Services PMI::m/m,SEK,Services PMI (MoM)  (Dec),dec,2019-01-04,15:30,56.4,55.8,56.4,,61.1,61.1,62.2
THB::Currency Swaps (USD)::none,THB,Currency Swaps (USD),,2019-01-04,15:30,33.7B,33.7B,,,33.0B,33.0B,
THB::Foreign Reserves (USD)::none,THB,Foreign Reserves (USD),,2019-01-04,15:30,205.0B,205.0B,,,203.6B,203.6B,
EUR::French CPI::m/m,EUR,French CPI (MoM),,2019-01-04,15:45,0.0%,0.0%,,0.1%,-0.2%,-0.2%,
EUR::French CPI::y/y,EUR,French CPI (YoY),,2019-01-04,15:45,1.6%,1.9%,1.6%,,1.9%,1.9%,
EUR::French HICP::m/m,EUR,French HICP (MoM),,2019-01-04,15:45,0.1%,-0.2%,0.1%,,-0.2%,-0.2%,
EUR::French HICP::y/y,EUR,French HICP (YoY),,2019-01-04,15:45,1.9%,2.2%,1.9%,2.0%,2.2%,2.2%,
HUF::PPI::y/y,HUF,PPI (YoY)  (Nov),nov,2019-01-04,16:00,5.1%,5.1%,,,6.4%,6.4%,
TWD::FX Reserves USD::none,TWD,FX Reserves USD  (Dec),dec,2019-01-04,16:20,461.78B,461.78B,,,461.38B,461.38B,
EUR::German Unemployment::none,EUR,German Unemployment  (Dec),dec,2019-01-04,16:55,2.261M,2.265M,2.261M,,2.276M,2.276M,
EUR::German Unemployment Change::none,EUR,German Unemployment Change  (Dec),dec,2019-01-04,16:55,-14K,-14K,,-12K,-16K,-16K,
EUR::German Unemployment Rate::none,EUR,German Unemployment Rate  (Dec),dec,2019-01-04,16:55,5.0%,5.0%,,5.0%,5.0%,5.0%,
EUR::German Unemployment n.s.a.::none,EUR,German Unemployment n.s.a.  (Dec),dec,2019-01-04,16:55,2.210M,2.210M,,,2.186M,2.186M,
TRY::Exports::none,TRY,Exports  (Nov),nov,2019-01-04,17:00,13.90B,13.90B,,,15.70B,15.70B,15.53B
PLN::CPI::m/m,PLN,CPI (MoM)  (Dec),dec,2019-01-04,17:00,0.0%,0.0%,,0.1%,0.0%,0.0%,
PLN::CPI::y/y,PLN,CPI (YoY)  (Dec),dec,2019-01-04,17:00,1.1%,1.1%,,1.1%,1.3%,1.3%,
