EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2011-01-01,17:00,32.00K,32.00K,,,48.71K,48.71K,
USD::Cleveland CPI::m/m,USD,Cleveland CPI (MoM)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,0.10%,0.10%,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2011-01-01,17:00,90.80,90.80,,,90.50,90.50,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2011-01-01,17:00,112.60,112.60,,,111.90,111.90,
MXN::Consumer Confidence n.s.a.::none,MXN,Consumer Confidence n.s.a.  (Dec),dec,2011-01-01,17:00,91.20,91.20,,,88.50,88.50,
MXN::Core CPI::m/m,MXN,Core CPI (MoM)  (Dec),dec,2011-01-01,17:00,0.43%,0.43%,,,0.24%,0.24%,
CAD::Core CPI::y/y,CAD,Core CPI (YoY)  (Dec),dec,2011-01-01,17:00,1.50%,1.50%,,,1.40%,1.40%,
USD::Core CPI Index::none,USD,Core CPI Index  (Dec),dec,2011-01-01,17:00,222.34,222.34,,,222.15,222.15,
USD::Core PCE Price Index::y/y,USD,Core PCE Price Index (YoY)  (Dec),dec,2011-01-01,17:00,0.90%,0.90%,,,1.00%,1.00%,
GBP::Core PPI Output::m/m,GBP,Core PPI Output (MoM)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,0.20%,0.20%,
GBP::Core PPI Output::y/y,GBP,Core PPI Output (YoY)  (Dec),dec,2011-01-01,17:00,2.00%,2.00%,,,2.10%,2.10%,
GBP::Core RPI::m/m,GBP,Core RPI (MoM)  (Dec),dec,2011-01-01,17:00,0.70%,0.70%,,,0.40%,0.40%,
GBP::Core RPI::y/y,GBP,Core RPI (YoY)  (Dec),dec,2011-01-01,17:00,4.70%,4.70%,,,4.70%,4.70%,
GBP::Core Retail Sales::m/m,GBP,Core Retail Sales (MoM)  (Dec),dec,2011-01-01,17:00,-1.70%,-1.70%,,,0.10%,0.10%,
GBP::Core Retail Sales::y/y,GBP,Core Retail Sales (YoY)  (Dec),dec,2011-01-01,17:00,-1.90%,-1.90%,,,-0.40%,-0.40%,
INR::Cumulative Industrial Production::none,INR,Cumulative Industrial Production  (Dec),dec,2011-01-01,17:00,8.60%,8.60%,,,9.50%,9.50%,
KRW::Current Account::none,KRW,Current Account  (Dec),dec,2011-01-01,17:00,-0.02B,-0.02B,,,1.85B,1.85B,
USD::Dallas Fed Mfg Business Index::none,USD,Dallas Fed Mfg Business Index  (Dec),dec,2011-01-01,17:00,16.80,16.80,,,19.70,19.70,
USD::Dallas Fed PCE::none,USD,Dallas Fed PCE  (Dec),dec,2011-01-01,17:00,1.00%,1.00%,,,1.40%,1.40%,
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2011-01-01,17:00,14.20,14.20,,,17.60,17.60,
INR::Deposit Growth::none,INR,Deposit Growth  (Dec),dec,2011-01-01,17:00,15.67%,15.67%,,,15.13%,15.13%,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2011-01-01,17:00,5.46M,5.46M,,,5.40M,5.40M,
USD::Durables Excluding Defense::m/m,USD,Durables Excluding Defense (MoM)  (Dec),dec,2011-01-01,17:00,-2.50%,-1.20%,-2.50%,,-0.50%,-0.50%,-2.30%
USD::EIA Weekly Distillates Stocks::none,USD,EIA Weekly Distillates Stocks  (Dec),dec,2011-01-01,17:00,0.69M,0.69M,,,-1.35M,-1.35M,
MXN::Economic Activity::m/m,MXN,Economic Activity (MoM)  (Dec),dec,2011-01-01,17:00,0.44%,0.44%,,,0.23%,0.23%,
USD::Existing Home Sales::m/m,USD,Existing Home Sales (MoM)  (Dec),dec,2011-01-01,17:00,6.20%,6.20%,,,5.00%,5.00%,
USD::Export Price Index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2011-01-01,17:00,0.70%,0.70%,,,1.50%,1.50%,
KRW::Export Price Index::y/y,KRW,Export Price Index (YoY)  (Dec),dec,2011-01-01,17:00,1.70%,1.70%,,,-0.40%,-0.40%,
CAD::Exports::none,CAD,Exports  (Dec),dec,2011-01-01,17:00,36.55B,36.55B,,,34.74B,34.74B,
INR::Exports (USD)::none,INR,Exports (USD)  (Dec),dec,2011-01-01,17:00,23.35B,23.24B,23.35B,,22.58B,22.58B,
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2011-01-01,17:00,22.60%,22.60%,,,21.40%,21.40%,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2011-01-01,17:00,291.57B,291.57B,,,290.23B,290.23B,
"INR::FX Reserves, USD::none",INR,"FX Reserves, USD  (Dec)",dec,2011-01-01,17:00,297.33B,302.59B,297.33B,,296.39B,296.39B,
USD::Factory orders ex transportation::m/m,USD,Factory orders ex transportation (MoM)  (Dec),dec,2011-01-01,17:00,2.00%,2.00%,,,4.10%,4.10%,
INR::Federal Fiscal Deficit::none,INR,Federal Fiscal Deficit  (Dec),dec,2011-01-01,17:00,"1,712.49B","2,750.88B","1,712.49B",,"1,865.22B","1,865.22B",
MXN::Fiscal Balance::none,MXN,Fiscal Balance  (Dec),dec,2011-01-01,17:00,-145.47B,-145.47B,,,-22.04B,-22.04B,
CAD::Foreign Securities Purchases by Canadians::none,CAD,Foreign Securities Purchases by Canadians  (Dec),dec,2011-01-01,17:00,-1.94B,-1.94B,,,2.88B,2.88B,
CAD::Full Employment Change::none,CAD,Full Employment Change  (Dec),dec,2011-01-01,17:00,53.60K,53.60K,,,10.50K,10.50K,
USD::Goods Orders Non Defense Ex Air::m/m,USD,Goods Orders Non Defense Ex Air (MoM)  (Dec),dec,2011-01-01,17:00,1.40%,1.40%,,,2.60%,2.60%,
USD::Government Payrolls::none,USD,Government Payrolls  (Dec),dec,2011-01-01,17:00,-21.00K,-21.00K,,,-10.00K,-10.00K,
MXN::Gross Fixed Investments::m/m,MXN,Gross Fixed Investments (MoM)  (Dec),dec,2011-01-01,17:00,0.84%,0.84%,,,-0.13%,-0.13%,
MXN::Gross Fixed Investments::y/y,MXN,Gross Fixed Investments (YoY)  (Dec),dec,2011-01-01,17:00,3.27%,3.27%,,,3.28%,3.28%,
GBP::Halifax House Price Index::y/y,GBP,Halifax House Price Index (YoY)  (Dec),dec,2011-01-01,17:00,-1.60%,-1.60%,,,-0.70%,-0.70%,
USD::House Price Index::none,USD,House Price Index  (Dec),dec,2011-01-01,17:00,184.60,184.60,,,185.80,185.80,
USD::House Price Index::y/y,USD,House Price Index (YoY)  (Dec),dec,2011-01-01,17:00,-3.80%,-3.80%,,,-4.30%,-4.30%,
SEK::Household Lending Growth::y/y,SEK,Household Lending Growth (YoY)  (Dec),dec,2011-01-01,17:00,7.90%,7.90%,,,8.33%,8.33%,
USD::Housing Starts::m/m,USD,Housing Starts (MoM)  (Dec),dec,2011-01-01,17:00,-1.10%,-1.10%,,,0.40%,0.40%,
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Dec),dec,2011-01-01,17:00,4.50%,4.50%,,,3.60%,3.60%,
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2011-01-01,17:00,58.20,58.20,,,60.50,60.50,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2011-01-01,17:00,59.80,59.80,,,57.90,57.90,
USD::ISM Non-Manufacturing Business Activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2011-01-01,17:00,62.20,62.20,,,59.10,59.10,
USD::ISM Non-Manufacturing Employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2011-01-01,17:00,52.20,52.20,,,56.60,56.60,
USD::ISM Non-Manufacturing New Orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2011-01-01,17:00,62.00,62.00,,,58.40,58.40,
USD::ISM Non-Manufacturing Prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2011-01-01,17:00,69.20,69.20,,,65.40,65.40,
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2011-01-01,17:00,492.70,492.70,,,483.40,483.40,
KRW::Import Price Index::y/y,KRW,Import Price Index (YoY)  (Dec),dec,2011-01-01,17:00,11.70%,11.70%,,,7.50%,7.50%,
CAD::Imports::none,CAD,Imports  (Dec),dec,2011-01-01,17:00,35.44B,35.44B,,,35.26B,35.26B,
INR::Imports (USD)::none,INR,Imports (USD)  (Dec),dec,2011-01-01,17:00,31.51B,32.97B,31.51B,,28.84B,28.84B,
KRW::Imports::y/y,KRW,Imports (YoY)  (Dec),dec,2011-01-01,17:00,21.70%,21.70%,,,30.90%,30.90%,
SEK::Industrial New Orders::y/y,SEK,Industrial New Orders (YoY)  (Dec),dec,2011-01-01,17:00,11.49%,11.49%,,,12.79%,12.79%,
KRW::Industrial Production::m/m,KRW,Industrial Production (MoM)  (Dec),dec,2011-01-01,17:00,2.10%,2.10%,,,1.10%,1.10%,
MXN::Industrial Production::m/m,MXN,Industrial Production (MoM)  (Dec),dec,2011-01-01,17:00,0.76%,0.76%,,,0.07%,0.07%,
SEK::Industrial Production::m/m,SEK,Industrial Production (MoM)  (Dec),dec,2011-01-01,17:00,-1.20%,-1.20%,,,1.50%,1.50%,
GBP::Industrial Production::y/y,GBP,Industrial Production (YoY)  (Dec),dec,2011-01-01,17:00,4.00%,4.00%,,,3.70%,3.70%,
SEK::Industrial Production::y/y,SEK,Industrial Production (YoY)  (Dec),dec,2011-01-01,17:00,11.00%,11.00%,,,12.60%,12.60%,
INR::Infrastructure Output::y/y,INR,Infrastructure Output (YoY)  (Dec),dec,2011-01-01,17:00,6.86%,7.18%,6.86%,,3.62%,3.62%,
INR::Interest Rate Decision::none,INR,Interest Rate Decision  (Dec),dec,2011-01-01,17:00,6.25%,6.50%,6.25%,,6.25%,6.25%,
EUR::Italian Business Confidence::none,EUR,Italian Business Confidence  (Dec),dec,2011-01-01,17:00,105.30,105.30,,,102.60,102.60,
EUR::Italian CPI::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2011-01-01,17:00,1.90%,1.90%,,,1.70%,1.70%,
EUR::Italian Consumer Confidence::none,EUR,Italian Consumer Confidence  (Dec),dec,2011-01-01,17:00,101.90,101.90,,,101.10,101.10,
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2011-01-01,17:00,0.40%,0.30%,0.40%,,-0.10%,-0.10%,0.00%
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2011-01-01,17:00,2.10%,2.00%,2.10%,,1.80%,1.80%,1.90%
EUR::Italian Industrial New Orders::m/m,EUR,Italian Industrial New Orders (MoM)  (Dec),dec,2011-01-01,17:00,7.22%,7.22%,,,-3.20%,-3.20%,
EUR::Italian Industrial New Orders::y/y,EUR,Italian Industrial New Orders (YoY)  (Dec),dec,2011-01-01,17:00,21.14%,21.14%,,,8.82%,8.82%,
EUR::Italian Industrial Production::y/y,EUR,Italian Industrial Production (YoY)  (Dec),dec,2011-01-01,17:00,8.10%,8.10%,,,4.90%,4.90%,
EUR::Italian Industrial Sales::m/m,EUR,Italian Industrial Sales (MoM)  (Dec),dec,2011-01-01,17:00,-2.52%,-2.52%,,,1.08%,1.08%,
EUR::Italian Industrial Sales::y/y,EUR,Italian Industrial Sales (YoY)  (Dec),dec,2011-01-01,17:00,9.26%,9.26%,,,11.69%,11.69%,
EUR::Italian PPI::m/m,EUR,Italian PPI (MoM)  (Dec),dec,2011-01-01,17:00,0.50%,0.50%,,,0.40%,0.40%,
EUR::Italian PPI::y/y,EUR,Italian PPI (YoY)  (Dec),dec,2011-01-01,17:00,3.90%,3.90%,,,3.40%,3.40%,
EUR::Italian Retail Sales::y/y,EUR,Italian Retail Sales (YoY)  (Dec),dec,2011-01-01,17:00,-5.17%,-5.17%,,,0.92%,0.92%,
EUR::Italian Trade Balance EU::none,EUR,Italian Trade Balance EU  (Dec),dec,2011-01-01,17:00,-1.50B,-1.50B,,,-1.29B,-1.29B,
EUR::Italian Trade Balance Non-EU::none,EUR,Italian Trade Balance Non-EU  (Dec),dec,2011-01-01,17:00,-1.52B,-1.52B,,,-2.10B,-2.10B,
EUR::Italian Wage Inflation::m/m,EUR,Italian Wage Inflation (MoM)  (Dec),dec,2011-01-01,17:00,0.00%,0.00%,,,0.20%,0.20%,
EUR::Italian Wage Inflation::y/y,EUR,Italian Wage Inflation (YoY)  (Dec),dec,2011-01-01,17:00,1.70%,1.70%,,,1.70%,1.70%,
CAD::Ivey PMI n.s.a::none,CAD,Ivey PMI n.s.a  (Dec),dec,2011-01-01,17:00,50.00,50.00,,,57.50,57.50,
USD::JOLTS Job Openings::none,USD,JOLTS Job Openings  (Dec),dec,2011-01-01,17:00,2.91M,2.91M,,,3.07M,3.07M,
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.  (Dec),dec,2011-01-01,17:00,422.14K,422.14K,,,433.22K,433.22K,
USD::KC Fed Composite Index::none,USD,KC Fed Composite Index  (Dec),dec,2011-01-01,17:00,17.00,17.00,,,13.00,13.00,
USD::KC Fed Manufacturing Index::none,USD,KC Fed Manufacturing Index  (Dec),dec,2011-01-01,17:00,26.00,26.00,,,21.00,21.00,
CHF::KOF Leading Indicators::none,CHF,KOF Leading Indicators  (Dec),dec,2011-01-01,17:00,102.40,102.40,,,102.40,102.40,
KRW::M2 Money supply::none,KRW,M2 Money supply  (Dec),dec,2011-01-01,17:00,7.20%,7.20%,,,8.30%,8.30%,
INR::M3 Money Supply::none,INR,M3 Money Supply  (Dec),dec,2011-01-01,17:00,16.05%,16.93%,16.05%,,16.18%,16.18%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate  (Dec),dec,2011-01-01,17:00,4.83%,4.83%,,,4.47%,4.47%,
USD::MBA Purchase Index::none,USD,MBA Purchase Index  (Dec),dec,2011-01-01,17:00,200.73,200.73,,,196.47,196.47,
KRW::Manufacturing BSI Index::none,KRW,Manufacturing BSI Index  (Dec),dec,2011-01-01,17:00,97.00,97.00,,,96.00,96.00,
SEK::Manufacturing Confidence::none,SEK,Manufacturing Confidence  (Dec),dec,2011-01-01,17:00,8.00,8.00,,,12.00,12.00,
INR::Manufacturing Output::m/m,INR,Manufacturing Output (MoM)  (Dec),dec,2011-01-01,17:00,8.70%,7.50%,8.70%,,6.50%,6.50%,12.40%
SEK::Manufacturing PMI::none,SEK,Manufacturing PMI  (Dec),dec,2011-01-01,17:00,60.40,60.40,,,61.50,61.50,
USD::Manufacturing Payrolls::none,USD,Manufacturing Payrolls  (Dec),dec,2011-01-01,17:00,10.00K,10.00K,,,23.00K,23.00K,
USD::Manufacturing Production::m/m,USD,Manufacturing Production (MoM)  (Dec),dec,2011-01-01,17:00,0.40%,0.40%,,,0.20%,0.20%,
GBP::Manufacturing Production::y/y,GBP,Manufacturing Production (YoY)  (Dec),dec,2011-01-01,17:00,4.50%,4.50%,,,5.10%,5.10%,
USD::Michigan 5-Year Inflation Expectations::none,USD,Michigan 5-Year Inflation Expectations  (Dec),dec,2011-01-01,17:00,2.80%,2.70%,2.80%,,2.80%,2.80%,
USD::Michigan Consumer Expectations::none,USD,Michigan Consumer Expectations  (Dec),dec,2011-01-01,17:00,66.80,67.50,66.80,,64.80,64.80,62.70
USD::Michigan Current Conditions::none,USD,Michigan Current Conditions  (Dec),dec,2011-01-01,17:00,85.30,85.70,85.30,,79.70,79.70,82.10
USD::Midwest Manufacturing::none,USD,Midwest Manufacturing  (Dec),dec,2011-01-01,17:00,81.20,81.20,,,80.80,80.80,
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Dec),dec,2011-01-01,17:00,-0.16B,-0.16B,,,0.57B,0.57B,
USD::Mortgage Market Index::none,USD,Mortgage Market Index  (Dec),dec,2011-01-01,17:00,514.15,514.15,,,710.43,710.43,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index  (Dec),dec,2011-01-01,17:00,"2,395.33","2,395.33",,,"3,718.07","3,718.07",
USD::NFIB Small Business Optimism::none,USD,NFIB Small Business Optimism  (Dec),dec,2011-01-01,17:00,92.60,92.60,,,93.20,93.20,
GBP::Nationwide HPI::y/y,GBP,Nationwide HPI (YoY)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,0.20%,0.20%,
USD::New Home Sales::m/m,USD,New Home Sales (MoM)  (Dec),dec,2011-01-01,17:00,13.60%,13.60%,,,-1.40%,-1.40%,
USD::Overall Net Capital Flow::none,USD,Overall Net Capital Flow  (Dec),dec,2011-01-01,17:00,59.40B,59.40B,,,30.00B,30.00B,
KRW::PPI::m/m,KRW,PPI (MoM)  (Dec),dec,2011-01-01,17:00,0.90%,0.90%,,,0.40%,0.40%,
SEK::PPI::m/m,SEK,PPI (MoM)  (Dec),dec,2011-01-01,17:00,2.23%,2.23%,,,0.78%,0.78%,
CHF::PPI::y/y,CHF,PPI (YoY)  (Dec),dec,2011-01-01,17:00,0.30%,0.30%,,,0.10%,0.10%,
KRW::PPI::y/y,KRW,PPI (YoY)  (Dec),dec,2011-01-01,17:00,5.70%,5.70%,,,5.20%,5.20%,
SEK::PPI::y/y,SEK,PPI (YoY)  (Dec),dec,2011-01-01,17:00,4.29%,4.29%,,,2.19%,2.19%,
USD::PPI::y/y,USD,PPI (YoY)  (Dec),dec,2011-01-01,17:00,2.80%,2.80%,,,,,
GBP::PPI Input::y/y,GBP,PPI Input (YoY)  (Dec),dec,2011-01-01,17:00,12.10%,12.10%,,,8.90%,8.90%,
GBP::PPI Output::y/y,GBP,PPI Output (YoY)  (Dec),dec,2011-01-01,17:00,3.40%,3.40%,,,3.00%,3.00%,
CAD::Part Time Employment Change::none,CAD,Part Time Employment Change  (Dec),dec,2011-01-01,17:00,-18.60K,-18.60K,,,20.90K,20.90K,
CAD::Participation Rate::none,CAD,Participation Rate  (Dec),dec,2011-01-01,17:00,66.70%,66.70%,,,66.60%,66.60%,
USD::Pending Home Sales Index::none,USD,Pending Home Sales Index  (Dec),dec,2011-01-01,17:00,88.80,88.80,,,88.30,88.30,
USD::Philly Fed Business Conditions::none,USD,Philly Fed Business Conditions  (Dec),dec,2011-01-01,17:00,47.10,47.10,,,47.40,47.40,
USD::Philly Fed CAPEX Index::none,USD,Philly Fed CAPEX Index  (Dec),dec,2011-01-01,17:00,30.20,30.20,,,21.30,21.30,
USD::Philly Fed Employment::none,USD,Philly Fed Employment  (Dec),dec,2011-01-01,17:00,4.30,4.30,,,10.70,10.70,
USD::Philly Fed New Orders::none,USD,Philly Fed New Orders  (Dec),dec,2011-01-01,17:00,7.40,7.40,,,8.70,8.70,
USD::Philly Fed Prices Paid::none,USD,Philly Fed Prices Paid  (Dec),dec,2011-01-01,17:00,42.80,42.80,,,34.00,34.00,
GBP::Public Sector Net Cash Requirement::none,GBP,Public Sector Net Cash Requirement  (Dec),dec,2011-01-01,17:00,16.28B,16.28B,,,7.79B,7.79B,
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Dec),dec,2011-01-01,17:00,16.00%,16.00%,,,9.00%,9.00%,
GBP::RPI::m/m,GBP,RPI (MoM)  (Dec),dec,2011-01-01,17:00,0.70%,0.70%,,,0.40%,0.40%,
USD::Real Earnings::m/m,USD,Real Earnings (MoM)  (Dec),dec,2011-01-01,17:00,0.00%,0.00%,,,-0.50%,-0.50%,
USD::Real Personal Consumption::m/m,USD,Real Personal Consumption (MoM)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,0.40%,0.40%,
USD::Redbook::m/m,USD,Redbook (MoM)  (Dec),dec,2011-01-01,17:00,0.25%,0.25%,,,0.21%,0.21%,
USD::Redbook::y/y,USD,Redbook (YoY)  (Dec),dec,2011-01-01,17:00,3.63%,3.63%,,,3.23%,3.23%,
USD::Retail Control::m/m,USD,Retail Control (MoM)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,1.00%,1.00%,
MXN::Retail Sales::m/m,MXN,Retail Sales (MoM)  (Dec),dec,2011-01-01,17:00,2.34%,2.34%,,,-2.74%,-2.74%,
SEK::Retail Sales::m/m,SEK,Retail Sales (MoM)  (Dec),dec,2011-01-01,17:00,-1.20%,-1.20%,,,0.10%,0.10%,
GBP::Retail Sales::y/y,GBP,Retail Sales (YoY)  (Dec),dec,2011-01-01,17:00,1.00%,1.00%,,,1.10%,1.10%,
SEK::Retail Sales::y/y,SEK,Retail Sales (YoY)  (Dec),dec,2011-01-01,17:00,2.40%,2.40%,,,5.00%,5.00%,
USD::Retail Sales Ex Gas/Autos::m/m,USD,Retail Sales Ex Gas/Autos (MoM)  (Dec),dec,2011-01-01,17:00,0.10%,0.10%,,,0.80%,0.80%,
USD::Richmond Manufacturing Shipments::none,USD,Richmond Manufacturing Shipments  (Dec),dec,2011-01-01,17:00,26.00,26.00,,,8.00,8.00,
