EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
SGD::S&P Global Manufacturing PMI::none,SGD,S&P Global Manufacturing PMI  (Dec),dec,2017-01-03,21:00,50.6,50.6,,,50.2,50.2,
NZD::GlobalDairyTrade Price Index::none,NZD,GlobalDairyTrade Price Index,,2017-01-03,22:10,-3.9%,-3.9%,,,-0.5%,-0.5%,
USD::Construction Spending::m/m,USD,Construction Spending (MoM)  (Nov),nov,2017-01-03,23:00,0.9%,0.9%,,0.6%,0.6%,0.6%,0.5%
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2017-01-03,23:00,53.1,52.8,53.1,52.5,52.3,52.3,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2017-01-03,23:00,60.2,60.3,60.2,,53.0,53.0,
USD::ISM Manufacturing PMI::none,USD,ISM Manufacturing PMI  (Dec),dec,2017-01-03,23:00,54.7,54.5,54.7,53.6,53.2,53.2,
USD::ISM Manufacturing Prices::none,USD,ISM Manufacturing Prices  (Dec),dec,2017-01-03,23:00,65.5,65.5,,55.5,54.5,54.5,
USD::3-Month Bill Auction::none,USD,3-Month Bill Auction,,2017-01-04,00:30,0.530%,0.530%,,,0.555%,0.555%,
USD::4-Week Bill Auction::none,USD,4-Week Bill Auction,,2017-01-04,00:30,0.475%,0.475%,,,0.485%,0.485%,
USD::52-Week Bill Auction::none,USD,52-Week Bill Auction,,2017-01-04,00:30,0.870%,0.870%,,,0.830%,0.830%,
USD::6-Month Bill Auction::none,USD,6-Month Bill Auction,,2017-01-04,00:30,0.630%,0.630%,,,0.660%,0.660%,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2017-01-04,05:00,371.10B,378.46B,371.10B,,371.99B,371.99B,
KRW::Current Account::none,KRW,Current Account  (Nov),nov,2017-01-04,07:00,7.14B,7.05B,7.14B,,6.01B,6.01B,
GBP::BRC Shop Price Index::y/y,GBP,BRC Shop Price Index (YoY),,2017-01-04,08:00,-1.4%,-1.4%,,,-1.7%,-1.7%,
THB::CPI::y/y,THB,CPI (YoY)  (Dec),dec,2017-01-04,12:00,1.13%,1.13%,,1.13%,0.60%,0.60%,
THB::Core CPI::y/y,THB,Core CPI (YoY)  (Dec),dec,2017-01-04,12:00,0.74%,0.74%,,0.76%,0.72%,0.72%,
EUR::Estonian Industrial Production::m/m,EUR,Estonian Industrial Production (MoM)  (Nov),nov,2017-01-04,14:00,1.50%,1.50%,,,-0.80%,-0.80%,
EUR::Estonian Industrial Production::y/y,EUR,Estonian Industrial Production (YoY)  (Nov),nov,2017-01-04,14:00,9.30%,9.30%,,,2.00%,2.00%,
BRL::IPC-Fipe Inflation Index::m/m,BRL,IPC-Fipe Inflation Index (MoM)  (Dec),dec,2017-01-04,15:00,0.72%,0.72%,,0.50%,0.15%,0.15%,
SEK::Services PMI::m/m,SEK,Services PMI (MoM)  (Dec),dec,2017-01-04,15:30,59.9,59.9,,,59.8,59.8,
EUR::French Consumer Confidence::none,EUR,French Consumer Confidence  (Dec),dec,2017-01-04,15:45,99,99,,99,99,99,98
HUF::PPI::y/y,HUF,PPI (YoY)  (Nov),nov,2017-01-04,16:00,-0.5%,-0.5%,,,-1.2%,-1.2%,
EUR::Spanish Unemployment Change::none,EUR,Spanish Unemployment Change,,2017-01-04,16:00,-86.8K,-86.8K,,-44.2K,24.8K,24.8K,
GBP::BoE Consumer Credit::none,GBP,BoE Consumer Credit  (Nov),nov,2017-01-04,17:30,1.926B,1.929B,1.926B,1.600B,1.683B,1.683B,1.618B
GBP::M4 Money Supply::m/m,GBP,M4 Money Supply (MoM)  (Nov),nov,2017-01-04,17:30,0.4%,0.4%,,1.4%,1.1%,1.1%,
GBP::Mortgage Approvals::none,GBP,Mortgage Approvals  (Nov),nov,2017-01-04,17:30,67.50K,67.46K,67.50K,67.40K,67.37K,67.37K,67.52K
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Nov),nov,2017-01-04,17:30,3.20B,3.10B,3.20B,3.50B,3.20B,3.20B,3.30B
GBP::Net Lending to Individuals::none,GBP,Net Lending to Individuals,,2017-01-04,17:30,5.1B,5.1B,,4.9B,4.9B,4.9B,
EUR::CPI::y/y,EUR,CPI (YoY)  (Dec),dec,2017-01-04,18:00,1.1%,1.1%,,1.0%,0.6%,0.6%,
EUR::Core CPI::y/y,EUR,Core CPI (YoY)  (Dec),dec,2017-01-04,18:00,0.9%,0.9%,,0.8%,0.8%,0.8%,
NOK::House Price Index::y/y,NOK,House Price Index (YoY)  (Dec),dec,2017-01-04,18:00,12.80%,12.80%,,,11.60%,11.60%,
EUR::Italian CPI::m/m,EUR,Italian CPI (MoM)  (Dec),dec,2017-01-04,18:00,0.4%,0.4%,,0.3%,-0.1%,-0.1%,0.0%
EUR::Italian CPI::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2017-01-04,18:00,0.5%,0.5%,,,0.1%,0.1%,0.0%
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2017-01-04,18:00,0.4%,0.4%,,0.3%,-0.2%,-0.2%,0.0%
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2017-01-04,18:00,0.5%,0.5%,,0.4%,0.1%,0.1%,0.0%
EUR::Greece 6-month T-bill Auction::none,EUR,Greece 6-month T-bill Auction,,2017-01-04,18:20,2.97%,2.97%,,,2.97%,2.97%,
INR::M3 Money Supply (2wk)::none,INR,M3 Money Supply  (2wk),,2017-01-04,19:30,6.5%,6.5%,,,7.1%,7.1%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate,,2017-01-04,20:00,4.39%,4.39%,,,4.41%,4.41%,
USD::MBA Mortgage Applications::w/w,USD,MBA Mortgage Applications (WoW),,2017-01-04,20:00,0.1%,0.1%,,,2.5%,2.5%,
USD::MBA Purchase Index::none,USD,MBA Purchase Index,,2017-01-04,20:00,228.0,228.0,,,232.9,232.9,
USD::Mortgage Market Index::none,USD,Mortgage Market Index,,2017-01-04,20:00,358.5,358.5,,,407.3,407.3,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index,,2017-01-04,20:00,"1,132.0","1,132.0",,,"1,449.4","1,449.4",
USD::Redbook::m/m,USD,Redbook (MoM),,2017-01-04,21:55,1.0%,1.0%,,,0.8%,0.8%,
USD::Redbook::y/y,USD,Redbook (YoY),,2017-01-04,21:55,2.2%,2.2%,,,2.1%,2.1%,
BRL::Foreign Exchange Flows::none,BRL,Foreign Exchange Flows,,2017-01-04,22:30,-1.09B,-1.09B,,,4.99B,4.99B,
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2017-01-04,22:45,727.4,727.4,,,720.5,720.5,
NA::Sweden - Twelfth Night - Early close at 13:00::none,,Sweden - Twelfth Night - Early close at 13:00,,2017-01-05,,,,,,,,
EUR::Irish Exchequer Returns::none,EUR,Irish Exchequer Returns  (Dec),dec,2017-01-05,00:30,-1.010B,-1.012B,-1.010B,,1.521B,1.521B,1.520B
USD::All Truck Sales::none,USD,All Truck Sales  (Dec),dec,2017-01-05,02:30,11.17M,11.17M,,,10.71M,10.71M,
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2017-01-05,02:30,9.25M,9.25M,,8.70M,8.92M,8.92M,
USD::All Car Sales::none,USD,All Car Sales,,2017-01-05,04:00,7.26M,7.26M,,,7.16M,7.16M,
USD::Domestic Car Sales::none,USD,Domestic Car Sales,,2017-01-05,04:00,5.30M,5.30M,,,5.21M,5.21M,
USD::Total Vehicle Sales::none,USD,Total Vehicle Sales,,2017-01-05,04:00,18.43M,18.43M,,17.69M,17.87M,17.87M,
USD::Fed's Balance Sheet::none,USD,Fed's Balance Sheet,,2017-01-05,04:30,"4,453.10B","4,453.10B",,,"4,451.45B","4,451.45B",
USD::API Weekly Crude Oil Stock::none,USD,API Weekly Crude Oil Stock,,2017-01-05,05:35,-7.430M,-7.430M,,-1.700M,4.200M,4.200M,
AUD::AIG Services Index::none,AUD,AIG Services Index  (Dec),dec,2017-01-05,06:30,57.7,57.7,,,51.1,51.1,
JPY::Monetary Base::y/y,JPY,Monetary Base (YoY),,2017-01-05,07:50,23.1%,23.1%,,22.3%,21.5%,21.5%,
TWD::CPI::m/m,TWD,CPI (MoM)  (Dec),dec,2017-01-05,08:30,-0.11%,-0.11%,,,0.29%,0.29%,
TWD::CPI::y/y,TWD,CPI (YoY)  (Dec),dec,2017-01-05,08:30,1.70%,1.70%,,2.11%,1.97%,1.97%,
TWD::Wholesale Prices::m/m,TWD,Wholesale Prices (MoM)  (Dec),dec,2017-01-05,08:30,1.41%,1.41%,,,-0.28%,-0.28%,
PHP::CPI::m/m,PHP,CPI (MoM)  (Dec),dec,2017-01-05,09:00,0.3%,0.3%,,,0.6%,0.6%,
PHP::CPI::y/y,PHP,CPI (YoY)  (Dec),dec,2017-01-05,09:00,2.6%,2.6%,,2.6%,2.5%,2.5%,
PHP::Core CPI::y/y,PHP,Core CPI (YoY)  (Dec),dec,2017-01-05,09:00,2.5%,2.5%,,,2.4%,2.4%,
THB::Consumer Confidence::none,THB,Consumer Confidence  (Dec),dec,2017-01-05,11:30,73.7,73.7,,,72.3,72.3,
JPY::10-Year JGB Auction::none,JPY,10-Year JGB Auction,,2017-01-05,11:45,0.056%,0.056%,,,0.032%,0.032%,
EUR::Dutch CPI::y/y,EUR,Dutch CPI (YoY)  (Dec),dec,2017-01-05,13:30,1.0%,1.0%,,,0.6%,0.6%,
RON::PPI::y/y,RON,PPI (YoY)  (Nov),nov,2017-01-05,15:00,-0.20%,-0.20%,,,-0.50%,-0.50%,
HUF::Quarterly Unemployment Rate::none,HUF,Quarterly Unemployment Rate  (Nov),nov,2017-01-05,16:00,4.5%,4.5%,,,4.7%,4.7%,
DKK::Unemployment Rate::none,DKK,Unemployment Rate  (Nov),nov,2017-01-05,16:00,3.4%,3.4%,,,3.4%,3.4%,
EUR::Austrian Wholesale Prices n.s.a::m/m,EUR,Austrian Wholesale Prices n.s.a (MoM)  (Dec),dec,2017-01-05,16:00,2.2%,2.2%,,,-0.4%,-0.4%,
EUR::Austrian Wholesale Prices n.s.a::y/y,EUR,Austrian Wholesale Prices n.s.a (YoY)  (Dec),dec,2017-01-05,16:00,4.3%,4.3%,,,-0.2%,-0.2%,
CHF::CPI::m/m,CHF,CPI (MoM)  (Dec),dec,2017-01-05,16:15,-0.1%,-0.1%,,-0.1%,-0.2%,-0.2%,
CHF::CPI::y/y,CHF,CPI (YoY)  (Dec),dec,2017-01-05,16:15,0.0%,0.0%,,0.0%,-0.3%,-0.3%,
EUR::Italian Public Deficit::none,EUR,Italian Public Deficit  (Q3),q3,2017-01-05,17:00,2.1%,2.3%,2.1%,,0.2%,0.2%,
EUR::Spanish 10-Year Obligacion Auction::none,EUR,Spanish 10-Year Obligacion Auction,,2017-01-05,17:50,1.450%,1.450%,,,1.423%,1.423%,
EUR::Spanish 30-Year Obligacion Auction::none,EUR,Spanish 30-Year Obligacion Auction,,2017-01-05,17:50,2.761%,2.761%,,,2.569%,2.569%,
EUR::Spanish 5-Year Bonos Auction::none,EUR,Spanish 5-Year Bonos Auction,,2017-01-05,17:50,0.271%,0.271%,,,0.207%,0.207%,
EUR::PPI::m/m,EUR,PPI (MoM)  (Nov),nov,2017-01-05,18:00,0.3%,0.3%,,0.1%,0.8%,0.8%,
EUR::PPI::y/y,EUR,PPI (YoY)  (Nov),nov,2017-01-05,18:00,0.1%,0.1%,,-0.1%,-0.4%,-0.4%,
EUR::French 10-Year OAT Auction::none,EUR,French 10-Year OAT Auction,,2017-01-05,18:00,0.78%,0.78%,,,0.46%,0.46%,
EUR::French 30-Year OAT Auction::none,EUR,French 30-Year OAT Auction,,2017-01-05,18:00,1.76%,1.76%,,,1.01%,1.01%,
GBP::20-Year Treasury Gilt Auction::none,GBP,20-Year Treasury Gilt Auction,,2017-01-05,18:35,1.970%,1.223%,1.970%,,1.811%,1.811%,3.004%
BRL::Industrial Production::m/m,BRL,Industrial Production (MoM)  (Nov),nov,2017-01-05,19:00,0.2%,0.4%,0.2%,2.0%,-1.2%,-1.2%,-1.1%
BRL::Industrial Production::y/y,BRL,Industrial Production (YoY)  (Nov),nov,2017-01-05,19:00,-1.1%,-1.2%,-1.1%,0.5%,-7.3%,-7.3%,
EUR::Irish Retail Sales::m/m,EUR,Irish Retail Sales (MoM)  (Nov),nov,2017-01-05,19:00,0.9%,0.9%,,,-0.3%,-0.3%,
EUR::Irish Retail Sales::y/y,EUR,Irish Retail Sales (YoY)  (Nov),nov,2017-01-05,19:00,4.3%,4.3%,,,4.1%,4.1%,
CLP::Economic Activity::y/y,CLP,Economic Activity (YoY),,2017-01-05,19:30,0.8%,-0.4%,0.8%,0.8%,-0.4%,-0.4%,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2017-01-05,20:30,33.6K,33.6K,,,26.9K,26.9K,
USD::Challenger Job Cuts::y/y,USD,Challenger Job Cuts (YoY),,2017-01-05,20:30,42.4%,42.4%,,,-13.0%,-13.0%,
ILS::FX Reserve - USD::none,ILS,FX Reserve - USD  (Dec),dec,2017-01-05,21:00,98.361B,105.142B,98.361B,,97.127B,97.127B,
PLN::FX Reserves (EUR)::none,PLN,FX Reserves (EUR)  (Dec),dec,2017-01-05,21:00,108.00B,108.00B,,,104.10B,104.10B,
USD::ADP Nonfarm Employment Change::none,USD,ADP Nonfarm Employment Change  (Dec),dec,2017-01-05,21:15,153K,151K,153K,170K,215K,215K,216K
BRL::Auto Production::m/m,BRL,Auto Production (MoM)  (Dec),dec,2017-01-05,21:20,-7.1%,-7.1%,,,2.3%,2.3%,22.4%
BRL::Auto Sales::m/m,BRL,Auto Sales (MoM)  (Dec),dec,2017-01-05,21:20,14.7%,14.7%,,,-0.6%,-0.6%,12.0%
CAD::IPPI::m/m,CAD,IPPI (MoM)  (Nov),nov,2017-01-05,21:30,0.3%,0.4%,0.3%,0.2%,0.7%,0.7%,
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Nov),nov,2017-01-05,21:30,1.4%,1.5%,1.4%,,0.8%,0.8%,
CAD::RMPI::m/m,CAD,RMPI (MoM)  (Nov),nov,2017-01-05,21:30,-2.0%,-1.6%,-2.0%,-1.5%,3.3%,3.3%,
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Nov),nov,2017-01-05,21:30,4.1%,4.4%,4.1%,,1.5%,1.5%,
USD::Continuing Jobless Claims::none,USD,Continuing Jobless Claims,,2017-01-05,21:30,"2,112K","2,116K","2,112K","2,051K","2,096K","2,096K","2,102K"
USD::Initial Jobless Claims::none,USD,Initial Jobless Claims,,2017-01-05,21:30,235K,237K,235K,260K,263K,263K,265K
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.,,2017-01-05,21:30,256.75K,258.25K,256.75K,,262.50K,262.50K,263.00K
USD::Bloomberg Consumer Confidence::none,USD,Bloomberg Consumer Confidence,,2017-01-05,22:50,45.5,45.5,,,46.0,46.0,
USD::ISM Non-Manufacturing Business Activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2017-01-05,23:00,61.4,60.9,61.4,61.0,61.7,61.7,
USD::ISM Non-Manufacturing Employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2017-01-05,23:00,53.8,52.7,53.8,,58.2,58.2,
USD::ISM Non-Manufacturing New Orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2017-01-05,23:00,61.6,60.7,61.6,,57.0,57.0,
USD::ISM Non-Manufacturing PMI::none,USD,ISM Non-Manufacturing PMI  (Dec),dec,2017-01-05,23:00,57.2,56.6,57.2,56.6,57.2,57.2,
USD::ISM Non-Manufacturing Prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2017-01-05,23:00,57.0,56.1,57.0,,56.3,56.3,
USD::Natural Gas Storage::none,USD,Natural Gas Storage,,2017-01-05,23:30,-49B,-49B,,-82B,-237B,-237B,
NA::Austria - Epiphany Day::none,,Austria - Epiphany Day,,2017-01-06,All Day,,,,,,,
