EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
PEN::CPI::m/m,PEN,CPI (MoM)  (Dec),dec,2022-01-03,12:55,0.78%,0.78%,,,0.36%,0.36%,
TRY::CPI::m/m,TRY,CPI (MoM),,2022-01-03,15:00,13.58%,13.58%,,9.00%,3.51%,3.51%,
TRY::CPI::y/y,TRY,CPI (YoY),,2022-01-03,15:00,36.08%,36.08%,,30.60%,21.31%,21.31%,
TRY::PPI::m/m,TRY,PPI (MoM),,2022-01-03,15:00,19.08%,19.08%,,,9.99%,9.99%,
TRY::PPI::y/y,TRY,PPI (YoY),,2022-01-03,15:00,79.89%,79.89%,,,54.62%,54.62%,
SEK::Manufacturing PMI::none,SEK,Manufacturing PMI  (Dec),dec,2022-01-03,15:30,62.1,62.1,,,63.1,63.1,63.3
AED::CPI::m/m,AED,CPI (MoM)  (Nov),nov,2022-01-03,15:55,0.59%,0.59%,,,0.70%,0.70%,
AED::CPI::y/y,AED,CPI (YoY)  (Nov),nov,2022-01-03,15:55,2.58%,2.58%,,,1.86%,1.86%,
EUR::Austrian Unemployment Change::none,EUR,Austrian Unemployment Change  (Dec),dec,2022-01-03,16:00,336.3K,336.3K,,,289.3K,289.3K,
EUR::Austrian Unemployment Rate::none,EUR,Austrian Unemployment Rate  (Dec),dec,2022-01-03,16:00,8.1%,8.1%,,,7.0%,7.0%,
TRY::Exports::none,TRY,Exports  (Dec),dec,2022-01-03,16:00,22.27B,22.27B,,,21.50B,21.50B,
HUF::Manufacturing PMI::none,HUF,Manufacturing PMI  (Dec),dec,2022-01-03,16:00,64.8,65.5,64.8,,52.2,52.2,
HKD::Retail Sales::y/y,HKD,Retail Sales (YoY)  (Nov),nov,2022-01-03,16:30,7.1%,7.1%,,,12.0%,12.0%,
CHF::Manufacturing PMI::none,CHF,Manufacturing PMI  (Dec),dec,2022-01-03,16:30,62.7,62.7,,61.0,62.5,62.5,
NOK::Manufacturing PMI::none,NOK,Manufacturing PMI  (Dec),dec,2022-01-03,17:00,58.0,57.5,58.0,58.0,63.9,63.9,63.7
BHD::M2 Money Supply::none,BHD,M2 Money Supply,,2022-01-03,18:00,4.70%,4.70%,,,4.81%,4.81%,
BHD::Private Sector Credit::y/y,BHD,Private Sector Credit (YoY),,2022-01-03,18:00,5.00%,5.00%,,,3.56%,3.56%,
EUR::German 6-Month Bubill Auction::none,EUR,German 6-Month Bubill Auction,,2022-01-03,18:30,-0.623%,-0.623%,,,-0.710%,-0.710%,
EUR::Latvian Industrial Production::m/m,EUR,Latvian Industrial Production (MoM)  (Nov),nov,2022-01-03,19:00,0.3%,0.2%,0.3%,,-1.5%,-1.5%,
EUR::Latvian Industrial Production::y/y,EUR,Latvian Industrial Production (YoY)  (Nov),nov,2022-01-03,19:00,1.1%,1.0%,1.1%,,2.4%,2.4%,
EUR::Portuguese CPI::m/m,EUR,Portuguese CPI (MoM)  (Dec),dec,2022-01-03,19:00,0.0%,0.4%,0.0%,,0.4%,0.4%,1.2%
EUR::Portuguese CPI::y/y,EUR,Portuguese CPI (YoY),,2022-01-03,19:00,2.9%,2.6%,2.9%,,2.6%,2.6%,
BRL::BCB Focus Market Readout::none,BRL,BCB Focus Market Readout,,2022-01-03,19:25,,,,,,,
CLP::Economic Activity::y/y,CLP,Economic Activity (YoY)  (Nov),nov,2022-01-03,19:30,14.3%,14.3%,,,15.0%,15.0%,
INR::Exports (USD)::none,INR,Exports (USD)  (Dec),dec,2022-01-03,20:30,37.29B,37.29B,,,37.29B,37.29B,30.04B
INR::Imports (USD)::none,INR,Imports (USD),,2022-01-03,20:30,59.27B,59.27B,,,52.94B,52.94B,
INR::Trade Balance::none,INR,Trade Balance,,2022-01-03,20:30,21.99B,-21.99B,21.99B,,22.91B,22.91B,-22.91B
CLP::Unemployment Rate::none,CLP,Unemployment Rate  (Nov),nov,2022-01-03,21:00,7.5%,7.5%,,,8.1%,8.1%,
ILS::Interest Rate Decision::none,ILS,Interest Rate Decision  (Jan),jan,2022-01-03,22:00,0.10%,0.10%,,0.10%,0.10%,0.10%,
EUR::French 12-Month BTF Auction::none,EUR,French 12-Month BTF Auction,,2022-01-03,22:00,-0.635%,-0.635%,,,-0.644%,-0.644%,
EUR::French 3-Month BTF Auction::none,EUR,French 3-Month BTF Auction,,2022-01-03,22:00,-0.667%,-0.667%,,,-0.764%,-0.764%,
EUR::French 6-Month BTF Auction::none,EUR,French 6-Month BTF Auction,,2022-01-03,22:00,-0.640%,-0.640%,,,-0.675%,-0.675%,
USD::Construction Spending::m/m,USD,Construction Spending (MoM)  (Nov),nov,2022-01-03,23:00,0.4%,0.6%,0.4%,0.6%,0.4%,0.4%,0.2%
NA::Montenegro - New Year's Day::none,,Montenegro - New Year's Day,,2022-01-04,All Day,,,,,,,
NA::New Zealand - New Year's Day::none,,New Zealand - New Year's Day,,2022-01-04,All Day,,,,,,,
USD::3-Month Bill Auction::none,USD,3-Month Bill Auction,,2022-01-04,00:30,0.090%,0.090%,,,0.085%,0.085%,
USD::6-Month Bill Auction::none,USD,6-Month Bill Auction,,2022-01-04,00:30,0.220%,0.220%,,,0.210%,0.210%,
BRL::Trade Balance::none,BRL,Trade Balance  (Dec),dec,2022-01-04,02:00,4.00B,4.00B,,-1.20B,-1.30B,-1.30B,
AUD::CFTC AUD speculative net positions::none,AUD,CFTC AUD speculative net positions,,2022-01-04,04:30,-81.7K,-81.7K,,,-80.4K,-80.4K,
USD::CFTC Aluminium speculative net positions::none,USD,CFTC Aluminium speculative net positions,,2022-01-04,04:30,2.4K,2.4K,,,2.4K,2.4K,
BRL::CFTC BRL speculative net positions::none,BRL,CFTC BRL speculative net positions,,2022-01-04,04:30,-5.3K,-5.3K,,,-6.5K,-6.5K,
CAD::CFTC CAD speculative net positions::none,CAD,CFTC CAD speculative net positions,,2022-01-04,04:30,-10.3K,-10.3K,,,-9.9K,-9.9K,
CHF::CFTC CHF speculative net positions::none,CHF,CFTC CHF speculative net positions,,2022-01-04,04:30,-10.7K,-10.7K,,,-9.2K,-9.2K,
USD::CFTC Copper speculative net positions::none,USD,CFTC Copper speculative net positions,,2022-01-04,04:30,14.4K,14.4K,,,4.4K,4.4K,
USD::CFTC Corn speculative net positions::none,USD,CFTC Corn speculative net positions,,2022-01-04,04:30,458.2K,458.2K,,,445.3K,445.3K,
USD::CFTC Crude Oil speculative net positions::none,USD,CFTC Crude Oil speculative net positions,,2022-01-04,04:30,338.4K,338.4K,,,340.3K,340.3K,
EUR::CFTC EUR speculative net positions::none,EUR,CFTC EUR speculative net positions,,2022-01-04,04:30,-6.6K,-6.6K,,,-10.2K,-10.2K,
GBP::CFTC GBP speculative net positions::none,GBP,CFTC GBP speculative net positions,,2022-01-04,04:30,-50.7K,-50.7K,,,-57.7K,-57.7K,
USD::CFTC Gold speculative net positions::none,USD,CFTC Gold speculative net positions,,2022-01-04,04:30,213.2K,213.2K,,,205.8K,205.8K,
JPY::CFTC JPY speculative net positions::none,JPY,CFTC JPY speculative net positions,,2022-01-04,04:30,-53.1K,-53.1K,,,-53.1K,-53.1K,-52.3K
MXN::CFTC MXN speculative net positions::none,MXN,CFTC MXN speculative net positions,,2022-01-04,04:30,-9.0K,-9.0K,,,-4.8K,-4.8K,
NZD::CFTC NZD speculative net positions::none,NZD,CFTC NZD speculative net positions,,2022-01-04,04:30,-8.4K,-8.4K,,,-6.1K,-6.1K,
USD::CFTC Nasdaq 100 speculative net positions::none,USD,CFTC Nasdaq 100 speculative net positions,,2022-01-04,04:30,14.1K,14.1K,,,25.4K,25.4K,
USD::CFTC Natural Gas speculative net positions::none,USD,CFTC Natural Gas speculative net positions,,2022-01-04,04:30,-146.2K,-146.2K,,,-141.2K,-141.2K,
RUB::CFTC RUB speculative positions::none,RUB,CFTC RUB speculative positions,,2022-01-04,04:30,8.5K,8.5K,,,8.6K,8.6K,13.8K
USD::CFTC S&P 500 speculative net positions::none,USD,CFTC S&P 500 speculative net positions,,2022-01-04,04:30,103.3K,103.3K,,,136.4K,136.4K,
USD::CFTC Silver speculative net positions::none,USD,CFTC Silver speculative net positions,,2022-01-04,04:30,26.5K,26.5K,,,20.9K,20.9K,
USD::CFTC Soybeans speculative net positions::none,USD,CFTC Soybeans speculative net positions,,2022-01-04,04:30,125.3K,125.3K,,,102.9K,102.9K,
USD::CFTC Wheat speculative net positions::none,USD,CFTC Wheat speculative net positions,,2022-01-04,04:30,5.9K,5.9K,,,9.1K,9.1K,
GBP::BRC Shop Price Index::y/y,GBP,BRC Shop Price Index (YoY),,2022-01-04,08:00,0.8%,0.8%,,,0.3%,0.3%,
NZD::NZD/USD Index::none,NZD,NZD/USD Index,,2022-01-04,12:30,49.3%,49.3%,,,49.4%,49.4%,
CAD::USD/CAD Index::none,CAD,USD/CAD Index,,2022-01-04,12:30,40.8%,40.8%,,,37.5%,37.5%,
AUD::AUD/USD Index::none,AUD,AUD/USD Index,,2022-01-04,13:30,31.2%,31.2%,,,27.6%,27.6%,
AUD::Commodity Prices::y/y,AUD,Commodity Prices (YoY),,2022-01-04,13:30,25.7%,28.7%,25.7%,,36.7%,36.7%,36.2%
EUR::EUR/USD Index::none,EUR,EUR/USD Index,,2022-01-04,13:30,46.1%,46.1%,,,47.3%,47.3%,
GBP::GBP/USD Index::none,GBP,GBP/USD Index,,2022-01-04,13:30,32.2%,32.2%,,,34.4%,34.4%,
USD::Gold Index::none,USD,Gold Index,,2022-01-04,13:30,59.7%,59.7%,,,55.5%,55.5%,
CHF::USD/CHF Index::none,CHF,USD/CHF Index,,2022-01-04,13:30,42.4%,42.4%,,,49.0%,49.0%,
JPY::USD/JPY Index::none,JPY,USD/JPY Index,,2022-01-04,13:30,41.9%,41.9%,,,42.5%,42.5%,
EUR::German Retail Sales::m/m,EUR,German Retail Sales (MoM)  (Nov),nov,2022-01-04,15:00,0.6%,0.8%,0.6%,-0.5%,0.5%,0.5%,-0.3%
EUR::German Retail Sales::y/y,EUR,German Retail Sales (YoY)  (Nov),nov,2022-01-04,15:00,-2.9%,0.5%,-2.9%,-4.9%,-2.0%,-2.0%,-2.9%
RON::PPI::y/y,RON,PPI (YoY)  (Nov),nov,2022-01-04,15:00,32.21%,32.21%,,,26.84%,26.84%,
CHF::CPI::m/m,CHF,CPI (MoM)  (Dec),dec,2022-01-04,15:30,-0.1%,-0.1%,,-0.1%,0.3%,0.3%,0.0%
CHF::CPI::y/y,CHF,CPI (YoY)  (Dec),dec,2022-01-04,15:30,1.5%,1.5%,,1.6%,1.5%,1.5%,
EUR::French CPI::m/m,EUR,French CPI (MoM),,2022-01-04,15:45,0.2%,0.4%,0.2%,,0.4%,0.4%,
EUR::French CPI::y/y,EUR,French CPI (YoY),,2022-01-04,15:45,2.8%,2.8%,,2.8%,2.8%,2.8%,
EUR::French HICP::m/m,EUR,French HICP (MoM),,2022-01-04,15:45,0.2%,0.4%,0.2%,0.4%,0.4%,0.4%,
EUR::French HICP::y/y,EUR,French HICP (YoY),,2022-01-04,15:45,3.4%,3.4%,,3.5%,3.4%,3.4%,
HUF::Gross Wages::y/y,HUF,Gross Wages (YoY)  (Oct),oct,2022-01-04,16:00,8.7%,8.7%,,,9.2%,9.2%,
EUR::Spanish Unemployment Change::none,EUR,Spanish Unemployment Change,,2022-01-04,16:00,-76.8K,-76.8K,,,-74.4K,-74.4K,
EUR::German Unemployment::none,EUR,German Unemployment  (Dec),dec,2022-01-04,16:55,2.405M,2.393M,2.405M,,2.428M,2.428M,
EUR::German Unemployment Change::none,EUR,German Unemployment Change  (Dec),dec,2022-01-04,16:55,-23K,-29K,-23K,-15K,-34K,-34K,
EUR::German Unemployment Rate::none,EUR,German Unemployment Rate  (Dec),dec,2022-01-04,16:55,5.2%,5.2%,,5.3%,5.3%,5.3%,
EUR::German Unemployment n.s.a.::none,EUR,German Unemployment n.s.a.  (Dec),dec,2022-01-04,16:55,2.330M,2.330M,,,2.317M,2.317M,
BHD::CPI::m/m,BHD,CPI (MoM)  (Dec),dec,2022-01-04,17:25,-0.20%,-0.20%,,,0.10%,0.10%,
BHD::CPI::y/y,BHD,CPI (YoY)  (Dec),dec,2022-01-04,17:25,0.70%,0.70%,,,0.70%,0.70%,
GBP::BoE Consumer Credit::none,GBP,BoE Consumer Credit  (Nov),nov,2022-01-04,17:30,1.233B,0.999B,1.233B,0.800B,0.828B,0.828B,0.706B
GBP::M4 Money Supply::m/m,GBP,M4 Money Supply (MoM)  (Nov),nov,2022-01-04,17:30,0.7%,0.7%,,,0.6%,0.6%,
GBP::Mortgage Approvals::none,GBP,Mortgage Approvals  (Nov),nov,2022-01-04,17:30,66.96K,67.86K,66.96K,65.40K,67.10K,67.10K,67.20K
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Nov),nov,2022-01-04,17:30,3.69B,3.78B,3.69B,3.55B,1.15B,1.15B,1.60B
GBP::Net Lending to Individuals::none,GBP,Net Lending to Individuals,,2022-01-04,17:30,4.9B,4.9B,,3.9B,2.0B,2.0B,2.3B
USD::OPEC Meeting::none,USD,OPEC Meeting,,2022-01-04,18:00,,,,,,,
EUR::German 2-Year Schatz Auction::none,EUR,German 2-Year Schatz Auction,,2022-01-04,18:30,-0.620%,-0.620%,,,-0.710%,-0.710%,
EUR::Portuguese Business Confidence::none,EUR,Portuguese Business Confidence  (Dec),dec,2022-01-04,19:00,2.0,2.0,,,1.9,1.9,
EUR::Portuguese Consumer Confidence::none,EUR,Portuguese Consumer Confidence  (Dec),dec,2022-01-04,19:00,-16.40,-16.40,,,-13.30,-13.30,
BHD::GDP::q/q,BHD,GDP (QoQ)  (Q3),q3,2022-01-04,19:30,-0.10%,-0.10%,,,3.50%,3.50%,
BHD::GDP::y/y,BHD,GDP (YoY)  (Q3),q3,2022-01-04,19:30,2.10%,2.10%,,,5.70%,5.70%,
SGD::S&P Global Manufacturing PMI::none,SGD,S&P Global Manufacturing PMI  (Dec),dec,2022-01-04,21:00,50.7,50.7,,,50.6,50.6,
CAD::IPPI::m/m,CAD,IPPI (MoM)  (Nov),nov,2022-01-04,21:30,0.8%,0.1%,0.8%,0.8%,1.6%,1.6%,1.3%
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Nov),nov,2022-01-04,21:30,18.1%,17.1%,18.1%,,16.7%,16.7%,
CAD::RMPI::m/m,CAD,RMPI (MoM)  (Nov),nov,2022-01-04,21:30,-1.0%,-0.1%,-1.0%,,4.8%,4.8%,
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Nov),nov,2022-01-04,21:30,36.2%,37.6%,36.2%,,38.5%,38.5%,38.4%
USD::Redbook::y/y,USD,Redbook (YoY),,2022-01-04,21:55,18.8%,18.8%,,,21.4%,21.4%,
USD::JOLTS Job Openings::none,USD,JOLTS Job Openings  (Nov),nov,2022-01-04,23:00,10.562M,10.775M,10.562M,11.075M,11.091M,11.091M,11.033M
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2022-01-04,23:00,54.2,53.9,54.2,53.5,53.3,53.3,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2022-01-04,23:00,60.4,61.0,60.4,,61.5,61.5,
USD::ISM Manufacturing PMI::none,USD,ISM Manufacturing PMI  (Dec),dec,2022-01-04,23:00,58.7,58.8,58.7,60.0,61.1,61.1,
USD::ISM Manufacturing Prices::none,USD,ISM Manufacturing Prices  (Dec),dec,2022-01-04,23:00,68.2,68.2,,79.5,82.4,82.4,
PLN::Interest Rate Decision::none,PLN,Interest Rate Decision  (Jan),jan,2022-01-04,23:00,2.25%,2.25%,,2.25%,1.75%,1.75%,
USD::FOMC Member Kashkari Speaks::none,USD,FOMC Member Kashkari Speaks,,2022-01-04,23:00,,,,,,,
NZD::GlobalDairyTrade Price Index::none,NZD,GlobalDairyTrade Price Index,,2022-01-04,23:00,0.3%,0.3%,,,-1.5%,-1.5%,
NA::Montenegro - New Year's Day::none,,Montenegro - New Year's Day,,2022-01-05,All Day,,,,,,,
NA::Sweden - Epiphany Day - Early close at 13:00::none,,Sweden - Epiphany Day - Early close at 13:00,,2022-01-05,,,,,,,,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2022-01-05,05:00,463.12B,463.12B,,,463.91B,463.91B,
USD::API Weekly Crude Oil Stock::none,USD,API Weekly Crude Oil Stock,,2022-01-05,05:30,-6.432M,-6.432M,,-3.400M,-3.090M,-3.090M,
USD::Total Vehicle Sales::none,USD,Total Vehicle Sales,,2022-01-05,07:00,12.40M,12.40M,,,12.86M,12.86M,12.90M
JPY::Monetary Base::y/y,JPY,Monetary Base (YoY),,2022-01-05,07:50,8.3%,8.3%,,9.5%,9.3%,9.3%,
AUD::ANZ Job Advertisements::m/m,AUD,ANZ Job Advertisements (MoM),,2022-01-05,08:30,-5.5%,-5.8%,-5.5%,,9.9%,9.9%,7.4%
AUD::RBA Chart Pack Release::none,AUD,RBA Chart Pack Release,,2022-01-05,08:30,,,,,,,
PHP::CPI::m/m,PHP,CPI (MoM)  (Dec),dec,2022-01-05,09:00,0.3%,0.3%,,0.7%,0.7%,0.7%,
PHP::CPI::y/y,PHP,CPI (YoY)  (Dec),dec,2022-01-05,09:00,3.6%,3.2%,3.6%,3.8%,4.2%,4.2%,
PHP::Core CPI::y/y,PHP,Core CPI (YoY)  (Dec),dec,2022-01-05,09:00,3.0%,3.0%,,3.2%,3.3%,3.3%,
JPY::10-Year JGB Auction::none,JPY,10-Year JGB Auction,,2022-01-05,11:35,0.096%,0.096%,,,0.060%,0.060%,
THB::CPI::y/y,THB,CPI (YoY)  (Dec),dec,2022-01-05,12:00,2.17%,2.17%,,2.56%,2.71%,2.71%,
THB::Core CPI::y/y,THB,Core CPI (YoY)  (Dec),dec,2022-01-05,12:00,0.29%,0.29%,,0.30%,0.29%,0.29%,
SGD::Retail Sales::m/m,SGD,Retail Sales (MoM)  (Nov),nov,2022-01-05,13:00,2.5%,2.8%,2.5%,,0.7%,0.7%,
SGD::Retail Sales::y/y,SGD,Retail Sales (YoY)  (Nov),nov,2022-01-05,13:00,1.9%,2.2%,1.9%,,7.5%,7.5%,
JPY::Household Confidence::none,JPY,Household Confidence  (Dec),dec,2022-01-05,13:00,39.1,39.1,,39.8,39.2,39.2,
SEK::Services PMI::m/m,SEK,Services PMI (MoM)  (Dec),dec,2022-01-05,15:30,67.3,67.4,67.3,,68.7,68.7,
EUR::French Consumer Confidence::none,EUR,French Consumer Confidence  (Dec),dec,2022-01-05,15:45,100,100,,97,98,98,99
HUF::Quarterly Unemployment Rate::none,HUF,Quarterly Unemployment Rate  (Nov),nov,2022-01-05,16:00,3.6%,3.6%,,,3.8%,3.8%,
EUR::Austrian Wholesale Prices n.s.a::m/m,EUR,Austrian Wholesale Prices n.s.a (MoM)  (Dec),dec,2022-01-05,16:00,-0.5%,-0.5%,,,1.0%,1.0%,
EUR::Austrian Wholesale Prices n.s.a::y/y,EUR,Austrian Wholesale Prices n.s.a (YoY)  (Dec),dec,2022-01-05,16:00,15.0%,15.0%,,,16.6%,16.6%,
TWD::FX Reserves USD::none,TWD,FX Reserves USD  (Dec),dec,2022-01-05,16:20,548.41B,548.41B,,,547.33B,547.33B,
EGP::Foreign Reserves (USD)::none,EGP,Foreign Reserves (USD)  (Dec),dec,2022-01-05,17:40,40.94B,40.94B,,,40.91B,40.91B,
NOK::House Price Index::y/y,NOK,House Price Index (YoY)  (Dec),dec,2022-01-05,18:00,5.20%,5.20%,,,6.60%,6.60%,
EUR::Italian CPI::m/m,EUR,Italian CPI (MoM)  (Dec),dec,2022-01-05,18:00,0.4%,0.4%,,,0.6%,0.6%,
EUR::Italian CPI::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2022-01-05,18:00,3.9%,3.9%,,3.9%,3.7%,3.7%,
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2022-01-05,18:00,0.5%,0.5%,,0.4%,0.7%,0.7%,
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2022-01-05,18:00,4.2%,4.2%,,4.2%,3.9%,3.9%,
EUR::Spanish 15-Year Obligacion Auction::none,EUR,Spanish 15-Year Obligacion Auction,,2022-01-05,18:15,1.042%,1.042%,,,0.942%,0.942%,
EUR::Spanish 3-Year Bonos Auction::none,EUR,Spanish 3-Year Bonos Auction,,2022-01-05,18:15,-0.392%,-0.392%,,,-0.513%,-0.513%,-0.510%
EUR::Spanish 7-Year Obligacion Auction::none,EUR,Spanish 7-Year Obligacion Auction,,2022-01-05,18:15,0.122%,0.122%,,,-0.025%,-0.025%,0.044%
EUR::German 10-Year Bund Auction::none,EUR,German 10-Year Bund Auction,,2022-01-05,18:30,-0.090%,-0.090%,,,-0.380%,-0.380%,
EUR::Spanish Consumer Confidence::none,EUR,Spanish Consumer Confidence,,2022-01-05,19:00,81.3,81.3,,,84.6,84.6,
BRL::Brazilian PPI::m/m,BRL,Brazilian PPI (MoM)  (Nov),nov,2022-01-05,20:00,1.31%,1.46%,1.31%,,2.16%,2.16%,
MXN::Consumer Confidence::none,MXN,Consumer Confidence,,2022-01-05,20:00,44.5,44.4,44.5,,46.0,46.0,45.8
MXN::Consumer Confidence n.s.a.::none,MXN,Consumer Confidence n.s.a.,,2022-01-05,20:00,44.9,44.9,,,45.9,45.9,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate,,2022-01-05,20:00,3.33%,3.33%,,,3.31%,3.31%,3.27%
USD::MBA Mortgage Applications::w/w,USD,MBA Mortgage Applications (WoW),,2022-01-05,20:00,-5.6%,-5.6%,,,3.2%,3.2%,-0.6%
USD::MBA Purchase Index::none,USD,MBA Purchase Index,,2022-01-05,20:00,277.3,277.3,,,308.7,308.7,287.5
USD::Mortgage Market Index::none,USD,Mortgage Market Index,,2022-01-05,20:00,572.8,572.8,,,588.4,588.4,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index,,2022-01-05,20:00,"2,351.3","2,351.3",,,"2,411.3","2,411.3","2,402.7"
PLN::FX Reserves (EUR)::none,PLN,FX Reserves (EUR)  (Dec),dec,2022-01-05,21:00,146.58B,146.58B,,,146.72B,146.72B,
