EventId,Date,Time,Period,Actual,Forecast,Previous
USD::NFIB Small Business Optimism::none,2011-01-01,17:00,dec,92.60,,93.20
GBP::Nationwide HPI::y/y,2011-01-01,17:00,dec,0.10%,,0.20%
USD::New Home Sales::m/m,2011-01-01,17:00,dec,13.60%,,-1.40%
USD::Overall Net Capital Flow::none,2011-01-01,17:00,dec,59.40B,,30.00B
KRW::PPI::m/m,2011-01-01,17:00,dec,0.90%,,0.40%
SEK::PPI::m/m,2011-01-01,17:00,dec,2.23%,,0.78%
CHF::PPI::y/y,2011-01-01,17:00,dec,0.30%,,0.10%
KRW::PPI::y/y,2011-01-01,17:00,dec,5.70%,,5.20%
SEK::PPI::y/y,2011-01-01,17:00,dec,4.29%,,2.19%
USD::PPI::y/y,2011-01-01,17:00,dec,2.80%,,
GBP::PPI Input::y/y,2011-01-01,17:00,dec,12.10%,,8.90%
GBP::PPI Output::y/y,2011-01-01,17:00,dec,3.40%,,3.00%
CAD::Part Time Employment Change::none,2011-01-01,17:00,dec,-18.60K,,20.90K
CAD::Participation Rate::none,2011-01-01,17:00,dec,66.70%,,66.60%
USD::Pending Home Sales Index::none,2011-01-01,17:00,dec,88.80,,88.30
USD::Philly Fed Business Conditions::none,2011-01-01,17:00,dec,47.10,,47.40
USD::Philly Fed CAPEX Index::none,2011-01-01,17:00,dec,30.20,,21.30
USD::Philly Fed Employment::none,2011-01-01,17:00,dec,4.30,,10.70
USD::Philly Fed New Orders::none,2011-01-01,17:00,dec,7.40,,8.70
USD::Philly Fed Prices Paid::none,2011-01-01,17:00,dec,42.80,,34.00
GBP::Public Sector Net Cash Requirement::none,2011-01-01,17:00,dec,16.28B,,7.79B
CAD::RMPI::y/y,2011-01-01,17:00,dec,16.00%,,9.00%
GBP::RPI::m/m,2011-01-01,17:00,dec,0.70%,,0.40%
USD::Real Earnings::m/m,2011-01-01,17:00,dec,0.00%,,-0.50%
USD::Real Personal Consumption::m/m,2011-01-01,17:00,dec,0.10%,,0.40%
USD::Redbook::m/m,2011-01-01,17:00,dec,0.25%,,0.21%
USD::Redbook::y/y,2011-01-01,17:00,dec,3.63%,,3.23%
USD::Retail Control::m/m,2011-01-01,17:00,dec,0.10%,,1.00%
MXN::Retail Sales::m/m,2011-01-01,17:00,dec,2.34%,,-2.74%
SEK::Retail Sales::m/m,2011-01-01,17:00,dec,-1.20%,,0.10%
GBP::Retail Sales::y/y,2011-01-01,17:00,dec,1.00%,,1.10%
SEK::Retail Sales::y/y,2011-01-01,17:00,dec,2.40%,,5.00%
USD::Retail Sales Ex Gas/Autos::m/m,2011-01-01,17:00,dec,0.10%,,0.80%
USD::Richmond Manufacturing Shipments::none,2011-01-01,17:00,dec,26.00,,8.00
USD::Richmond Services Index::none,2011-01-01,17:00,dec,17.00,,4.00
USD::S&P/CS HPI Composite - 20 n.s.a.::m/m,2011-01-01,17:00,dec,-1.00%,,-1.00%
USD::S&P/CS HPI Composite - 20 s.a.::m/m,2011-01-01,17:00,dec,-0.20%,,-0.20%
KRW::Service Sector Output::m/m,2011-01-01,17:00,dec,1.40%,,0.70%
SEK::Services PMI::m/m,2011-01-01,17:00,dec,65.70,,64.70
USD::TIC Net Long-Term Transactions including Swaps::none,2011-01-01,17:00,dec,40.50B,,64.30B
USD::Texas Services Sector Outlook::none,2011-01-01,17:00,dec,18.00,,15.40
SEK::Trade Balance::none,2011-01-01,17:00,dec,8.50B,,9.50B
MXN::Trade Balance (USD)::none,2011-01-01,17:00,dec,0.11B,,0.21B
GBP::Trade Balance Non-EU::none,2011-01-01,17:00,dec,-5.64B,,-4.74B
"USD::US Foreign Buying, T-bonds::none",2011-01-01,17:00,dec,53.00B,,60.70B
MXN::Unemployment Rate::none,2011-01-01,17:00,dec,5.44%,,5.29%
SEK::Unemployment Rate::none,2011-01-01,17:00,dec,7.60%,,7.40%
CHF::Unemployment Rate n.s.a.::none,2011-01-01,17:00,dec,3.40%,,3.30%
NA::Australia - New Year's Day::none,2011-01-03,All Day,,,,
NA::Japan - Bank Holiday::none,2011-01-03,All Day,,,,
NA::United Kingdom - New Year's Day::none,2011-01-03,All Day,,,,
CHF::Manufacturing PMI::none,2011-01-03,16:30,,59.6,62.1,62.7
IDR::Trade Balance::none,2011-01-03,19:00,,2.27B,2.20B,2.28B
USD::Global Semiconductor Sales::m/m,2011-01-03,20:00,,-0.9%,,-0.5%
MYR::Trade Balance::none,2011-01-03,20:00,,9.00B,7.00B,6.85B
INR::Trade Balance::none,2011-01-03,20:40,,-8.9B,-9.5B,-9.7B
USD::Construction Spending::m/m,2011-01-03,23:00,,0.4%,0.2%,0.7%
USD::ISM Manufacturing PMI::none,2011-01-03,23:00,,57.0,57.3,56.6
USD::ISM Manufacturing Prices::none,2011-01-03,23:00,,72.5,71.9,69.5
BRL::Trade Balance::none,2011-01-04,04:00,,5.37B,,0.31B
VND::Trade Balance::none,2011-01-04,04:00,,"-1,400.00M","-1,100.00M","-1,300.00M"
AUD::AIG Manufacturing Index::none,2011-01-04,06:30,,46.3,,47.6
AUD::Commodity Prices::y/y,2011-01-04,13:30,,47.7%,,45.7%
EUR::French Consumer Confidence::none,2011-01-04,15:45,,86,83,89
EUR::German Unemployment Change::none,2011-01-04,16:55,,3K,-14K,-8K
EUR::German Unemployment Rate::none,2011-01-04,16:55,,7.5%,7.5%,7.5%
GBP::M4 Money Supply::m/m,2011-01-04,17:30,,-0.8%,0.4%,0.7%
GBP::Mortgage Approvals::none,2011-01-04,17:30,,48K,47K,45K
GBP::Net Lending to Individuals::none,2011-01-04,17:30,,0.7B,0.9B,1.5B
EUR::CPI::y/y,2011-01-04,18:00,,2.2%,2.0%,1.9%
EUR::Italian CPI::m/m,2011-01-04,18:00,,0.4%,0.2%,0.0%
USD::Factory Orders::m/m,2011-01-04,23:00,,0.7%,-0.4%,-0.7%
NZD::GlobalDairyTrade Price Index::none,2011-01-05,04:00,,5.80%,,2.30%
USD::Bloomberg Consumer Confidence::none,2011-01-05,06:00,,27.5,,28
USD::Total Vehicle Sales::none,2011-01-05,06:00,,12.60M,12.30M,12.30M
JPY::Monetary Base::y/y,2011-01-05,07:50,,7.0%,7.9%,7.6%
AUD::HIA New Home Sales::m/m,2011-01-05,08:00,,-0.2%,,6.1%
TWD::CPI::y/y,2011-01-05,16:00,,1.20%,1.90%,1.50%
EUR::Spanish Industrial Production::y/y,2011-01-05,16:00,,2.3%,-1.0%,-1.9%
RUB::CPI::m/m,2011-01-05,18:00,,1.0%,,0.8%
EUR::Industrial New Orders::m/m,2011-01-05,18:00,,1.4%,1.6%,-4.2%
EUR::PPI::m/m,2011-01-05,18:00,,0.3%,0.3%,0.4%
BRL::Industrial Production::y/y,2011-01-05,19:00,,4.3%,,3.6%
CLP::Economic Activity::y/y,2011-01-05,19:30,,6.2%,,4.8%
USD::MBA Mortgage Applications::w/w,2011-01-05,20:00,,-3.9%,,-18.6%
USD::Challenger Job Cuts::y/y,2011-01-05,20:30,,-29.0%,,-3.3%
USD::ADP Nonfarm Employment Change::none,2011-01-05,21:15,,297K,100K,92K
CAD::IPPI::m/m,2011-01-05,21:30,,0.5%,0.5%,0.5%
CAD::RMPI::m/m,2011-01-05,21:30,,3.5%,2.2%,2.1%
USD::ISM Non-Manufacturing PMI::none,2011-01-05,23:00,,57.1,55.7,55.0
USD::Crude Oil Inventories::none,2011-01-05,23:30,,-4.200M,-1.400M,-1.300M
USD::Gasoline Inventories::none,2011-01-05,23:30,,3.300M,0.500M,-2.300M
NA::Austria - Epiphany Day::none,2011-01-06,All Day,,,,
NA::Finland - Epiphany Day::none,2011-01-06,All Day,,,,
NA::Lebanon - Armenian Christmas Day::none,2011-01-06,All Day,,,,
NA::Sweden - Epiphany Day::none,2011-01-06,All Day,,,,
USD::Fed's Balance Sheet::none,2011-01-06,04:30,,"2,436.06B",,"2,420.57B"
AUD::AIG Services Index::none,2011-01-06,06:30,,46.4,,46.2
AUD::Building Approvals::m/m,2011-01-06,08:30,,-4.2%,-3.5%,8.3%
CHF::CPI::m/m,2011-01-06,16:15,,0.0%,-0.2%,0.2%
EUR::Business and Consumer Survey::none,2011-01-06,18:00,,106.2,106.5,105.3
EUR::Retail Sales::m/m,2011-01-06,18:00,,-0.8%,0.3%,0.0%
EUR::German Factory Orders::m/m,2011-01-06,19:00,,5.2%,1.1%,1.6%
USD::Continuing Jobless Claims::none,2011-01-06,21:30,,"4,103K","4,070K","4,150K"
USD::Initial Jobless Claims::none,2011-01-06,21:30,,409K,405K,391K
UAH::CPI::m/m,2011-01-06,22:30,,0.8%,0.1%,0.3%
COP::CPI::y/y,2011-01-06,22:30,,3.20%,,2.60%
CAD::Ivey PMI::none,2011-01-06,23:00,,50.0,52.7,57.5
USD::Natural Gas Storage::none,2011-01-06,23:30,,-135B,-135B,-136B
VEF::CPI::y/y,2011-01-07,01:00,,27.4%,,26.9%
PEN::Interest Rate Decision::none,2011-01-07,07:00,,3.25%,3.00%,3.00%
CHF::Unemployment Rate s.a.::none,2011-01-07,14:45,,3.6%,3.6%,3.6%
EUR::German Retail Sales::m/m,2011-01-07,15:00,,-2.4%,1.1%,0.1%
EUR::German Trade Balance::none,2011-01-07,15:00,,11.8B,14.5B,14.3B
EUR::French Trade Balance::none,2011-01-07,15:45,,-3.9B,-3.7B,-3.7B
TWD::Trade Balance::none,2011-01-07,16:00,,1.60B,0.90B,0.41B
EUR::Italian Monthly Unemployment Rate::none,2011-01-07,17:00,,8.7%,8.6%,8.7%
EUR::GDP::q/q,2011-01-07,18:00,,0.3%,0.4%,0.4%
EUR::Unemployment Rate::none,2011-01-07,18:00,,10.1%,10.1%,10.1%
CLP::CPI::m/m,2011-01-07,19:00,,0.1%,,0.1%
BRL::CPI::y/y,2011-01-07,19:00,,5.40%,,5.60%
EUR::German Industrial Production::m/m,2011-01-07,19:00,,-0.7%,-0.1%,3.0%
CLP::Trade Balance::none,2011-01-07,19:30,,2.40B,,1.60B
CAD::Employment Change::none,2011-01-07,20:00,,22.0K,20.3K,15.2K
CAD::Unemployment Rate::none,2011-01-07,20:00,,7.6%,7.7%,7.6%
USD::U6 Unemployment Rate::none,2011-01-07,21:30,dec,16.60%,,16.90%
USD::Average Hourly Earnings::m/m,2011-01-07,21:30,,0.1%,0.1%,0.0%
USD::Average Weekly Hours::none,2011-01-07,21:30,,34.3,34.3,34.3
USD::Nonfarm Payrolls::none,2011-01-07,21:30,,103K,150K,71K
USD::Private Nonfarm Payrolls::none,2011-01-07,21:30,,113K,162K,79K
USD::Unemployment Rate::none,2011-01-07,21:30,,9.4%,9.7%,9.8%
USD::Fed Chairman Bernanke Testifies::none,2011-01-07,22:30,,,,
MXN::CPI::y/y,2011-01-07,23:00,,4.40%,,4.30%
USD::U.S. Baker Hughes Oil Rig Count::none,2011-01-08,01:00,,777,,765
USD::Consumer Credit::none,2011-01-08,04:00,,1.30B,-2.50B,7.00B
AUD::CFTC AUD speculative net positions::none,2011-01-08,04:30,,62.5K,,64.3K
CAD::CFTC CAD speculative net positions::none,2011-01-08,04:30,,38.3K,,34.8K
CHF::CFTC CHF speculative net positions::none,2011-01-08,04:30,,13.0K,,14.0K
USD::CFTC Crude Oil speculative net positions::none,2011-01-08,04:30,,149.5k,,162.6k
EUR::CFTC EUR speculative net positions::none,2011-01-08,04:30,,-24.2K,,-26.5K
GBP::CFTC GBP speculative net positions::none,2011-01-08,04:30,,-14.1K,,-13.1K
USD::CFTC Gold speculative net positions::none,2011-01-08,04:30,,202.3K,,215.8K
JPY::CFTC JPY speculative net positions::none,2011-01-08,04:30,,39.1K,,29.6K
MXN::CFTC MXN speculative net positions::none,2011-01-08,04:30,,74.3K,,82.2K
NZD::CFTC NZD speculative net positions::none,2011-01-08,04:30,,10.7K,,8.1K
RUB::CFTC RUB speculative positions::none,2011-01-08,04:30,,7.2K,,6.0K
USD::CFTC Silver speculative net positions::none,2011-01-08,04:30,,30.0K,,32.1K
NA::Japan - Coming of Age (Adults') Day::none,2011-01-10,All Day,,,,
NZD::Trade Balance::m/m,2011-01-10,05:45,,-186M,-151M,-224M
AUD::AIG Construction Index::none,2011-01-10,06:30,,43.8,,42.2
AUD::Retail Sales::m/m,2011-01-10,08:30,,0.3%,0.3%,-0.8%
CNY::Trade Balance (USD)::none,2011-01-10,11:00,,13.10B,24.00B,22.90B
MYR::Industrial Production::y/y,2011-01-10,12:00,,5.1%,2.8%,3.1%
EUR::French Industrial Production::m/m,2011-01-10,15:45,,2.3%,0.8%,-0.8%
CZK::CPI::m/m,2011-01-10,16:00,,0.5%,0.3%,0.2%
GBP::Halifax House Price Index::m/m,2011-01-10,16:00,,-1.3%,-0.3%,-0.2%
CHF::Retail Sales::y/y,2011-01-10,16:15,,2.5%,0.9%,3.5%
GBP::Construction Output::m/m,2011-01-10,17:30,nov,-0.30%,,-1.20%
EUR::Sentix Investor Confidence::none,2011-01-10,17:30,,10.6,11.8,9.7
CAD::Building Permits::m/m,2011-01-10,21:30,,-11.2%,0.8%,-6.2%
MXN::Economic Activity::y/y,2011-01-10,22:00,,4.30%,3.50%,5.00%
NA::Morocco - Proclamation of Independence::none,2011-01-11,All Day,,,,
NZD::NZIER Business Confidence::none,2011-01-11,05:00,,8,,6
NZD::Building Consents::m/m,2011-01-11,05:45,,8.8%,,-1.8%
GBP::BRC Retail Sales Monitor::y/y,2011-01-11,08:00,,-0.3%,,0.7%
AUD::ANZ Job Advertisements::m/m,2011-01-11,08:30,,2.00%,,3.00%
AUD::Trade Balance::none,2011-01-11,08:30,,1.93B,2.05B,2.56B
CNY::M2 Money Stock::y/y,2011-01-11,10:00,,19.7%,19.2%,19.5%
JPY::Leading Index::none,2011-01-11,13:00,,101.0,100.9,97.2
CAD::Housing Starts::none,2011-01-11,21:15,,172.00K,178.00K,198.00K
MXN::Industrial Production::y/y,2011-01-11,23:00,,5.3%,2.5%,3.5%
USD::Wholesale Inventories::m/m,2011-01-11,23:00,,-0.2%,1.3%,1.7%
USD::Bloomberg Consumer Confidence::none,2011-01-12,06:00,,30,,27.5
KRW::Unemployment Rate::none,2011-01-12,07:00,,3.6%,3.4%,3.2%
JPY::Adjusted Current Account::none,2011-01-12,07:50,,1.15T,0.99T,1.46T
JPY::Bank Lending::y/y,2011-01-12,07:50,,-1.9%,,-2.0%
JPY::M2 Money Stock::y/y,2011-01-12,07:50,,2.3%,2.6%,2.6%
GBP::BRC Shop Price Index::y/y,2011-01-12,08:00,,2.1%,,2.0%
AUD::Home Loans::m/m,2011-01-12,08:30,,2.5%,-1.0%,2.2%
JPY::Economy Watchers Current Index::none,2011-01-12,13:00,,45.1,44.9,43.6
INR::Industrial Production::y/y,2011-01-12,13:30,,2.7%,7.8%,11.3%
THB::Interest Rate Decision::none,2011-01-12,15:30,,2.25%,2.25%,2.00%
EUR::French Government Budget Balance::none,2011-01-12,15:45,,-140.7B,,-133.1B
EUR::Italian Industrial Production::m/m,2011-01-12,17:00,,1.1%,0.8%,-0.1%
GBP::Trade Balance::none,2011-01-12,17:30,,-8.7B,-8.2B,-8.6B
