EventId,Cur,Event,Period,Date,Time,ActualRaw,ActualEffective,ActualRevisedFrom,Forecast,PreviousRaw,Previous,PreviousRevisedFrom
KRW::CPI::y/y,KRW,CPI (YoY)  (Dec),dec,2009-01-01,17:00,4.10%,4.10%,,,4.50%,4.50%,
MXN::CPI::y/y,MXN,CPI (YoY)  (Dec),dec,2009-01-01,17:00,6.53%,6.53%,,,6.23%,6.23%,
SEK::CPI::y/y,SEK,CPI (YoY)  (Dec),dec,2009-01-01,17:00,0.90%,0.90%,,,2.50%,2.50%,
"USD::CPI Index, n.s.a.::none",USD,"CPI Index, n.s.a.  (Dec)",dec,2009-01-01,17:00,210.23,210.23,,,212.42,212.42,
SEK::CPIF (CPI at constant interest rates)::m/m,SEK,CPIF (CPI at constant interest rates) (MoM)  (Dec),dec,2009-01-01,17:00,-0.10%,-0.10%,,,-0.40%,-0.40%,
SEK::CPIF (CPI at constant interest rates)::y/y,SEK,CPIF (CPI at constant interest rates) (YoY)  (Dec),dec,2009-01-01,17:00,1.60%,1.60%,,,1.80%,1.80%,
INR::Cash Reserve Ratio::none,INR,Cash Reserve Ratio  (Dec),dec,2009-01-01,17:00,5.50%,5.50%,,,5.63%,5.63%,
USD::Chain Store Sales::m/m,USD,Chain Store Sales (MoM)  (Dec),dec,2009-01-01,17:00,-2.00%,-2.00%,,,-2.70%,-2.70%,
USD::Chain Store Sales::w/w,USD,Chain Store Sales (WoW)  (Dec),dec,2009-01-01,17:00,0.38%,0.38%,,,-0.38%,-0.38%,
USD::Chain Store Sales::y/y,USD,Chain Store Sales (YoY)  (Dec),dec,2009-01-01,17:00,-0.63%,-0.63%,,,0.20%,0.20%,
USD::Challenger Job Cuts::none,USD,Challenger Job Cuts  (Dec),dec,2009-01-01,17:00,166.35K,166.35K,,,181.67K,181.67K,
USD::Chicago Fed National Activity::none,USD,Chicago Fed National Activity  (Dec),dec,2009-01-01,17:00,-4.17,-4.17,,,-3.55,-3.55,
USD::Cleveland CPI::m/m,USD,Cleveland CPI (MoM)  (Dec),dec,2009-01-01,17:00,0.00%,0.00%,,,0.20%,0.20%,
KRW::Consumer Confidence::none,KRW,Consumer Confidence  (Dec),dec,2009-01-01,17:00,74.00,74.00,,,78.00,78.00,
MXN::Consumer Confidence::none,MXN,Consumer Confidence  (Dec),dec,2009-01-01,17:00,82.90,82.90,,,86.00,86.00,
SEK::Consumer Confidence::none,SEK,Consumer Confidence  (Dec),dec,2009-01-01,17:00,76.10,76.10,,,71.80,71.80,
MXN::Consumer Confidence n.s.a.::none,MXN,Consumer Confidence n.s.a.  (Dec),dec,2009-01-01,17:00,84.10,84.10,,,83.90,83.90,
USD::Continuing Jobless Claims::none,USD,Continuing Jobless Claims  (Dec),dec,2009-01-01,17:00,"4,544.39K","4,544.39K",,,"4,138.75K","4,138.75K",
MXN::Core CPI::m/m,MXN,Core CPI (MoM)  (Dec),dec,2009-01-01,17:00,0.57%,0.57%,,,0.46%,0.46%,
CAD::Core CPI::y/y,CAD,Core CPI (YoY)  (Dec),dec,2009-01-01,17:00,2.40%,2.40%,,,2.40%,2.40%,
USD::Core CPI Index::none,USD,Core CPI Index  (Dec),dec,2009-01-01,17:00,216.92,216.92,,,216.95,216.95,
USD::Core PCE Price Index::y/y,USD,Core PCE Price Index (YoY)  (Dec),dec,2009-01-01,17:00,1.40%,1.40%,,,1.70%,1.70%,
GBP::Core PPI Output::m/m,GBP,Core PPI Output (MoM)  (Dec),dec,2009-01-01,17:00,0.00%,0.00%,,,0.20%,0.20%,
GBP::Core PPI Output::y/y,GBP,Core PPI Output (YoY)  (Dec),dec,2009-01-01,17:00,4.80%,4.80%,,,5.00%,5.00%,
GBP::Core RPI::m/m,GBP,Core RPI (MoM)  (Dec),dec,2009-01-01,17:00,-0.50%,-0.50%,,,-0.40%,-0.40%,
GBP::Core RPI::y/y,GBP,Core RPI (YoY)  (Dec),dec,2009-01-01,17:00,2.80%,2.80%,,,3.90%,3.90%,
GBP::Core Retail Sales::m/m,GBP,Core Retail Sales (MoM)  (Dec),dec,2009-01-01,17:00,0.90%,0.90%,,,0.30%,0.30%,
GBP::Core Retail Sales::y/y,GBP,Core Retail Sales (YoY)  (Dec),dec,2009-01-01,17:00,1.40%,1.40%,,,-0.20%,-0.20%,
INR::Cumulative Industrial Production::none,INR,Cumulative Industrial Production  (Dec),dec,2009-01-01,17:00,3.60%,3.60%,,,4.10%,4.10%,
KRW::Current Account::none,KRW,Current Account  (Dec),dec,2009-01-01,17:00,7.66B,7.66B,,,1.32B,1.32B,
USD::Dallas Fed Mfg Business Index::none,USD,Dallas Fed Mfg Business Index  (Dec),dec,2009-01-01,17:00,-57.40,-57.40,,,-54.10,-54.10,
USD::Dallas Fed PCE::none,USD,Dallas Fed PCE  (Dec),dec,2009-01-01,17:00,1.10%,1.10%,,,2.30%,2.30%,
USD::Dallas Fed Services Revenues::none,USD,Dallas Fed Services Revenues  (Dec),dec,2009-01-01,17:00,-18.50,-18.50,,,-16.10,-16.10,
INR::Deposit Growth::none,INR,Deposit Growth  (Dec),dec,2009-01-01,17:00,21.10%,21.10%,,,20.34%,20.34%,20.38%
USD::Domestic Truck Sales::none,USD,Domestic Truck Sales  (Dec),dec,2009-01-01,17:00,4.07M,4.07M,,,4.22M,4.22M,
USD::Durables Excluding Defense::m/m,USD,Durables Excluding Defense (MoM)  (Dec),dec,2009-01-01,17:00,-4.90%,-9.90%,-4.90%,,-4.30%,-4.30%,-0.90%
USD::EIA Weekly Distillates Stocks::none,USD,EIA Weekly Distillates Stocks  (Dec),dec,2009-01-01,17:00,2.64M,2.64M,,,-0.72M,-0.72M,
MXN::Economic Activity::m/m,MXN,Economic Activity (MoM)  (Dec),dec,2009-01-01,17:00,-1.51%,-1.51%,,,-1.23%,-1.23%,
MXN::Economic Activity::y/y,MXN,Economic Activity (YoY)  (Dec),dec,2009-01-01,17:00,-1.59%,-1.59%,,,-1.76%,-1.76%,
USD::Existing Home Sales::m/m,USD,Existing Home Sales (MoM)  (Dec),dec,2009-01-01,17:00,6.40%,6.40%,,,-7.80%,-7.80%,
USD::Export Price Index::m/m,USD,Export Price Index (MoM)  (Dec),dec,2009-01-01,17:00,-2.20%,-2.20%,,,-3.20%,-3.20%,
KRW::Export Price Index::y/y,KRW,Export Price Index (YoY)  (Dec),dec,2009-01-01,17:00,25.00%,25.00%,,,31.50%,31.50%,
CAD::Exports::none,CAD,Exports  (Dec),dec,2009-01-01,17:00,33.78B,33.78B,,,38.29B,38.29B,
INR::Exports (USD)::none,INR,Exports (USD)  (Dec),dec,2009-01-01,17:00,13.37B,13.37B,,,11.16B,11.16B,19.03B
KRW::Exports::y/y,KRW,Exports (YoY)  (Dec),dec,2009-01-01,17:00,-17.90%,-17.90%,,,-19.50%,-19.50%,
KRW::FX Reserves - USD::none,KRW,FX Reserves - USD  (Dec),dec,2009-01-01,17:00,201.22B,201.22B,,,200.51B,200.51B,
"INR::FX Reserves, USD::none",INR,"FX Reserves, USD  (Dec)",dec,2009-01-01,17:00,255.24B,255.24B,,,247.69B,247.69B,305.47B
USD::Factory orders ex transportation::m/m,USD,Factory orders ex transportation (MoM)  (Dec),dec,2009-01-01,17:00,-6.80%,-6.80%,,,-6.30%,-6.30%,
INR::Federal Fiscal Deficit::none,INR,Federal Fiscal Deficit  (Dec),dec,2009-01-01,17:00,"2,182.62B","2,182.62B",,,"1,765.10B","1,765.10B","1,159.80B"
MXN::Fiscal Balance::none,MXN,Fiscal Balance  (Dec),dec,2009-01-01,17:00,-239.68B,-239.68B,,,13.51B,13.51B,
CAD::Foreign Securities Purchases by Canadians::none,CAD,Foreign Securities Purchases by Canadians  (Dec),dec,2009-01-01,17:00,-5.75B,-5.75B,,,-2.54B,-2.54B,
CAD::Full Employment Change::none,CAD,Full Employment Change  (Dec),dec,2009-01-01,17:00,-68.10K,-68.10K,,,-86.70K,-86.70K,
USD::Gasoline Inventories::none,USD,Gasoline Inventories  (Dec),dec,2009-01-01,17:00,2.43M,2.43M,,,0.71M,0.71M,
USD::Goods Orders Non Defense Ex Air::m/m,USD,Goods Orders Non Defense Ex Air (MoM)  (Dec),dec,2009-01-01,17:00,-2.80%,-2.80%,,,4.70%,4.70%,
USD::Government Payrolls::none,USD,Government Payrolls  (Dec),dec,2009-01-01,17:00,-4.00K,-4.00K,,,11.00K,11.00K,
MXN::Gross Fixed Investments::m/m,MXN,Gross Fixed Investments (MoM)  (Dec),dec,2009-01-01,17:00,-1.98%,-1.98%,,,-2.93%,-2.93%,
MXN::Gross Fixed Investments::y/y,MXN,Gross Fixed Investments (YoY)  (Dec),dec,2009-01-01,17:00,-3.09%,-3.09%,,,-4.60%,-4.60%,
GBP::Halifax House Price Index::y/y,GBP,Halifax House Price Index (YoY)  (Dec),dec,2009-01-01,17:00,-16.20%,-16.20%,,,-14.90%,-14.90%,
USD::House Price Index::none,USD,House Price Index  (Dec),dec,2009-01-01,17:00,195.90,195.90,,,196.10,196.10,
USD::House Price Index::y/y,USD,House Price Index (YoY)  (Dec),dec,2009-01-01,17:00,-10.20%,-10.20%,,,-10.50%,-10.50%,
SEK::Household Lending Growth::y/y,SEK,Household Lending Growth (YoY)  (Dec),dec,2009-01-01,17:00,8.93%,8.93%,,,9.05%,9.05%,
USD::Housing Starts::m/m,USD,Housing Starts (MoM)  (Dec),dec,2009-01-01,17:00,-14.10%,-14.10%,,,-16.10%,-16.10%,
CAD::IPPI::y/y,CAD,IPPI (YoY)  (Dec),dec,2009-01-01,17:00,2.00%,2.00%,,,5.80%,5.80%,
USD::ISM Manufacturing Employment::none,USD,ISM Manufacturing Employment  (Dec),dec,2009-01-01,17:00,29.90,29.90,,,34.40,34.40,
USD::ISM Manufacturing New Orders Index::none,USD,ISM Manufacturing New Orders Index  (Dec),dec,2009-01-01,17:00,23.20,23.20,,,27.60,27.60,
USD::ISM Non-Manufacturing Business Activity::none,USD,ISM Non-Manufacturing Business Activity  (Dec),dec,2009-01-01,17:00,38.30,38.30,,,34.20,34.20,
USD::ISM Non-Manufacturing Employment::none,USD,ISM Non-Manufacturing Employment  (Dec),dec,2009-01-01,17:00,34.90,34.90,,,31.50,31.50,
USD::ISM Non-Manufacturing New Orders::none,USD,ISM Non-Manufacturing New Orders  (Dec),dec,2009-01-01,17:00,38.70,38.70,,,35.30,35.30,
USD::ISM Non-Manufacturing Prices::none,USD,ISM Non-Manufacturing Prices  (Dec),dec,2009-01-01,17:00,36.80,36.80,,,37.30,37.30,
USD::ISM-New York Index::none,USD,ISM-New York Index  (Dec),dec,2009-01-01,17:00,388.00,388.00,,,390.30,390.30,
KRW::Import Price Index::y/y,KRW,Import Price Index (YoY)  (Dec),dec,2009-01-01,17:00,22.40%,22.40%,,,32.00%,32.00%,
CAD::Imports::none,CAD,Imports  (Dec),dec,2009-01-01,17:00,35.48B,35.48B,,,37.90B,37.90B,
INR::Imports (USD)::none,INR,Imports (USD)  (Dec),dec,2009-01-01,17:00,19.46B,25.00B,19.46B,,23.49B,23.49B,31.63B
KRW::Imports::y/y,KRW,Imports (YoY)  (Dec),dec,2009-01-01,17:00,-21.60%,-21.60%,,,-15.00%,-15.00%,
SEK::Industrial New Orders::y/y,SEK,Industrial New Orders (YoY)  (Dec),dec,2009-01-01,17:00,-27.18%,-27.18%,,,-21.82%,-21.82%,
KRW::Industrial Production::m/m,KRW,Industrial Production (MoM)  (Dec),dec,2009-01-01,17:00,-10.50%,-10.50%,,,-10.70%,-10.70%,
MXN::Industrial Production::m/m,MXN,Industrial Production (MoM)  (Dec),dec,2009-01-01,17:00,-1.15%,-1.15%,,,-1.46%,-1.46%,
SEK::Industrial Production::m/m,SEK,Industrial Production (MoM)  (Dec),dec,2009-01-01,17:00,-7.20%,-7.20%,,,-3.30%,-3.30%,
GBP::Industrial Production::y/y,GBP,Industrial Production (YoY)  (Dec),dec,2009-01-01,17:00,-8.40%,-8.40%,,,-7.70%,-7.70%,
KRW::Industrial Production::y/y,KRW,Industrial Production (YoY)  (Dec),dec,2009-01-01,17:00,-18.40%,-18.40%,,,-13.60%,-13.60%,
MXN::Industrial Production::y/y,MXN,Industrial Production (YoY)  (Dec),dec,2009-01-01,17:00,-3.66%,-3.66%,,,-2.97%,-2.97%,
SEK::Industrial Production::y/y,SEK,Industrial Production (YoY)  (Dec),dec,2009-01-01,17:00,-19.50%,-19.50%,,,-12.30%,-12.30%,
KRW::Interest Rate Decision::none,KRW,Interest Rate Decision  (Dec),dec,2009-01-01,17:00,3.00%,3.00%,,,4.00%,4.00%,
MXN::Interest Rate Decision::none,MXN,Interest Rate Decision  (Dec),dec,2009-01-01,17:00,8.25%,8.25%,,,8.25%,8.25%,
SEK::Interest Rate Decision::none,SEK,Interest Rate Decision  (Dec),dec,2009-01-01,17:00,2.23%,2.23%,,,3.75%,3.75%,
EUR::Italian Business Confidence::none,EUR,Italian Business Confidence  (Dec),dec,2009-01-01,17:00,77.30,77.30,,,83.40,83.40,
EUR::Italian CPI::y/y,EUR,Italian CPI (YoY)  (Dec),dec,2009-01-01,17:00,2.20%,2.20%,,,2.70%,2.70%,
EUR::Italian Consumer Confidence::none,EUR,Italian Consumer Confidence  (Dec),dec,2009-01-01,17:00,93.00,93.00,,,92.90,92.90,
EUR::Italian HICP::m/m,EUR,Italian HICP (MoM)  (Dec),dec,2009-01-01,17:00,-0.10%,-0.20%,-0.10%,,-0.40%,-0.40%,-0.50%
EUR::Italian HICP::y/y,EUR,Italian HICP (YoY)  (Dec),dec,2009-01-01,17:00,2.40%,2.30%,2.40%,,2.80%,2.80%,2.70%
EUR::Italian Industrial New Orders::m/m,EUR,Italian Industrial New Orders (MoM)  (Dec),dec,2009-01-01,17:00,-4.89%,-4.89%,,,-12.55%,-12.55%,
EUR::Italian Industrial New Orders::y/y,EUR,Italian Industrial New Orders (YoY)  (Dec),dec,2009-01-01,17:00,-20.02%,-20.02%,,,-28.15%,-28.15%,
EUR::Italian Industrial Production::y/y,EUR,Italian Industrial Production (YoY)  (Dec),dec,2009-01-01,17:00,-14.50%,-14.50%,,,-9.60%,-9.60%,
EUR::Italian Industrial Sales::m/m,EUR,Italian Industrial Sales (MoM)  (Dec),dec,2009-01-01,17:00,-3.68%,-3.68%,,,-6.16%,-6.16%,
EUR::Italian Industrial Sales::y/y,EUR,Italian Industrial Sales (YoY)  (Dec),dec,2009-01-01,17:00,-7.76%,-7.76%,,,-13.21%,-13.21%,
EUR::Italian Monthly Unemployment Rate::none,EUR,Italian Monthly Unemployment Rate  (Dec),dec,2009-01-01,17:00,6.80%,6.80%,,,6.90%,6.90%,
EUR::Italian PPI::m/m,EUR,Italian PPI (MoM)  (Dec),dec,2009-01-01,17:00,-1.70%,-1.70%,,,-1.90%,-1.90%,
EUR::Italian PPI::y/y,EUR,Italian PPI (YoY)  (Dec),dec,2009-01-01,17:00,-0.60%,-0.60%,,,1.20%,1.20%,
EUR::Italian Retail Sales::y/y,EUR,Italian Retail Sales (YoY)  (Dec),dec,2009-01-01,17:00,-2.70%,-2.70%,,,-2.27%,-2.27%,
EUR::Italian Trade Balance EU::none,EUR,Italian Trade Balance EU  (Dec),dec,2009-01-01,17:00,-0.47B,-0.47B,,,-1.31B,-1.31B,
EUR::Italian Trade Balance Non-EU::none,EUR,Italian Trade Balance Non-EU  (Dec),dec,2009-01-01,17:00,-0.01B,-0.01B,,,-1.26B,-1.26B,
EUR::Italian Wage Inflation::m/m,EUR,Italian Wage Inflation (MoM)  (Dec),dec,2009-01-01,17:00,0.31%,0.31%,,,0.11%,0.11%,
EUR::Italian Wage Inflation::y/y,EUR,Italian Wage Inflation (YoY)  (Dec),dec,2009-01-01,17:00,3.90%,3.90%,,,3.70%,3.70%,
CAD::Ivey PMI n.s.a::none,CAD,Ivey PMI n.s.a  (Dec),dec,2009-01-01,17:00,39.10,39.10,,,40.20,40.20,
USD::JOLTS Job Openings::none,USD,JOLTS Job Openings  (Dec),dec,2009-01-01,17:00,3.05M,3.05M,,,3.06M,3.06M,
USD::Jobless Claims 4-Week Avg.::none,USD,Jobless Claims 4-Week Avg.  (Dec),dec,2009-01-01,17:00,553.55K,553.55K,,,509.81K,509.81K,
USD::KC Fed Composite Index::none,USD,KC Fed Composite Index  (Dec),dec,2009-01-01,17:00,-19.00,-19.00,,,-23.00,-23.00,
USD::KC Fed Manufacturing Index::none,USD,KC Fed Manufacturing Index  (Dec),dec,2009-01-01,17:00,-19.00,-19.00,,,-31.00,-31.00,
CHF::KOF Leading Indicators::none,CHF,KOF Leading Indicators  (Dec),dec,2009-01-01,17:00,69.90,69.90,,,71.40,71.40,
KRW::M2 Money supply::none,KRW,M2 Money supply  (Dec),dec,2009-01-01,17:00,10.10%,10.10%,,,11.10%,11.10%,
USD::MBA 30-Year Mortgage Rate::none,USD,MBA 30-Year Mortgage Rate  (Dec),dec,2009-01-01,17:00,5.16%,5.16%,,,5.97%,5.97%,
USD::MBA Purchase Index::none,USD,MBA Purchase Index  (Dec),dec,2009-01-01,17:00,310.79,310.79,,,288.90,288.90,
KRW::Manufacturing BSI Index::none,KRW,Manufacturing BSI Index  (Dec),dec,2009-01-01,17:00,53.00,53.00,,,66.00,66.00,
SEK::Manufacturing Confidence::none,SEK,Manufacturing Confidence  (Dec),dec,2009-01-01,17:00,-34.00,-34.00,,,-25.00,-25.00,
SEK::Manufacturing PMI::none,SEK,Manufacturing PMI  (Dec),dec,2009-01-01,17:00,32.70,32.70,,,33.10,33.10,
USD::Manufacturing Payrolls::none,USD,Manufacturing Payrolls  (Dec),dec,2009-01-01,17:00,-184.00K,-184.00K,,,-113.00K,-113.00K,
USD::Manufacturing Production::m/m,USD,Manufacturing Production (MoM)  (Dec),dec,2009-01-01,17:00,-3.40%,-3.40%,,,-2.40%,-2.40%,
GBP::Manufacturing Production::y/y,GBP,Manufacturing Production (YoY)  (Dec),dec,2009-01-01,17:00,-9.30%,-9.30%,,,-8.00%,-8.00%,
USD::Michigan 1-Year Inflation Expectations::none,USD,Michigan 1-Year Inflation Expectations  (Dec),dec,2009-01-01,17:00,1.70%,1.70%,,,2.90%,2.90%,
USD::Michigan 5-Year Inflation Expectations::none,USD,Michigan 5-Year Inflation Expectations  (Dec),dec,2009-01-01,17:00,2.60%,2.70%,2.60%,,2.90%,2.90%,
USD::Michigan Consumer Expectations::none,USD,Michigan Consumer Expectations  (Dec),dec,2009-01-01,17:00,52.40,54.00,52.40,,53.90,53.90,55.70
USD::Michigan Current Conditions::none,USD,Michigan Current Conditions  (Dec),dec,2009-01-01,17:00,69.50,69.40,69.50,,61.40,61.40,57.50
USD::Midwest Manufacturing::none,USD,Midwest Manufacturing  (Dec),dec,2009-01-01,17:00,80.50,80.50,,,84.20,84.20,
GBP::Mortgage Lending::none,GBP,Mortgage Lending  (Dec),dec,2009-01-01,17:00,1.03B,1.03B,,,0.50B,0.50B,
USD::Mortgage Market Index::none,USD,Mortgage Market Index  (Dec),dec,2009-01-01,17:00,"1,051.41","1,051.41",,,521.43,521.43,
USD::Mortgage Refinance Index::none,USD,Mortgage Refinance Index  (Dec),dec,2009-01-01,17:00,"5,455.00","5,455.00",,,"1,896.60","1,896.60",
USD::NFIB Small Business Optimism::none,USD,NFIB Small Business Optimism  (Dec),dec,2009-01-01,17:00,85.20,85.20,,,87.80,87.80,
GBP::Nationwide HPI::y/y,GBP,Nationwide HPI (YoY)  (Dec),dec,2009-01-01,17:00,-15.90%,-15.90%,,,-13.90%,-13.90%,
USD::Natural Gas Storage::none,USD,Natural Gas Storage  (Dec),dec,2009-01-01,17:00,-110.70B,-110.70B,,,-13.50B,-13.50B,
USD::New Home Sales::m/m,USD,New Home Sales (MoM)  (Dec),dec,2009-01-01,17:00,-3.10%,-3.10%,,,-1.00%,-1.00%,
USD::Overall Net Capital Flow::none,USD,Overall Net Capital Flow  (Dec),dec,2009-01-01,17:00,80.40B,80.40B,,,78.40B,78.40B,
KRW::PPI::m/m,KRW,PPI (MoM)  (Dec),dec,2009-01-01,17:00,-1.70%,-1.70%,,,-2.30%,-2.30%,
SEK::PPI::m/m,SEK,PPI (MoM)  (Dec),dec,2009-01-01,17:00,-0.78%,-0.78%,,,0.69%,0.69%,
CHF::PPI::y/y,CHF,PPI (YoY)  (Dec),dec,2009-01-01,17:00,0.40%,0.40%,,,1.10%,1.10%,
KRW::PPI::y/y,KRW,PPI (YoY)  (Dec),dec,2009-01-01,17:00,5.50%,5.50%,,,7.80%,7.80%,
SEK::PPI::y/y,SEK,PPI (YoY)  (Dec),dec,2009-01-01,17:00,4.64%,4.64%,,,5.45%,5.45%,
GBP::PPI Input::y/y,GBP,PPI Input (YoY)  (Dec),dec,2009-01-01,17:00,3.70%,3.70%,,,8.50%,8.50%,
GBP::PPI Output::y/y,GBP,PPI Output (YoY)  (Dec),dec,2009-01-01,17:00,4.40%,4.40%,,,5.00%,5.00%,
CAD::Part Time Employment Change::none,CAD,Part Time Employment Change  (Dec),dec,2009-01-01,17:00,37.10K,37.10K,,,-34.80K,-34.80K,
CAD::Participation Rate::none,CAD,Participation Rate  (Dec),dec,2009-01-01,17:00,67.40%,67.40%,,,67.40%,67.40%,
USD::Pending Home Sales Index::none,USD,Pending Home Sales Index  (Dec),dec,2009-01-01,17:00,88.20,88.20,,,80.20,80.20,
USD::Philly Fed Business Conditions::none,USD,Philly Fed Business Conditions  (Dec),dec,2009-01-01,17:00,-1.50,-1.50,,,-3.10,-3.10,
USD::Philly Fed CAPEX Index::none,USD,Philly Fed CAPEX Index  (Dec),dec,2009-01-01,17:00,-18.30,-18.30,,,-10.80,-10.80,
USD::Philly Fed Employment::none,USD,Philly Fed Employment  (Dec),dec,2009-01-01,17:00,-30.90,-30.90,,,-26.60,-26.60,
USD::Philly Fed New Orders::none,USD,Philly Fed New Orders  (Dec),dec,2009-01-01,17:00,-29.30,-29.30,,,-31.80,-31.80,
USD::Philly Fed Prices Paid::none,USD,Philly Fed Prices Paid  (Dec),dec,2009-01-01,17:00,-28.40,-28.40,,,-20.70,-20.70,
USD::Private Nonfarm Payrolls::none,USD,Private Nonfarm Payrolls  (Dec),dec,2009-01-01,17:00,-692.00K,-692.00K,,,-776.00K,-776.00K,
GBP::Public Sector Net Cash Requirement::none,GBP,Public Sector Net Cash Requirement  (Dec),dec,2009-01-01,17:00,55.03B,55.03B,,,44.06B,44.06B,
CAD::RMPI::y/y,CAD,RMPI (YoY)  (Dec),dec,2009-01-01,17:00,-30.30%,-30.30%,,,-16.60%,-16.60%,
GBP::RPI::m/m,GBP,RPI (MoM)  (Dec),dec,2009-01-01,17:00,-1.40%,-1.40%,,,-0.80%,-0.80%,
USD::Real Earnings::m/m,USD,Real Earnings (MoM)  (Dec),dec,2009-01-01,17:00,0.50%,0.50%,,,2.00%,2.00%,
USD::Real Personal Consumption::m/m,USD,Real Personal Consumption (MoM)  (Dec),dec,2009-01-01,17:00,-0.50%,-0.50%,,,-0.20%,-0.20%,
USD::Redbook::m/m,USD,Redbook (MoM)  (Dec),dec,2009-01-01,17:00,-0.58%,-0.58%,,,-1.18%,-1.18%,
USD::Redbook::y/y,USD,Redbook (YoY)  (Dec),dec,2009-01-01,17:00,-0.95%,-0.95%,,,-0.93%,-0.93%,
USD::Retail Control::m/m,USD,Retail Control (MoM)  (Dec),dec,2009-01-01,17:00,-1.20%,-1.20%,,,-0.60%,-0.60%,
MXN::Retail Sales::m/m,MXN,Retail Sales (MoM)  (Dec),dec,2009-01-01,17:00,0.04%,0.04%,,,-0.54%,-0.54%,
SEK::Retail Sales::m/m,SEK,Retail Sales (MoM)  (Dec),dec,2009-01-01,17:00,0.20%,0.20%,,,-0.40%,-0.40%,
GBP::Retail Sales::y/y,GBP,Retail Sales (YoY)  (Dec),dec,2009-01-01,17:00,4.00%,4.00%,,,1.50%,1.50%,
SEK::Retail Sales::y/y,SEK,Retail Sales (YoY)  (Dec),dec,2009-01-01,17:00,-2.30%,-2.30%,,,-1.70%,-1.70%,
USD::Retail Sales Ex Gas/Autos::m/m,USD,Retail Sales Ex Gas/Autos (MoM)  (Dec),dec,2009-01-01,17:00,-1.10%,-1.10%,,,-1.10%,-1.10%,
USD::Richmond Manufacturing Shipments::none,USD,Richmond Manufacturing Shipments  (Dec),dec,2009-01-01,17:00,-30.00,-30.00,,,-37.00,-37.00,
USD::Richmond Services Index::none,USD,Richmond Services Index  (Dec),dec,2009-01-01,17:00,-33.00,-33.00,,,-26.00,-26.00,
USD::S&P/CS HPI Composite - 20 n.s.a.::m/m,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),dec,2009-01-01,17:00,-2.60%,-2.60%,,,-2.30%,-2.30%,
