Date,Day,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
2008-01-01,Tuesday,17:00,USD,Low,Chain Store Sales (MoM)  (Dec),0.70%,,3.50%
2008-01-01,Tuesday,17:00,USD,Low,Chain Store Sales (WoW)  (Dec),1.02%,,-0.32%
2008-01-01,Tuesday,17:00,USD,Low,Chain Store Sales (YoY)  (Dec),2.35%,,2.60%
2008-01-01,Tuesday,17:00,USD,Low,Challenger Job Cuts  (Dec),44.42K,,73.14K
2008-01-01,Tuesday,17:00,USD,Low,Chicago Fed National Activity  (Dec),-0.65,,-0.09
2008-01-01,Tuesday,17:00,USD,High,Chicago PMI  (Dec),55.90,,53.40
2008-01-01,Tuesday,17:00,GBP,Medium,Claimant Count Change  (Dec),-10.00K,,-11.10K
2008-01-01,Tuesday,17:00,USD,Low,Cleveland CPI (MoM)  (Dec),0.20%,,0.30%
2008-01-01,Tuesday,17:00,USD,Medium,Construction Spending (MoM)  (Dec),-1.60%,,-2.20%
2008-01-01,Tuesday,17:00,MXN,Low,Consumer Confidence  (Dec),103.70,,102.50
2008-01-01,Tuesday,17:00,SEK,Low,Consumer Confidence  (Dec),104.70,,106.60
2008-01-01,Tuesday,17:00,MXN,Low,Consumer Confidence n.s.a.  (Dec),105.60,,100.00
2008-01-01,Tuesday,17:00,USD,Medium,Consumer Credit  (Dec),8.53B,,15.45B
2008-01-01,Tuesday,17:00,USD,Medium,Continuing Jobless Claims  (Dec),"2,734.90K",,"2,621.77K"
2008-01-01,Tuesday,17:00,CAD,Medium,Core CPI (MoM)  (Dec),-0.30%,,0.00%
2008-01-01,Tuesday,17:00,MXN,Low,Core CPI (MoM)  (Dec),0.38%,,0.23%
2008-01-01,Tuesday,17:00,CAD,Medium,Core CPI (YoY)  (Dec),1.50%,,1.60%
2008-01-01,Tuesday,17:00,USD,Low,Core CPI Index  (Dec),213.17,,212.66
2008-01-01,Tuesday,17:00,USD,High,Core PCE Price Index (MoM)  (Dec),0.20%,,0.20%
2008-01-01,Tuesday,17:00,USD,High,Core PCE Price Index (YoY)  (Dec),2.30%,,2.30%
2008-01-01,Tuesday,17:00,GBP,Low,Core PPI Output (MoM)  (Dec),0.20%,,0.10%
2008-01-01,Tuesday,17:00,GBP,Low,Core PPI Output (YoY)  (Dec),1.60%,,1.40%
2008-01-01,Tuesday,17:00,GBP,Low,Core RPI (MoM)  (Dec),0.50%,,0.40%
2008-01-01,Tuesday,17:00,GBP,Low,Core RPI (YoY)  (Dec),3.10%,,3.20%
2008-01-01,Tuesday,17:00,GBP,Medium,Core Retail Sales (MoM)  (Dec),-0.80%,,0.40%
2008-01-01,Tuesday,17:00,USD,High,Core Retail Sales (MoM)  (Dec),-0.30%,,1.70%
2008-01-01,Tuesday,17:00,CAD,Medium,Core Retail Sales (MoM)  (Dec),0.90%,,2.00%
2008-01-01,Tuesday,17:00,GBP,Medium,Core Retail Sales (YoY)  (Dec),1.10%,,2.50%
2008-01-01,Tuesday,17:00,USD,High,Crude Oil Inventories  (Dec),-4.05M,,-1.58M
2008-01-01,Tuesday,17:00,USD,Low,Dallas Fed Mfg Business Index  (Dec),-21.60,,-10.50
2008-01-01,Tuesday,17:00,USD,Low,Dallas Fed PCE  (Dec),2.70%,,3.10%
2008-01-01,Tuesday,17:00,USD,Low,Dallas Fed Services Revenues  (Dec),18.30,,21.80
2008-01-01,Tuesday,17:00,USD,Low,Domestic Truck Sales  (Dec),6.75M,,6.73M
2008-01-01,Tuesday,17:00,USD,Low,Durables Excluding Defense (MoM)  (Dec),1.50%,,2.90%
2008-01-01,Tuesday,17:00,USD,Low,EIA Weekly Distillates Stocks  (Dec),-1.16M,,-0.68M
2008-01-01,Tuesday,17:00,MXN,Low,Economic Activity (MoM)  (Dec),0.54%,,-0.60%
2008-01-01,Tuesday,17:00,MXN,Low,Economic Activity (YoY)  (Dec),2.94%,,3.45%
2008-01-01,Tuesday,17:00,CAD,Medium,Employment Change  (Dec),3.40K,,16.40K
2008-01-01,Tuesday,17:00,USD,High,Existing Home Sales  (Dec),4.41M,,4.46M
2008-01-01,Tuesday,17:00,USD,Medium,Existing Home Sales (MoM)  (Dec),-1.10%,,0.70%
2008-01-01,Tuesday,17:00,USD,Medium,Export Price Index (MoM)  (Dec),0.50%,,0.90%
2008-01-01,Tuesday,17:00,CAD,Low,Exports  (Dec),36.04B,,37.64B
2008-01-01,Tuesday,17:00,USD,Medium,Factory Orders (MoM)  (Dec),1.90%,,3.30%
2008-01-01,Tuesday,17:00,USD,Low,Factory orders ex transportation (MoM)  (Dec),0.50%,,2.90%
2008-01-01,Tuesday,17:00,USD,Medium,Federal Budget Balance  (Dec),48.30B,,-98.20B
2008-01-01,Tuesday,17:00,MXN,Low,Fiscal Balance  (Dec),-187.29B,,3.59B
2008-01-01,Tuesday,17:00,CAD,Medium,Foreign Securities Purchases  (Dec),1.84B,,-4.68B
2008-01-01,Tuesday,17:00,CAD,Low,Foreign Securities Purchases by Canadians  (Dec),2.99B,,-2.40B
2008-01-01,Tuesday,17:00,CAD,Low,Full Employment Change  (Dec),5.30K,,14.80K
2008-01-01,Tuesday,17:00,CAD,Medium,GDP (MoM)  (Dec),-0.30%,,0.20%
2008-01-01,Tuesday,17:00,USD,Low,Gasoline Inventories  (Dec),1.97M,,1.36M
2008-01-01,Tuesday,17:00,GBP,Low,GfK Consumer Confidence  (Dec),-14.00,,-10.00
2008-01-01,Tuesday,17:00,USD,Low,Government Payrolls  (Dec),42.00K,,37.00K
2008-01-01,Tuesday,17:00,MXN,Low,Gross Fixed Investments (MoM)  (Dec),-0.04%,,0.58%
2008-01-01,Tuesday,17:00,MXN,Low,Gross Fixed Investments (YoY)  (Dec),7.23%,,9.92%
2008-01-01,Tuesday,17:00,GBP,Medium,Halifax House Price Index (MoM)  (Dec),1.00%,,-1.30%
2008-01-01,Tuesday,17:00,GBP,Medium,Halifax House Price Index (YoY)  (Dec),5.20%,,6.30%
2008-01-01,Tuesday,17:00,USD,Low,House Price Index  (Dec),218.10,,219.10
2008-01-01,Tuesday,17:00,USD,Low,House Price Index (MoM)  (Dec),-0.50%,,-0.60%
2008-01-01,Tuesday,17:00,USD,Low,House Price Index (YoY)  (Dec),-3.10%,,-2.60%
2008-01-01,Tuesday,17:00,CAD,Medium,Housing Starts  (Dec),174.80K,,235.50K
2008-01-01,Tuesday,17:00,USD,Medium,Housing Starts  (Dec),1.04M,,1.20M
2008-01-01,Tuesday,17:00,USD,Medium,Housing Starts (MoM)  (Dec),-13.40%,,-5.30%
2008-01-01,Tuesday,17:00,CAD,Low,IPPI (MoM)  (Dec),1.10%,,0.70%
2008-01-01,Tuesday,17:00,CAD,Low,IPPI (YoY)  (Dec),-0.50%,,-0.30%
2008-01-01,Tuesday,17:00,USD,Medium,ISM Manufacturing Employment  (Dec),48.60,,48.40
2008-01-01,Tuesday,17:00,USD,Low,ISM Manufacturing New Orders Index  (Dec),46.50,,52.40
2008-01-01,Tuesday,17:00,USD,High,ISM Manufacturing PMI  (Dec),49.00,,50.50
2008-01-01,Tuesday,17:00,USD,High,ISM Manufacturing Prices  (Dec),68.00,,67.50
2008-01-01,Tuesday,17:00,USD,Low,ISM Non-Manufacturing Business Activity  (Dec),53.20,,55.70
2008-01-01,Tuesday,17:00,USD,Medium,ISM Non-Manufacturing Employment  (Dec),51.80,,51.60
2008-01-01,Tuesday,17:00,USD,Low,ISM Non-Manufacturing New Orders  (Dec),52.50,,51.90
2008-01-01,Tuesday,17:00,USD,High,ISM Non-Manufacturing PMI  (Dec),52.50,,52.70
2008-01-01,Tuesday,17:00,USD,High,ISM Non-Manufacturing Prices  (Dec),73.40,,75.30
2008-01-01,Tuesday,17:00,USD,Low,ISM-New York Index  (Dec),433.30,,431.20
2008-01-01,Tuesday,17:00,USD,Medium,Import Price Index (MoM)  (Dec),-0.20%,,3.20%
2008-01-01,Tuesday,17:00,CAD,Low,Imports  (Dec),34.08B,,33.87B
2008-01-01,Tuesday,17:00,GBP,Medium,Industrial Production (MoM)  (Dec),-0.40%,,0.20%
2008-01-01,Tuesday,17:00,MXN,Low,Industrial Production (MoM)  (Dec),1.72%,,-1.13%
2008-01-01,Tuesday,17:00,USD,Medium,Industrial Production (MoM)  (Dec),0.00%,,0.60%
2008-01-01,Tuesday,17:00,GBP,Low,Industrial Production (YoY)  (Dec),0.60%,,0.10%
2008-01-01,Tuesday,17:00,MXN,Low,Industrial Production (YoY)  (Dec),2.81%,,0.53%
2008-01-01,Tuesday,17:00,USD,High,Initial Jobless Claims  (Dec),349.10K,,339.05K
2008-01-01,Tuesday,17:00,MXN,Medium,Interest Rate Decision  (Dec),7.50%,,7.50%
2008-01-01,Tuesday,17:00,CAD,Low,Ivey PMI n.s.a  (Dec),45.90,,58.70
2008-01-01,Tuesday,17:00,USD,High,JOLTS Job Openings  (Dec),4.32M,,4.28M
2008-01-01,Tuesday,17:00,USD,Low,Jobless Claims 4-Week Avg.  (Dec),345.13K,,333.90K
2008-01-01,Tuesday,17:00,USD,Low,KC Fed Composite Index  (Dec),8.00,,4.00
2008-01-01,Tuesday,17:00,USD,Low,KC Fed Manufacturing Index  (Dec),13.00,,9.00
2008-01-01,Tuesday,17:00,GBP,Low,M4 Money Supply (MoM)  (Dec),1.40%,,0.20%
2008-01-01,Tuesday,17:00,USD,Low,MBA 30-Year Mortgage Rate  (Dec),6.08%,,6.08%
2008-01-01,Tuesday,17:00,USD,Low,MBA Purchase Index  (Dec),412.45,,429.38
2008-01-01,Tuesday,17:00,USD,Low,Manufacturing Payrolls  (Dec),-11.00K,,-7.00K
2008-01-01,Tuesday,17:00,GBP,Medium,Manufacturing Production (MoM)  (Dec),-0.50%,,0.80%
2008-01-01,Tuesday,17:00,USD,Low,Manufacturing Production (MoM)  (Dec),0.10%,,0.50%
2008-01-01,Tuesday,17:00,GBP,Low,Manufacturing Production (YoY)  (Dec),-0.30%,,-0.10%
2008-01-01,Tuesday,17:00,CAD,Low,Manufacturing Sales (MoM)  (Dec),-3.60%,,1.00%
2008-01-01,Tuesday,17:00,USD,Medium,Michigan 1-Year Inflation Expectations  (Dec),3.40%,,3.40%
2008-01-01,Tuesday,17:00,USD,Medium,Michigan 5-Year Inflation Expectations  (Dec),3.10%,,2.90%
2008-01-01,Tuesday,17:00,USD,Medium,Michigan Consumer Expectations  (Dec),63.20,,66.20
2008-01-01,Tuesday,17:00,USD,Medium,Michigan Consumer Sentiment  (Dec),75.50,,75.00
2008-01-01,Tuesday,17:00,USD,Low,Michigan Current Conditions  (Dec),91.00,,91.00
2008-01-01,Tuesday,17:00,USD,Low,Midwest Manufacturing  (Dec),100.60,,100.40
2008-01-01,Tuesday,17:00,GBP,Low,Mortgage Approvals  (Dec),75.22K,,80.95K
2008-01-01,Tuesday,17:00,GBP,Low,Mortgage Lending  (Dec),6.85B,,7.33B
2008-01-01,Tuesday,17:00,USD,Low,Mortgage Market Index  (Dec),653.45,,703.49
2008-01-01,Tuesday,17:00,USD,Low,Mortgage Refinance Index  (Dec),"2,144.87",,"2,327.35"
2008-01-01,Tuesday,17:00,USD,Low,NAHB Housing Market Index  (Dec),18.00,,19.00
2008-01-01,Tuesday,17:00,USD,Low,NFIB Small Business Optimism  (Dec),94.60,,94.40
2008-01-01,Tuesday,17:00,USD,Medium,NY Empire State Manufacturing Index  (Dec),8.69,,25.77
2008-01-01,Tuesday,17:00,GBP,Medium,Nationwide HPI (MoM)  (Dec),-0.30%,,-1.00%
2008-01-01,Tuesday,17:00,GBP,Medium,Nationwide HPI (YoY)  (Dec),4.80%,,6.90%
2008-01-01,Tuesday,17:00,USD,Low,Natural Gas Storage  (Dec),-131.71B,,-20.59B
2008-01-01,Tuesday,17:00,USD,High,New Home Sales  (Dec),619.00K,,641.00K
2008-01-01,Tuesday,17:00,USD,Medium,New Home Sales (MoM)  (Dec),-3.40%,,-11.80%
2008-01-01,Tuesday,17:00,CAD,Medium,New Housing Price Index (MoM)  (Dec),0.10%,,0.50%
2008-01-01,Tuesday,17:00,USD,Low,Overall Net Capital Flow  (Dec),38.20B,,120.70B
2008-01-01,Tuesday,17:00,GBP,Medium,PPI Input (MoM)  (Dec),2.00%,,3.70%
2008-01-01,Tuesday,17:00,GBP,Low,PPI Input (YoY)  (Dec),13.50%,,12.30%
2008-01-01,Tuesday,17:00,GBP,Low,PPI Output (MoM)  (Dec),0.40%,,0.80%
2008-01-01,Tuesday,17:00,GBP,Low,PPI Output (YoY)  (Dec),4.60%,,4.40%
2008-01-01,Tuesday,17:00,CAD,Low,Part Time Employment Change  (Dec),-1.90K,,1.60K
2008-01-01,Tuesday,17:00,CAD,Low,Participation Rate  (Dec),67.60%,,67.70%
2008-01-01,Tuesday,17:00,USD,Medium,Pending Home Sales (MoM)  (Dec),-2.40%,,-0.80%
2008-01-01,Tuesday,17:00,USD,Low,Pending Home Sales Index  (Dec),86.10,,88.20
2008-01-01,Tuesday,17:00,USD,Low,Personal Income (MoM)  (Dec),0.70%,,0.40%
2008-01-01,Tuesday,17:00,USD,Medium,Personal Spending (MoM)  (Dec),0.20%,,0.80%
2008-01-01,Tuesday,17:00,USD,High,Philadelphia Fed Manufacturing Index  (Dec),-5.50,,7.40
2008-01-01,Tuesday,17:00,USD,Low,Philly Fed Business Conditions  (Dec),22.00,,21.30
2008-01-01,Tuesday,17:00,USD,Low,Philly Fed CAPEX Index  (Dec),25.00,,6.90
2008-01-01,Tuesday,17:00,USD,Medium,Philly Fed Employment  (Dec),1.60,,4.20
2008-01-01,Tuesday,17:00,USD,Low,Philly Fed New Orders  (Dec),9.60,,5.30
2008-01-01,Tuesday,17:00,USD,Low,Philly Fed Prices Paid  (Dec),40.50,,41.90
2008-01-01,Tuesday,17:00,USD,Medium,Private Nonfarm Payrolls  (Dec),55.00K,,80.00K
2008-01-01,Tuesday,17:00,GBP,Low,Public Sector Net Borrowing  (Dec),8.20B,,10.99B
2008-01-01,Tuesday,17:00,GBP,Low,Public Sector Net Cash Requirement  (Dec),16.81B,,10.01B
2008-01-01,Tuesday,17:00,CAD,Medium,RMPI (MoM)  (Dec),0.90%,,3.00%
2008-01-01,Tuesday,17:00,CAD,Low,RMPI (YoY)  (Dec),10.70%,,15.30%
2008-01-01,Tuesday,17:00,GBP,Low,RPI (MoM)  (Dec),0.60%,,0.40%
2008-01-01,Tuesday,17:00,GBP,Low,RPI (YoY)  (Dec),4.00%,,4.30%
2008-01-01,Tuesday,17:00,USD,Low,Real Earnings (MoM)  (Dec),0.30%,,-0.60%
2008-01-01,Tuesday,17:00,USD,Low,Real Personal Consumption (MoM)  (Dec),-0.10%,,0.30%
2008-01-01,Tuesday,17:00,USD,Low,Redbook (MoM)  (Dec),-0.63%,,0.26%
2008-01-01,Tuesday,17:00,USD,Low,Redbook (YoY)  (Dec),1.40%,,2.33%
2008-01-01,Tuesday,17:00,USD,Medium,Retail Control (MoM)  (Dec),-0.30%,,1.10%
2008-01-01,Tuesday,17:00,USD,High,Retail Sales (MoM)  (Dec),-0.70%,,0.80%
2008-01-01,Tuesday,17:00,CAD,Medium,Retail Sales (MoM)  (Dec),1.90%,,1.90%
2008-01-01,Tuesday,17:00,GBP,Medium,Retail Sales (MoM)  (Dec),-0.40%,,0.50%
2008-01-01,Tuesday,17:00,GBP,Medium,Retail Sales (YoY)  (Dec),2.70%,,2.50%
2008-01-01,Tuesday,17:00,USD,Low,Retail Sales Ex Gas/Autos (MoM)  (Dec),-0.20%,,1.00%
2008-01-01,Tuesday,17:00,USD,Low,Richmond Manufacturing Index  (Dec),-4.00,,2.00
2008-01-01,Tuesday,17:00,USD,Low,Richmond Manufacturing Shipments  (Dec),-9.00,,3.00
2008-01-01,Tuesday,17:00,USD,Low,Richmond Services Index  (Dec),0.00,,-2.00
2008-01-01,Tuesday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Dec),-2.10%,,-2.10%
2008-01-01,Tuesday,17:00,USD,Medium,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Dec),-9.00%,,-7.70%
2008-01-01,Tuesday,17:00,USD,Low,S&P/CS HPI Composite - 20 s.a. (MoM)  (Dec),-1.50%,,-1.60%
2008-01-01,Tuesday,17:00,USD,Medium,TIC Net Long-Term Transactions  (Dec),48.20B,,82.00B
2008-01-01,Tuesday,17:00,USD,Low,TIC Net Long-Term Transactions including Swaps  (Dec),34.50B,,65.30B
2008-01-01,Tuesday,17:00,USD,Low,Texas Services Sector Outlook  (Dec),-4.30,,1.40
2008-01-01,Tuesday,17:00,CAD,Medium,Trade Balance  (Dec),1.96B,,3.77B
2008-01-01,Tuesday,17:00,GBP,Medium,Trade Balance  (Dec),-8.02B,,-8.82B
2008-01-01,Tuesday,17:00,MXN,Low,Trade Balance  (Dec),-0.54B,,-0.82B
2008-01-01,Tuesday,17:00,USD,Medium,Trade Balance  (Dec),-57.20B,,-59.70B
2008-01-01,Tuesday,17:00,MXN,Low,Trade Balance (USD)  (Dec),-0.43B,,-0.09B
2008-01-01,Tuesday,17:00,GBP,Medium,Trade Balance Non-EU  (Dec),-4.41B,,-5.06B
2008-01-01,Tuesday,17:00,USD,Low,"US Foreign Buying, T-bonds  (Dec)",0.40B,,19.80B
2008-01-01,Tuesday,17:00,CAD,Medium,Unemployment Rate  (Dec),6.00%,,6.00%
2008-01-01,Tuesday,17:00,GBP,Medium,Unemployment Rate  (Dec),5.20%,,5.20%
2008-01-01,Tuesday,17:00,MXN,Low,Unemployment Rate  (Dec),3.54%,,3.57%
2008-01-01,Tuesday,17:00,MXN,Low,Unemployment Rate n.s.a.  (Dec),3.11%,,3.35%
2008-01-01,Tuesday,17:00,USD,Low,Wholesale Inventories (MoM)  (Dec),1.20%,,1.20%
2008-01-01,Tuesday,17:00,CAD,Medium,Wholesale Sales (MoM)  (Dec),-2.70%,,0.00%
2008-01-03,Thursday,04:30,USD,Medium,Fed's Balance Sheet,922.19B,,890.66B
2008-01-04,Friday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,87.7k,,48.4k
2008-01-04,Friday,20:30,USD,High,Nonfarm Payrolls  (Dec),82K,,94K
2008-01-05,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,316,,325
2008-01-10,Thursday,04:30,USD,Medium,Fed's Balance Sheet,880.75B,,922.19B
2008-01-10,Thursday,08:00,GBP,High,BoE Interest Rate Decision,5.50%,,5.50%
2008-01-12,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,327,,316
2008-01-12,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,97.1k,,87.7k
2008-01-15,Tuesday,23:00,ILS,Low,CPI (YoY)  (Dec),3.4%,,2.8%
2008-01-16,Wednesday,21:30,USD,High,CPI (MoM)  (Dec),0.3%,,0.8%
2008-01-16,Wednesday,21:30,USD,High,CPI (YoY)  (Dec),4.1%,,4.3%
2008-01-16,Wednesday,21:30,USD,High,Core CPI (MoM)  (Dec),0.2%,,0.3%
2008-01-16,Wednesday,21:30,USD,Medium,Core CPI (YoY)  (Dec),2.4%,,2.3%
2008-01-17,Thursday,04:30,USD,Medium,Fed's Balance Sheet,893.58B,,880.75B
2008-01-18,Friday,23:00,USD,Medium,US Leading Index (MoM)  (Dec),-0.2%,-0.1%,-0.4%
2008-01-19,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,323,,327
2008-01-19,Saturday,04:30,AUD,Medium,CFTC AUD speculative net positions,25.5K,,23.4K
2008-01-19,Saturday,04:30,CAD,Low,CFTC CAD speculative net positions,7.8K,,16.4K
2008-01-19,Saturday,04:30,CHF,Low,CFTC CHF speculative net positions,5.2K,,-2.2K
2008-01-19,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,88.9k,,97.1k
2008-01-19,Saturday,04:30,EUR,Medium,CFTC EUR speculative net positions,45.0K,,51.9K
2008-01-19,Saturday,04:30,GBP,Medium,CFTC GBP speculative net positions,0.3K,,-3.3K
2008-01-19,Saturday,04:30,JPY,Medium,CFTC JPY speculative net positions,37.2K,,37.5K
2008-01-19,Saturday,04:30,MXN,Low,CFTC MXN speculative net positions,30.0K,,55.9K
2008-01-19,Saturday,04:30,NZD,Low,CFTC NZD speculative net positions,15.7K,,13.5K
2008-01-19,Saturday,04:30,USD,Low,CFTC Silver speculative net positions,43.0K,,41.1K
2008-01-22,Tuesday,08:00,CAD,High,BoC Interest Rate Decision,4.00%,,4.25%
2008-01-23,Wednesday,02:15,USD,High,Fed Interest Rate Decision,3.50%,,4.25%
2008-01-24,Thursday,04:30,USD,Medium,Fed's Balance Sheet,877.25B,,893.58B
2008-01-24,Thursday,17:00,EUR,Medium,German Ifo Business Climate Index,103.4,102.3,103
2008-01-26,Saturday,01:00,USD,Medium,U.S. Baker Hughes Oil Rig Count,318,,323
2008-01-26,Saturday,04:30,AUD,Medium,CFTC AUD speculative net positions,5.6K,,25.5K
2008-01-26,Saturday,04:30,CAD,Low,CFTC CAD speculative net positions,7.7K,,7.8K
2008-01-26,Saturday,04:30,CHF,Low,CFTC CHF speculative net positions,15.4K,,5.2K
2008-01-26,Saturday,04:30,USD,Medium,CFTC Crude Oil speculative net positions,32.4k,,88.9k
2008-01-26,Saturday,04:30,EUR,Medium,CFTC EUR speculative net positions,23.7K,,45.0K
2008-01-26,Saturday,04:30,GBP,Medium,CFTC GBP speculative net positions,-0.7K,,0.3K
2008-01-26,Saturday,04:30,USD,Medium,CFTC Gold speculative net positions,205.1K,,212.0K
2008-01-26,Saturday,04:30,JPY,Medium,CFTC JPY speculative net positions,41.8K,,37.2K
2008-01-26,Saturday,04:30,MXN,Low,CFTC MXN speculative net positions,24.0K,,30.0K
2008-01-26,Saturday,04:30,NZD,Low,CFTC NZD speculative net positions,11.5K,,15.7K
2008-01-26,Saturday,04:30,USD,Low,CFTC Silver speculative net positions,46.6K,,43.0K
2008-01-31,Thursday,02:15,USD,High,Fed Interest Rate Decision,3.00%,,3.50%
2008-01-31,Thursday,04:30,USD,Medium,Fed's Balance Sheet,900.26B,,877.25B
2008-02-01,Friday,17:00,MXN,Low,1st Half-Month CPI  (Jan),0.27%,,
2008-02-01,Friday,17:00,MXN,Low,1st Half-Month Core CPI  (Jan),0.25%,,
2008-02-01,Friday,17:00,USD,Medium,5-Year Note Auction  (Jan),2.88%,,3.63%
2008-02-01,Friday,17:00,USD,Low,All Car Sales  (Jan),7.42M,,7.60M
2008-02-01,Friday,17:00,USD,Low,All Truck Sales  (Jan),7.96M,,8.12M
2008-02-01,Friday,17:00,GBP,Low,Average Earnings ex Bonus  (Jan),4.10%,,4.00%
2008-02-01,Friday,17:00,USD,High,Average Hourly Earnings (MoM)  (Jan),0.10%,,0.30%
2008-02-01,Friday,17:00,USD,Low,Average Weekly Hours  (Jan),34.50,,34.60
2008-02-01,Friday,17:00,GBP,Low,BoE Consumer Credit  (Jan),0.59B,,0.10B
2008-02-01,Friday,17:00,CAD,Low,Budget Balance  (Jan),1.16B,,1.84B
2008-02-01,Friday,17:00,CAD,Low,Budget Balance (YoY)  (Jan),9.61B,,8.45B
2008-02-01,Friday,17:00,CAD,Medium,Building Permits (MoM)  (Jan),-2.60%,,0.00%
2008-02-01,Friday,17:00,USD,Low,CB Employment Trends Index  (Jan),124.80,,124.40
2008-02-01,Friday,17:00,KRW,Low,CPI (MoM)  (Jan),0.50%,,0.40%
2008-02-01,Friday,17:00,GBP,Medium,CPI (MoM)  (Jan),-0.70%,,0.60%
2008-02-01,Friday,17:00,MXN,Medium,CPI (MoM)  (Jan),0.46%,,0.41%
2008-02-01,Friday,17:00,SEK,Medium,CPI (MoM)  (Jan),-0.80%,,0.20%
2008-02-01,Friday,17:00,CAD,Low,CPI (YoY)  (Jan),2.20%,,2.40%
2008-02-01,Friday,17:00,KRW,Low,CPI (YoY)  (Jan),3.90%,,3.60%
2008-02-01,Friday,17:00,MXN,Medium,CPI (YoY)  (Jan),3.70%,,3.76%
2008-02-01,Friday,17:00,SEK,Medium,CPI (YoY)  (Jan),3.20%,,3.50%
2008-02-01,Friday,17:00,USD,Low,"CPI Index, n.s.a.  (Jan)",211.08,,210.04
2008-02-01,Friday,17:00,SEK,Low,CPIF (CPI at constant interest rates) (MoM)  (Jan),-0.70%,,0.10%
2008-02-01,Friday,17:00,SEK,Low,CPIF (CPI at constant interest rates) (YoY)  (Jan),2.30%,,2.40%
2008-02-01,Friday,17:00,USD,Low,Capacity Utilization Rate  (Jan),80.70%,,80.80%
2008-02-01,Friday,17:00,USD,Low,Chain Store Sales (MoM)  (Jan),0.50%,,0.70%
2008-02-01,Friday,17:00,USD,Low,Chain Store Sales (WoW)  (Jan),0.06%,,1.02%
2008-02-01,Friday,17:00,USD,Low,Chain Store Sales (YoY)  (Jan),1.48%,,2.35%
2008-02-01,Friday,17:00,USD,Low,Challenger Job Cuts  (Jan),74.99K,,44.42K
